crop,year,eCy,RTS,tauC,TFP
rice_late_indica,2004,-0.0296694455317405,13.2558974014411,-0.00659911787341865,0.0502111952812464
rice_late_indica,2005,-0.0134036635428453,-47.5841395208172,-0.00633173284889347,-0.269319232883091
rice_late_indica,2006,-0.0413017947225789,-22.2912218811201,-0.00666107486137113,-0.147742541532383
rice_late_indica,2007,-0.0445852437424703,-15.6623873596547,-0.00720450965095958,-0.111027459376091
rice_late_indica,2008,-0.0463252075461673,-18.9379576411707,-0.00654609555386703,-0.114567945202248
rice_late_indica,2009,-0.0467228732033979,-15.6883747044763,-0.00779328104569424,-0.116932754168762
rice_late_indica,2010,-0.0318374291204535,-20.9834542728713,-0.00975306541110234,-0.20603897022744
rice_late_indica,2011,-0.0384977785867747,-13.0100988676867,-0.0113783751448077,-0.172551074271332
rice_late_indica,2012,-0.0535826035848958,-17.6669670252344,-0.0142204730487039,-0.240798954687917
rice_late_indica,2013,-0.0366952970595187,-70.8249388560198,-0.0162474655854629,-1.13577654374855
rice_late_indica,2014,-0.0491205330361745,-15.7719732611888,-0.0174530378229936,-0.269329661756341
rice_late_indica,2015,-0.0498202416464062,-21.1848596420603,-0.0177095484350482,-0.37214164441093
rice_late_indica,2016,-0.0394572413889149,-30.2397179131375,-0.0180611772704046,-0.547217264381712
rice_late_indica,2017,-0.0345206908445799,24.5787274140641,-0.0181788116975315,0.404388316348191
rice_late_indica,2018,-0.0506435424878753,53.7087153180404,-0.0181715463495939,0.972965776519028
rice_late_indica,2019,-0.0674465653608104,-11.7583650088227,-0.0182425720579967,-0.216920566882191
rice_late_indica,2020,-0.0358023392661046,-37.4620778185844,-0.018580756012874,-0.641854099182488
rice_late_indica,2021,-0.0496686395790076,-26.6947921861843,-0.0185817164815367,-0.496481695970669
rice_late_indica,2022,-0.0474022129040735,-22.7833549404696,-0.0179152905833223,-0.405270174726388
rice_late_indica,2023,-0.046494745145039,-10.7816532373655,-0.0183562219630145,-0.207527617667399
rice_late_indica,2024,-0.0323206435999501,-28.691685796958,-0.0190567592083676,-0.539124966971996
