province,year,Shat_labor,Shat_mach,Shat_fert,Shat_seed,Shat_other,Sobs_labor,Sobs_mach,Sobs_fert,Sobs_seed,mono_ok,conc_ok
上海,2004,0.242699114623352,0.300185605693051,0.236438254673128,0.0463715427853447,0.174305482225124,0.253095100228858,0.309620315989743,0.22736923373866,0.0465161165798109,TRUE,TRUE
上海,2005,0.262237984116352,0.313653464413058,0.206302486762004,0.0426850205389859,0.1751210441696,0.237507667626103,0.315505119614967,0.213348747227858,0.0425376303496438,TRUE,TRUE
上海,2006,0.257533900089805,0.315176207897734,0.204675125240959,0.0469805032669556,0.175634263504547,0.246768886690609,0.321692006623513,0.212361024494097,0.0502139738930346,TRUE,TRUE
上海,2007,0.254186238716617,0.318114604448161,0.198723501024525,0.0538062207331557,0.175169435077541,0.278362353334169,0.300492713683244,0.192868178212034,0.0510459726919704,TRUE,TRUE
云南,2004,0.605675420258834,0.0940917531338053,0.180166420566419,0.0207894615923402,0.0992769444486018,0.613327610967135,0.110529704032618,0.125022696885162,0.033525362737492,TRUE,FALSE
云南,2005,0.615453436251638,0.0949495421718794,0.173979688761918,0.0206286440884875,0.0949886887260766,0.617260787992495,0.112797312836652,0.125582521333898,0.0344973673061793,TRUE,FALSE
云南,2006,0.63559962049201,0.101644954481847,0.152055150217081,0.0188557749274707,0.0918444998815915,0.624060805999215,0.112020229911785,0.128122774637039,0.0346466305279833,TRUE,FALSE
云南,2007,0.641200518937497,0.107284752304022,0.14006055579704,0.019567201704433,0.0918869712570075,0.617602533298149,0.1153733975917,0.128553770086527,0.035152289551534,TRUE,FALSE
云南,2008,0.664101702684027,0.109533383726018,0.124177211690205,0.0164571244523384,0.0857305774474109,0.603049968329091,0.123086300240221,0.145530816392385,0.031909935104514,TRUE,FALSE
云南,2009,0.667997090656798,0.110613372765674,0.118803532222689,0.0214544097569532,0.081131594597886,0.612689664635192,0.114056050401912,0.144722549367118,0.0312382084910299,TRUE,FALSE
云南,2010,0.658233981694973,0.114076065075325,0.117087077559778,0.0259015176717925,0.0847013579981317,0.647684771618451,0.114284031452159,0.119300277807773,0.0313736269129961,TRUE,FALSE
云南,2011,0.670506666859699,0.116961836463753,0.104911244707644,0.0302362376474316,0.0773840143214727,0.658917577123447,0.119445397089805,0.108511750200056,0.0373736383975961,TRUE,FALSE
云南,2012,0.671377199484352,0.115293604866702,0.10894490219626,0.0320122010540204,0.0723720923986654,0.710308395202741,0.100293338871294,0.100702196147656,0.026958621047713,TRUE,FALSE
云南,2013,0.688295965659968,0.118867466247299,0.0920806036543668,0.0350666159221707,0.0656893485161952,0.729606157136174,0.0978926733643715,0.0878628232830634,0.0271045421131184,TRUE,FALSE
云南,2014,0.685081835148225,0.123516621061593,0.0856656813277712,0.0356353660730396,0.0701004963893715,0.729824897024624,0.090983003832059,0.0909770255809365,0.0293113652532088,TRUE,FALSE
云南,2015,0.672650512437818,0.13080928438208,0.0788329885606257,0.039771672739264,0.077935541880212,0.745227169229692,0.0884564636097196,0.0822269707266379,0.0278780023586833,TRUE,FALSE
云南,2016,0.679645952848776,0.133979388105477,0.070396728232162,0.0408693076795138,0.0751086231340722,0.723919130780232,0.104104550872887,0.0818766793689237,0.029339143440531,TRUE,FALSE
云南,2017,0.680356199821483,0.136044533878977,0.0712324088099008,0.0362999552899687,0.0760669021996703,0.702907547896728,0.12026362530381,0.0838049334843407,0.0311490000229431,TRUE,FALSE
云南,2018,0.678641566662567,0.134122798583615,0.0787699184645753,0.0354397833590455,0.0730259329301973,0.694783806790545,0.121972643191421,0.0851115211185624,0.0298550444295929,TRUE,FALSE
云南,2019,0.674905600651237,0.133353553985585,0.0796871307014473,0.0431410230987603,0.0689126915629703,0.694147147324326,0.122520502684524,0.0860227742049679,0.0305209746887722,TRUE,FALSE
云南,2020,0.668778338731857,0.13466690653472,0.0834267706392906,0.042087590975047,0.0710403931190854,0.668631499685274,0.137532428568907,0.0951708639970822,0.0361493979022172,TRUE,FALSE
云南,2021,0.660862394291569,0.129345927217628,0.0967729241139003,0.0484816544016697,0.0645370999752336,0.635667980809739,0.148076886801351,0.100692283024918,0.045818950068851,TRUE,FALSE
云南,2022,0.654010727537857,0.129236260586466,0.102316827876722,0.0464027742995379,0.0680334096994165,0.63305991902335,0.153781683500854,0.106730182598032,0.0420967652478292,TRUE,FALSE
云南,2023,0.647747504036303,0.130590765612131,0.102923964138963,0.0509238432009028,0.0678139230117012,0.637816204326042,0.148502994011976,0.105780276182329,0.0459183673469388,TRUE,FALSE
云南,2024,0.64588616796855,0.134302005172172,0.0953391473674952,0.0570073420547045,0.0674653374370787,0.669346327577993,0.133261366446142,0.0941278638499068,0.0446335417960764,TRUE,FALSE
内蒙古,2004,0.321515522793726,0.299242019751996,0.213298052563234,0.0533500941733572,0.112594310717687,0.456915638696851,0.254597623243414,0.185079752383534,0.0265690660159957,TRUE,TRUE
内蒙古,2005,0.318677231114379,0.295299385437867,0.22261242787587,0.0586302551829774,0.104780700388907,0.351325389383162,0.280378748027354,0.232623561969673,0.0464515243693251,TRUE,TRUE
内蒙古,2006,0.364948952935577,0.308762181628151,0.178464791337843,0.0532902539560651,0.0945338201423646,0.423206237928321,0.239126546963302,0.191376350239645,0.0368588597181486,TRUE,TRUE
内蒙古,2007,0.377351573846142,0.309250325444892,0.174180003656157,0.0486438917128337,0.0905742053399753,0.363221829716675,0.298067911469973,0.171040299906279,0.0400836277124937,TRUE,TRUE
内蒙古,2008,0.374673705546287,0.309895157292562,0.175739634304641,0.0503054211002951,0.0893860817562148,0.358821948559053,0.324438402074079,0.192294923881942,0.0358063139257315,TRUE,TRUE
内蒙古,2009,0.309866657326899,0.312544500928568,0.20067610383595,0.0651951921467857,0.111717545761797,0.348307882391552,0.30572018764841,0.203131334581749,0.0502712407575436,TRUE,TRUE
内蒙古,2010,0.391074089375546,0.315437998502461,0.159650197036168,0.0522360240309522,0.0816016910548726,0.31911506285577,0.406587464892387,0.128715399288085,0.0408074375572611,TRUE,TRUE
内蒙古,2011,0.413185091952213,0.323995847368325,0.133582945651709,0.0524479746869581,0.0767881403407954,0.352487493881255,0.399670483171958,0.134301985458279,0.0348499862701322,TRUE,TRUE
内蒙古,2012,0.411429322695809,0.326451416058407,0.130004408197482,0.0537140205246602,0.0784008325236421,0.370498068795373,0.373703261814726,0.148642090149845,0.0374714363713575,TRUE,FALSE
内蒙古,2013,0.372849796316488,0.326947400234518,0.145230840588895,0.063953142025002,0.0910188208350964,0.422516292721755,0.294522660564151,0.128162777971245,0.0461569076165365,TRUE,TRUE
内蒙古,2014,0.376259164769279,0.321390928124959,0.14509620098263,0.0809124563851243,0.0763412497380083,0.452828696288387,0.275622392280161,0.124340036779973,0.107779161970299,TRUE,TRUE
内蒙古,2015,0.389360818509148,0.334234986409301,0.113006778183199,0.0830834950112918,0.0803139218870605,0.448577261707286,0.291328678977014,0.118266829508376,0.0964928270657504,TRUE,FALSE
内蒙古,2016,0.403743359595378,0.339983773321813,0.110432388369797,0.0599688187839513,0.0858716599290607,0.438857945444506,0.333318399800162,0.123124071866368,0.0439084663629923,TRUE,FALSE
内蒙古,2017,0.369589684280136,0.337237043702642,0.120111420732853,0.0871807580617861,0.0858810932225829,0.403579214701974,0.307205508612382,0.101277096103937,0.0923072236839636,TRUE,FALSE
内蒙古,2018,0.367430852343154,0.334364795646808,0.130611506532946,0.087021901639334,0.0805709438377579,0.380182550300922,0.305160351984802,0.127198836740215,0.107839079605752,TRUE,FALSE
