crop,factor,lambda_nt,S_mean,B
rice_mid_indica_hw,labor,-0.00207508030772311,0.541742100535866,-0.00383038406221437
rice_mid_indica_hw,mach,0.0012848624586473,0.187293894068932,0.00686014066307157
rice_mid_indica_hw,fert,0.000261225561572603,0.136790575096732,0.00190967514675537
rice_mid_indica_hw,seed,0.00106832034402311,0.0641767978755858,0.0166465199166555
rice_mid_indica_hw,other,-0.000539328056519901,0.0699966324228839,-0.00770505719848859
