crop,factor,lambda_nt,S_mean,B
soybean,labor,0.00275912498585065,0.550743630916198,0.0050098173287282
soybean,mach,-0.00173376045726677,0.167621794999995,-0.0103432877405162
soybean,fert,-0.00263741349870576,0.123897840793933,-0.0212870013053117
soybean,seed,0.00059524770735097,0.100815100525916,0.00590435068006458
soybean,other,0.00101680126277091,0.0569216327639577,0.0178631780818266
