param,est,se_delta
alpha_1,0.662068789928285,
alpha_2,0.127543455973689,
alpha_3,0.0918565298015137,
alpha_4,0.0647941545748443,
gamma_1_1,0.0737794154033927,
gamma_1_2,-0.00288444481598035,
gamma_1_3,-0.0415888295767768,
gamma_1_4,-0.0121449259152397,
gamma_2_2,0.0154054980117334,
gamma_2_3,-0.0153952887974169,
gamma_2_4,-0.00476092661281782,
gamma_3_3,0.0609468179518543,
gamma_3_4,-0.00350882914503055,
gamma_4_4,0.0213943179142137,
gamma_1y,0.105578920869371,
gamma_2y,-0.0932116484713471,
gamma_3y,-0.00380034233648507,
gamma_4y,-0.022580065265902,
lambda_1t,-0.00207508030772311,
lambda_2t,0.0012848624586473,
lambda_3t,0.000261225561572603,
lambda_4t,0.00106832034402311,
alpha_0,0.438329025087895,
alpha_y,0.258305560437994,
gamma_yy,-3.23210550789606,
lambda_t,-0.0129575782915169,
lambda_tt,0.00117660898342701,
lambda_yt,0.0492607426322775,
fe1_四川,-0.0185301951284562,
fe1_安徽,-0.239117236430511,
fe1_广西,-0.135978123029046,
fe1_江苏,-0.29745582554861,
fe1_江西,-0.222534894993439,
fe1_河南,-0.189343381498094,
fe1_浙江,-0.0533643393601051,
fe1_湖北,-0.246810568031912,
fe1_湖南,-0.236434237195499,
fe1_福建,-0.120217573291164,
fe1_贵州,0.0600997707849059,
fe1_重庆,-0.0160729444988008,
fe1_陕西,0.056084912870515,
fe2_四川,-0.00375034022376114,
fe2_安徽,0.103435657282457,
fe2_广西,0.0224363437711072,
fe2_江苏,0.129317163407534,
fe2_江西,0.0977189436754682,
fe2_河南,0.143084658215618,
fe2_浙江,0.0230775961912652,
fe2_湖北,0.104356530458088,
fe2_湖南,0.126477625539121,
fe2_福建,0.0268448695544026,
fe2_贵州,-0.0296783891543084,
fe2_重庆,0.0266359283986821,
fe2_陕西,0.00877023823551038,
fe3_四川,0.0288689324202604,
fe3_安徽,0.0818110468440644,
fe3_广西,0.0796879322747863,
fe3_江苏,0.10550949671016,
fe3_江西,0.0849805371359432,
fe3_河南,0.0430387564034375,
fe3_浙江,-0.0197134616883865,
fe3_湖北,0.0731684567241104,
fe3_湖南,0.0654137017326116,
fe3_福建,0.0690547218930164,
fe3_贵州,-0.00596812816980646,
fe3_重庆,0.0116782558611753,
fe3_陕西,-0.00900194393443565,
fe4_四川,-0.00513630231479417,
fe4_安徽,0.0172505538020574,
fe4_广西,0.0130600841761094,
fe4_江苏,0.00439810886882598,
fe4_江西,0.00235729383839851,
fe4_河南,0.0121587706800363,
fe4_浙江,-0.00451185609111328,
fe4_湖北,0.0249307368798974,
fe4_湖南,0.00456949042092086,
fe4_福建,-0.00750533464121166,
fe4_贵州,-0.0249897260304852,
fe4_重庆,-0.0180063429534638,
fe4_陕西,-0.0282765731996275,
feC_四川,-0.379997971296199,
feC_安徽,-0.667990485449626,
feC_广西,-0.37415051811952,
feC_江苏,-0.58707198866655,
feC_江西,-0.508739323999691,
feC_河南,-0.571574400578826,
feC_浙江,-0.800150971055539,
feC_湖北,-0.582492330136794,
feC_湖南,-0.66237186712523,
feC_福建,-0.619654997182653,
feC_贵州,-0.0241519080006474,
feC_重庆,-0.512416338445492,
feC_陕西,-0.0112587847582453,
