crop,f_n,f_m,S_n,eps,morishima
rapeseed,labor,labor,0.55522622883819,-0.437141195889661,0
rapeseed,labor,mach,0.55522622883819,0.139682924901435,1.14052996932838
rapeseed,labor,fert,0.55522622883819,0.0495567491057214,0.678479165530818
rapeseed,labor,seed,0.55522622883819,0.0226771644245816,0.719877761038001
rapeseed,labor,land,0.55522622883819,0.18631451505973,0.881757446945371
rapeseed,labor,other,0.55522622883819,0.0389098423981938,0.935060760604367
rapeseed,mach,labor,0.0941641496155744,0.823621558127301,1.26076275401696
rapeseed,mach,mach,0.0941641496155744,-1.00084704442694,0
rapeseed,mach,fert,0.0941641496155744,0.184582183674007,0.813504600099103
rapeseed,mach,seed,0.0941641496155744,0.0152555733091988,0.712456169922618
rapeseed,mach,land,0.0941641496155744,-0.0570599902073874,0.638382941678253
rapeseed,mach,other,0.0941641496155744,0.0344477195238213,0.930598637729994
rapeseed,fert,labor,0.128402737636744,0.214288319905543,0.651429515795204
rapeseed,fert,mach,0.128402737636744,0.135363347228781,1.13621039165572
rapeseed,fert,fert,0.128402737636744,-0.628922416425096,0
rapeseed,fert,seed,0.128402737636744,0.0300137450447275,0.727214341658147
rapeseed,fert,land,0.128402737636744,0.109115752502414,0.804558684388055
rapeseed,fert,other,0.128402737636744,0.140141251743631,1.0362921699498
rapeseed,seed,labor,0.0244526256238144,0.514912250238751,0.952053446128413
rapeseed,seed,mach,0.0244526256238144,0.0587473962779575,1.0595944407049
rapeseed,seed,fert,0.0244526256238144,0.157604630674958,0.786527047100054
rapeseed,seed,seed,0.0244526256238144,-0.69720059661342,0
rapeseed,seed,land,0.0244526256238144,-0.00248862261683154,0.692954309268809
rapeseed,seed,other,0.0244526256238144,-0.031575057961415,0.864575860244758
rapeseed,land,labor,0.155297996186408,0.666117452347941,1.1032586482376
rapeseed,land,mach,0.155297996186408,-0.0345980346617112,0.966249009765229
rapeseed,land,fert,0.155297996186408,0.0902185584145332,0.71914097483963
rapeseed,land,seed,0.155297996186408,-0.000391848952740479,0.696808747660679
rapeseed,land,land,0.155297996186408,-0.695442931885641,0
rapeseed,land,other,0.155297996186408,-0.0259031952623822,0.870247722943791
rapeseed,other,labor,0.0424562620992695,0.508847552545357,0.945988748435018
rapeseed,other,mach,0.0424562620992695,0.076401926471343,1.07724897089828
rapeseed,other,fert,0.0424562620992695,0.423836661306835,1.05275907773193
rapeseed,other,seed,0.0424562620992695,-0.0181856111019723,0.679014985511447
rapeseed,other,land,0.0424562620992695,-0.0947496110153895,0.600693320870251
rapeseed,other,other,0.0424562620992695,-0.896150918206173,0
