crop,year,eCy,RTS,tauC,TFP
rice_japonica,2004,0.425974780238803,2.40245196952867,-0.00686330985493671,0.0175325505369352
rice_japonica,2005,0.411617415020872,2.52235220043869,-0.00544206887716862,0.01576625500338
rice_japonica,2006,0.369258783904929,2.83868009557559,-0.00696457070949695,0.0223406818535011
rice_japonica,2007,0.325471440297303,3.20604833417432,-0.00829105870665375,0.0290082195836275
rice_japonica,2008,0.283200837279127,3.73693255993823,-0.0073668632768944,0.0307588027025198
rice_japonica,2009,0.284404444138825,3.75356618002404,-0.00929188941885153,0.0379188671460686
rice_japonica,2010,0.278472686999759,3.75753886389708,-0.0115541101857366,0.0463004532024596
rice_japonica,2011,0.232375606687943,4.51211292537017,-0.0137129536211071,0.0651254348515603
rice_japonica,2012,0.223508974979569,4.63665376259073,-0.0174410161578863,0.0833258756467895
rice_japonica,2013,0.231000724478295,4.60611478801736,-0.0187816463614887,0.0897709063198258
rice_japonica,2014,0.190819781662678,5.92548038647382,-0.0207301959152927,0.129452657796578
rice_japonica,2015,0.14471093966925,9.02433103938436,-0.0218978598511737,0.216511335400063
rice_japonica,2016,0.135083506526131,8.49852454549898,-0.0221777642606395,0.195120443056363
rice_japonica,2017,0.11649889077927,13.4349438182976,-0.021569874608076,0.321369764608525
rice_japonica,2018,0.0761136352526537,24.677878866017,-0.0216595449682848,0.57547274666806
rice_japonica,2019,0.0305139293494934,1.65376966583274,-0.0224353940991845,-0.0125059031181796
rice_japonica,2020,0.00368402596753915,36.7132607850509,-0.0227652104210534,0.949775044504137
rice_japonica,2021,-0.00723067130723207,58.6387857599793,-0.0211194904819874,1.20033303343494
rice_japonica,2022,-0.0535884798024701,26.7599649150847,-0.0202036557589683,0.495040398914207
rice_japonica,2023,-0.102210041186781,-20.8267579180558,-0.0215272281107529,-0.427125377513473
rice_japonica,2024,-0.094934643323865,-3.58865928991271,-0.0205427234069833,-0.108477707350186
