param,est,se_delta
alpha_1,0.72136358719176,
alpha_2,0.115913835584234,
alpha_3,0.0497430240470678,
alpha_4,0.0552285043823737,
gamma_1_1,0.0599090595486179,
gamma_1_2,0.00537283187584292,
gamma_1_3,-0.00937774581455436,
gamma_1_4,-0.0371335992660127,
gamma_2_2,-0.00614772301122096,
gamma_2_3,-0.00267761261164518,
gamma_2_4,-0.00615192666215092,
gamma_3_3,0.00545616886551881,
gamma_3_4,-0.00349733995167502,
gamma_4_4,0.0379906381423229,
gamma_1y,0.0266732148384574,
gamma_2y,0.00569550595476875,
gamma_3y,-0.00519776584199405,
gamma_4y,-0.0251730024918779,
lambda_1t,0.00199650210383263,
lambda_2t,0.000164885274550351,
lambda_3t,-0.00292636162500761,
lambda_4t,-0.000192777657949283,
alpha_0,0.799872717554848,
alpha_y,0.272241235597315,
gamma_yy,0.550300130921901,
lambda_t,-0.0032972763696692,
lambda_tt,0.00230136065575794,
lambda_yt,-0.000921546850524813,
fe1_内蒙古,-0.380824444297225,
fe1_吉林,-0.262145943143999,
fe1_四川,0.119843295220413,
fe1_安徽,-0.167085802690657,
fe1_山东,-0.0865705814727917,
fe1_山西,-0.109394912060885,
fe1_江苏,-0.0131477113038585,
fe1_河北,-0.175875028394707,
fe1_河南,-0.105952142551082,
fe1_湖北,-0.28161202741579,
fe1_辽宁,-0.249366973034469,
fe1_重庆,0.123131885289922,
fe1_陕西,-0.0534637171370136,
fe1_黑龙江,-0.341946132906699,
fe2_内蒙古,0.163587940575917,
fe2_吉林,0.0709628744068915,
fe2_四川,-0.097579383586524,
fe2_安徽,0.036441315076468,
fe2_山东,-0.0170749500895138,
fe2_山西,0.057776615382517,
fe2_江苏,-0.0629422573605112,
fe2_河北,0.0516005566081024,
fe2_河南,0.021901281828546,
fe2_湖北,0.0949060170077427,
fe2_辽宁,0.088629161039826,
fe2_重庆,-0.0992654826091002,
fe2_陕西,0.0214951838239745,
fe2_黑龙江,0.140911936766344,
fe3_内蒙古,0.110990411363858,
fe3_吉林,0.16579084358481,
fe3_四川,-0.0123100352168635,
fe3_安徽,0.00699048470645991,
fe3_山东,0.0629939941137909,
fe3_山西,0.0667005876683167,
fe3_江苏,0.035706967403625,
fe3_河北,0.100413639400417,
fe3_河南,0.0106823101588045,
fe3_湖北,0.0848504378543851,
fe3_辽宁,0.114794718824474,
fe3_重庆,-0.0226021008761137,
fe3_陕西,0.0489053135117654,
fe3_黑龙江,0.140701933338857,
fe4_内蒙古,0.0799450832894006,
fe4_吉林,0.0314113652832404,
fe4_四川,0.0267140326582318,
fe4_安徽,0.0894518100990549,
fe4_山东,0.0353400928737138,
fe4_山西,0.0110801260528088,
fe4_江苏,0.0419325613270871,
fe4_河北,0.0389680552403888,
fe4_河南,0.0624486569907354,
fe4_湖北,0.119424728871602,
fe4_辽宁,0.0346284939891,
fe4_重庆,0.0251764433960755,
fe4_陕西,0.0151054920512941,
fe4_黑龙江,0.0550975588768417,
feC_内蒙古,-1.15555363271878,
feC_吉林,-1.02475985607762,
feC_四川,-0.851374732305004,
feC_安徽,-1.07580630725477,
feC_山东,-0.789790070702992,
feC_山西,-0.362384697456719,
feC_江苏,-0.606420488018955,
feC_河北,-0.716098101804533,
feC_河南,-0.937088036680478,
feC_湖北,-1.13145117649728,
feC_辽宁,-0.883608097852431,
feC_重庆,-0.508127101831491,
feC_陕西,-0.603423429235363,
feC_黑龙江,-1.14854591233626,
