param,est,se_delta
alpha_1,0.638172916313286,
alpha_2,0.127731850993688,
alpha_3,0.108834258047413,
alpha_4,0.067311498400542,
gamma_1_1,0.103065035914087,
gamma_1_2,-0.0160612704995663,
gamma_1_3,-0.0558040776567243,
gamma_1_4,-0.00523388196358094,
gamma_2_2,0.015262999000177,
gamma_2_3,-0.00851580445392045,
gamma_2_4,-0.00596720954350515,
gamma_3_3,0.0600069777460145,
gamma_3_4,0.00254077207299273,
gamma_4_4,0.0116310564721574,
gamma_1y,0.0545186958103691,
gamma_2y,-0.0832455904272918,
gamma_3y,0.0204759312307709,
gamma_4y,-0.018479172611875,
lambda_1t,-0.00542909594321047,
lambda_2t,0.00253086226789884,
lambda_3t,0.00141831520543019,
lambda_4t,0.00118128772920457,
alpha_0,0.183597454283883,
alpha_y,-0.0561603680965037,
gamma_yy,-3.79533778526566,
lambda_t,-0.0257037854757038,
lambda_tt,0.00252708858912425,
lambda_yt,0.0710896670381857,
fe1_四川,-0.00210948385489856,
fe1_安徽,-0.207389503659328,
fe1_广西,-0.109063552252123,
fe1_江苏,-0.26560450919713,
fe1_江西,-0.177722621998142,
fe1_河南,-0.176977279908744,
fe1_浙江,-0.00922666056400678,
fe1_湖北,-0.205269748463598,
fe1_湖南,-0.196841802966136,
fe1_福建,-0.0803500435316781,
fe1_贵州,0.0760627835129766,
fe1_重庆,0.0193927921326498,
fe1_陕西,0.0628151915762444,
fe2_四川,-0.00554614076661783,
fe2_安徽,0.104166818109342,
fe2_广西,0.0181313448952485,
fe2_江苏,0.12677745467637,
fe2_江西,0.0915271942110229,
fe2_河南,0.144529779072486,
fe2_浙江,0.0200486234621279,
fe2_湖北,0.102875514509476,
fe2_湖南,0.126813403128379,
fe2_福建,0.025928092404878,
fe2_贵州,-0.0309294188826348,
fe2_重庆,0.025224415352493,
fe2_陕西,0.00749022719297188,
fe3_四川,0.017360235686522,
fe3_安徽,0.0596089497064739,
fe3_广西,0.0633320833160289,
fe3_江苏,0.0836206088247966,
fe3_江西,0.0602982765354453,
fe3_河南,0.0307285618481179,
fe3_浙江,-0.0479111966222414,
fe3_湖北,0.0463933585714977,
fe3_湖南,0.0408622113448771,
fe3_福建,0.042723899199795,
fe3_贵州,-0.0172864215056403,
fe3_重庆,-0.0124393254930132,
fe3_陕西,-0.015845708901735,
fe4_四川,-0.00618205989275823,
fe4_安徽,0.0125067918384291,
fe4_广西,0.0136122251926334,
fe4_江苏,0.00219640717383043,
fe4_江西,-0.00180182580191646,
fe4_河南,0.0104023373159301,
fe4_浙江,-0.00674432732249193,
fe4_湖北,0.0192784669391912,
fe4_湖南,-0.00244023245790131,
fe4_福建,-0.0121385490320223,
fe4_贵州,-0.0245708390421622,
fe4_重庆,-0.019411008369882,
fe4_陕西,-0.0281364371005199,
feC_四川,-0.243714099698153,
feC_安徽,-0.381036563603679,
feC_广西,-0.188149668753199,
feC_江苏,-0.339442900935404,
feC_江西,-0.221996336618827,
feC_河南,-0.412843332317734,
feC_浙江,-0.540720140655696,
feC_湖北,-0.243984149360721,
feC_湖南,-0.32643146806701,
feC_福建,-0.269698804930237,
feC_贵州,0.0493224386528641,
feC_重庆,-0.233109827730904,
feC_陕西,0.0584952727531629,
