margin,diagnostic,value,threshold,passed
latent,adding_up_max_abs_error,0,9.9999999e-09,1
latent,positive_fitted_share_rate,.0073458958799106,1,0
latent,positive_expenditure_elasticities,.8695652173913043,1,0
latent,negative_hicksian_own_elasticities,.5217391304347826,1,0
latent,slutsky_symmetry_max_abs_error,1.26689922025e-08,.000099999997,1
latent,slutsky_max_eigenvalue,.1989728021230483,0,0
latent,adding_up_homogeneity_symmetry_imposed,1,1,1
