specification,model,estimator,order,gmm_steps,converged,parameter,coefficient,std_error,statistic,p_value,ci_low,ci_high
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,a1,.0051299165517125,.14149414,.03625533,.97107875,-.27219349,.28245333
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,a2,.0832147854837877,.047034997,1.7692099,.076858848,-.0089721177,.17540169
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,a3,.787065727020549,.33655995,2.3385603,.019358199,.12742037,1.4467111
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,a4,.0932155907117866,.05671661,1.6435325,.10027281,-.017946921,.2043781
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,a5,-.0296784798864591,.1774587,-.16724162,.86717993,-.37749115,.31813419
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,a6,.2676544668321932,.17173889,1.5584965,.11911559,-.068947576,.60425651
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,a7,.0777367332887282,.064722143,1.2010841,.2297186,-.049116332,.2045898
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,a8,.0667249787411615,.071807541,.92921966,.35277528,-.074015215,.20746517
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b1_1,.0031292538991178,.1227525,.025492383,.97966224,-.23746122,.24371974
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b1_2,.1474997434046292,.10986777,1.3425205,.17942728,-.067837141,.36283663
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b1_3,.0112528721070896,.040379636,.2786769,.78049278,-.067889757,.090395503
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b2_1,.0052957524524032,.022605915,.23426402,.81478,-.039011028,.049602531
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b2_2,-.0025478805532226,.021576727,-.11808466,.90600055,-.04483749,.039741728
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b2_3,-.0070691282163301,.0069964612,-1.0103862,.31231028,-.02078194,.0066436841
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b3_1,-.0773463606879931,.17797366,-.43459445,.6638568,-.42616832,.27147558
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b3_2,-.2122505218298615,.19133367,-1.1093214,.26729155,-.58725762,.16275656
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b3_3,-.0143437372602285,.042317376,-.33895621,.73464274,-.097284265,.068596795
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b4_1,-.0153512769744151,.039899699,-.38474667,.70042509,-.093553253,.062850699
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b4_2,.0071786587577391,.023246892,.30880079,.75747305,-.038384415,.052741732
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b4_3,.0008865924065511,.0072302953,.12262188,.90240651,-.013284526,.015057711
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b5_1,.0094698864022192,.070564494,.13420185,.89324296,-.12883398,.14777376
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b5_2,.0938006317439087,.077977642,1.202917,.22900845,-.059032742,.24663401
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b5_3,.0094400682989903,.022723345,.41543481,.67782366,-.035096869,.053977005
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b6_1,-.0386124119954739,.074437559,-.51872218,.60395449,-.18450736,.10728253
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b6_2,-.0015037266207678,.054991283,-.027344817,.9781847,-.10928466,.10627721
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b6_3,.0135113198592487,.01875736,.720321,.47132736,-.023252429,.050275069
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b7_1,.0212885540602528,.038876381,.5475961,.58396924,-.05490775,.097484857
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b7_2,.0130897973269705,.057156358,.22901735,.8188554,-.098934606,.1251142
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b7_3,-.0109179944736181,.013184355,-.82810229,.40761256,-.036758855,.014922867
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b8_1,.0923064443976584,.044132132,2.0915928,.036474962,.0058090584,.17880383
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b8_2,.0603962498454663,.050842874,1.1878999,.2348728,-.03925395,.16004646
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,b8_3,-.0244497267550173,.016517855,-1.4801998,.13881992,-.056824129,.0079246741
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g1_1,.1742954301565875,.058790501,2.9646869,.0030299106,.059068166,.28952271
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g1_2,-.0356806890452806,.024808783,-1.4382281,.15036933,-.084305011,.012943631
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g1_3,-.1577194635814396,.10579363,-1.4908218,.13600826,-.36507118,.049632248
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g1_4,.0721797923205055,.029610809,2.4376163,.014784453,.014143675,.13021591
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g1_5,-.0188541583021747,.036590956,-.51526827,.60636556,-.090571113,.052862797
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g1_6,-.0222384547830838,.075581633,-.29423094,.76858145,-.17037572,.12589882
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g1_7,-.043337847018159,.03174701,-1.3651001,.17222159,-.10556085,.018885149
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g1_8,.0761830089728385,.042064168,1.8111141,.070123188,-.0062612463,.15862726
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g2_2,.0312957987594724,.010916351,2.8668735,.0041454867,.0099001434,.052691456
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g2_3,.0164038484361959,.044626459,.36758122,.71318549,-.071062401,.1038701
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g2_4,-.0022495023873144,.012337282,-.18233369,.85532087,-.026430132,.021931127
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g2_5,.0013363268665941,.013029562,.10256115,.9183113,-.024201145,.026873799
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g2_6,.0124092431347729,.019064872,.65089571,.51511377,-.024957217,.049775705
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g2_7,.0079045760782366,.0093232943,.84783083,.39653221,-.010368745,.026177896
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g2_8,-.030402082032208,.015339254,-1.9819791,.047481582,-.060466468,-.00033769538
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g3_3,.2574437146902873,.15425712,1.668926,.095132053,-.044894688,.55978209
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g3_4,.0162526481890847,.050815545,.31983614,.74909252,-.08334399,.11584929
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g3_5,-.0737134604985547,.065762781,-1.1208994,.26233065,-.20260614,.055179212
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g3_6,-.0534989037327461,.1268737,-.42167053,.67326552,-.30216679,.19516899
"""Nine-group EASI one-step GMM-IV""",easi,gmm,3,1,1,g3_7,-.0107797838035829,.0587827,-.18338361,.85449702,-.12599176,.10443219
