margin,diagnostic,value,threshold,passed
latent,adding_up_max_abs_error,0,9.9999999e-09,1
latent,positive_fitted_share_rate,.0006387735547748,1,0
latent,positive_expenditure_elasticities,.7222222222222222,1,0
latent,negative_hicksian_own_elasticities,.6666666666666666,1,0
latent,slutsky_symmetry_max_abs_error,4.06520166339e-06,.000099999997,1
latent,slutsky_max_eigenvalue,.2997875290907757,0,0
latent,adding_up_homogeneity_symmetry_imposed,1,1,1
