specification,model,estimator,order,gmm_steps,converged,parameter,coefficient,std_error,statistic,p_value,ci_low,ci_high
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,a1,.25501462945932,.012895151,19.776011,0,.2297406,.28028867
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,a2,.036702334001099,.0095398463,3.8472667,.00011944289,.018004579,.055400088
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,a3,.2556047473117569,.015392574,16.605719,0,.22543585,.28577363
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,a4,.0523954849471155,.0055907858,9.3717566,7.1335143e-21,.041437745,.063353226
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,a5,.0240560664016573,.032498583,.74021894,.45916715,-.039639987,.087752119
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,a6,.0728561882575046,.020022005,3.6388061,.00027390503,.033613782,.1120986
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,a7,.0839659940798361,.010256758,8.1864071,2.6914043e-16,.063863121,.10406887
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,a8,.158210488518712,.0092873992,17.034962,0,.14000753,.17641346
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,b1,-.0364344319662296,.016663253,-2.1865137,.028778043,-.069093809,-.0037750553
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,b2,-.0213647289518386,.010442465,-2.0459471,.040761586,-.041831583,-.00089787465
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,b3,.0496502777410589,.024779053,2.0037198,.045100085,.0010842272,.098216325
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,b4,-.006529108580772,.0091120666,-.71653432,.47366148,-.024388433,.011330214
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,b5,-.0022204664467419,.012675715,-.17517485,.86094224,-.027064411,.022623478
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,b6,.0690108152772103,.019434882,3.550874,.00038395435,.030919146,.10710248
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,b7,-.0394156149152922,.012524475,-3.1470871,.0016490589,-.063963138,-.014868094
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,b8,-.0335133531046605,.013439648,-2.4936185,.012644839,-.059854578,-.0071721282
"""Nine-group AIDS NLSUR-CF""",aids,nlsur,1,2,1,g1_1,.1378584481682813,.015245267,9.0427046,1.5284272e-19,.10797827,.16773862
