margin,diagnostic,value,threshold,passed
latent,adding_up_max_abs_error,0,9.9999999e-09,1
latent,positive_fitted_share_rate,.7786649632705206,1,0
latent,positive_expenditure_elasticities,.9758454106280193,1,0
latent,negative_hicksian_own_elasticities,.6298423115486282,1,0
latent,slutsky_symmetry_max_abs_error,5.77873681198e-10,.000099999997,1
latent,slutsky_max_eigenvalue,.0725021179252999,0,0
latent,adding_up_homogeneity_symmetry_imposed,1,1,1
