model,evaluation,elasticity_type,demand_good,shock_good,elasticity,support_rate,reference_share,std_error,z_value,p_value,ci_low,ci_high,demand_good_name,shock_good_name
EASI NLSUR-CF,sample_average,expenditure,9,0,2.159333,,0.026230188267061,1.3235891,1.6314225,0.1028012,-0.43485394,4.75352,干果及制品,总支出
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,1,1,-0.2665998,0.79207921,,,,,,,主食及加工品,主食及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,1,1,-0.090809628,0.79207921,,,,,,,主食及加工品,主食及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,2,2,0.43770373,0.79207921,,,,,,,豆类及加工品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,2,2,0.45100996,0.79207921,,,,,,,豆类及加工品,豆类及加工品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,3,3,-0.47454289,0.79207921,,,,,,,畜禽肉,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,3,3,-0.11058674,0.79207921,,,,,,,畜禽肉,畜禽肉
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,4,4,-0.29127631,0.79207921,,,,,,,蛋类及制品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,4,4,-0.25183922,0.79207921,,,,,,,蛋类及制品,蛋类及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,5,5,0.11331644,0.79207921,,,,,,,奶类,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,5,5,0.16896632,0.79207921,,,,,,,奶类,奶类
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,6,6,0.80853122,0.79207921,,,,,,,水产品及制品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,6,6,0.95986921,0.79207921,,,,,,,水产品及制品,水产品及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,7,7,0.14601117,0.79207921,,,,,,,油脂,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,7,7,0.18760513,0.79207921,,,,,,,油脂,油脂
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,8,8,-0.38350675,0.79207921,,,,,,,蔬菜及制品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,8,8,-0.25046569,0.79207921,,,,,,,蔬菜及制品,蔬菜及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,9,9,-0.64671016,0.79207921,,,,,,,干果及制品,干果及制品
AIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,9,9,-0.5827105,0.79207921,,,,,,,干果及制品,干果及制品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,1,1,-0.29046854,0.77866495,,,,,,,主食及加工品,主食及加工品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,1,1,-0.093774058,0.77866495,,,,,,,主食及加工品,主食及加工品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,2,2,0.36951548,0.77866495,,,,,,,豆类及加工品,豆类及加工品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,2,2,0.38635641,0.77866495,,,,,,,豆类及加工品,豆类及加工品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,3,3,-0.43268317,0.77866495,,,,,,,畜禽肉,畜禽肉
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,3,3,-0.094307356,0.77866495,,,,,,,畜禽肉,畜禽肉
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,4,4,-0.35555008,0.77866495,,,,,,,蛋类及制品,蛋类及制品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,4,4,-0.30648598,0.77866495,,,,,,,蛋类及制品,蛋类及制品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,5,5,0.16953455,0.77866495,,,,,,,奶类,奶类
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,5,5,0.21937791,0.77866495,,,,,,,奶类,奶类
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,6,6,0.7462588,0.77866495,,,,,,,水产品及制品,水产品及制品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,6,6,0.89003068,0.77866495,,,,,,,水产品及制品,水产品及制品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,7,7,0.16351096,0.77866495,,,,,,,油脂,油脂
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,7,7,0.20244436,0.77866495,,,,,,,油脂,油脂
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,8,8,-0.4212063,0.77866495,,,,,,,蔬菜及制品,蔬菜及制品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,8,8,-0.26642168,0.77866495,,,,,,,蔬菜及制品,蔬菜及制品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,marshallian,9,9,-0.55038255,0.77866495,,,,,,,干果及制品,干果及制品
QUAIDS NLSUR-CF,trimmed_quantity_weighted_aggregate_1_99,hicksian,9,9,-0.49700305,0.77866495,,,,,,,干果及制品,干果及制品
EASI NLSUR-CF,sample_average,marshallian,1,1,-0.39215854,,0.2355332021543812,0.068037607,-5.7638493,8.221674e-09,-0.52550977,-0.25880727,主食及加工品,主食及加工品
EASI NLSUR-CF,sample_average,marshallian,2,2,-0.12108912,,0.0458763171225631,0.15016496,-0.80637395,0.42002726,-0.41540703,0.1732288,豆类及加工品,豆类及加工品
EASI NLSUR-CF,sample_average,marshallian,3,3,-0.50082636,,0.3026304020375021,0.13762383,-3.6390958,0.0002735969,-0.77056408,-0.23108858,畜禽肉,畜禽肉
EASI NLSUR-CF,sample_average,marshallian,4,4,-0.23837423,,0.0391328156847027,0.14286327,-1.6685481,0.095206961,-0.51838112,0.041632619,蛋类及制品,蛋类及制品
EASI NLSUR-CF,sample_average,marshallian,5,5,-0.0183494,,0.058638681015348,0.32963389,-0.055666,0.95560789,-0.66441995,0.62772113,奶类,奶类
EASI NLSUR-CF,sample_average,marshallian,6,6,0.40278989,,0.066261456955641,0.57679927,0.69831902,0.48497769,-0.72771591,1.5332956,水产品及制品,水产品及制品
EASI NLSUR-CF,sample_average,marshallian,7,7,0.024521854,,0.0862512650436978,0.12413976,0.19753425,0.84340948,-0.2187876,0.26783133,油脂,油脂
EASI NLSUR-CF,sample_average,marshallian,8,8,-0.35862058,,0.1394456717191029,0.064574808,-5.5535679,2.7989664e-08,-0.48518488,-0.23205629,蔬菜及制品,蔬菜及制品
EASI NLSUR-CF,sample_average,marshallian,9,9,-0.51690656,,0.026230188267061,0.48719594,-1.0609828,0.28869769,-1.4717931,0.43797997,干果及制品,干果及制品
EASI NLSUR-CF,sample_average,hicksian,1,1,-0.15671405,,0.2355332021543812,0.065686166,-2.3857999,0.01704202,-0.28545657,-0.02797153,主食及加工品,主食及加工品
EASI NLSUR-CF,sample_average,hicksian,2,2,-0.10209045,,0.0458763171225631,0.14434746,-0.70725489,0.47940812,-0.38500628,0.18082538,豆类及加工品,豆类及加工品
EASI NLSUR-CF,sample_average,hicksian,3,3,-0.14335334,,0.3026304020375021,0.11872309,-1.2074596,0.2272552,-0.37604633,0.089339644,畜禽肉,畜禽肉
EASI NLSUR-CF,sample_average,hicksian,4,4,-0.19291067,,0.0391328156847027,0.14033884,-1.3746064,0.1692535,-0.46796975,0.082148403,蛋类及制品,蛋类及制品
EASI NLSUR-CF,sample_average,hicksian,5,5,-0.0040438767,,0.058638681015348,0.30874771,-0.013097675,0.98954988,-0.60917825,0.60109049,奶类,奶类
EASI NLSUR-CF,sample_average,hicksian,6,6,0.48843649,,0.066261456955641,0.56589878,0.86311638,0.38807347,-0.62070471,1.5975777,水产品及制品,水产品及制品
EASI NLSUR-CF,sample_average,hicksian,7,7,0.066200636,,0.0862512650436978,0.11339797,0.5837903,0.5593614,-0.1560553,0.28845656,油脂,油脂
EASI NLSUR-CF,sample_average,hicksian,8,8,-0.2142709,,0.1394456717191029,0.060488366,-3.5423489,0.00039658044,-0.33282593,-0.09571588,蔬菜及制品,蔬菜及制品
EASI NLSUR-CF,sample_average,hicksian,9,9,-0.46026683,,0.026230188267061,0.46693552,-0.98571819,0.32427141,-1.3754436,0.45490995,干果及制品,干果及制品
