"term","estimate","std_error_cluster","t_stat","p_value","analysis","outcome","model"
"household_size_reconstructed",-0.00710216267702958,0.00311398151890025,-2.28073372751994,0.0225642080903012,"A1b_component","production_participation","pooled_participation"
"child_share",0.0450467162110761,0.0220390304801816,2.04395180865982,0.040958308203551,"A1b_component","production_participation","pooled_participation"
"elderly_share",0.0396178953753111,0.0130809132667785,3.02867961642468,0.00245625016229941,"A1b_component","production_participation","pooled_participation"
"female_share",0.0101588900340285,0.0163551456195618,0.621143355756968,0.534505305090037,"A1b_component","production_participation","pooled_participation"
"household_size_reconstructed",0.031606500750176,0.0077873903808803,4.05867681011301,4.93515596840478e-05,"A1b_component","ihs_selfprod_amount","villageFE_ihs"
"child_share",-0.049264162314746,0.0483533408140769,-1.01883678532516,0.308280458756209,"A1b_component","ihs_selfprod_amount","villageFE_ihs"
"elderly_share",0.0235322235593626,0.0293850362708204,0.800823362696688,0.423233911861576,"A1b_component","ihs_selfprod_amount","villageFE_ihs"
"female_share",-0.0149415245132512,0.0375234802115561,-0.398191330575185,0.690489155941202,"A1b_component","ihs_selfprod_amount","villageFE_ihs"
