food_group10,var_total,share_after_prov,share_after_prov_month_year,share_after_prov_x_time
G01_主食,0.00268137773731417,0.160439518357266,0.128864144913263,0.127329824102111
G02_食用油,0.00884629901369778,0.524660589613607,0.0720815692587726,0.0664568537491323
G03_蔬菜,0.0432584407739611,0.551924753057471,0.211640064754011,0.125196492936583
G04_水果,0.0136438295842044,0.425578010474842,0.175271874019849,0.130415072047109
G05_猪肉,0.0658735473082947,0.90819732460839,0.324417021523014,0.02774258518279
G06_禽类及其他肉类,0.046653881121542,0.0651299060421841,0.0536723770695911,0.0420525931012021
G07_牛羊肉,0.00644499894304941,0.124826375757146,0.0610533845314524,0.0571359465293246
G08_海鲜,0.0163925857137335,0.165813045092855,0.0702851368211337,0.0549729641641369
G09_乳制品,0.00611430847341726,0.252239425284158,0.102017617840926,0.100231951167083
