进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,货币,地址,第二数量,第二计量单位,商品1996编码
进口,2019-02,10049000,其他燕麦,555274.0,1991920.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,hs100400
进口,2019-02,10051000,种用玉米,1451.0,180.0,千克,德国,一般贸易,usd,北京市,0.0,—,hs100510
进口,2019-02,10051000,种用玉米,1774.0,567.0,千克,德国,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2019-02,10051000,种用玉米,191.0,45.0,千克,德国,一般贸易,usd,河南省,0.0,—,hs100510
进口,2019-02,10051000,种用玉米,3136.0,80.0,千克,智利,一般贸易,usd,上海市,0.0,—,hs100510
进口,2019-02,10059000,玉米，种用除外,38.0,35.0,千克,泰国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2019-02,10059000,玉米，种用除外,35360.0,52000.0,千克,南非,一般贸易,usd,北京市,0.0,—,hs100590
进口,2019-02,10059000,玉米，种用除外,104.0,88.0,千克,西班牙,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2019-02,10059000,玉米，种用除外,70000.0,500000.0,千克,俄罗斯联邦,一般贸易,usd,辽宁省,0.0,—,hs100590
进口,2019-02,10059000,玉米，种用除外,280157.0,2546880.0,千克,俄罗斯联邦,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—,hs100590
进口,2019-02,10059000,玉米，种用除外,6146120.0,24203000.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,hs100590
进口,2019-02,10059000,玉米，种用除外,28158500.0,133500000.0,千克,乌克兰,进料加工贸易,usd,山东省,0.0,—,hs100590
进口,2019-02,10059000,玉米，种用除外,835856.0,3819360.0,千克,乌克兰,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs100590
进口,2019-02,10059000,玉米，种用除外,104300.0,146055.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100590
进口,2019-02,10071000,种用食用高梁,1194.0,124.0,千克,法国,一般贸易,usd,黑龙江省,0.0,—,hs100700
进口,2019-02,10079000,其他食用高梁,170278.0,1113000.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—,hs100700
进口,2019-02,23033000,酿造及蒸馏过程中的糟粕及残渣,445229.0,1927400.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—,hs230330
进口,2019-02,23033000,酿造及蒸馏过程中的糟粕及残渣,376572.0,1539120.0,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs230330
进口,2019-01,07141010,鲜木薯,140749.0,1665500.0,千克,越南,一般贸易,usd,云南省,0.0,—,hs071410
进口,2019-01,07141010,鲜木薯,1944910.0,25152300.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2019-01,07141020,木薯干,4242600.0,18394700.0,千克,柬埔寨,一般贸易,usd,北京市,0.0,—,hs071410
进口,2019-01,07141020,木薯干,23779.0,96000.0,千克,老挝,一般贸易,usd,云南省,0.0,—,hs071410
进口,2019-01,07141020,木薯干,10635000.0,39874900.0,千克,泰国,一般贸易,usd,上海市,0.0,—,hs071410
进口,2019-01,07141020,木薯干,14416100.0,63788500.0,千克,泰国,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2019-01,07141020,木薯干,383652.0,1726410.0,千克,泰国,一般贸易,usd,江西省,0.0,—,hs071410
进口,2019-01,07141020,木薯干,47718000.0,199202000.0,千克,泰国,一般贸易,usd,山东省,0.0,—,hs071410
进口,2019-01,07141020,木薯干,440087.0,1896300.0,千克,越南,一般贸易,usd,北京市,0.0,—,hs071410
进口,2019-01,07141020,木薯干,1534530.0,7227850.0,千克,越南,一般贸易,usd,山东省,0.0,—,hs071410
进口,2019-01,07141020,木薯干,1191800.0,5532140.0,千克,越南,一般贸易,usd,广西壮族自治区,0.0,—,hs071410
进口,2019-01,07141020,木薯干,1417530.0,7314860.0,千克,越南,一般贸易,usd,云南省,0.0,—,hs071410
进口,2019-01,07141020,木薯干,145961.0,701850.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2019-01,07141020,木薯干,11013.0,47740.0,千克,坦桑尼亚,一般贸易,usd,北京市,0.0,—,hs071410
进口,2019-01,10039000,其他大麦,2645210.0,9900000.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,174134.0,640640.0,千克,加拿大,一般贸易,usd,上海市,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,8616010.0,31256900.0,千克,加拿大,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,7471680.0,29882600.0,千克,加拿大,一般贸易,usd,福建省,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,28366300.0,101334000.0,千克,加拿大,一般贸易,usd,山东省,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,12270400.0,45269800.0,千克,加拿大,一般贸易,usd,广东省,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,16039600.0,58233600.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,7880830.0,27000000.0,千克,澳大利亚,一般贸易,usd,天津市,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,18733800.0,62594500.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,28516300.0,102000000.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,20845700.0,83326000.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,41332800.0,140542000.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,35467600.0,120599000.0,千克,澳大利亚,一般贸易,usd,安徽省,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,48021100.0,170900000.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,9344120.0,33000000.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,hs100300
进口,2019-01,10039000,其他大麦,35673700.0,126884000.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100300
进口,2019-01,10041000,种用燕麦,550250.0,925000.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,73.0,5.0,千克,台澎金马关税区,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,36.0,7.0,千克,英国,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,15.0,1.0,千克,德国,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,90.0,21.0,千克,德国,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,7.0,1.0,千克,罗马尼亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,18.0,2.0,千克,克罗地亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,8.0,1.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,22.0,2.0,千克,加拿大,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,605.0,69.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,288.0,13.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,2206.0,1569.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,15.0,2.0,千克,美国,一般贸易,usd,陕西省,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,917920.0,3579680.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,853272.0,3205260.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,486827.0,2027820.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,1450040.0,4882760.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-01,10049000,其他燕麦,850243.0,3094560.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,hs100400
进口,2019-01,10051000,种用玉米,1831.0,147.0,千克,印度,一般贸易,usd,山东省,0.0,—,hs100510
进口,2019-01,10051000,种用玉米,2232.0,686.0,千克,德国,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2019-01,10051000,种用玉米,2014.0,208.0,千克,法国,其他,usd,北京市,0.0,—,hs100510
进口,2019-01,10051000,种用玉米,1530.0,100.0,千克,智利,其他,usd,上海市,0.0,—,hs100510
进口,2019-01,10059000,玉米，种用除外,95.0,38.0,千克,泰国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2019-01,10059000,玉米，种用除外,1104880.0,4642370.0,千克,俄罗斯联邦,进料加工贸易,usd,山东省,0.0,—,hs100590
进口,2019-01,10059000,玉米，种用除外,318922.0,2899300.0,千克,俄罗斯联邦,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—,hs100590
进口,2019-01,10059000,玉米，种用除外,11848100.0,50346000.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—,hs100590
进口,2019-01,10059000,玉米，种用除外,4718120.0,20608800.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,hs100590
进口,2019-01,10059000,玉米，种用除外,795410.0,3813230.0,千克,乌克兰,一般贸易,usd,山东省,0.0,—,hs100590
进口,2019-01,10059000,玉米，种用除外,11189900.0,52500000.0,千克,乌克兰,进料加工贸易,usd,江苏省,0.0,—,hs100590
进口,2019-01,10059000,玉米，种用除外,6820680.0,30000000.0,千克,乌克兰,进料加工贸易,usd,安徽省,0.0,—,hs100590
进口,2019-01,10059000,玉米，种用除外,38059300.0,180000000.0,千克,乌克兰,进料加工贸易,usd,山东省,0.0,—,hs100590
进口,2019-01,10059000,玉米，种用除外,10901300.0,52640000.0,千克,乌克兰,保税监管场所进出境货物,usd,山东省,0.0,—,hs100590
进口,2019-01,10059000,玉米，种用除外,1374990.0,2081220.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100590
进口,2019-01,10059000,玉米，种用除外,363316.0,1546030.0,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs100590
进口,2019-01,23033000,酿造及蒸馏过程中的糟粕及残渣,31878.0,42000.0,千克,越南,海关特殊监管区域物流货物,usd,上海市,0.0,—,hs230330
进口,2019-01,23033000,酿造及蒸馏过程中的糟粕及残渣,5905.0,26127.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—,hs230330
进口,2019-01,23033000,酿造及蒸馏过程中的糟粕及残渣,2471860.0,10097600.0,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs230330
进口,2019-05,07141020,木薯干,4952420.0,20244200.0,千克,老挝,一般贸易,usd,北京市,0.0,—,hs071410
进口,2019-05,07141020,木薯干,24465900.0,106780000.0,千克,泰国,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2019-05,07141020,木薯干,4993670.0,21930900.0,千克,泰国,一般贸易,usd,安徽省,0.0,—,hs071410
进口,2019-05,07141020,木薯干,16306100.0,72137500.0,千克,泰国,一般贸易,usd,山东省,0.0,—,hs071410
进口,2019-05,07141020,木薯干,2219860.0,9560340.0,千克,泰国,一般贸易,usd,广西壮族自治区,0.0,—,hs071410
进口,2019-05,07141020,木薯干,1521330.0,6594700.0,千克,越南,一般贸易,usd,北京市,0.0,—,hs071410
进口,2019-05,07141020,木薯干,714052.0,3136500.0,千克,越南,一般贸易,usd,河北省,0.0,—,hs071410
进口,2019-05,07141020,木薯干,267377.0,1088070.0,千克,越南,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2019-05,07141020,木薯干,327428.0,1656490.0,千克,越南,一般贸易,usd,云南省,0.0,—,hs071410
进口,2019-05,07141020,木薯干,1166880.0,5384170.0,千克,越南,一般贸易,usd,广西壮族自治区,0.0,—,hs071410
进口,2019-05,07141020,木薯干,266278.0,1252250.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2019-05,10039000,其他大麦,86976.0,480000.0,千克,哈萨克斯坦,一般贸易,usd,甘肃省,0.0,—,hs100300
进口,2019-05,10039000,其他大麦,104000.0,500000.0,千克,哈萨克斯坦,一般贸易,usd,上海市,0.0,—,hs100300
进口,2019-05,10039000,其他大麦,14684100.0,63048000.0,千克,法国,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2019-05,10039000,其他大麦,83350.0,297549.0,千克,法国,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2019-05,10039000,其他大麦,407169.0,1318780.0,千克,法国,一般贸易,usd,浙江省,0.0,—,hs100300
进口,2019-05,10039000,其他大麦,1752310.0,5911770.0,千克,法国,一般贸易,usd,广东省,0.0,—,hs100300
进口,2019-05,10039000,其他大麦,2888240.0,11000000.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100300
进口,2019-05,10039000,其他大麦,16074600.0,52500000.0,千克,加拿大,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2019-05,10039000,其他大麦,5723130.0,22000000.0,千克,加拿大,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2019-05,10039000,其他大麦,16814600.0,61195700.0,千克,加拿大,一般贸易,usd,福建省,0.0,—,hs100300
进口,2019-05,10039000,其他大麦,9127540.0,32932500.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100300
进口,2019-05,10039000,其他大麦,362404.0,1012480.0,千克,澳大利亚,一般贸易,usd,浙江省,0.0,—,hs100300
进口,2019-05,10039000,其他大麦,9357610.0,30740400.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100300
进口,2019-05,10039000,其他大麦,293808.0,991300.0,千克,澳大利亚,进料加工贸易,usd,河北省,0.0,—,hs100300
进口,2019-05,10041000,种用燕麦,108500.0,175000.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-05,10041000,种用燕麦,52450.0,78926.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-05,10041000,种用燕麦,302122.0,523908.0,千克,美国,一般贸易,usd,甘肃省,0.0,—,hs100400
进口,2019-05,10039000,其他大麦,7460130.0,29625000.0,千克,加拿大,一般贸易,usd,山东省,0.0,—,hs100300
进口,2019-05,10049000,其他燕麦,7.0,2.0,千克,德国,一般贸易,usd,湖北省,0.0,—,hs100400
进口,2019-05,10049000,其他燕麦,12130.0,67000.0,千克,俄罗斯联邦,一般贸易,usd,辽宁省,0.0,—,hs100400
进口,2019-05,10049000,其他燕麦,260074.0,1415120.0,千克,俄罗斯联邦,边境小额贸易,usd,内蒙古自治区,0.0,—,hs100400
进口,2019-05,10049000,其他燕麦,343788.0,1652300.0,千克,俄罗斯联邦,一般贸易,usd,内蒙古自治区,0.0,—,hs100400
进口,2019-05,10049000,其他燕麦,71.0,5.0,千克,加拿大,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-05,10049000,其他燕麦,87.0,6.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-05,10049000,其他燕麦,46.0,4.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-05,10049000,其他燕麦,34.0,3.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-05,10049000,其他燕麦,6486.0,19420.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-05,10049000,其他燕麦,760396.0,2571560.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100400
进口,2019-05,10049000,其他燕麦,534034.0,1820410.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-05,10049000,其他燕麦,762727.0,2534560.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,hs100400
进口,2019-05,10049000,其他燕麦,2502250.0,7640370.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-05,10051000,种用玉米,174.0,50.0,千克,印度,其他,usd,北京市,0.0,—,hs100510
进口,2019-05,10051000,种用玉米,21044.0,2369.0,千克,德国,一般贸易,usd,北京市,0.0,—,hs100510
进口,2019-05,10051000,种用玉米,141.0,9.0,千克,德国,一般贸易,usd,内蒙古自治区,0.0,—,hs100510
进口,2019-05,10051000,种用玉米,205.0,10.0,千克,法国,一般贸易,usd,北京市,0.0,—,hs100510
进口,2019-05,10051000,种用玉米,399.0,32.0,千克,法国,一般贸易,usd,山东省,0.0,—,hs100510
进口,2019-05,10051000,种用玉米,223.0,0.0,千克,法国,其他,usd,黑龙江省,0.0,—,hs100510
进口,2019-05,10051000,种用玉米,3693.0,50.0,千克,智利,一般贸易,usd,内蒙古自治区,0.0,—,hs100510
进口,2019-05,10051000,种用玉米,221.0,4.0,千克,智利,其他,usd,北京市,0.0,—,hs100510
进口,2019-05,10051000,种用玉米,71.0,2.0,千克,智利,其他,usd,辽宁省,0.0,—,hs100510
进口,2019-05,10051000,种用玉米,427.0,34.0,千克,智利,其他,usd,安徽省,0.0,—,hs100510
进口,2019-05,10051000,种用玉米,300.0,6.0,千克,秘鲁,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2019-05,10059000,玉米，种用除外,140489.0,411000.0,千克,缅甸,保税监管场所进出境货物,usd,云南省,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,6320.0,15960.0,千克,泰国,一般贸易,usd,北京市,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,406891.0,3746000.0,千克,俄罗斯联邦,一般贸易,usd,黑龙江省,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,308327.0,1450950.0,千克,俄罗斯联邦,进料加工贸易,usd,浙江省,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,31765.0,261500.0,千克,俄罗斯联邦,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,50842600.0,233601000.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,1270150.0,6030000.0,千克,乌克兰,一般贸易,usd,江苏省,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,7138410.0,31911800.0,千克,乌克兰,一般贸易,usd,安徽省,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,63137600.0,294149000.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,16243000.0,77370200.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—,hs100590
进口,2019-05,10051000,种用玉米,1028.0,302.0,千克,德国,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2019-05,10059000,玉米，种用除外,4475530.0,20900000.0,千克,乌克兰,进料加工贸易,usd,江苏省,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,16039500.0,72546900.0,千克,乌克兰,进料加工贸易,usd,山东省,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,870839.0,3962970.0,千克,乌克兰,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,75110.0,104325.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,2030.0,2000.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100590
进口,2019-05,10059000,玉米，种用除外,110490.0,54000.0,千克,秘鲁,来料加工贸易,usd,辽宁省,0.0,—,hs100590
进口,2019-05,10079000,其他食用高梁,120393.0,771500.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—,hs100700
进口,2019-05,10079000,其他食用高梁,582302.0,1996590.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100700
进口,2019-05,10079000,其他食用高梁,320406.0,998650.0,千克,澳大利亚,一般贸易,usd,湖北省,0.0,—,hs100700
进口,2019-05,10079000,其他食用高梁,75402.0,225080.0,千克,澳大利亚,一般贸易,usd,甘肃省,0.0,—,hs100700
进口,2019-05,23033000,酿造及蒸馏过程中的糟...,257280.0,1041620.0,千克,加拿大,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs230330
进口,2019-05,23033000,酿造及蒸馏过程中的糟...,119654.0,523227.0,千克,美国,进料加工贸易,usd,山东省,0.0,—,hs230330
进口,2019-05,23033000,酿造及蒸馏过程中的糟...,1042370.0,4220110.0,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs230330
进口,2019-11,07141010,鲜木薯,725431.0,9358450.0,千克,越南,一般贸易,usd,云南省,0.0,—,hs071410
进口,2019-11,07141010,鲜木薯,900542.0,12566000.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2019-11,07141020,木薯干,5235840.0,20829100.0,千克,老挝,一般贸易,usd,北京市,0.0,—,hs071410
进口,2019-11,07141020,木薯干,6494990.0,27685200.0,千克,泰国,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2019-11,07141020,木薯干,16426600.0,66804500.0,千克,泰国,一般贸易,usd,山东省,0.0,—,hs071410
进口,2019-11,07141020,木薯干,1533580.0,6478800.0,千克,泰国,一般贸易,usd,广西壮族自治区,0.0,—,hs071410
进口,2019-11,07141020,木薯干,2412070.0,9758160.0,千克,越南,一般贸易,usd,山东省,0.0,—,hs071410
进口,2019-11,07141020,木薯干,19231.0,97253.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2019-11,07141020,木薯干,41041.0,186550.0,千克,坦桑尼亚,一般贸易,usd,浙江省,0.0,—,hs071410
进口,2019-11,10079000,其他食用高梁,202065.0,1357350.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—,hs100700
进口,2019-11,10079000,其他食用高梁,10105100.0,41652000.0,千克,阿根廷,一般贸易,usd,福建省,0.0,—,hs100700
进口,2019-11,10079000,其他食用高梁,2421870.0,10500000.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100700
进口,2019-11,10079000,其他食用高梁,1253330.0,4486360.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100700
进口,2019-11,10079000,其他食用高梁,1289060.0,3993110.0,千克,澳大利亚,一般贸易,usd,湖北省,0.0,—,hs100700
进口,2019-11,10039000,其他大麦,89735.0,480000.0,千克,哈萨克斯坦,一般贸易,usd,甘肃省,0.0,—,hs100300
进口,2019-11,10039000,其他大麦,1517690.0,8203740.0,千克,哈萨克斯坦,一般贸易,usd,新疆维吾尔自治区,0.0,—,hs100300
进口,2019-11,10039000,其他大麦,11291000.0,40488700.0,千克,法国,一般贸易,usd,河北省,0.0,—,hs100300
进口,2019-11,10039000,其他大麦,1013240.0,4071060.0,千克,法国,一般贸易,usd,上海市,0.0,—,hs100300
进口,2019-11,10039000,其他大麦,28761100.0,132000000.0,千克,法国,一般贸易,usd,福建省,0.0,—,hs100300
进口,2019-11,10039000,其他大麦,8374230.0,33000000.0,千克,法国,一般贸易,usd,山东省,0.0,—,hs100300
进口,2019-11,10039000,其他大麦,78218.0,343540.0,千克,乌克兰,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2019-11,10039000,其他大麦,783518.0,3600000.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,hs100300
进口,2019-11,10039000,其他大麦,8367070.0,38000000.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—,hs100300
进口,2019-11,10039000,其他大麦,12278800.0,45417700.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100300
进口,2019-11,10039000,其他大麦,8623170.0,31000000.0,千克,加拿大,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2019-11,10039000,其他大麦,3192530.0,11719100.0,千克,加拿大,一般贸易,usd,上海市,0.0,—,hs100300
进口,2019-11,10039000,其他大麦,8901360.0,32000000.0,千克,加拿大,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2019-11,10039000,其他大麦,8667240.0,29667400.0,千克,加拿大,一般贸易,usd,山东省,0.0,—,hs100300
进口,2019-11,10049000,其他燕麦,3.0,1.0,千克,中国,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-11,10049000,其他燕麦,89.0,4.0,千克,台澎金马关税区,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-11,10049000,其他燕麦,137115.0,690800.0,千克,俄罗斯联邦,边境小额贸易,usd,内蒙古自治区,0.0,—,hs100400
进口,2019-11,10049000,其他燕麦,32.0,3.0,千克,加拿大,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-11,10049000,其他燕麦,44.0,5.0,千克,加拿大,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-11,10049000,其他燕麦,153.0,12.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-11,10049000,其他燕麦,128.0,23.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-11,10049000,其他燕麦,154930.0,280440.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100400
进口,2019-11,10049000,其他燕麦,2653350.0,7917630.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100400
进口,2019-11,10049000,其他燕麦,455449.0,1581420.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2019-11,10049000,其他燕麦,2441580.0,7361290.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2019-11,10049000,其他燕麦,1143610.0,3303860.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,hs100400
进口,2019-11,10051000,种用玉米,59.0,2.0,千克,菲律宾,其他,usd,北京市,0.0,—,hs100510
进口,2019-11,10051000,种用玉米,10077.0,200.0,千克,智利,一般贸易,usd,上海市,0.0,—,hs100510
进口,2019-11,10051000,种用玉米,500.0,8.0,千克,智利,其他,usd,北京市,0.0,—,hs100510
进口,2019-11,10051000,种用玉米,574.0,69.0,千克,秘鲁,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2019-11,10059000,玉米，种用除外,2231520.0,8263900.0,千克,缅甸,一般贸易,usd,云南省,0.0,—,hs100590
进口,2019-11,10059000,玉米，种用除外,7232820.0,25376800.0,千克,老挝,一般贸易,usd,云南省,0.0,—,hs100590
进口,2019-11,10059000,玉米，种用除外,53337.0,188100.0,千克,老挝,保税监管场所进出境货物,usd,云南省,0.0,—,hs100590
进口,2019-11,10059000,玉米，种用除外,56700.0,405000.0,千克,俄罗斯联邦,一般贸易,usd,辽宁省,0.0,—,hs100590
进口,2019-11,10059000,玉米，种用除外,3388.0,54000.0,千克,俄罗斯联邦,一般贸易,usd,黑龙江省,0.0,—,hs100590
进口,2019-11,10059000,玉米，种用除外,443110.0,2130340.0,千克,俄罗斯联邦,进料加工贸易,usd,浙江省,0.0,—,hs100590
进口,2019-11,10059000,玉米，种用除外,334883.0,2901820.0,千克,俄罗斯联邦,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—,hs100590
进口,2019-11,10059000,玉米，种用除外,11995600.0,52500000.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—,hs100590
进口,2019-11,10059000,玉米，种用除外,1581930.0,5965880.0,千克,乌克兰,一般贸易,usd,河北省,0.0,—,hs100590
进口,2019-11,10059000,玉米，种用除外,246809.0,126000.0,千克,秘鲁,来料加工贸易,usd,辽宁省,0.0,—,hs100590
进口,2019-11,10059000,玉米，种用除外,119840.0,204120.0,千克,美国,一般贸易,usd,辽宁省,0.0,—,hs100590
进口,2019-11,10059000,玉米，种用除外,204498.0,302098.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100590
