进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,货币,地址,第二数量,第二计量单位,商品1996编码
进口,2017-09,10039000,其他大麦,16796800.0,92072600.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,250467.0,967900.0,千克,加拿大,一般贸易,usd,河北省,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,210140.0,752670.0,千克,加拿大,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,23605600.0,129708000.0,千克,加拿大,一般贸易,usd,福建省,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,4460370.0,15954200.0,千克,加拿大,一般贸易,usd,山东省,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,4046270.0,21793100.0,千克,加拿大,一般贸易,usd,广东省,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,1584100.0,8395000.0,千克,澳大利亚,一般贸易,usd,天津市,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,5942500.0,29865200.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,5359900.0,26774000.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,11191500.0,53852500.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,11359800.0,54000000.0,千克,澳大利亚,一般贸易,usd,浙江省,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,9447230.0,48444400.0,千克,澳大利亚,一般贸易,usd,安徽省,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,8780260.0,45000000.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,4371760.0,21011500.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,hs100300
进口,2017-09,10039000,其他大麦,21510900.0,107562000.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100300
进口,2017-09,10049000,其他燕麦,950076.0,4112120.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100400
进口,2017-09,10049000,其他燕麦,1672730.0,5356190.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2017-09,10049000,其他燕麦,161846.0,632210.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100400
进口,2017-09,10049000,其他燕麦,983861.0,3731430.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2017-09,10049000,其他燕麦,778054.0,2595600.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,hs100400
进口,2017-09,10051000,种用玉米,341.0,18.0,千克,菲律宾,其他,usd,北京市,0.0,—,hs100510
进口,2017-09,10059000,玉米，种用除外,885473.0,3566500.0,千克,缅甸,一般贸易,usd,云南省,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,259505.0,856500.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,4445480.0,14672400.0,千克,老挝,一般贸易,usd,云南省,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,849569.0,2804000.0,千克,老挝,边境小额贸易,usd,云南省,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,106529.0,351600.0,千克,老挝,保税监管场所进出境货物,usd,云南省,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,605.0,472.0,千克,中国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,21144.0,192222.0,千克,俄罗斯联邦,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,10826000.0,52500000.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,79438.0,36000.0,千克,秘鲁,来料加工贸易,usd,辽宁省,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,839164.0,929130.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,14076400.0,72487000.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,19484300.0,98559300.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,336133.0,1547730.0,千克,美国,进料加工贸易,usd,湖南省,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,107.0,83.0,千克,美国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2017-09,10059000,玉米，种用除外,312995.0,1441380.0,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs100590
进口,2017-09,10079000,其他食用高梁,5448.0,34250.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—,hs100700
进口,2017-09,10079000,其他食用高梁,10769900.0,49668500.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100700
进口,2017-09,10079000,其他食用高梁,21721900.0,100338000.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100700
进口,2017-09,10079000,其他食用高梁,5928490.0,28300000.0,千克,美国,一般贸易,usd,安徽省,0.0,—,hs100700
进口,2017-09,10079000,其他食用高梁,13497800.0,61883600.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs100700
进口,2017-09,10079000,其他食用高梁,445038.0,2030540.0,千克,美国,一般贸易,usd,山东省,0.0,—,hs100700
进口,2017-09,10079000,其他食用高梁,431203.0,2001140.0,千克,美国,一般贸易,usd,湖南省,0.0,—,hs100700
进口,2017-09,10079000,其他食用高梁,22691600.0,106026000.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100700
进口,2017-09,10079000,其他食用高梁,79468.0,271686.0,千克,美国,一般贸易,usd,甘肃省,0.0,—,hs100700
进口,2017-09,10079000,其他食用高梁,9155540.0,38978800.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100700
进口,2017-09,10079000,其他食用高梁,128162.0,496500.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,hs100700
进口,2017-09,10079000,其他食用高梁,1952710.0,8119660.0,千克,澳大利亚,一般贸易,usd,湖北省,0.0,—,hs100700
进口,2017-09,10079000,其他食用高梁,1238330.0,4824610.0,千克,澳大利亚,一般贸易,usd,四川省,0.0,—,hs100700
进口,2017-09,23033000,酿造及蒸馏过程中的糟粕及残渣,22500.0,30000.0,千克,泰国,海关特殊监管区域物流货物,usd,上海市,0.0,—,hs230330
进口,2017-09,23033000,酿造及蒸馏过程中的糟粕及残渣,62538.0,84000.0,千克,越南,海关特殊监管区域物流货物,usd,上海市,0.0,—,hs230330
进口,2017-09,23033000,酿造及蒸馏过程中的糟粕及残渣,85017.0,505720.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs230330
进口,2017-09,23033000,酿造及蒸馏过程中的糟粕及残渣,228811.0,1573290.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs230330
进口,2017-09,23033000,酿造及蒸馏过程中的糟粕及残渣,385869.0,2045440.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—,hs230330
进口,2017-08,07141020,木薯干,3492250.0,20191500.0,千克,泰国,一般贸易,usd,北京市,0.0,—,hs071410
进口,2017-08,07141020,木薯干,24945800.0,144772000.0,千克,泰国,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2017-08,07141020,木薯干,3559420.0,20694300.0,千克,泰国,一般贸易,usd,浙江省,0.0,—,hs071410
进口,2017-08,07141020,木薯干,3492890.0,20725500.0,千克,泰国,一般贸易,usd,安徽省,0.0,—,hs071410
进口,2017-08,07141020,木薯干,16041900.0,91999300.0,千克,泰国,一般贸易,usd,山东省,0.0,—,hs071410
进口,2017-08,07141020,木薯干,1456470.0,8316000.0,千克,泰国,一般贸易,usd,河南省,0.0,—,hs071410
进口,2017-08,07141020,木薯干,2426770.0,14270400.0,千克,越南,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2017-08,07141020,木薯干,7381380.0,43048900.0,千克,越南,一般贸易,usd,山东省,0.0,—,hs071410
进口,2017-08,07141020,木薯干,4589500.0,26596800.0,千克,越南,一般贸易,usd,广西壮族自治区,0.0,—,hs071410
进口,2017-08,07141020,木薯干,353521.0,2265330.0,千克,越南,一般贸易,usd,云南省,0.0,—,hs071410
进口,2017-08,07141020,木薯干,310824.0,1805910.0,千克,越南,边境小额贸易,usd,广西壮族自治区,0.0,—,hs071410
进口,2017-08,07141020,木薯干,932133.0,5829740.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2017-08,10039000,其他大麦,4883380.0,26166300.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,7681230.0,42202800.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,367402.0,1419780.0,千克,加拿大,一般贸易,usd,河北省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,4807780.0,18698000.0,千克,加拿大,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,2622120.0,14538300.0,千克,加拿大,一般贸易,usd,上海市,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,5441960.0,25310000.0,千克,加拿大,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,5280900.0,29000000.0,千克,加拿大,一般贸易,usd,福建省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,22398200.0,121000000.0,千克,加拿大,一般贸易,usd,广东省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,12416900.0,62009200.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,132835.0,657260.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,253112.0,1130880.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,7208140.0,35959900.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,14877700.0,76412200.0,千克,澳大利亚,一般贸易,usd,安徽省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,23400200.0,119374000.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,14098400.0,69527200.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,296620.0,1503770.0,千克,澳大利亚,一般贸易,usd,湖南省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,17697600.0,89402900.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,6703470.0,34857000.0,千克,澳大利亚,保税监管场所进出境货物,usd,安徽省,0.0,—,hs100300
进口,2017-08,10039000,其他大麦,2576280.0,12500000.0,千克,澳大利亚,保税监管场所进出境货物,usd,福建省,0.0,—,hs100300
进口,2017-08,10041000,种用燕麦,154555.0,200000.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100400
进口,2017-08,10049000,其他燕麦,477611.0,2026930.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100400
进口,2017-08,10049000,其他燕麦,329688.0,1104300.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2017-08,10049000,其他燕麦,161953.0,632630.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100400
进口,2017-08,10049000,其他燕麦,106952.0,509060.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,hs100400
进口,2017-08,10049000,其他燕麦,4754410.0,25309900.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2017-08,10049000,其他燕麦,187775.0,668080.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,hs100400
进口,2017-08,10049000,其他燕麦,89866.0,322100.0,千克,澳大利亚,进料加工贸易,usd,广东省,0.0,—,hs100400
进口,2017-08,10051000,种用玉米,376.0,15.0,千克,智利,其他,usd,北京市,0.0,—,hs100510
进口,2017-08,10051000,种用玉米,1160.0,26.0,千克,墨西哥,一般贸易,usd,北京市,0.0,—,hs100510
进口,2017-08,10059000,玉米，种用除外,596355.0,2431250.0,千克,缅甸,一般贸易,usd,云南省,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,162926.0,584000.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,1245030.0,4190350.0,千克,老挝,一般贸易,usd,云南省,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,157185.0,529600.0,千克,老挝,边境小额贸易,usd,云南省,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,34.0,27.0,千克,西班牙,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,110116.0,1001080.0,千克,俄罗斯联邦,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,17831800.0,85500000.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,11885500.0,59442900.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,16431000.0,80000000.0,千克,乌克兰,进料加工贸易,usd,山东省,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,720300.0,3059900.0,千克,乌克兰,进料加工贸易,usd,湖南省,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,541490.0,621424.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,372126.0,1788070.0,千克,美国,一般贸易,usd,安徽省,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,19968900.0,102475000.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,6403800.0,32306200.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,779221.0,3587830.0,千克,美国,进料加工贸易,usd,湖南省,0.0,—,hs100590
进口,2017-08,10059000,玉米，种用除外,440.0,344.0,千克,美国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2017-08,10079000,其他食用高梁,90085.0,577250.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—,hs100700
进口,2017-08,10079000,其他食用高梁,732698.0,3500000.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100700
进口,2017-08,10079000,其他食用高梁,10808200.0,51500000.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100700
进口,2017-08,10079000,其他食用高梁,6292870.0,30000000.0,千克,美国,一般贸易,usd,江苏省,0.0,—,hs100700
进口,2017-08,10079000,其他食用高梁,11717500.0,57407000.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs100700
进口,2017-08,10079000,其他食用高梁,19365500.0,97876700.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100700
进口,2017-08,10079000,其他食用高梁,64968.0,271020.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—,hs100700
进口,2017-08,10079000,其他食用高梁,1664350.0,6566180.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100700
进口,2017-08,10079000,其他食用高梁,377388.0,1469540.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,hs100700
进口,2017-08,10079000,其他食用高梁,2116610.0,8791850.0,千克,澳大利亚,一般贸易,usd,湖北省,0.0,—,hs100700
进口,2017-08,10079000,其他食用高梁,448803.0,1932230.0,千克,澳大利亚,一般贸易,usd,四川省,0.0,—,hs100700
进口,2017-08,23033000,酿造及蒸馏过程中的糟粕及残渣,63956.0,84000.0,千克,越南,海关特殊监管区域物流货物,usd,上海市,0.0,—,hs230330
进口,2017-08,23033000,酿造及蒸馏过程中的糟粕及残渣,643883.0,4006720.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs230330
进口,2017-08,23033000,酿造及蒸馏过程中的糟粕及残渣,139413.0,844372.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs230330
进口,2017-08,23033000,酿造及蒸馏过程中的糟粕及残渣,77446.0,486886.0,千克,美国,一般贸易,usd,山东省,0.0,—,hs230330
进口,2017-08,23033000,酿造及蒸馏过程中的糟粕及残渣,102715.0,706257.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs230330
进口,2017-08,23033000,酿造及蒸馏过程中的糟粕及残渣,364879.0,2032970.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—,hs230330
进口,2017-06,07141020,木薯干,192266.0,777320.0,千克,老挝,一般贸易,usd,云南省,0.0,—,hs071410
进口,2017-06,07141020,木薯干,34960.0,159960.0,千克,老挝,保税监管场所进出境货物,usd,云南省,0.0,—,hs071410
进口,2017-06,07141020,木薯干,530732.0,3150000.0,千克,泰国,一般贸易,usd,北京市,0.0,—,hs071410
进口,2017-06,07141020,木薯干,14745500.0,87913500.0,千克,泰国,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2017-06,07141020,木薯干,2234580.0,13452500.0,千克,泰国,一般贸易,usd,浙江省,0.0,—,hs071410
进口,2017-06,07141020,木薯干,3222630.0,19114900.0,千克,泰国,一般贸易,usd,安徽省,0.0,—,hs071410
进口,2017-06,07141020,木薯干,573868.0,3283500.0,千克,泰国,一般贸易,usd,福建省,0.0,—,hs071410
进口,2017-06,07141020,木薯干,2280390.0,13444700.0,千克,泰国,一般贸易,usd,江西省,0.0,—,hs071410
进口,2017-06,07141020,木薯干,41415300.0,243442000.0,千克,泰国,一般贸易,usd,山东省,0.0,—,hs071410
进口,2017-06,07141020,木薯干,1690720.0,10378300.0,千克,泰国,一般贸易,usd,广东省,0.0,—,hs071410
进口,2017-06,07141020,木薯干,2304360.0,13605700.0,千克,越南,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2017-06,07141020,木薯干,6530570.0,38419800.0,千克,越南,一般贸易,usd,山东省,0.0,—,hs071410
进口,2017-06,07141020,木薯干,7192280.0,42691200.0,千克,越南,一般贸易,usd,广西壮族自治区,0.0,—,hs071410
进口,2017-06,07141020,木薯干,214184.0,1400000.0,千克,越南,一般贸易,usd,云南省,0.0,—,hs071410
进口,2017-06,07141020,木薯干,321396.0,1867360.0,千克,越南,边境小额贸易,usd,广西壮族自治区,0.0,—,hs071410
进口,2017-06,07141020,木薯干,289184.0,1836120.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2017-06,10039000,其他大麦,6009210.0,21673100.0,千克,加拿大,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,263197.0,1011850.0,千克,加拿大,一般贸易,usd,福建省,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,79.0,175.0,千克,加拿大,一般贸易,usd,广东省,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,87006.0,508470.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,7119730.0,33271500.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,37292300.0,182077000.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,23077300.0,121397000.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,337436.0,1826260.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,4110980.0,21811400.0,千克,澳大利亚,一般贸易,usd,安徽省,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,5466350.0,29321700.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,5006400.0,22611200.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,199260.0,995750.0,千克,澳大利亚,一般贸易,usd,湖南省,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,23250800.0,124914000.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,201662.0,900000.0,千克,澳大利亚,进料加工贸易,usd,广东省,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,8174490.0,43000000.0,千克,澳大利亚,保税监管场所进出境货物,usd,福建省,0.0,—,hs100300
进口,2017-06,10039000,其他大麦,4367850.0,20999300.0,千克,澳大利亚,保税监管场所进出境货物,usd,山东省,0.0,—,hs100300
进口,2017-06,10041000,种用燕麦,58000.0,100000.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100400
进口,2017-06,10041000,种用燕麦,162250.0,274428.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100400
进口,2017-06,10049000,其他燕麦,32515.0,159400.0,千克,俄罗斯联邦,边境小额贸易,usd,内蒙古自治区,0.0,—,hs100400
进口,2017-06,10049000,其他燕麦,671211.0,3143480.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100400
进口,2017-06,10049000,其他燕麦,1785450.0,5985900.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2017-06,10049000,其他燕麦,170220.0,664920.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100400
进口,2017-06,10049000,其他燕麦,1885880.0,6646360.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2017-06,10049000,其他燕麦,149379.0,517700.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,hs100400
进口,2017-06,10049000,其他燕麦,65188.0,314160.0,千克,澳大利亚,进料加工贸易,usd,广东省,0.0,—,hs100400
进口,2017-06,10051000,种用玉米,7185.0,915.0,千克,法国,一般贸易,usd,北京市,0.0,—,hs100510
进口,2017-06,10051000,种用玉米,861.0,55.0,千克,智利,其他,usd,北京市,0.0,—,hs100510
进口,2017-06,10051000,种用玉米,286.0,28.0,千克,圭亚那,其他,usd,北京市,0.0,—,hs100510
进口,2017-06,10059000,玉米，种用除外,2398680.0,10742700.0,千克,缅甸,一般贸易,usd,云南省,0.0,—,hs100590
进口,2017-06,10059000,玉米，种用除外,154154.0,460000.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—,hs100590
进口,2017-06,10059000,玉米，种用除外,2737260.0,9394250.0,千克,老挝,一般贸易,usd,云南省,0.0,—,hs100590
进口,2017-06,10059000,玉米，种用除外,640162.0,2196800.0,千克,老挝,边境小额贸易,usd,云南省,0.0,—,hs100590
进口,2017-06,10059000,玉米，种用除外,75.0,52.0,千克,泰国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2017-06,10059000,玉米，种用除外,688.0,734.0,千克,中国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2017-06,10059000,玉米，种用除外,10695600.0,51729500.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—,hs100590
进口,2017-06,10059000,玉米，种用除外,28185600.0,140906000.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,hs100590
进口,2017-06,10059000,玉米，种用除外,11104100.0,55410000.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—,hs100590
进口,2017-06,10059000,玉米，种用除外,2227480.0,9462520.0,千克,乌克兰,进料加工贸易,usd,湖南省,0.0,—,hs100590
进口,2017-06,10059000,玉米，种用除外,6054250.0,30029300.0,千克,乌克兰,保税监管场所进出境货物,usd,福建省,0.0,—,hs100590
进口,2017-06,10059000,玉米，种用除外,712441.0,727783.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100590
进口,2017-06,10059000,玉米，种用除外,13984500.0,71975900.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs100590
进口,2017-06,10059000,玉米，种用除外,347.0,244.0,千克,美国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2017-06,10071000,种用食用高梁,37.0,0.0,千克,多民族玻利维亚国,一般贸易,usd,湖南省,0.0,—,hs100700
进口,2017-06,10079000,其他食用高梁,116501.0,761500.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—,hs100700
进口,2017-06,10079000,其他食用高梁,20347000.0,105396000.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100700
进口,2017-06,10079000,其他食用高梁,10012200.0,51316000.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs100700
进口,2017-06,10079000,其他食用高梁,28898500.0,147165000.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100700
进口,2017-06,10079000,其他食用高梁,204944.0,967540.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100700
进口,2017-06,10079000,其他食用高梁,102460.0,414360.0,千克,澳大利亚,一般贸易,usd,天津市,0.0,—,hs100700
进口,2017-06,10079000,其他食用高梁,267863.0,1117410.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—,hs100700
进口,2017-06,10079000,其他食用高梁,125219.0,498660.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100700
进口,2017-06,10079000,其他食用高梁,1879520.0,8291790.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100700
进口,2017-06,10079000,其他食用高梁,980519.0,4389370.0,千克,澳大利亚,一般贸易,usd,湖北省,0.0,—,hs100700
进口,2017-06,10079000,其他食用高梁,914981.0,3982600.0,千克,澳大利亚,一般贸易,usd,四川省,0.0,—,hs100700
