进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,货币,地址,第二数量,第二计量单位,商品1996编码
进口,2018-01,10039000,其他大麦,750143.0,3081970.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,hs100300
进口,2018-01,10039000,其他大麦,695706.0,2990100.0,千克,澳大利亚,一般贸易,usd,湖南省,0.0,—,hs100300
进口,2018-01,10039000,其他大麦,2460660.0,11000000.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100300
进口,2018-01,10041000,种用燕麦,128500.0,200000.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100400
进口,2018-01,10041000,种用燕麦,14220.0,24948.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100400
进口,2018-01,10049000,其他燕麦,37758.0,175510.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100400
进口,2018-01,10049000,其他燕麦,757179.0,3627710.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100400
进口,2018-01,10049000,其他燕麦,1212210.0,3926800.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2018-01,10049000,其他燕麦,102339.0,506320.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100400
进口,2018-01,10049000,其他燕麦,2499590.0,10092400.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2018-01,10049000,其他燕麦,631107.0,2564220.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,hs100400
进口,2018-01,10051000,种用玉米,81.0,5.0,千克,印度,其他,usd,北京市,0.0,—,hs100510
进口,2018-01,10051000,种用玉米,654.0,209.0,千克,德国,一般贸易,usd,北京市,0.0,—,hs100510
进口,2018-01,10051000,种用玉米,716.0,205.0,千克,德国,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2018-01,10051000,种用玉米,284.0,90.0,千克,德国,一般贸易,usd,河南省,0.0,—,hs100510
进口,2018-01,10051000,种用玉米,2318.0,365.0,千克,法国,其他,usd,北京市,0.0,—,hs100510
进口,2018-01,10051000,种用玉米,100.0,50.0,千克,智利,一般贸易,usd,上海市,0.0,—,hs100510
进口,2018-01,10059000,玉米，种用除外,27792.0,90800.0,千克,老挝,保税监管场所进出境货物,usd,云南省,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,38.0,30.0,千克,泰国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,1559.0,1789.0,千克,中国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,62700.0,570000.0,千克,俄罗斯联邦,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,13077700.0,63000000.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,10950500.0,55000000.0,千克,乌克兰,一般贸易,usd,吉林省,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,9098710.0,44759200.0,千克,乌克兰,一般贸易,usd,安徽省,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,1061890.0,5081040.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,66554.0,315300.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,3708130.0,18241100.0,千克,乌克兰,进料加工贸易,usd,安徽省,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,40694600.0,201558000.0,千克,乌克兰,进料加工贸易,usd,山东省,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,919752.0,1148010.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,15840.0,40000.0,千克,美国,一般贸易,usd,辽宁省,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,226.0,10.0,千克,美国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2018-01,10059000,玉米，种用除外,459572.0,2224060.0,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs100590
进口,2018-01,10079000,其他食用高梁,186323.0,1159500.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—,hs100700
进口,2018-01,10079000,其他食用高梁,22269400.0,98295400.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100700
进口,2018-01,10079000,其他食用高梁,112873.0,513060.0,千克,美国,一般贸易,usd,山西省,0.0,—,hs100700
进口,2018-01,10079000,其他食用高梁,178266.0,779531.0,千克,美国,一般贸易,usd,辽宁省,0.0,—,hs100700
进口,2018-01,10079000,其他食用高梁,19764400.0,86462100.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100700
进口,2018-01,10079000,其他食用高梁,3720120.0,16665600.0,千克,美国,一般贸易,usd,江苏省,0.0,—,hs100700
进口,2018-01,10079000,其他食用高梁,145156.0,630761.0,千克,美国,一般贸易,usd,安徽省,0.0,—,hs100700
进口,2018-01,10079000,其他食用高梁,20007700.0,91404100.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs100700
进口,2018-01,10079000,其他食用高梁,650407.0,3036900.0,千克,美国,一般贸易,usd,山东省,0.0,—,hs100700
进口,2018-01,10079000,其他食用高梁,350862.0,1558350.0,千克,美国,一般贸易,usd,湖南省,0.0,—,hs100700
进口,2018-01,10079000,其他食用高梁,57051200.0,261070000.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100700
进口,2018-01,10079000,其他食用高梁,289297.0,986810.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100700
进口,2018-01,10079000,其他食用高梁,519103.0,1955230.0,千克,澳大利亚,一般贸易,usd,湖北省,0.0,—,hs100700
进口,2018-01,23033000,酿造及蒸馏过程中的糟粕及残渣,23018.0,30690.0,千克,泰国,海关特殊监管区域物流货物,usd,上海市,0.0,—,hs230330
进口,2018-01,23033000,酿造及蒸馏过程中的糟粕及残渣,47817.0,63000.0,千克,越南,海关特殊监管区域物流货物,usd,上海市,0.0,—,hs230330
进口,2018-01,23033000,酿造及蒸馏过程中的糟粕及残渣,577563.0,3179050.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs230330
进口,2018-01,23033000,酿造及蒸馏过程中的糟粕及残渣,54637.0,288892.0,千克,美国,一般贸易,usd,辽宁省,0.0,—,hs230330
进口,2018-01,23033000,酿造及蒸馏过程中的糟粕及残渣,980121.0,4980150.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—,hs230330
进口,2018-02,07141010,鲜木薯,126626.0,2005080.0,千克,越南,一般贸易,usd,云南省,0.0,—,hs071410
进口,2018-02,07141010,鲜木薯,86062.0,1362750.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,42530400.0,189578000.0,千克,泰国,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,7703420.0,36176300.0,千克,泰国,一般贸易,usd,浙江省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,11659400.0,51779300.0,千克,泰国,一般贸易,usd,安徽省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,4639940.0,20896000.0,千克,泰国,一般贸易,usd,江西省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,31654600.0,138891000.0,千克,泰国,一般贸易,usd,山东省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,5121280.0,22860000.0,千克,泰国,一般贸易,usd,湖北省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,1746870.0,7690000.0,千克,泰国,一般贸易,usd,广东省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,4969690.0,21780200.0,千克,泰国,一般贸易,usd,新疆维吾尔自治区,0.0,—,hs071410
进口,2018-02,07141020,木薯干,4809960.0,21813900.0,千克,越南,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,704098.0,3227640.0,千克,越南,一般贸易,usd,浙江省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,943887.0,4509240.0,千克,越南,一般贸易,usd,安徽省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,3257350.0,15003500.0,千克,越南,一般贸易,usd,山东省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,5035170.0,22771600.0,千克,越南,一般贸易,usd,广东省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,6545530.0,29606900.0,千克,越南,一般贸易,usd,广西壮族自治区,0.0,—,hs071410
进口,2018-02,07141020,木薯干,807138.0,4445500.0,千克,越南,一般贸易,usd,云南省,0.0,—,hs071410
进口,2018-02,07141020,木薯干,743735.0,4099330.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2018-02,10039000,其他大麦,24715100.0,94102900.0,千克,加拿大,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2018-02,10039000,其他大麦,6438090.0,27034600.0,千克,加拿大,一般贸易,usd,福建省,0.0,—,hs100300
进口,2018-02,10039000,其他大麦,28846000.0,127915000.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100300
进口,2018-02,10039000,其他大麦,5138190.0,22715000.0,千克,澳大利亚,一般贸易,usd,天津市,0.0,—,hs100300
进口,2018-02,10039000,其他大麦,14606300.0,65449500.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100300
进口,2018-02,10039000,其他大麦,8514070.0,34775500.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2018-02,10039000,其他大麦,3352520.0,13441700.0,千克,澳大利亚,一般贸易,usd,浙江省,0.0,—,hs100300
进口,2018-02,10039000,其他大麦,13460800.0,58286100.0,千克,澳大利亚,一般贸易,usd,安徽省,0.0,—,hs100300
进口,2018-02,10039000,其他大麦,1846320.0,8238360.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100300
进口,2018-02,10039000,其他大麦,7591370.0,32720800.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,hs100300
进口,2018-02,10039000,其他大麦,116865.0,496960.0,千克,澳大利亚,一般贸易,usd,湖南省,0.0,—,hs100300
进口,2018-02,10039000,其他大麦,30899000.0,135470000.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100300
进口,2018-02,10041000,种用燕麦,308750.0,500000.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100400
进口,2018-02,10041000,种用燕麦,17184.0,25000.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100400
进口,2018-02,10049000,其他燕麦,44905.0,203160.0,千克,俄罗斯联邦,边境小额贸易,usd,内蒙古自治区,0.0,—,hs100400
进口,2018-02,10049000,其他燕麦,43823.0,200880.0,千克,澳大利亚,一般贸易,usd,天津市,0.0,—,hs100400
进口,2018-02,10049000,其他燕麦,329329.0,1534300.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100400
进口,2018-02,10049000,其他燕麦,1239830.0,4167880.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2018-02,10049000,其他燕麦,101322.0,501280.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100400
进口,2018-02,10049000,其他燕麦,3315760.0,16542000.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100400
进口,2018-02,10049000,其他燕麦,967566.0,4011630.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2018-02,10049000,其他燕麦,242170.0,1039420.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,hs100400
进口,2018-02,10051000,种用玉米,8980.0,2796.0,千克,德国,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2018-02,10051000,种用玉米,519.0,48.0,千克,法国,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2018-02,10051000,种用玉米,1201.0,110.0,千克,智利,其他,usd,北京市,0.0,—,hs100510
进口,2018-02,10059000,玉米，种用除外,371.0,340.0,千克,中国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2018-02,10059000,玉米，种用除外,33000.0,132000.0,千克,保加利亚,一般贸易,usd,天津市,0.0,—,hs100590
进口,2018-02,10059000,玉米，种用除外,283140.0,2574000.0,千克,俄罗斯联邦,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—,hs100590
进口,2018-02,10059000,玉米，种用除外,6274490.0,29168800.0,千克,乌克兰,一般贸易,usd,吉林省,0.0,—,hs100590
进口,2018-02,10059000,玉米，种用除外,256865.0,1226110.0,千克,乌克兰,一般贸易,usd,山东省,0.0,—,hs100590
进口,2018-02,10059000,玉米，种用除外,614941.0,2899520.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—,hs100590
进口,2018-02,10059000,玉米，种用除外,11815000.0,58064300.0,千克,乌克兰,进料加工贸易,usd,山东省,0.0,—,hs100590
进口,2018-02,10059000,玉米，种用除外,326440.0,343080.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100590
进口,2018-02,10059000,玉米，种用除外,53295.0,98091.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100590
进口,2018-02,10059000,玉米，种用除外,1648790.0,7975720.0,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs100590
进口,2018-02,10079000,其他食用高梁,76007.0,458500.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—,hs100700
进口,2018-02,10079000,其他食用高梁,15635200.0,68761800.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100700
进口,2018-02,10079000,其他食用高梁,10985100.0,48786600.0,千克,美国,一般贸易,usd,天津市,0.0,—,hs100700
进口,2018-02,10079000,其他食用高梁,29922.0,130846.0,千克,美国,一般贸易,usd,辽宁省,0.0,—,hs100700
进口,2018-02,10079000,其他食用高梁,44340900.0,197980000.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100700
进口,2018-02,10079000,其他食用高梁,454131.0,1990600.0,千克,美国,一般贸易,usd,江苏省,0.0,—,hs100700
进口,2018-02,10079000,其他食用高梁,81098.0,352402.0,千克,美国,一般贸易,usd,安徽省,0.0,—,hs100700
进口,2018-02,10079000,其他食用高梁,22396800.0,96077400.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs100700
进口,2018-02,10079000,其他食用高梁,31184300.0,141174000.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100700
进口,2018-02,23033000,酿造及蒸馏过程中的糟粕及残渣,120960.0,168000.0,千克,越南,海关特殊监管区域物流货物,usd,上海市,0.0,—,hs230330
进口,2018-02,23033000,酿造及蒸馏过程中的糟粕及残渣,129450.0,703067.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs230330
进口,2018-02,23033000,酿造及蒸馏过程中的糟粕及残渣,34768.0,183793.0,千克,美国,一般贸易,usd,辽宁省,0.0,—,hs230330
进口,2018-02,23033000,酿造及蒸馏过程中的糟粕及残渣,12688.0,77781.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs230330
进口,2018-02,23033000,酿造及蒸馏过程中的糟粕及残渣,210199.0,1026000.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—,hs230330
进口,2018-02,23033000,酿造及蒸馏过程中的糟粕及残渣,114425.0,519538.0,千克,美国,进料加工贸易,usd,湖南省,0.0,—,hs230330
进口,2018-02,23033000,酿造及蒸馏过程中的糟粕及残渣,214094.0,979306.0,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs230330
进口,2018-03,07141010,鲜木薯,142986.0,2262520.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,35776.0,125800.0,千克,老挝,一般贸易,usd,云南省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,53570700.0,231085000.0,千克,泰国,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,6209960.0,26634600.0,千克,泰国,一般贸易,usd,浙江省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,4558290.0,19806700.0,千克,泰国,一般贸易,usd,安徽省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,62154200.0,269427000.0,千克,泰国,一般贸易,usd,山东省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,6459570.0,26888000.0,千克,泰国,一般贸易,usd,湖北省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,8141760.0,34798200.0,千克,泰国,一般贸易,usd,广东省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,7089220.0,31296600.0,千克,泰国,一般贸易,usd,广西壮族自治区,0.0,—,hs071410
进口,2018-03,07141020,木薯干,5443150.0,22966900.0,千克,泰国,保税监管场所进出境货物,usd,安徽省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,5416680.0,23434200.0,千克,越南,一般贸易,usd,江苏省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,970256.0,4441510.0,千克,越南,一般贸易,usd,浙江省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,628531.0,2830270.0,千克,越南,一般贸易,usd,安徽省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,5138890.0,22311600.0,千克,越南,一般贸易,usd,山东省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,3580360.0,15968100.0,千克,越南,一般贸易,usd,广西壮族自治区,0.0,—,hs071410
进口,2018-03,07141020,木薯干,1491870.0,8292360.0,千克,越南,一般贸易,usd,云南省,0.0,—,hs071410
进口,2018-03,07141020,木薯干,715989.0,3950600.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,hs071410
进口,2018-03,10031000,种用大麦,220.0,14.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,407687.0,1503760.0,千克,乌克兰,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,264525.0,1026200.0,千克,加拿大,一般贸易,usd,河北省,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,7063300.0,28589600.0,千克,加拿大,一般贸易,usd,福建省,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,14722000.0,54956600.0,千克,加拿大,一般贸易,usd,山东省,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,11977000.0,52229100.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,240717.0,979580.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,12872300.0,55093400.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,12314000.0,54505000.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,9866350.0,41358300.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,13162900.0,58736300.0,千克,澳大利亚,一般贸易,usd,浙江省,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,3333610.0,14176800.0,千克,澳大利亚,一般贸易,usd,安徽省,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,57408600.0,251319000.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,5265490.0,21653200.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,459855.0,1990010.0,千克,澳大利亚,一般贸易,usd,湖南省,0.0,—,hs100300
进口,2018-03,10039000,其他大麦,50910200.0,225170000.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100300
进口,2018-03,10041000,种用燕麦,303250.0,475000.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100400
进口,2018-03,10041000,种用燕麦,52327.0,93442.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100400
进口,2018-03,10041000,种用燕麦,752.0,55.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100400
进口,2018-03,10049000,其他燕麦,44760.0,199840.0,千克,俄罗斯联邦,边境小额贸易,usd,内蒙古自治区,0.0,—,hs100400
进口,2018-03,10049000,其他燕麦,575304.0,2549700.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100400
进口,2018-03,10049000,其他燕麦,2131370.0,6675200.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2018-03,10049000,其他燕麦,3886390.0,18483800.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2018-03,10049000,其他燕麦,711583.0,3090000.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,hs100400
进口,2018-03,10049000,其他燕麦,66266.0,262140.0,千克,澳大利亚,进料加工贸易,usd,广东省,0.0,—,hs100400
进口,2018-03,10051000,种用玉米,94.0,20.0,千克,印度,其他,usd,北京市,0.0,—,hs100510
进口,2018-03,10051000,种用玉米,739020.0,71561.0,千克,德国,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2018-03,10051000,种用玉米,33346.0,3821.0,千克,德国,一般贸易,usd,新疆维吾尔自治区,0.0,—,hs100510
进口,2018-03,10051000,种用玉米,249678.0,19422.0,千克,法国,一般贸易,usd,北京市,0.0,—,hs100510
进口,2018-03,10051000,种用玉米,530030.0,35374.0,千克,法国,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2018-03,10051000,种用玉米,2030.0,276.0,千克,法国,其他,usd,北京市,0.0,—,hs100510
进口,2018-03,10051000,种用玉米,121432.0,20100.0,千克,阿根廷,一般贸易,usd,北京市,0.0,—,hs100510
进口,2018-03,10051000,种用玉米,1257.0,195.0,千克,阿根廷,其他,usd,北京市,0.0,—,hs100510
进口,2018-03,10051000,种用玉米,111768.0,6330.0,千克,智利,一般贸易,usd,北京市,0.0,—,hs100510
进口,2018-03,10051000,种用玉米,3582.0,60.0,千克,智利,一般贸易,usd,上海市,0.0,—,hs100510
进口,2018-03,10051000,种用玉米,2052.0,147.0,千克,智利,一般贸易,usd,山东省,0.0,—,hs100510
进口,2018-03,10051000,种用玉米,2070.0,286.0,千克,智利,其他,usd,北京市,0.0,—,hs100510
进口,2018-03,10059000,玉米，种用除外,133.0,125.0,千克,泰国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2018-03,10059000,玉米，种用除外,1602.0,1460.0,千克,中国,保税监管场所进出境货物,usd,上海市,0.0,—,hs100590
进口,2018-03,10059000,玉米，种用除外,6387.0,72000.0,千克,俄罗斯联邦,一般贸易,usd,黑龙江省,0.0,—,hs100590
进口,2018-03,10059000,玉米，种用除外,457380.0,4158000.0,千克,俄罗斯联邦,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—,hs100590
进口,2018-03,10059000,玉米，种用除外,10823300.0,52500000.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—,hs100590
进口,2018-03,10059000,玉米，种用除外,79438.0,36000.0,千克,秘鲁,来料加工贸易,usd,辽宁省,0.0,—,hs100590
进口,2018-03,10059000,玉米，种用除外,1231570.0,1251350.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100590
进口,2018-03,10059000,玉米，种用除外,60640.0,81648.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs100590
进口,2018-03,10059000,玉米，种用除外,962122.0,4572280.0,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs100590
进口,2018-03,10071000,种用食用高梁,720.0,90.0,千克,法国,一般贸易,usd,黑龙江省,0.0,—,hs100700
进口,2018-03,10079000,其他食用高梁,159135.0,959250.0,千克,缅甸,边境小额贸易,usd,云南省,0.0,—,hs100700
进口,2018-03,10079000,其他食用高梁,24087100.0,103924000.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100700
进口,2018-03,10079000,其他食用高梁,4289870.0,18569500.0,千克,美国,一般贸易,usd,天津市,0.0,—,hs100700
进口,2018-03,10079000,其他食用高梁,394904.0,1640510.0,千克,美国,一般贸易,usd,辽宁省,0.0,—,hs100700
进口,2018-03,10079000,其他食用高梁,43919900.0,192777000.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100700
进口,2018-03,10079000,其他食用高梁,1833500.0,7613060.0,千克,美国,一般贸易,usd,江苏省,0.0,—,hs100700
进口,2018-03,10079000,其他食用高梁,21756400.0,95662000.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs100700
