进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,货币,地址,第二数量,第二计量单位
进口,2023-11,10059000,玉米，种用除外,2319693.0,8705140.0,千克,乌克兰,进料加工贸易,usd,山东省,0.0,—
进口,2023-11,10059000,玉米，种用除外,6302401.0,23556900.0,千克,乌克兰,进料加工贸易,usd,广西壮族自治区,0.0,—
进口,2023-11,10059000,玉米，种用除外,638903976.0,2042800000.0,千克,巴西,一般贸易,usd,北京市,0.0,—
进口,2023-11,10059000,玉米，种用除外,13967794.0,46331800.0,千克,巴西,一般贸易,usd,黑龙江省,0.0,—
进口,2023-11,10059000,玉米，种用除外,38053886.0,137471000.0,千克,巴西,一般贸易,usd,上海市,0.0,—
进口,2023-11,10059000,玉米，种用除外,42048081.0,145468000.0,千克,巴西,一般贸易,usd,福建省,0.0,—
进口,2023-11,10059000,玉米，种用除外,13354749.0,51464000.0,千克,巴西,一般贸易,usd,山东省,0.0,—
进口,2023-11,10059000,玉米，种用除外,586536.0,1831200.0,千克,巴西,一般贸易,usd,广东省,0.0,—
进口,2023-11,10059000,玉米，种用除外,39050055.0,136819000.0,千克,巴西,进料加工贸易,usd,江苏省,0.0,—
进口,2023-11,10059000,玉米，种用除外,2602344.0,10000000.0,千克,巴西,进料加工贸易,usd,江西省,0.0,—
进口,2023-11,10059000,玉米，种用除外,70610657.0,262793000.0,千克,巴西,进料加工贸易,usd,山东省,0.0,—
进口,2023-11,10059000,玉米，种用除外,715500.0,2700000.0,千克,巴西,进料加工贸易,usd,湖北省,0.0,—
进口,2023-11,10059000,玉米，种用除外,17691660.0,65832100.0,千克,巴西,进料加工贸易,usd,湖南省,0.0,—
进口,2023-11,10059000,玉米，种用除外,8963768.0,33510800.0,千克,巴西,进料加工贸易,usd,广东省,0.0,—
进口,2023-11,10059000,玉米，种用除外,31909574.0,112576000.0,千克,巴西,进料加工贸易,usd,广西壮族自治区,0.0,—
进口,2023-11,10059000,玉米，种用除外,2000144.0,6275330.0,千克,巴西,保税监管场所进出境货物,usd,福建省,0.0,—
进口,2023-11,10059000,玉米，种用除外,18626876.0,69160500.0,千克,巴西,海关特殊监管区域物流货物,usd,福建省,0.0,—
进口,2023-11,10059000,玉米，种用除外,13056000.0,48000000.0,千克,巴西,海关特殊监管区域物流货物,usd,湖南省,0.0,—
进口,2023-11,10059000,玉米，种用除外,12880039.0,48000000.0,千克,巴西,海关特殊监管区域物流货物,usd,广东省,0.0,—
进口,2023-11,10059000,玉米，种用除外,48184738.0,143457000.0,千克,美国,一般贸易,usd,北京市,0.0,—
进口,2023-11,10059000,玉米，种用除外,968468.0,3699750.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—
进口,2023-11,10079000,其他食用高粱,13703.0,43500.0,千克,尼日利亚,一般贸易,usd,湖南省,0.0,—
进口,2023-11,10079000,其他食用高粱,9041142.0,28234900.0,千克,阿根廷,一般贸易,usd,北京市,0.0,—
进口,2023-11,10079000,其他食用高粱,25415375.0,77160000.0,千克,阿根廷,一般贸易,usd,福建省,0.0,—
进口,2023-11,10079000,其他食用高粱,4471750.0,13965000.0,千克,阿根廷,保税监管场所进出境货物,usd,北京市,0.0,—
进口,2023-11,10079000,其他食用高粱,13829441.0,42000000.0,千克,阿根廷,保税监管场所进出境货物,usd,福建省,0.0,—
进口,2023-11,10079000,其他食用高粱,3779746.0,11477500.0,千克,美国,一般贸易,usd,北京市,0.0,—
进口,2023-11,10079000,其他食用高粱,22083957.0,69247000.0,千克,美国,一般贸易,usd,上海市,0.0,—
进口,2023-11,10079000,其他食用高粱,528545.0,1676230.0,千克,美国,一般贸易,usd,江苏省,0.0,—
进口,2023-11,10079000,其他食用高粱,330994.0,1043570.0,千克,美国,一般贸易,usd,安徽省,0.0,—
进口,2023-11,10079000,其他食用高粱,38097644.0,119927000.0,千克,美国,一般贸易,usd,福建省,0.0,—
进口,2023-11,10079000,其他食用高粱,28763211.0,93945000.0,千克,美国,一般贸易,usd,广东省,0.0,—
进口,2023-11,10079000,其他食用高粱,47561.0,153287.0,千克,美国,一般贸易,usd,甘肃省,0.0,—
进口,2023-11,10079000,其他食用高粱,335440.0,984310.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—
进口,2023-11,10079000,其他食用高粱,162130.0,494260.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—
进口,2023-11,10079000,其他食用高粱,266698.0,786460.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—
进口,2023-11,10079000,其他食用高粱,777417.0,2232820.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—
进口,2023-11,10079000,其他食用高粱,1685358.0,4933480.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—
进口,2023-11,10079000,其他食用高粱,692364.0,2011960.0,千克,澳大利亚,一般贸易,usd,安徽省,0.0,—
进口,2023-11,10079000,其他食用高粱,878853.0,2483080.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—
进口,2023-11,10079000,其他食用高粱,2297221.0,6747660.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—
进口,2023-11,10079000,其他食用高粱,490643.0,1463560.0,千克,澳大利亚,一般贸易,usd,河南省,0.0,—
进口,2023-11,10079000,其他食用高粱,16968579.0,48597900.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—
进口,2023-11,10079000,其他食用高粱,2374838.0,7045660.0,千克,澳大利亚,一般贸易,usd,四川省,0.0,—
进口,2023-11,10079000,其他食用高粱,182295.0,488380.0,千克,澳大利亚,一般贸易,usd,贵州省,0.0,—
进口,2023-11,10079000,其他食用高粱,2411347.0,7126430.0,千克,澳大利亚,一般贸易,usd,甘肃省,0.0,—
进口,2023-11,23033000,酿造及蒸馏过程中的糟粕及残渣,7611683.0,26127000.0,千克,美国,进料加工贸易,usd,山东省,0.0,—
进口,2023-11,23033000,酿造及蒸馏过程中的糟粕及残渣,78062.0,278653.0,千克,美国,海关特殊监管区域物流货物,usd,福建省,0.0,—
进口,2023-12,07141020,木薯干,20115.0,79200.0,千克,老挝,一般贸易,usd,江苏省,0.0,—
进口,2023-12,07141020,木薯干,15349.0,53000.0,千克,老挝,一般贸易,usd,湖南省,0.0,—
进口,2023-12,07141020,木薯干,57868.0,200000.0,千克,老挝,一般贸易,usd,重庆市,0.0,—
进口,2023-12,07141020,木薯干,1196182.0,4600940.0,千克,老挝,一般贸易,usd,云南省,0.0,—
进口,2023-12,07141020,木薯干,871097.0,3837420.0,千克,老挝,一般贸易,usd,甘肃省,0.0,—
进口,2023-12,07141020,木薯干,8225405.0,29245900.0,千克,泰国,一般贸易,usd,江苏省,0.0,—
进口,2023-12,07141020,木薯干,7345.0,25000.0,千克,泰国,一般贸易,usd,浙江省,0.0,—
进口,2023-12,07141020,木薯干,12131693.0,42799900.0,千克,泰国,一般贸易,usd,山东省,0.0,—
进口,2023-12,07141020,木薯干,3085868.0,10994100.0,千克,越南,一般贸易,usd,北京市,0.0,—
进口,2023-12,07141020,木薯干,158269.0,552700.0,千克,越南,一般贸易,usd,江苏省,0.0,—
进口,2023-12,07141020,木薯干,981544.0,3772890.0,千克,越南,一般贸易,usd,广西壮族自治区,0.0,—
进口,2023-12,07141020,木薯干,719885.0,2926150.0,千克,越南,一般贸易,usd,云南省,0.0,—
进口,2023-12,07141020,木薯干,40363.0,150870.0,千克,越南,边境小额贸易,usd,广西壮族自治区,0.0,—
进口,2023-12,07141020,木薯干,1055267.0,4240920.0,千克,越南,边境小额贸易,usd,云南省,0.0,—
进口,2023-12,10039000,其他大麦,194091.0,900000.0,千克,哈萨克斯坦,一般贸易,usd,北京市,0.0,—
进口,2023-12,10039000,其他大麦,300178.0,1390950.0,千克,哈萨克斯坦,一般贸易,usd,河北省,0.0,—
进口,2023-12,10039000,其他大麦,267424.0,1325000.0,千克,哈萨克斯坦,一般贸易,usd,内蒙古自治区,0.0,—
进口,2023-12,10039000,其他大麦,338520.0,1612000.0,千克,哈萨克斯坦,一般贸易,usd,江苏省,0.0,—
进口,2023-12,10039000,其他大麦,2776789.0,12991600.0,千克,哈萨克斯坦,一般贸易,usd,浙江省,0.0,—
进口,2023-12,10039000,其他大麦,1282276.0,6334000.0,千克,哈萨克斯坦,一般贸易,usd,福建省,0.0,—
进口,2023-12,10039000,其他大麦,3563661.0,15729000.0,千克,哈萨克斯坦,一般贸易,usd,山东省,0.0,—
进口,2023-12,10039000,其他大麦,811246.0,3020700.0,千克,哈萨克斯坦,一般贸易,usd,河南省,0.0,—
进口,2023-12,10039000,其他大麦,1218022.0,6102030.0,千克,哈萨克斯坦,一般贸易,usd,湖北省,0.0,—
进口,2023-12,10039000,其他大麦,816470.0,3315200.0,千克,哈萨克斯坦,一般贸易,usd,湖南省,0.0,—
进口,2023-12,10039000,其他大麦,2577106.0,10920000.0,千克,哈萨克斯坦,一般贸易,usd,广东省,0.0,—
进口,2023-12,10039000,其他大麦,274421.0,1300000.0,千克,哈萨克斯坦,一般贸易,usd,四川省,0.0,—
进口,2023-12,10039000,其他大麦,1685444.0,9606000.0,千克,哈萨克斯坦,一般贸易,usd,陕西省,0.0,—
进口,2023-12,10039000,其他大麦,907844.0,4274000.0,千克,哈萨克斯坦,一般贸易,usd,甘肃省,0.0,—
进口,2023-12,10039000,其他大麦,1513960.0,6982700.0,千克,哈萨克斯坦,一般贸易,usd,新疆维吾尔自治区,0.0,—
进口,2023-12,10039000,其他大麦,1848441.0,8801090.0,千克,哈萨克斯坦,进料加工贸易,usd,新疆维吾尔自治区,0.0,—
进口,2023-12,10039000,其他大麦,58063.0,280000.0,千克,哈萨克斯坦,海关特殊监管区域物流货物,usd,甘肃省,0.0,—
进口,2023-12,10039000,其他大麦,1104139.0,4820350.0,千克,哈萨克斯坦,海关特殊监管区域物流货物,usd,新疆维吾尔自治区,0.0,—
进口,2023-12,10039000,其他大麦,44339593.0,162187000.0,千克,法国,一般贸易,usd,北京市,0.0,—
进口,2023-12,10039000,其他大麦,388914.0,1012100.0,千克,法国,一般贸易,usd,河北省,0.0,—
进口,2023-12,10039000,其他大麦,18285317.0,67795000.0,千克,法国,一般贸易,usd,浙江省,0.0,—
进口,2023-12,10039000,其他大麦,63336046.0,198100000.0,千克,法国,一般贸易,usd,福建省,0.0,—
进口,2023-12,10039000,其他大麦,1994424.0,8083410.0,千克,俄罗斯,一般贸易,usd,北京市,0.0,—
进口,2023-12,10039000,其他大麦,805323.0,3211290.0,千克,俄罗斯,一般贸易,usd,天津市,0.0,—
进口,2023-12,10039000,其他大麦,184450.0,780000.0,千克,俄罗斯,一般贸易,usd,河北省,0.0,—
进口,2023-12,10039000,其他大麦,3800010.0,16528700.0,千克,俄罗斯,一般贸易,usd,内蒙古自治区,0.0,—
进口,2023-12,10039000,其他大麦,339845.0,1609010.0,千克,俄罗斯,一般贸易,usd,辽宁省,0.0,—
进口,2023-12,10039000,其他大麦,411176.0,1967580.0,千克,俄罗斯,一般贸易,usd,黑龙江省,0.0,—
进口,2023-12,10039000,其他大麦,372644.0,1489920.0,千克,俄罗斯,一般贸易,usd,上海市,0.0,—
进口,2023-12,10039000,其他大麦,1116034.0,4367160.0,千克,俄罗斯,一般贸易,usd,江苏省,0.0,—
进口,2023-12,10039000,其他大麦,425413.0,1820000.0,千克,俄罗斯,一般贸易,usd,浙江省,0.0,—
进口,2023-12,10039000,其他大麦,5530789.0,24614000.0,千克,俄罗斯,一般贸易,usd,福建省,0.0,—
进口,2023-12,10039000,其他大麦,1577870.0,6863350.0,千克,俄罗斯,一般贸易,usd,山东省,0.0,—
进口,2023-12,10039000,其他大麦,2227210.0,8500800.0,千克,俄罗斯,一般贸易,usd,湖南省,0.0,—
进口,2023-12,10039000,其他大麦,84974.0,335260.0,千克,俄罗斯,一般贸易,usd,广东省,0.0,—
进口,2023-12,10039000,其他大麦,474700.0,2100720.0,千克,俄罗斯,一般贸易,usd,海南省,0.0,—
进口,2023-12,10039000,其他大麦,287801.0,1500000.0,千克,俄罗斯,一般贸易,usd,陕西省,0.0,—
进口,2023-12,10039000,其他大麦,705555.0,3188000.0,千克,俄罗斯,边境小额贸易,usd,内蒙古自治区,0.0,—
进口,2023-12,10039000,其他大麦,4983271.0,18475700.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—
进口,2023-12,10039000,其他大麦,74583.0,286000.0,千克,乌克兰,一般贸易,usd,山东省,0.0,—
进口,2023-12,10039000,其他大麦,185725.0,744350.0,千克,乌克兰,一般贸易,usd,湖北省,0.0,—
进口,2023-12,10039000,其他大麦,435864.0,1504030.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—
进口,2023-12,10039000,其他大麦,11145052.0,37559000.0,千克,阿根廷,一般贸易,usd,北京市,0.0,—
进口,2023-12,10039000,其他大麦,2477205.0,9220000.0,千克,阿根廷,一般贸易,usd,福建省,0.0,—
进口,2023-12,10039000,其他大麦,9922856.0,30000000.0,千克,阿根廷,一般贸易,usd,广东省,0.0,—
进口,2023-12,10039000,其他大麦,9408053.0,28180300.0,千克,加拿大,一般贸易,usd,江苏省,0.0,—
进口,2023-12,10039000,其他大麦,21355994.0,64499800.0,千克,加拿大,一般贸易,usd,安徽省,0.0,—
进口,2023-12,10039000,其他大麦,24849758.0,75023500.0,千克,加拿大,一般贸易,usd,山东省,0.0,—
进口,2023-12,10039000,其他大麦,53882777.0,193891000.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—
进口,2023-12,10039000,其他大麦,578011.0,2055850.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—
进口,2023-12,10039000,其他大麦,31116113.0,98224400.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—
进口,2023-12,10039000,其他大麦,63616.0,218710.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—
进口,2023-12,10039000,其他大麦,13219671.0,41362000.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—
进口,2023-12,10039000,其他大麦,12670065.0,39498000.0,千克,澳大利亚,一般贸易,usd,浙江省,0.0,—
进口,2023-12,10039000,其他大麦,226097.0,817490.0,千克,澳大利亚,一般贸易,usd,安徽省,0.0,—
进口,2023-12,10039000,其他大麦,41433565.0,148235000.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—
进口,2023-12,10039000,其他大麦,4581159.0,15000000.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—
进口,2023-12,10039000,其他大麦,26435.0,82050.0,千克,澳大利亚,一般贸易,usd,湖北省,0.0,—
进口,2023-12,10039000,其他大麦,1068720.0,3986740.0,千克,澳大利亚,一般贸易,usd,湖南省,0.0,—
进口,2023-12,10039000,其他大麦,68257302.0,230650000.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—
进口,2023-12,10039000,其他大麦,146239.0,518300.0,千克,澳大利亚,一般贸易,usd,四川省,0.0,—
进口,2023-12,10049000,其他燕麦,397624.0,1689600.0,千克,俄罗斯,一般贸易,usd,天津市,0.0,—
进口,2023-12,10049000,其他燕麦,505026.0,2178240.0,千克,俄罗斯,一般贸易,usd,河北省,0.0,—
进口,2023-12,10049000,其他燕麦,1028037.0,4348470.0,千克,俄罗斯,一般贸易,usd,内蒙古自治区,0.0,—
进口,2023-12,10049000,其他燕麦,488650.0,2509420.0,千克,俄罗斯,一般贸易,usd,黑龙江省,0.0,—
进口,2023-12,10049000,其他燕麦,378156.0,1534630.0,千克,俄罗斯,一般贸易,usd,广东省,0.0,—
进口,2023-12,10049000,其他燕麦,392682.0,1612000.0,千克,俄罗斯,一般贸易,usd,四川省,0.0,—
进口,2023-12,10049000,其他燕麦,1280619.0,6034670.0,千克,俄罗斯,边境小额贸易,usd,内蒙古自治区,0.0,—
进口,2023-12,10049000,其他燕麦,365012.0,1013920.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—
进口,2023-12,10049000,其他燕麦,202294.0,539450.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—
进口,2023-12,10049000,其他燕麦,2459884.0,6764250.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—
进口,2023-12,10049000,其他燕麦,2803622.0,7778000.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—
进口,2023-12,10049000,其他燕麦,967123.0,2503540.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—
进口,2023-12,10049000,其他燕麦,347247.0,1000710.0,千克,澳大利亚,一般贸易,usd,甘肃省,0.0,—
进口,2023-12,10051000,种用玉米,1225.0,54.0,千克,法国,其他,usd,北京市,0.0,—
进口,2023-12,10051000,种用玉米,646.0,40.0,千克,巴西,一般贸易,usd,湖南省,0.0,—
进口,2023-12,10059000,玉米，种用除外,19160169.0,53197900.0,千克,缅甸,一般贸易,usd,云南省,0.0,—
进口,2023-12,10059000,玉米，种用除外,7066273.0,20290300.0,千克,老挝,一般贸易,usd,云南省,0.0,—
进口,2023-12,10059000,玉米，种用除外,164075.0,534430.0,千克,老挝,进料加工贸易,usd,广西壮族自治区,0.0,—
进口,2023-12,10059000,玉米，种用除外,241354.0,812473.0,千克,老挝,进料加工贸易,usd,重庆市,0.0,—
进口,2023-12,10059000,玉米，种用除外,848981.0,2943400.0,千克,老挝,进料加工贸易,usd,云南省,0.0,—
进口,2023-12,10059000,玉米，种用除外,96338.0,401410.0,千克,哈萨克斯坦,一般贸易,usd,河南省,0.0,—
进口,2023-12,10059000,玉米，种用除外,6565.0,25000.0,千克,南非,进料加工贸易,usd,山东省,0.0,—
进口,2023-12,10059000,玉米，种用除外,12992616.0,47233000.0,千克,保加利亚,进料加工贸易,usd,山东省,0.0,—
进口,2023-12,10059000,玉米，种用除外,7530629.0,23825700.0,千克,俄罗斯,一般贸易,usd,北京市,0.0,—
进口,2023-12,10059000,玉米，种用除外,352030.0,2381000.0,千克,俄罗斯,进料加工贸易,usd,黑龙江省,0.0,—
进口,2023-12,10059000,玉米，种用除外,256273.0,1820000.0,千克,俄罗斯,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—
进口,2023-12,10059000,玉米，种用除外,161077.0,618840.0,千克,乌克兰,一般贸易,usd,辽宁省,0.0,—
进口,2023-12,10059000,玉米，种用除外,770741.0,2924250.0,千克,乌克兰,一般贸易,usd,黑龙江省,0.0,—
进口,2023-12,10059000,玉米，种用除外,3893769.0,14805900.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—
进口,2023-12,10059000,玉米，种用除外,465752.0,1711570.0,千克,乌克兰,一般贸易,usd,山东省,0.0,—
进口,2023-12,10059000,玉米，种用除外,390600.0,1400000.0,千克,乌克兰,一般贸易,usd,湖南省,0.0,—
进口,2023-12,10059000,玉米，种用除外,12018665.0,43523300.0,千克,乌克兰,进料加工贸易,usd,江苏省,0.0,—
进口,2023-12,10059000,玉米，种用除外,87235.0,281520.0,千克,乌克兰,进料加工贸易,usd,浙江省,0.0,—
进口,2023-12,10059000,玉米，种用除外,11243682.0,42981400.0,千克,乌克兰,进料加工贸易,usd,山东省,0.0,—
进口,2023-12,10059000,玉米，种用除外,7413867.0,29420100.0,千克,乌克兰,海关特殊监管区域物流货物,usd,福建省,0.0,—
进口,2023-12,10059000,玉米，种用除外,907643600.0,2910930000.0,千克,巴西,一般贸易,usd,北京市,0.0,—
进口,2023-12,10059000,玉米，种用除外,1461087.0,5670000.0,千克,巴西,一般贸易,usd,黑龙江省,0.0,—
进口,2023-12,10059000,玉米，种用除外,18142124.0,63497700.0,千克,巴西,一般贸易,usd,上海市,0.0,—
进口,2023-12,10059000,玉米，种用除外,50377172.0,180867000.0,千克,巴西,一般贸易,usd,福建省,0.0,—
进口,2023-12,10059000,玉米，种用除外,3624790.0,13917200.0,千克,巴西,进料加工贸易,usd,江西省,0.0,—
进口,2023-12,10059000,玉米，种用除外,47940353.0,175178000.0,千克,巴西,进料加工贸易,usd,山东省,0.0,—
进口,2023-12,10059000,玉米，种用除外,9831519.0,36917300.0,千克,巴西,进料加工贸易,usd,广东省,0.0,—
进口,2023-12,10059000,玉米，种用除外,65457742.0,235474000.0,千克,巴西,进料加工贸易,usd,广西壮族自治区,0.0,—
进口,2023-12,10059000,玉米，种用除外,11216070.0,40874100.0,千克,巴西,进料加工贸易,usd,四川省,0.0,—
进口,2023-12,10059000,玉米，种用除外,5380185.0,19990300.0,千克,巴西,进料加工贸易,usd,贵州省,0.0,—
进口,2023-12,10059000,玉米，种用除外,8885664.0,33000000.0,千克,巴西,进料加工贸易,usd,云南省,0.0,—
进口,2023-12,10059000,玉米，种用除外,41685499.0,156992000.0,千克,巴西,海关特殊监管区域物流货物,usd,福建省,0.0,—
进口,2023-12,10059000,玉米，种用除外,20941114.0,71500000.0,千克,巴西,海关特殊监管区域物流货物,usd,湖南省,0.0,—
进口,2023-12,10059000,玉米，种用除外,11234264.0,41614100.0,千克,巴西,海关特殊监管区域物流货物,usd,广东省,0.0,—
进口,2023-12,10059000,玉米，种用除外,6759904.0,25000000.0,千克,巴西,海关特殊监管区域物流货物,usd,贵州省,0.0,—
进口,2023-12,10059000,玉米，种用除外,209426.0,72000.0,千克,秘鲁,来料加工贸易,usd,辽宁省,0.0,—
进口,2023-12,10059000,玉米，种用除外,204210287.0,645232000.0,千克,美国,一般贸易,usd,北京市,0.0,—
进口,2023-12,10059000,玉米，种用除外,578502.0,2240300.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—
进口,2023-12,10071000,种用食用高粱,58.0,6.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—
进口,2023-12,10079000,其他食用高粱,28835617.0,88000000.0,千克,阿根廷,一般贸易,usd,北京市,0.0,—
进口,2023-12,10079000,其他食用高粱,7031256.0,20847000.0,千克,阿根廷,一般贸易,usd,福建省,0.0,—
进口,2023-12,10079000,其他食用高粱,6551645.0,19425000.0,千克,阿根廷,保税监管场所进出境货物,usd,福建省,0.0,—
进口,2023-12,10079000,其他食用高粱,3241268.0,9835780.0,千克,美国,一般贸易,usd,北京市,0.0,—
进口,2023-12,10079000,其他食用高粱,3249929.0,10185800.0,千克,美国,一般贸易,usd,江苏省,0.0,—
进口,2023-12,10079000,其他食用高粱,1618151.0,5082880.0,千克,美国,一般贸易,usd,安徽省,0.0,—
进口,2023-12,10079000,其他食用高粱,210340.0,678939.0,千克,美国,一般贸易,usd,福建省,0.0,—
进口,2023-12,10079000,其他食用高粱,45259287.0,141981000.0,千克,美国,一般贸易,usd,广东省,0.0,—
进口,2023-12,10079000,其他食用高粱,11556600.0,33249300.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—
进口,2023-12,10079000,其他食用高粱,39635.0,120820.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—
进口,2023-12,10079000,其他食用高粱,368276.0,1036900.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—
进口,2023-12,10079000,其他食用高粱,355445.0,995320.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—
进口,2023-12,10079000,其他食用高粱,46940.0,124800.0,千克,澳大利亚,一般贸易,usd,浙江省,0.0,—
进口,2023-12,10079000,其他食用高粱,258449.0,793380.0,千克,澳大利亚,一般贸易,usd,安徽省,0.0,—
进口,2023-12,10079000,其他食用高粱,725504.0,1971160.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—
进口,2023-12,10079000,其他食用高粱,510924.0,1483640.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—
进口,2023-12,10079000,其他食用高粱,715865.0,1964310.0,千克,澳大利亚,一般贸易,usd,河南省,0.0,—
进口,2023-12,10079000,其他食用高粱,917158.0,2630980.0,千克,澳大利亚,一般贸易,usd,四川省,0.0,—
进口,2023-12,10079000,其他食用高粱,182517.0,490320.0,千克,澳大利亚,一般贸易,usd,贵州省,0.0,—
进口,2023-12,10079000,其他食用高粱,2059705.0,5800580.0,千克,澳大利亚,一般贸易,usd,甘肃省,0.0,—
进口,2023-12,23033000,酿造及蒸馏过程中的糟粕及残渣,193113.0,645693.0,千克,美国,一般贸易,usd,福建省,0.0,—
进口,2023-12,23033000,酿造及蒸馏过程中的糟粕及残渣,3279598.0,11181400.0,千克,美国,进料加工贸易,usd,山东省,0.0,—
进口,2023-12,23033000,酿造及蒸馏过程中的糟粕及残渣,1853540.0,6545260.0,千克,美国,海关特殊监管区域物流货物,usd,福建省,0.0,—
进口,2023-01,07141020,木薯干,19042.0,84000.0,千克,老挝,一般贸易,usd,广东省,0.0,—
进口,2023-01,07141020,木薯干,10803.0,39600.0,千克,老挝,一般贸易,usd,云南省,0.0,—
进口,2023-01,07141020,木薯干,27343013.0,99395400.0,千克,泰国,一般贸易,usd,江苏省,0.0,—
进口,2023-01,07141020,木薯干,7184457.0,25589800.0,千克,泰国,一般贸易,usd,浙江省,0.0,—
进口,2023-01,07141020,木薯干,32044661.0,122348000.0,千克,泰国,一般贸易,usd,安徽省,0.0,—
进口,2023-01,07141020,木薯干,290938.0,1080660.0,千克,泰国,一般贸易,usd,福建省,0.0,—
进口,2023-01,07141020,木薯干,57187036.0,213841000.0,千克,泰国,一般贸易,usd,山东省,0.0,—
进口,2023-01,07141020,木薯干,14328541.0,53954400.0,千克,泰国,一般贸易,usd,广西壮族自治区,0.0,—
进口,2023-01,07141020,木薯干,3689701.0,13674100.0,千克,越南,一般贸易,usd,江苏省,0.0,—
进口,2023-01,07141020,木薯干,240416.0,848760.0,千克,越南,一般贸易,usd,福建省,0.0,—
进口,2023-01,07141020,木薯干,3658800.0,14695400.0,千克,越南,一般贸易,usd,江西省,0.0,—
进口,2023-01,07141020,木薯干,299368.0,1101210.0,千克,越南,一般贸易,usd,山东省,0.0,—
进口,2023-01,07141020,木薯干,13045241.0,49357400.0,千克,越南,一般贸易,usd,广西壮族自治区,0.0,—
进口,2023-01,07141020,木薯干,395534.0,1736550.0,千克,越南,一般贸易,usd,云南省,0.0,—
进口,2023-01,07141020,木薯干,1026976.0,4348330.0,千克,越南,边境小额贸易,usd,云南省,0.0,—
进口,2023-01,10039000,其他大麦,732751.0,2589750.0,千克,哈萨克斯坦,一般贸易,usd,北京市,0.0,—
进口,2023-01,10039000,其他大麦,330801.0,1300000.0,千克,哈萨克斯坦,一般贸易,usd,辽宁省,0.0,—
进口,2023-01,10039000,其他大麦,823048.0,2502000.0,千克,哈萨克斯坦,一般贸易,usd,江苏省,0.0,—
进口,2023-01,10039000,其他大麦,1570138.0,5772000.0,千克,哈萨克斯坦,一般贸易,usd,浙江省,0.0,—
进口,2023-01,10039000,其他大麦,351983.0,1300000.0,千克,哈萨克斯坦,一般贸易,usd,福建省,0.0,—
进口,2023-01,10039000,其他大麦,761143.0,2912000.0,千克,哈萨克斯坦,一般贸易,usd,山东省,0.0,—
进口,2023-01,10039000,其他大麦,354650.0,1300000.0,千克,哈萨克斯坦,一般贸易,usd,湖南省,0.0,—
进口,2023-01,10039000,其他大麦,623202.0,2115430.0,千克,哈萨克斯坦,一般贸易,usd,海南省,0.0,—
进口,2023-01,10039000,其他大麦,824155.0,3490000.0,千克,哈萨克斯坦,一般贸易,usd,甘肃省,0.0,—
进口,2023-01,10039000,其他大麦,736447.0,3262050.0,千克,哈萨克斯坦,一般贸易,usd,新疆维吾尔自治区,0.0,—
进口,2023-01,10039000,其他大麦,484015.0,1953000.0,千克,哈萨克斯坦,进料加工贸易,usd,新疆维吾尔自治区,0.0,—
进口,2023-01,10039000,其他大麦,41531.0,156000.0,千克,哈萨克斯坦,边境小额贸易,usd,新疆维吾尔自治区,0.0,—
进口,2023-01,10039000,其他大麦,540917.0,982778.0,千克,丹麦,一般贸易,usd,河北省,0.0,—
进口,2023-01,10039000,其他大麦,652887.0,1503370.0,千克,丹麦,一般贸易,usd,浙江省,0.0,—
进口,2023-01,10039000,其他大麦,1431251.0,4742370.0,千克,俄罗斯,一般贸易,usd,内蒙古自治区,0.0,—
