进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,公司,贸易方式,运输方式,贸易伙伴名称,商品1996编码,货币
进口,2015.0,07141020,木薯干,237436.0,1202320.0,千克,麻栗坡县桂府边贸有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,1795933.0,10329949.0,千克,河口云双农资有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,10051000,种用玉米,516.0,10.0,千克,中贸信达(北京)国际贸易有限责,除一般贸易及加工贸易外合计（代码修正）,航空运输,德国,hs100510,usd
进口,2015.0,10051000,种用玉米,893.0,60.0,千克,北京亘青种子有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,德国,hs100510,usd
进口,2015.0,10051000,种用玉米,34462.0,4694.0,千克,黑龙江垦丰种业有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,德国,hs100510,usd
进口,2015.0,10059000,玉米，种用除外,46308.0,257280.0,千克,黑河和兴经贸有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,俄罗斯联邦,hs100590,usd
进口,2015.0,10051000,种用玉米,555.0,25.0,千克,河南秋乐种业科技股份有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,智利,hs100510,usd
进口,2015.0,10051000,种用玉米,428.0,46.0,千克,北京奥立沃种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,波多黎各,hs100510,usd
进口,2015.0,07141020,木薯干,3446090.0,16397457.0,千克,江苏新为贸易有限公司,一般贸易,其它运输代码修正,泰国,hs071410,usd
进口,2015.0,07141020,木薯干,22529810.0,98967095.0,千克,苏州国信集团太仓日升进出口有限公司,一般贸易,其它运输代码修正,泰国,hs071410,usd
进口,2015.0,07141020,木薯干,39351879.0,172577726.0,千克,嘉兴良友进出口集团股份有限公司,一般贸易,其它运输代码修正,泰国,hs071410,usd
进口,2015.0,07141020,木薯干,8967670.0,40549420.0,千克,山东大丰商贸有限公司,一般贸易,其它运输代码修正,泰国,hs071410,usd
进口,2015.0,07141020,木薯干,2333240.0,9440103.0,千克,日照天桥贸易有限公司,一般贸易,其它运输代码修正,泰国,hs071410,usd
进口,2015.0,07141020,木薯干,54031470.0,216180429.0,千克,山东易发投资有限公司,一般贸易,其它运输代码修正,泰国,hs071410,usd
进口,2015.0,07141020,木薯干,31125579.0,128145369.0,千克,山东浮来春商贸有限公司,一般贸易,其它运输代码修正,泰国,hs071410,usd
进口,2015.0,07141020,木薯干,18398721.0,76285411.0,千克,广西金源生物化工实业有限公司,一般贸易,其它运输代码修正,泰国,hs071410,usd
进口,2015.0,07141020,木薯干,7101194.0,31219508.0,千克,重庆对外贸易进口有限公司,一般贸易,其它运输代码修正,泰国,hs071410,usd
进口,2015.0,07141020,木薯干,3772952.0,15872700.0,千克,甘肃迪珅贸易有限公司,一般贸易,其它运输代码修正,泰国,hs071410,usd
进口,2015.0,10039000,其他大麦,15417253.0,57952000.0,千克,上海良友(集团)有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10051000,种用玉米,160.0,10.0,千克,中国林木种子公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,澳大利亚,hs100510,usd
进口,2015.0,07141020,木薯干,450744.0,2066950.0,千克,浙江物产化工集团有限公司,一般贸易,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,1304054.0,5944470.0,千克,宁波悦泰国际贸易有限公司,一般贸易,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,1183236.0,5373680.0,千克,安徽丰原国际货运有限公司,一般贸易,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,4343291.0,19677560.0,千克,日照恒信工贸公司,一般贸易,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,31230805.0,137087720.0,千克,广西中粮生物质能源有限公司,一般贸易,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,18527.0,81840.0,千克,靖江龙威粮油港务有限公司,一般贸易,其它运输代码修正,加纳,hs071410,usd
进口,2015.0,10039000,其他大麦,910484.0,2900779.0,千克,中粮麦芽(江阴)有限公司,一般贸易,其它运输代码修正,丹麦,hs100300,usd
进口,2015.0,10039000,其他大麦,9964978.0,42000000.0,千克,江苏省江海粮油集团有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,30191228.0,129545726.0,千克,厦门建发农产品有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,50936696.0,195500265.0,千克,厦门速传物流发展股份有限公司,一般贸易,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10059000,玉米，种用除外,1358684.0,8001533.0,千克,黑龙江省牡丹江农垦新友谊农业经济开发有限公司,一般贸易,其它运输代码修正,俄罗斯联邦,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,54006.0,360046.0,千克,,一般贸易,其它运输代码修正,俄罗斯联邦,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,19398883.0,84048000.0,千克,厦门速传物流发展股份有限公司,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,40610237.0,169870650.0,千克,厦门市明穗粮油贸易有限公司,一般贸易,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10079000,其他食用高梁,13351.0,49420.0,千克,山东中慧国际贸易有限公司,一般贸易,其它运输代码修正,阿根廷,hs100700,usd
进口,2015.0,10051000,种用玉米,15561.0,1109.0,千克,山东金种子农业发展有限公司,一般贸易,航空运输,智利,hs100510,usd
进口,2015.0,10039000,其他大麦,1127297.0,3272150.0,千克,欧麦(保定)麦芽有限公司,一般贸易,其它运输代码修正,加拿大,hs100300,usd
进口,2015.0,10039000,其他大麦,17618452.0,65460000.0,千克,山东雅禾农业有限公司,一般贸易,其它运输代码修正,加拿大,hs100300,usd
进口,2015.0,10059000,玉米，种用除外,8639176.0,10006302.0,千克,中粮集团有限公司,一般贸易,其它运输代码修正,美国,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,13229029.0,63000000.0,千克,广东俊杰农产品有限公司,一般贸易,其它运输代码修正,美国,hs100590,usd
进口,2015.0,10079000,其他食用高梁,4319721.0,15000000.0,千克,中纺油脂有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,36566963.0,132640000.0,千克,天津利达粮油有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,145659886.0,540606137.0,千克,新谷(上海)贸易有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,27143253.0,99233364.0,千克,山东新希望六和集团有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,196324.0,708328.0,千克,青岛海之达国际商务有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,14935673.0,53465470.0,千克,佛山市顺德区利宝饲料有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,39201.0,102047.0,千克,甘肃中仕达贸易有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,35323939.0,116380079.0,千克,中粮饲料有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,19876694.0,68729627.0,千克,厦门建发股份有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,20331175.0,67061433.0,千克,厦门市明穗粮油贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,733927.0,3052088.0,千克,厦门国贸纸业有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,3639436.0,12246800.0,千克,青岛致中和工贸有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,3205868.0,11574392.0,千克,青岛金利达贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,1422259.0,5779924.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,48166216.0,150081966.0,千克,山东中慧国际贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,2781107.0,10130599.0,千克,山东汇能燃料发展有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,12229569.0,41452303.0,千克,日照东辰企业集团有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,3786259.0,12065184.0,千克,日照泰诺贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,29038228.0,100392314.0,千克,日照润裕贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,2376907.0,9791218.0,千克,日照润盛昌进出口有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,312865.0,1077657.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,33037243.0,110215262.0,千克,广东俊杰农产品有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,17464868.0,58760995.0,千克,中纺粮油（湛江）工业有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,10039000,其他大麦,24820236.0,86099620.0,千克,中国国投国际贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,80625815.0,273704930.0,千克,大连兴泽制麦有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,49306323.0,181189680.0,千克,上海上实国际贸易(集团)有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,58629255.0,220169000.0,千克,上海良友(集团)有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,2967713.0,10500000.0,千克,江苏新蕾麦芽有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,10856282.0,40000000.0,千克,浙江省粮食集团有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,32424343.0,109527410.0,千克,青岛啤酒股份有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,10005450.0,35626420.0,千克,永顺泰(昌乐)麦芽有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,542646.0,1982690.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,27007704.0,102130190.0,千克,深圳市福加德谷物有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,1526678.0,5397490.0,千克,成都特驱澳佳投资有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10049000,其他燕麦,6969955.0,21378680.0,千克,河北西麦食品有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100400,usd
进口,2015.0,10049000,其他燕麦,16655459.0,50360661.0,千克,百事食品(中国)有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100400,usd
进口,2015.0,10049000,其他燕麦,650989.0,1983280.0,千克,广州市华壬谷物贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100400,usd
进口,2015.0,10079000,其他食用高梁,2633130.0,9000000.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,23824682.0,84281970.0,千克,新谷(上海)贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,292992.0,991500.0,千克,青岛百恒进出口有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,1975337.0,6972920.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,7642531.0,27294420.0,千克,中国爱地集团公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,3118785.0,10080690.0,千克,佛山市顺德区利宝饲料有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10049000,其他燕麦,80320.0,200200.0,千克,钰嘉(上海)食品有限公司,加工贸易（代码修正）,其它运输代码修正,澳大利亚,hs100400,usd
进口,2015.0,10051000,种用玉米,1000.0,185.0,千克,北京奥立沃种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,印度,hs100510,usd
进口,2015.0,07141020,木薯干,24920439.0,109955313.0,千克,宿州市皖神面制品有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,泰国,hs071410,usd
进口,2015.0,07141010,鲜木薯,4247627.0,68451900.0,千克,云南科维生物产业有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141010,鲜木薯,3774810.0,65178231.0,千克,河口云双农资有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141010,鲜木薯,278439.0,4947090.0,千克,,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,132453.0,600000.0,千克,麻栗坡志诚经贸商行,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,451798.0,2067580.0,千克,麻栗坡萍新边贸有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,10039000,其他大麦,3936395.0,16963675.0,千克,新谷(上海)贸易有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10051000,种用玉米,33094.0,3867.0,千克,北京奥立沃种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,法国,hs100510,usd
进口,2015.0,10071000,种用食用高梁,1941.0,114.0,千克,北京奥立沃种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,法国,hs100700,usd
进口,2015.0,10031000,种用大麦,47.0,0.0,千克,甘肃倚隆工贸有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,瑞典,hs100300,usd
进口,2015.0,10059000,玉米，种用除外,84567.0,440300.0,千克,绥芬河市新天地经贸有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,俄罗斯联邦,hs100590,usd
进口,2015.0,10051000,种用玉米,1549.0,155.0,千克,黑龙江垦丰种业有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,智利,hs100510,usd
