进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,货币,地址,第二数量,第二计量单位
进口,2022-12,10059000,玉米，种用除外,3204622,9076390,千克,俄罗斯联邦,一般贸易,usd,福建省,0,—
进口,2022-12,10059000,玉米，种用除外,1559112,4611000,千克,俄罗斯联邦,进料加工贸易,usd,山东省,0,—
进口,2022-12,10059000,玉米，种用除外,147466,1058350,千克,俄罗斯联邦,边境小额贸易,usd,黑龙江省,0,—
进口,2022-12,10059000,玉米，种用除外,37785455,126201000,千克,乌克兰,一般贸易,usd,北京市,0,—
进口,2022-12,10059000,玉米，种用除外,644981,1814800,千克,乌克兰,一般贸易,usd,安徽省,0,—
进口,2022-12,10059000,玉米，种用除外,42008798,127811000,千克,乌克兰,一般贸易,usd,福建省,0,—
进口,2022-12,10059000,玉米，种用除外,9876477,30672300,千克,乌克兰,进料加工贸易,usd,山东省,0,—
进口,2022-12,10059000,玉米，种用除外,106991421,249183000,千克,美国,一般贸易,usd,北京市,0,—
进口,2022-12,10059000,玉米，种用除外,23661546,68584000,千克,美国,一般贸易,usd,上海市,0,—
进口,2022-12,10059000,玉米，种用除外,33727368,107397000,千克,美国,一般贸易,usd,福建省,0,—
进口,2022-12,10059000,玉米，种用除外,411214,1154340,千克,美国,一般贸易,usd,广东省,0,—
进口,2022-12,10079000,其他食用高粱,40686,120000,千克,缅甸,一般贸易,usd,北京市,0,—
进口,2022-12,10079000,其他食用高粱,31885,150000,千克,缅甸,一般贸易,usd,云南省,0,—
进口,2022-12,10079000,其他食用高粱,242867,1143500,千克,缅甸,边境小额贸易,usd,云南省,0,—
进口,2022-12,10079000,其他食用高粱,11339,20050,千克,尼日利亚,一般贸易,usd,福建省,0,—
进口,2022-12,10079000,其他食用高粱,8896,27361,千克,美国,一般贸易,usd,上海市,0,—
进口,2022-12,10079000,其他食用高粱,6706936,18968500,千克,澳大利亚,一般贸易,usd,北京市,0,—
进口,2022-12,10079000,其他食用高粱,914162,2594310,千克,澳大利亚,一般贸易,usd,天津市,0,—
进口,2022-12,10079000,其他食用高粱,2781559,7584140,千克,澳大利亚,一般贸易,usd,河北省,0,—
进口,2022-12,10079000,其他食用高粱,1751024,4845480,千克,澳大利亚,一般贸易,usd,辽宁省,0,—
进口,2022-12,10079000,其他食用高粱,874661,2509940,千克,澳大利亚,一般贸易,usd,上海市,0,—
进口,2022-12,10079000,其他食用高粱,5877013,16327800,千克,澳大利亚,一般贸易,usd,江苏省,0,—
进口,2022-12,10079000,其他食用高粱,4405356,12292500,千克,澳大利亚,一般贸易,usd,安徽省,0,—
进口,2022-12,10079000,其他食用高粱,2244397,5945310,千克,澳大利亚,一般贸易,usd,福建省,0,—
进口,2022-12,10079000,其他食用高粱,5535904,15874900,千克,澳大利亚,一般贸易,usd,山东省,0,—
进口,2022-12,10079000,其他食用高粱,1939988,5453060,千克,澳大利亚,一般贸易,usd,广东省,0,—
进口,2022-12,10079000,其他食用高粱,2703853,7169280,千克,澳大利亚,一般贸易,usd,四川省,0,—
进口,2022-12,10079000,其他食用高粱,882438,2445660,千克,澳大利亚,一般贸易,usd,甘肃省,0,—
进口,2022-01,10079000,其他食用高粱,102036,449150,千克,缅甸,边境小额贸易,usd,云南省,0,—
进口,2022-01,10079000,其他食用高粱,11150054,34520000,千克,阿根廷,一般贸易,usd,北京市,0,—
进口,2022-01,10079000,其他食用高粱,130755677,389563000,千克,阿根廷,一般贸易,usd,福建省,0,—
进口,2022-01,10079000,其他食用高粱,42612667,130323670,千克,美国,一般贸易,usd,北京市,0,—
进口,2022-01,10079000,其他食用高粱,3441619,10047337,千克,美国,一般贸易,usd,上海市,0,—
进口,2022-01,10079000,其他食用高粱,77639551,215281751,千克,美国,一般贸易,usd,福建省,0,—
进口,2022-01,10079000,其他食用高粱,15433932,44432000,千克,美国,一般贸易,usd,广东省,0,—
进口,2022-01,10079000,其他食用高粱,36848741,119563000,千克,美国,一般贸易,usd,海南省,0,—
进口,2022-01,10079000,其他食用高粱,48803817,131997000,千克,美国,保税监管场所进出境货物,usd,广东省,0,—
进口,2022-01,10079000,其他食用高粱,2263935,6954020,千克,澳大利亚,一般贸易,usd,北京市,0,—
进口,2022-01,10079000,其他食用高粱,154799,482300,千克,澳大利亚,一般贸易,usd,河北省,0,—
进口,2022-01,10079000,其他食用高粱,235775,749520,千克,澳大利亚,一般贸易,usd,辽宁省,0,—
进口,2022-01,10079000,其他食用高粱,922403,2760410,千克,澳大利亚,一般贸易,usd,上海市,0,—
进口,2022-01,10079000,其他食用高粱,5125808,15385900,千克,澳大利亚,一般贸易,usd,江苏省,0,—
进口,2022-01,10079000,其他食用高粱,2015162,6175650,千克,澳大利亚,一般贸易,usd,安徽省,0,—
进口,2022-01,10079000,其他食用高粱,984870,2993480,千克,澳大利亚,一般贸易,usd,福建省,0,—
进口,2022-01,10079000,其他食用高粱,2743446,8745550,千克,澳大利亚,一般贸易,usd,山东省,0,—
进口,2022-01,10079000,其他食用高粱,174766,498620,千克,澳大利亚,一般贸易,usd,河南省,0,—
进口,2022-01,10079000,其他食用高粱,501558,1500450,千克,澳大利亚,一般贸易,usd,广东省,0,—
进口,2022-01,10079000,其他食用高粱,356670,1150000,千克,澳大利亚,一般贸易,usd,四川省,0,—
进口,2022-01,10079000,其他食用高粱,477669,1494140,千克,澳大利亚,一般贸易,usd,甘肃省,0,—
进口,2022-01,23033000,酿造及蒸馏过程中的糟粕及残渣,760125,2353944,千克,美国,进料加工贸易,usd,浙江省,0,—
进口,2022-01,23033000,酿造及蒸馏过程中的糟粕及残渣,1345320,4160014,千克,美国,进料加工贸易,usd,福建省,0,—
进口,2022-01,23033000,酿造及蒸馏过程中的糟粕及残渣,5688265,17379588,千克,美国,进料加工贸易,usd,山东省,0,—
进口,2022-01,23033000,酿造及蒸馏过程中的糟粕及残渣,108532,340871,千克,美国,进料加工贸易,usd,广西壮族自治区,0,—
进口,2022-01,23033000,酿造及蒸馏过程中的糟粕及残渣,339018,966669,千克,美国,保税监管场所进出境货物,usd,广东省,0,—
进口,2022-01,23033000,酿造及蒸馏过程中的糟粕及残渣,2287067,7517490,千克,美国,海关特殊监管区域物流货物,usd,福建省,0,—
进口,2022-01,23033000,酿造及蒸馏过程中的糟粕及残渣,7567,23414,千克,美国,海关特殊监管区域物流货物,usd,湖北省,0,—
进口,2022-01,23033000,酿造及蒸馏过程中的糟粕及残渣,308183,946483,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0,—
进口,2022-01,23033000,酿造及蒸馏过程中的糟粕及残渣,771398,2216311,千克,美国,海关特殊监管区域物流货物,usd,广东省,0,—
进口,2022-01,07141020,木薯干,6661702,22881141,千克,老挝,一般贸易,usd,北京市,0,—
进口,2022-01,07141020,木薯干,54002,202530,千克,老挝,一般贸易,usd,云南省,0,—
进口,2022-01,07141020,木薯干,12740302,43912500,千克,泰国,一般贸易,usd,天津市,0,—
进口,2022-01,07141020,木薯干,50182902,179198297,千克,泰国,一般贸易,usd,江苏省,0,—
进口,2022-01,07141020,木薯干,7031344,22968137,千克,泰国,一般贸易,usd,安徽省,0,—
进口,2022-01,07141020,木薯干,51181307,187315143,千克,泰国,一般贸易,usd,山东省,0,—
进口,2022-01,07141020,木薯干,10868074,38312437,千克,泰国,一般贸易,usd,湖北省,0,—
进口,2022-01,07141020,木薯干,17887240,66501600,千克,泰国,一般贸易,usd,广西壮族自治区,0,—
进口,2022-01,07141020,木薯干,55,2,千克,泰国,一般贸易,usd,海南省,0,—
进口,2022-01,07141020,木薯干,1585394,5463270,千克,越南,一般贸易,usd,北京市,0,—
进口,2022-01,07141020,木薯干,5139876,17344620,千克,越南,一般贸易,usd,江苏省,0,—
进口,2022-01,07141020,木薯干,474021,1651280,千克,越南,一般贸易,usd,山东省,0,—
进口,2022-01,07141020,木薯干,1848877,6139707,千克,越南,一般贸易,usd,广东省,0,—
进口,2022-01,07141020,木薯干,5514558,20567178,千克,越南,一般贸易,usd,广西壮族自治区,0,—
进口,2022-01,07141020,木薯干,636114,2765762,千克,越南,一般贸易,usd,云南省,0,—
进口,2022-01,07141020,木薯干,47673,178900,千克,越南,边境小额贸易,usd,云南省,0,—
进口,2022-01,07141020,木薯干,27359,101280,千克,坦桑尼亚,一般贸易,usd,福建省,0,—
进口,2022-01,07141020,木薯干,45296,158900,千克,坦桑尼亚,一般贸易,usd,山东省,0,—
进口,2022-01,10039000,其他大麦,392181,1612000,千克,哈萨克斯坦,一般贸易,usd,新疆维吾尔自治区,0,—
进口,2022-01,10039000,其他大麦,9343146,28890345,千克,法国,一般贸易,usd,辽宁省,0,—
进口,2022-01,10039000,其他大麦,11170170,33160135,千克,法国,一般贸易,usd,江苏省,0,—
进口,2022-01,10039000,其他大麦,9439606,29841855,千克,法国,一般贸易,usd,浙江省,0,—
进口,2022-01,10039000,其他大麦,19963824,64782010,千克,法国,一般贸易,usd,福建省,0,—
进口,2022-01,10039000,其他大麦,10831147,27000000,千克,法国,一般贸易,usd,山东省,0,—
进口,2022-01,10039000,其他大麦,9388279,29841855,千克,法国,一般贸易,usd,广东省,0,—
进口,2022-01,10039000,其他大麦,292301,1259920,千克,俄罗斯,一般贸易,usd,山东省,0,—
进口,2022-01,10039000,其他大麦,859504,2871096,千克,俄罗斯,一般贸易,usd,四川省,0,—
进口,2022-01,10039000,其他大麦,1018552,3474560,千克,乌克兰,一般贸易,usd,福建省,0,—
进口,2022-01,10039000,其他大麦,6078407,19911668,千克,乌克兰,一般贸易,usd,广东省,0,—
进口,2022-01,10039000,其他大麦,11594100,37980000,千克,乌克兰,保税监管场所进出境货物,usd,广东省,0,—
进口,2022-01,10039000,其他大麦,22663539,81322080,千克,加拿大,一般贸易,usd,北京市,0,—
进口,2022-01,10039000,其他大麦,7567830,25044000,千克,加拿大,一般贸易,usd,辽宁省,0,—
进口,2022-01,10039000,其他大麦,9462293,28999970,千克,加拿大,一般贸易,usd,浙江省,0,—
进口,2022-01,10039000,其他大麦,40401068,134019344,千克,加拿大,一般贸易,usd,福建省,0,—
进口,2022-01,10039000,其他大麦,2905367,9000000,千克,加拿大,一般贸易,usd,山东省,0,—
进口,2022-01,10039000,其他大麦,25349987,75976855,千克,加拿大,一般贸易,usd,广东省,0,—
进口,2022-01,10039000,其他大麦,16854126,59176170,千克,加拿大,一般贸易,usd,海南省,0,—
进口,2022-01,10041000,种用燕麦,637000,875000,千克,加拿大,一般贸易,usd,北京市,0,—
进口,2022-01,10041000,种用燕麦,178250,342152,千克,美国,一般贸易,usd,北京市,0,—
进口,2022-01,10049000,其他燕麦,602,34,千克,中国台湾,一般贸易,usd,北京市,0,—
进口,2022-01,10049000,其他燕麦,248,11,千克,德国,一般贸易,usd,广东省,0,—
进口,2022-01,10049000,其他燕麦,97454,309040,千克,俄罗斯,一般贸易,usd,北京市,0,—
进口,2022-01,10049000,其他燕麦,160784,476561,千克,俄罗斯,一般贸易,usd,山西省,0,—
进口,2022-01,10049000,其他燕麦,127183,413450,千克,俄罗斯,一般贸易,usd,内蒙古自治区,0,—
进口,2022-01,10049000,其他燕麦,34816,144000,千克,俄罗斯,一般贸易,usd,黑龙江省,0,—
进口,2022-01,10049000,其他燕麦,57425,194660,千克,俄罗斯,一般贸易,usd,甘肃省,0,—
进口,2022-01,10049000,其他燕麦,203184,989160,千克,俄罗斯,边境小额贸易,usd,内蒙古自治区,0,—
进口,2022-01,10049000,其他燕麦,132,3,千克,美国,一般贸易,usd,天津市,0,—
进口,2022-01,10049000,其他燕麦,771382,2386510,千克,澳大利亚,一般贸易,usd,河北省,0,—
进口,2022-01,10049000,其他燕麦,761325,2360840,千克,澳大利亚,一般贸易,usd,内蒙古自治区,0,—
进口,2022-01,10049000,其他燕麦,561247,1651640,千克,澳大利亚,一般贸易,usd,江苏省,0,—
进口,2022-01,10049000,其他燕麦,257045,777860,千克,澳大利亚,一般贸易,usd,安徽省,0,—
进口,2022-01,10049000,其他燕麦,632293,2098595,千克,澳大利亚,一般贸易,usd,广东省,0,—
进口,2022-01,10049000,其他燕麦,1266018,3632980,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0,—
进口,2022-01,10049000,其他燕麦,129087,399650,千克,澳大利亚,一般贸易,usd,甘肃省,0,—
进口,2022-01,10051000,种用玉米,2100,140,千克,韩国,其他,usd,甘肃省,0,—
进口,2022-01,10051000,种用玉米,1292286,92406,千克,法国,一般贸易,usd,黑龙江省,0,—
进口,2022-01,10051000,种用玉米,111168,19300,千克,阿根廷,一般贸易,usd,北京市,0,—
进口,2022-01,10051000,种用玉米,335,8,千克,巴西,一般贸易,usd,黑龙江省,0,—
进口,2022-01,10059000,玉米，种用除外,798152,2120042,千克,缅甸,一般贸易,usd,云南省,0,—
进口,2022-01,10059000,玉米，种用除外,481668,1284770,千克,缅甸,保税监管场所进出境货物,usd,云南省,0,—
进口,2022-01,10059000,玉米，种用除外,42530,96900,千克,老挝,一般贸易,usd,云南省,0,—
进口,2022-01,10059000,玉米，种用除外,13171,50000,千克,哈萨克斯坦,一般贸易,usd,河南省,0,—
进口,2022-01,10059000,玉米，种用除外,395477,1274620,千克,哈萨克斯坦,进料加工贸易,usd,甘肃省,0,—
进口,2022-01,10059000,玉米，种用除外,306468,491022,千克,南非,一般贸易,usd,北京市,0,—
进口,2022-01,10059000,玉米，种用除外,14922950,48700000,千克,保加利亚,一般贸易,usd,北京市,0,—
进口,2022-01,10059000,玉米，种用除外,1619167,5235251,千克,俄罗斯,一般贸易,usd,北京市,0,—
进口,2022-01,10059000,玉米，种用除外,1244322,3701350,千克,俄罗斯,一般贸易,usd,福建省,0,—
进口,2022-01,10059000,玉米，种用除外,62589,258800,千克,俄罗斯,一般贸易,usd,河南省,0,—
进口,2022-01,10059000,玉米，种用除外,1091164,2997500,千克,俄罗斯,进料加工贸易,usd,江苏省,0,—
进口,2022-01,10059000,玉米，种用除外,360154003,1171669009,千克,乌克兰,一般贸易,usd,北京市,0,—
进口,2022-01,10059000,玉米，种用除外,161657,489600,千克,乌克兰,一般贸易,usd,安徽省,0,—
进口,2022-01,10059000,玉米，种用除外,5574724,18719500,千克,乌克兰,一般贸易,usd,福建省,0,—
进口,2022-01,10059000,玉米，种用除外,40504257,134777525,千克,乌克兰,进料加工贸易,usd,福建省,0,—
进口,2022-01,10059000,玉米，种用除外,1632787,4969038,千克,乌克兰,进料加工贸易,usd,江西省,0,—
进口,2022-01,10059000,玉米，种用除外,19295533,69700000,千克,乌克兰,进料加工贸易,usd,山东省,0,—
进口,2022-01,10059000,玉米，种用除外,6554884,21000000,千克,乌克兰,进料加工贸易,usd,湖南省,0,—
进口,2022-01,10059000,玉米，种用除外,8816018,27784500,千克,乌克兰,进料加工贸易,usd,广西壮族自治区,0,—
进口,2022-01,10059000,玉米，种用除外,765591,1992312,千克,乌克兰,保税监管场所进出境货物,usd,江西省,0,—
进口,2022-01,10059000,玉米，种用除外,19454323,64266605,千克,乌克兰,保税监管场所进出境货物,usd,广东省,0,—
进口,2022-01,10059000,玉米，种用除外,13648878,45259061,千克,乌克兰,海关特殊监管区域物流货物,usd,福建省,0,—
进口,2022-01,10059000,玉米，种用除外,5397070,14703574,千克,乌克兰,海关特殊监管区域物流货物,usd,江西省,0,—
进口,2022-01,10059000,玉米，种用除外,13610139,49262593,千克,乌克兰,海关特殊监管区域物流货物,usd,湖南省,0,—
进口,2022-01,10059000,玉米，种用除外,7959600,29830200,千克,乌克兰,海关特殊监管区域物流货物,usd,广西壮族自治区,0,—
进口,2022-01,10059000,玉米，种用除外,19882427,66000000,千克,乌克兰,海关特殊监管区域物流货物,usd,云南省,0,—
进口,2022-01,10059000,玉米，种用除外,3816352,11760195,千克,乌克兰,海关特殊监管区域物流货物,usd,甘肃省,0,—
进口,2022-01,10059000,玉米，种用除外,266048,381000,千克,阿根廷,一般贸易,usd,北京市,0,—
进口,2022-01,10059000,玉米，种用除外,1080,116,千克,智利,其他,usd,北京市,0,—
进口,2022-01,10059000,玉米，种用除外,325578431,955272495,千克,美国,一般贸易,usd,北京市,0,—
进口,2022-01,10059000,玉米，种用除外,224,24,千克,美国,其他,usd,北京市,0,—
进口,2022-02,07141020,木薯干,12654926,44827650,千克,泰国,一般贸易,usd,天津市,0,—
进口,2022-02,07141020,木薯干,49403225,189086510,千克,泰国,一般贸易,usd,江苏省,0,—
进口,2022-02,07141020,木薯干,27576726,101230439,千克,泰国,一般贸易,usd,安徽省,0,—
进口,2022-02,07141020,木薯干,2781267,10127252,千克,泰国,一般贸易,usd,福建省,0,—
进口,2022-02,07141020,木薯干,18324581,68147100,千克,泰国,一般贸易,usd,山东省,0,—
进口,2022-02,07141020,木薯干,22248260,86256670,千克,泰国,一般贸易,usd,广西壮族自治区,0,—
进口,2022-02,07141020,木薯干,5636246,19863720,千克,越南,一般贸易,usd,北京市,0,—
进口,2022-02,07141020,木薯干,4083850,14709897,千克,越南,一般贸易,usd,江苏省,0,—
进口,2022-02,07141020,木薯干,2486056,8779820,千克,越南,一般贸易,usd,福建省,0,—
进口,2022-02,07141020,木薯干,731069,2556620,千克,越南,一般贸易,usd,山东省,0,—
进口,2022-02,07141020,木薯干,2422915,8394870,千克,越南,一般贸易,usd,广东省,0,—
进口,2022-02,07141020,木薯干,5610371,20082330,千克,越南,一般贸易,usd,广西壮族自治区,0,—
进口,2022-02,07141020,木薯干,533300,2334459,千克,越南,一般贸易,usd,云南省,0,—
进口,2022-02,07141020,木薯干,25182,108480,千克,越南,边境小额贸易,usd,云南省,0,—
进口,2022-02,07141020,木薯干,49585,190480,千克,坦桑尼亚,一般贸易,usd,山东省,0,—
进口,2022-02,23033000,酿造及蒸馏过程中的糟粕及残渣,1075457,3301681,千克,美国,进料加工贸易,usd,浙江省,0,—
进口,2022-02,23033000,酿造及蒸馏过程中的糟粕及残渣,5332098,16055634,千克,美国,进料加工贸易,usd,山东省,0,—
进口,2022-02,23033000,酿造及蒸馏过程中的糟粕及残渣,2504469,8044197,千克,美国,海关特殊监管区域物流货物,usd,福建省,0,—
进口,2022-02,23033000,酿造及蒸馏过程中的糟粕及残渣,702971,2004090,千克,美国,海关特殊监管区域物流货物,usd,广东省,0,—
进口,2022-02,23033000,酿造及蒸馏过程中的糟粕及残渣,487743,1518466,千克,美国,海关特殊监管区域物流货物,usd,广西壮族自治区,0,—
进口,2022-02,10039000,其他大麦,1463052,5070000,千克,哈萨克斯坦,一般贸易,usd,浙江省,0,—
进口,2022-02,10039000,其他大麦,538401,2211450,千克,哈萨克斯坦,一般贸易,usd,甘肃省,0,—
进口,2022-02,10039000,其他大麦,598037,2399400,千克,哈萨克斯坦,一般贸易,usd,新疆维吾尔自治区,0,—
进口,2022-02,10039000,其他大麦,853453,2940000,千克,俄罗斯,保税监管场所进出境货物,usd,江苏省,0,—
进口,2022-02,10039000,其他大麦,19667844,62255046,千克,乌克兰,一般贸易,usd,福建省,0,—
进口,2022-02,10039000,其他大麦,43697,156060,千克,乌克兰,一般贸易,usd,河南省,0,—
进口,2022-02,10039000,其他大麦,21848742,67427000,千克,阿根廷,一般贸易,usd,江苏省,0,—
进口,2022-02,10039000,其他大麦,22463722,63835000,千克,阿根廷,一般贸易,usd,山东省,0,—
进口,2022-02,10039000,其他大麦,20179609,69300000,千克,阿根廷,一般贸易,usd,广东省,0,—
进口,2022-02,10039000,其他大麦,18826156,61156000,千克,阿根廷,一般贸易,usd,海南省,0,—
进口,2022-02,10039000,其他大麦,10232063,31956000,千克,加拿大,一般贸易,usd,江苏省,0,—
进口,2022-02,10039000,其他大麦,27036056,90020136,千克,加拿大,一般贸易,usd,福建省,0,—
进口,2022-02,10039000,其他大麦,6221831,22500000,千克,加拿大,一般贸易,usd,广东省,0,—
进口,2022-02,10041000,种用燕麦,923209,1072500,千克,加拿大,一般贸易,usd,北京市,0,—
进口,2022-02,10041000,种用燕麦,305237,517938,千克,美国,一般贸易,usd,北京市,0,—
进口,2022-02,10049000,其他燕麦,467,23,千克,中国台湾,一般贸易,usd,北京市,0,—
进口,2022-02,10049000,其他燕麦,340592,1216400,千克,俄罗斯,一般贸易,usd,山西省,0,—
进口,2022-02,10049000,其他燕麦,59865,196200,千克,俄罗斯,一般贸易,usd,内蒙古自治区,0,—
进口,2022-02,10049000,其他燕麦,22646,96000,千克,俄罗斯,一般贸易,usd,黑龙江省,0,—
进口,2022-02,10049000,其他燕麦,291434,938267,千克,俄罗斯,一般贸易,usd,江苏省,0,—
进口,2022-02,10049000,其他燕麦,25338,85890,千克,俄罗斯,一般贸易,usd,甘肃省,0,—
进口,2022-02,10049000,其他燕麦,338292,1646590,千克,俄罗斯,边境小额贸易,usd,内蒙古自治区,0,—
进口,2022-02,10049000,其他燕麦,23,1,千克,美国,一般贸易,usd,天津市,0,—
进口,2022-02,10049000,其他燕麦,344481,1028300,千克,澳大利亚,一般贸易,usd,北京市,0,—
进口,2022-02,10049000,其他燕麦,1307491,3991930,千克,澳大利亚,一般贸易,usd,河北省,0,—
进口,2022-02,10049000,其他燕麦,240210,747760,千克,澳大利亚,一般贸易,usd,内蒙古自治区,0,—
进口,2022-02,10049000,其他燕麦,339246,1028020,千克,澳大利亚,一般贸易,usd,上海市,0,—
进口,2022-02,10049000,其他燕麦,1019827,2892390,千克,澳大利亚,一般贸易,usd,江苏省,0,—
进口,2022-02,10049000,其他燕麦,430800,1301550,千克,澳大利亚,一般贸易,usd,安徽省,0,—
进口,2022-02,10049000,其他燕麦,2074745,6301570,千克,澳大利亚,一般贸易,usd,广东省,0,—
进口,2022-02,10049000,其他燕麦,919935,2571840,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0,—
进口,2022-02,10049000,其他燕麦,169956,518160,千克,澳大利亚,一般贸易,usd,甘肃省,0,—
进口,2022-02,10051000,种用玉米,1234,288,千克,德国,一般贸易,usd,北京市,0,—
进口,2022-02,10051000,种用玉米,4316,735,千克,德国,一般贸易,usd,黑龙江省,0,—
进口,2022-02,10051000,种用玉米,977927,13074,千克,法国,一般贸易,usd,黑龙江省,0,—
进口,2022-02,10051000,种用玉米,2562,182,千克,智利,其他,usd,北京市,0,—
进口,2022-02,10059000,玉米，种用除外,6608232,18413898,千克,缅甸,一般贸易,usd,云南省,0,—
进口,2022-02,10059000,玉米，种用除外,313748,800000,千克,缅甸,保税监管场所进出境货物,usd,云南省,0,—
进口,2022-02,10059000,玉米，种用除外,7226146,20544800,千克,老挝,一般贸易,usd,云南省,0,—
进口,2022-02,10059000,玉米，种用除外,113533,337730,千克,俄罗斯,一般贸易,usd,福建省,0,—
进口,2022-02,10059000,玉米，种用除外,515430,1718100,千克,俄罗斯,进料加工贸易,usd,山东省,0,—
进口,2022-02,10059000,玉米，种用除外,860502,2485000,千克,俄罗斯,海关特殊监管区域物流货物,usd,河北省,0,—
进口,2022-02,10059000,玉米，种用除外,1036138,2918969,千克,俄罗斯,海关特殊监管区域物流货物,usd,湖北省,0,—
进口,2022-02,10059000,玉米，种用除外,97676254,313391425,千克,乌克兰,一般贸易,usd,北京市,0,—
进口,2022-02,10059000,玉米，种用除外,6138864,20734100,千克,乌克兰,一般贸易,usd,福建省,0,—
进口,2022-02,10059000,玉米，种用除外,336164,1027120,千克,乌克兰,进料加工贸易,usd,福建省,0,—
进口,2022-02,10059000,玉米，种用除外,45592376,137878520,千克,乌克兰,进料加工贸易,usd,山东省,0,—
进口,2022-02,10059000,玉米，种用除外,47079556,151179990,千克,乌克兰,进料加工贸易,usd,广西壮族自治区,0,—
进口,2022-02,10059000,玉米，种用除外,43990243,135755000,千克,乌克兰,保税监管场所进出境货物,usd,北京市,0,—
进口,2022-02,10059000,玉米，种用除外,5082339,17288250,千克,乌克兰,保税监管场所进出境货物,usd,福建省,0,—
进口,2022-02,10059000,玉米，种用除外,20563758,67223280,千克,乌克兰,海关特殊监管区域物流货物,usd,广东省,0,—
进口,2022-02,10059000,玉米，种用除外,7989300,29663460,千克,乌克兰,海关特殊监管区域物流货物,usd,广西壮族自治区,0,—
进口,2022-02,10059000,玉米，种用除外,6600000,19975280,千克,乌克兰,海关特殊监管区域物流货物,usd,贵州省,0,—
进口,2022-02,10059000,玉米，种用除外,6489769,19987800,千克,乌克兰,海关特殊监管区域物流货物,usd,甘肃省,0,—
进口,2022-02,10059000,玉米，种用除外,304544605,898728971,千克,美国,一般贸易,usd,北京市,0,—
进口,2022-02,10059000,玉米，种用除外,15371639,46200000,千克,美国,进料加工贸易,usd,福建省,0,—
进口,2022-02,10059000,玉米，种用除外,7887532,23100000,千克,美国,进料加工贸易,usd,山东省,0,—
进口,2022-02,10059000,玉米，种用除外,36362,117435,千克,美国,海关特殊监管区域物流货物,usd,福建省,0,—
进口,2022-02,10079000,其他食用高粱,12422,49500,千克,缅甸,边境小额贸易,usd,云南省,0,—
进口,2022-02,10079000,其他食用高粱,38588610,118245552,千克,美国,一般贸易,usd,北京市,0,—
进口,2022-02,10079000,其他食用高粱,396256,1165073,千克,美国,一般贸易,usd,江苏省,0,—
进口,2022-02,10079000,其他食用高粱,104627625,294750438,千克,美国,一般贸易,usd,福建省,0,—
进口,2022-02,10079000,其他食用高粱,9370332,25044026,千克,美国,一般贸易,usd,广东省,0,—
进口,2022-02,10079000,其他食用高粱,804429,2403780,千克,澳大利亚,一般贸易,usd,北京市,0,—
进口,2022-02,10079000,其他食用高粱,611686,1748120,千克,澳大利亚,一般贸易,usd,河北省,0,—
进口,2022-02,10079000,其他食用高粱,54612,189860,千克,澳大利亚,一般贸易,usd,辽宁省,0,—
进口,2022-02,10079000,其他食用高粱,161618,486560,千克,澳大利亚,一般贸易,usd,上海市,0,—
进口,2022-02,10079000,其他食用高粱,1695278,5086500,千克,澳大利亚,一般贸易,usd,江苏省,0,—
进口,2022-02,10079000,其他食用高粱,810627,2488570,千克,澳大利亚,一般贸易,usd,安徽省,0,—
进口,2022-02,10079000,其他食用高粱,665264,1978440,千克,澳大利亚,一般贸易,usd,福建省,0,—
进口,2022-02,10079000,其他食用高粱,1808933,5469340,千克,澳大利亚,一般贸易,usd,山东省,0,—
进口,2022-02,10079000,其他食用高粱,171689,489840,千克,澳大利亚,一般贸易,usd,河南省,0,—
进口,2022-02,10079000,其他食用高粱,80520,196780,千克,澳大利亚,一般贸易,usd,湖北省,0,—
进口,2022-02,10079000,其他食用高粱,152114,490280,千克,澳大利亚,一般贸易,usd,湖南省,0,—
进口,2022-02,10079000,其他食用高粱,434615,1250260,千克,澳大利亚,一般贸易,usd,广东省,0,—
进口,2022-02,10079000,其他食用高粱,170795,503820,千克,澳大利亚,一般贸易,usd,甘肃省,0,—
进口,2022-03,07141020,木薯干,49444448,184689842,千克,泰国,一般贸易,usd,江苏省,0,—
进口,2022-03,07141020,木薯干,25327490,95187720,千克,泰国,一般贸易,usd,安徽省,0,—
进口,2022-03,07141020,木薯干,25724376,96547296,千克,泰国,一般贸易,usd,福建省,0,—
进口,2022-03,07141020,木薯干,42738096,165049509,千克,泰国,一般贸易,usd,山东省,0,—
进口,2022-03,07141020,木薯干,27401529,98561003,千克,泰国,一般贸易,usd,广东省,0,—
进口,2022-03,07141020,木薯干,1503200,4700000,千克,泰国,一般贸易,usd,四川省,0,—
进口,2022-03,07141020,木薯干,5155931,17869180,千克,越南,一般贸易,usd,北京市,0,—
进口,2022-03,07141020,木薯干,4231123,14988960,千克,越南,一般贸易,usd,江苏省,0,—
进口,2022-03,07141020,木薯干,5766876,19898250,千克,越南,一般贸易,usd,江西省,0,—
进口,2022-03,07141020,木薯干,5893321,20770905,千克,越南,一般贸易,usd,山东省,0,—
进口,2022-03,07141020,木薯干,11692646,41557170,千克,越南,一般贸易,usd,广西壮族自治区,0,—
进口,2022-03,07141020,木薯干,655137,2275880,千克,越南,一般贸易,usd,四川省,0,—
