进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,货币,地址,第二数量,第二计量单位,商品1996编码
进口,2021-03,10041000,种用燕麦,306212.0,524937.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100400
进口,2021-03,10041000,种用燕麦,89695.0,146150.0,千克,美国,一般贸易,usd,甘肃省,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,8.0,5.0,千克,马来西亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,1392.0,75.0,千克,中国台湾,一般贸易,usd,北京市,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,18.0,7.0,千克,德国,一般贸易,usd,湖北省,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,250.0,11.0,千克,德国,一般贸易,usd,广东省,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,7741.0,25875.0,千克,俄罗斯联邦,一般贸易,usd,青海省,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,157569.0,929000.0,千克,俄罗斯联邦,边境小额贸易,usd,内蒙古自治区,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,119.0,3.0,千克,美国,一般贸易,usd,天津市,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,1073671.0,3581400.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,1088155.0,3835900.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,308297.0,1000480.0,千克,澳大利亚,一般贸易,usd,内蒙古自治区,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,501116.0,1636160.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,1172706.0,4138460.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,154702.0,517400.0,千克,澳大利亚,一般贸易,usd,湖南省,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,1897293.0,6550090.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,hs100400
进口,2021-03,10049000,其他燕麦,1536475.0,5243440.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,hs100400
进口,2021-03,10051000,种用玉米,1950.0,178.0,千克,印度,一般贸易,usd,山东省,0.0,—,hs100510
进口,2021-03,10051000,种用玉米,99.0,6.0,千克,菲律宾,其他,usd,北京市,0.0,—,hs100510
进口,2021-03,10051000,种用玉米,467.0,50.0,千克,塞内加尔,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2021-03,10051000,种用玉米,1268.0,236.0,千克,德国,一般贸易,usd,北京市,0.0,—,hs100510
进口,2021-03,10051000,种用玉米,595093.0,50011.0,千克,德国,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2021-03,10051000,种用玉米,64957.0,6469.0,千克,德国,一般贸易,usd,新疆维吾尔自治区,0.0,—,hs100510
进口,2021-03,10051000,种用玉米,2069.0,478.0,千克,德国,其他,usd,北京市,0.0,—,hs100510
进口,2021-03,10051000,种用玉米,1271.0,415.0,千克,法国,一般贸易,usd,北京市,0.0,—,hs100510
进口,2021-03,10051000,种用玉米,758159.0,54167.0,千克,法国,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2021-03,10051000,种用玉米,188.0,4.0,千克,巴西,一般贸易,usd,黑龙江省,0.0,—,hs100510
进口,2021-03,10051000,种用玉米,1010.0,17.0,千克,智利,其他,usd,北京市,0.0,—,hs100510
进口,2021-03,10059000,"玉米,种用除外",820949.0,2529850.0,千克,缅甸,保税监管场所进出境货物,usd,云南省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",796972.0,2342200.0,千克,老挝,一般贸易,usd,云南省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",965120.0,2586000.0,千克,老挝,保税监管场所进出境货物,usd,云南省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",1996081.0,7237400.0,千克,俄罗斯联邦,一般贸易,usd,辽宁省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",1545218.0,5656950.0,千克,俄罗斯联邦,一般贸易,usd,福建省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",111090.0,1009980.0,千克,俄罗斯联邦,进料加工贸易,usd,黑龙江省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",70979.0,485960.0,千克,俄罗斯联邦,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",28320170.0,124660000.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",31076879.0,117948000.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",332638.0,1025960.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",19858067.0,68250000.0,千克,乌克兰,进料加工贸易,usd,内蒙古自治区,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",14648768.0,54948000.0,千克,乌克兰,进料加工贸易,usd,浙江省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",75926068.0,266814000.0,千克,乌克兰,进料加工贸易,usd,山东省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",5123588.0,15200000.0,千克,乌克兰,保税监管场所进出境货物,usd,福建省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",16422517.0,57631000.0,千克,乌克兰,保税监管场所进出境货物,usd,广东省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",22211719.0,74085000.0,千克,乌克兰,海关特殊监管区域物流货物,usd,山东省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",9282778.0,47140900.0,千克,乌克兰,海关特殊监管区域物流货物,usd,湖南省,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",243158257.0,1004510000.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100590
进口,2021-03,10059000,"玉米,种用除外",22485079.0,76990300.0,千克,美国,海关特殊监管区域物流货物,usd,山东省,0.0,—,hs100590
进口,2021-03,10039000,其他大麦,270462.0,1325000.0,千克,哈萨克斯坦,一般贸易,usd,广东省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,296261.0,1732400.0,千克,哈萨克斯坦,一般贸易,usd,新疆维吾尔自治区,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,2573260.0,13321200.0,千克,哈萨克斯坦,海关特殊监管区域物流货物,usd,新疆维吾尔自治区,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,1741300.0,6051660.0,千克,丹麦,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,15503445.0,57343300.0,千克,法国,一般贸易,usd,北京市,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,24995351.0,92643100.0,千克,法国,一般贸易,usd,福建省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,356437.0,1441800.0,千克,法国,一般贸易,usd,广东省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,13661239.0,55260000.0,千克,法国,保税监管场所进出境货物,usd,广东省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,513537.0,1873060.0,千克,俄罗斯联邦,一般贸易,usd,北京市,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,244344.0,1085500.0,千克,俄罗斯联邦,一般贸易,usd,福建省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,382184.0,1301700.0,千克,俄罗斯联邦,一般贸易,usd,新疆维吾尔自治区,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,687089.0,3109480.0,千克,俄罗斯联邦,边境小额贸易,usd,内蒙古自治区,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,1591553.0,6054870.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,9278654.0,31539100.0,千克,乌克兰,一般贸易,usd,江西省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,19189552.0,69285700.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,13811225.0,48417900.0,千克,乌克兰,保税监管场所进出境货物,usd,广东省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,19131464.0,66000000.0,千克,阿根廷,一般贸易,usd,北京市,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,5613592.0,23263000.0,千克,阿根廷,一般贸易,usd,浙江省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,17080358.0,66150000.0,千克,阿根廷,一般贸易,usd,福建省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,9963621.0,39904000.0,千克,阿根廷,一般贸易,usd,广东省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,17891109.0,64300000.0,千克,阿根廷,保税监管场所进出境货物,usd,广东省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,13123080.0,51903000.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,2601699.0,9851020.0,千克,加拿大,一般贸易,usd,河北省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,34603415.0,125682000.0,千克,加拿大,一般贸易,usd,辽宁省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,184846.0,652010.0,千克,加拿大,一般贸易,usd,江苏省,0.0,—,hs100300
进口,2021-03,10039000,其他大麦,13143866.0,48475800.0,千克,加拿大,一般贸易,usd,山东省,0.0,—,hs100300
进口,2021-03,10079000,其他食用高梁,103842.0,570100.0,千克,缅甸,一般贸易,usd,云南省,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,317641.0,1000000.0,千克,阿根廷,一般贸易,usd,北京市,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,29127782.0,102539000.0,千克,美国,一般贸易,usd,北京市,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,52381.0,150503.0,千克,美国,一般贸易,usd,河北省,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,1432059.0,4518670.0,千克,美国,一般贸易,usd,上海市,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,70142.0,274977.0,千克,美国,一般贸易,usd,江苏省,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,183864.0,535812.0,千克,美国,一般贸易,usd,浙江省,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,109985111.0,362859000.0,千克,美国,一般贸易,usd,福建省,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,15947151.0,57120300.0,千克,美国,一般贸易,usd,广东省,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,29620451.0,94135000.0,千克,美国,保税监管场所进出境货物,usd,广东省,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,558123.0,1775070.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,534329.0,1501020.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,255183.0,802020.0,千克,澳大利亚,一般贸易,usd,安徽省,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,281077.0,975470.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,531999.0,1499180.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,2008995.0,6198700.0,千克,澳大利亚,一般贸易,usd,四川省,0.0,—,hs100700
进口,2021-03,10079000,其他食用高梁,275827.0,789720.0,千克,澳大利亚,一般贸易,usd,甘肃省,0.0,—,hs100700
进口,2021-03,23033000,酿造及蒸馏过程中的糟粕及残渣,450205.0,1556860.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—,hs230330
进口,2021-03,23033000,酿造及蒸馏过程中的糟粕及残渣,149489.0,541366.0,千克,美国,进料加工贸易,usd,山东省,0.0,—,hs230330
进口,2021-03,23033000,酿造及蒸馏过程中的糟粕及残渣,2047726.0,7057640.0,千克,美国,海关特殊监管区域物流货物,usd,福建省,0.0,—,hs230330
进口,2021-03,23033000,酿造及蒸馏过程中的糟粕及残渣,7702082.0,20343900.0,千克,美国,海关特殊监管区域物流货物,usd,广西壮族自治区,0.0,—,hs230330
进口,2021-06,23033000,酿造及蒸馏过程中的糟粕及残渣,874995.0,2499240.0,千克,美国,进料加工贸易,usd,浙江省,0.0,—,
进口,2021-06,23033000,酿造及蒸馏过程中的糟粕及残渣,2038210.0,5648228.0,千克,美国,进料加工贸易,usd,山东省,0.0,—,
进口,2021-06,23033000,酿造及蒸馏过程中的糟粕及残渣,414377.0,1144495.0,千克,美国,保税监管场所进出境货物,usd,北京市,0.0,—,
进口,2021-06,23033000,酿造及蒸馏过程中的糟粕及残渣,34211.0,93668.0,千克,美国,海关特殊监管区域物流货物,usd,北京市,0.0,—,
进口,2021-06,23033000,酿造及蒸馏过程中的糟粕及残渣,1829515.0,5898749.0,千克,美国,海关特殊监管区域物流货物,usd,福建省,0.0,—,
进口,2021-06,10039000,其他大麦,147486.0,689000.0,千克,哈萨克斯坦,一般贸易,usd,上海市,0.0,—,
进口,2021-06,10039000,其他大麦,604410.0,2139995.0,千克,哈萨克斯坦,一般贸易,usd,福建省,0.0,—,
进口,2021-06,10039000,其他大麦,13154.0,50320.0,千克,哈萨克斯坦,一般贸易,usd,广东省,0.0,—,
进口,2021-06,10039000,其他大麦,284712.0,1215200.0,千克,哈萨克斯坦,一般贸易,usd,新疆维吾尔自治区,0.0,—,
进口,2021-06,10039000,其他大麦,2267096.0,12126600.0,千克,哈萨克斯坦,海关特殊监管区域物流货物,usd,新疆维吾尔自治区,0.0,—,
进口,2021-06,10039000,其他大麦,616168.0,1970956.0,千克,丹麦,一般贸易,usd,江苏省,0.0,—,
进口,2021-06,10039000,其他大麦,325966.0,988547.0,千克,丹麦,一般贸易,usd,浙江省,0.0,—,
进口,2021-06,10039000,其他大麦,331064.0,997927.0,千克,丹麦,一般贸易,usd,广东省,0.0,—,
进口,2021-06,10039000,其他大麦,10301552.0,33000000.0,千克,法国,一般贸易,usd,辽宁省,0.0,—,
进口,2021-06,10039000,其他大麦,48994160.0,166819170.0,千克,法国,一般贸易,usd,福建省,0.0,—,
进口,2021-06,10039000,其他大麦,395186.0,1386000.0,千克,俄罗斯,一般贸易,usd,上海市,0.0,—,
进口,2021-06,10039000,其他大麦,41079.0,130280.0,千克,俄罗斯,一般贸易,usd,福建省,0.0,—,
进口,2021-06,10039000,其他大麦,382406.0,1390000.0,千克,俄罗斯,一般贸易,usd,湖北省,0.0,—,
进口,2021-06,10039000,其他大麦,341919.0,1099708.0,千克,俄罗斯,一般贸易,usd,新疆维吾尔自治区,0.0,—,
进口,2021-06,10039000,其他大麦,1472561.0,5847750.0,千克,俄罗斯,边境小额贸易,usd,内蒙古自治区,0.0,—,
进口,2021-06,10039000,其他大麦,14974053.0,50969852.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,
进口,2021-06,10039000,其他大麦,18375987.0,57751000.0,千克,阿根廷,一般贸易,usd,辽宁省,0.0,—,
进口,2021-06,10039000,其他大麦,43759863.0,151000000.0,千克,阿根廷,一般贸易,usd,福建省,0.0,—,
进口,2021-06,10039000,其他大麦,4362626.0,14885800.0,千克,乌拉圭,一般贸易,usd,河北省,0.0,—,
进口,2021-06,10039000,其他大麦,5282451.0,18157003.0,千克,乌拉圭,一般贸易,usd,辽宁省,0.0,—,
进口,2021-06,10039000,其他大麦,4396096.0,15000000.0,千克,乌拉圭,一般贸易,usd,浙江省,0.0,—,
进口,2021-06,10039000,其他大麦,6579861.0,22000000.0,千克,乌拉圭,一般贸易,usd,广东省,0.0,—,
进口,2021-06,10039000,其他大麦,10519485.0,30840685.0,千克,加拿大,一般贸易,usd,辽宁省,0.0,—,
进口,2021-06,10039000,其他大麦,6382335.0,21936590.0,千克,加拿大,一般贸易,usd,上海市,0.0,—,
进口,2021-06,10039000,其他大麦,23962350.0,74363870.0,千克,加拿大,一般贸易,usd,江苏省,0.0,—,
进口,2021-06,10039000,其他大麦,11967408.0,38819310.0,千克,加拿大,一般贸易,usd,浙江省,0.0,—,
进口,2021-06,10039000,其他大麦,17448886.0,59519928.0,千克,加拿大,一般贸易,usd,福建省,0.0,—,
进口,2021-06,10039000,其他大麦,15727600.0,55688842.0,千克,加拿大,一般贸易,usd,山东省,0.0,—,
进口,2021-06,10039000,其他大麦,18670333.0,64769792.0,千克,加拿大,一般贸易,usd,广东省,0.0,—,
进口,2021-06,10039000,其他大麦,9517957.0,32742092.0,千克,加拿大,一般贸易,usd,重庆市,0.0,—,
进口,2021-06,10039000,其他大麦,17455269.0,59930000.0,千克,加拿大,保税监管场所进出境货物,usd,广东省,0.0,—,
进口,2021-06,10041000,种用燕麦,867717.0,1470230.0,千克,加拿大,一般贸易,usd,北京市,0.0,—,
进口,2021-06,10041000,种用燕麦,184250.0,275000.0,千克,加拿大,一般贸易,usd,甘肃省,0.0,—,
进口,2021-06,10041000,种用燕麦,214152.0,392755.0,千克,美国,一般贸易,usd,北京市,0.0,—,
进口,2021-06,10041000,种用燕麦,85542.0,161709.0,千克,美国,一般贸易,usd,甘肃省,0.0,—,
进口,2021-06,10049000,其他燕麦,899.0,51.0,千克,中国台湾,一般贸易,usd,北京市,0.0,—,
进口,2021-06,10049000,其他燕麦,49.0,2.0,千克,德国,一般贸易,usd,广东省,0.0,—,
进口,2021-06,10049000,其他燕麦,400421.0,1425530.0,千克,俄罗斯,一般贸易,usd,北京市,0.0,—,
进口,2021-06,10049000,其他燕麦,940326.0,3192805.0,千克,俄罗斯,一般贸易,usd,内蒙古自治区,0.0,—,
进口,2021-06,10049000,其他燕麦,290675.0,1002330.0,千克,俄罗斯,一般贸易,usd,湖南省,0.0,—,
进口,2021-06,10049000,其他燕麦,823166.0,2984760.0,千克,俄罗斯,边境小额贸易,usd,内蒙古自治区,0.0,—,
进口,2021-06,10049000,其他燕麦,100.0,2.0,千克,美国,一般贸易,usd,天津市,0.0,—,
进口,2021-06,10049000,其他燕麦,175377.0,534080.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,
进口,2021-06,10049000,其他燕麦,1091073.0,3854900.0,千克,澳大利亚,一般贸易,usd,河北省,0.0,—,
进口,2021-06,10049000,其他燕麦,151443.0,491700.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,
进口,2021-06,10049000,其他燕麦,1245846.0,3982170.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,
进口,2021-06,10049000,其他燕麦,1863770.0,6164210.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,
进口,2021-06,10049000,其他燕麦,571910.0,1772260.0,千克,澳大利亚,一般贸易,usd,广西壮族自治区,0.0,—,
进口,2021-06,10051000,种用玉米,4744.0,200.0,千克,马来西亚,一般贸易,usd,北京市,0.0,—,
进口,2021-06,10051000,种用玉米,420.0,60.0,千克,科特迪瓦,一般贸易,usd,黑龙江省,0.0,—,
进口,2021-06,10051000,种用玉米,1326.0,126.0,千克,巴西,一般贸易,usd,黑龙江省,0.0,—,
进口,2021-06,10051000,种用玉米,1072.0,6.0,千克,智利,一般贸易,usd,北京市,0.0,—,
进口,2021-06,10051000,种用玉米,66605.0,1000.0,千克,智利,一般贸易,usd,上海市,0.0,—,
进口,2021-06,10051000,种用玉米,5193.0,457.0,千克,智利,一般贸易,usd,山东省,0.0,—,
进口,2021-06,10051000,种用玉米,2104.0,44.0,千克,智利,其他,usd,北京市,0.0,—,
进口,2021-06,10059000,玉米，种用除外,77378.0,703460.0,千克,俄罗斯,进料加工贸易,usd,黑龙江省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,1580720.0,4790252.0,千克,俄罗斯,进料加工贸易,usd,山东省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,311845.0,2820000.0,千克,俄罗斯,海关特殊监管区域物流货物,usd,黑龙江省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,140642789.0,459268299.0,千克,乌克兰,一般贸易,usd,北京市,0.0,—,
进口,2021-06,10059000,玉米，种用除外,4778185.0,14990430.0,千克,乌克兰,一般贸易,usd,浙江省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,11389008.0,36336000.0,千克,乌克兰,一般贸易,usd,安徽省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,46298384.0,147403725.0,千克,乌克兰,一般贸易,usd,福建省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,20012914.0,66888000.0,千克,乌克兰,一般贸易,usd,广东省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,80301469.0,259892526.0,千克,乌克兰,进料加工贸易,usd,山东省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,9458999.0,30000000.0,千克,乌克兰,进料加工贸易,usd,广西壮族自治区,0.0,—,
进口,2021-06,10059000,玉米，种用除外,247006.0,798620.0,千克,乌克兰,进料加工贸易,usd,海南省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,17876947.0,56406611.0,千克,乌克兰,保税监管场所进出境货物,usd,广东省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,22029883.0,70804000.0,千克,乌克兰,海关特殊监管区域物流货物,usd,山东省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,17777904.0,56227620.0,千克,乌克兰,海关特殊监管区域物流货物,usd,河南省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,33963757.0,107727437.0,千克,乌克兰,海关特殊监管区域物流货物,usd,广西壮族自治区,0.0,—,
进口,2021-06,10059000,玉米，种用除外,21670896.0,67282194.0,千克,乌克兰,海关特殊监管区域物流货物,usd,云南省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,6510399.0,20735156.0,千克,乌克兰,海关特殊监管区域物流货物,usd,甘肃省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,391.0,56.0,千克,智利,一般贸易,usd,山东省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,514891165.0,1839695889.0,千克,美国,一般贸易,usd,北京市,0.0,—,
进口,2021-06,10059000,玉米，种用除外,18476608.0,59221050.0,千克,美国,一般贸易,usd,福建省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,2576075.0,10635000.0,千克,美国,一般贸易,usd,广东省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,18621204.0,58694063.0,千克,美国,海关特殊监管区域物流货物,usd,山东省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,14116547.0,56878147.0,千克,美国,海关特殊监管区域物流货物,usd,湖南省,0.0,—,
进口,2021-06,10059000,玉米，种用除外,43269043.0,140424920.0,千克,美国,海关特殊监管区域物流货物,usd,广西壮族自治区,0.0,—,
进口,2021-06,10079000,其他食用高粱,34721.0,138750.0,千克,缅甸,一般贸易,usd,云南省,0.0,—,
进口,2021-06,10079000,其他食用高粱,69352853.0,203511245.0,千克,美国,一般贸易,usd,北京市,0.0,—,
进口,2021-06,10079000,其他食用高粱,21297348.0,56000000.0,千克,美国,一般贸易,usd,上海市,0.0,—,
进口,2021-06,10079000,其他食用高粱,798439.0,2445161.0,千克,美国,一般贸易,usd,江苏省,0.0,—,
进口,2021-06,10079000,其他食用高粱,182397412.0,506413935.0,千克,美国,一般贸易,usd,福建省,0.0,—,
进口,2021-06,10079000,其他食用高粱,12221462.0,34768000.0,千克,美国,一般贸易,usd,广东省,0.0,—,
进口,2021-06,10079000,其他食用高粱,5938836.0,17115000.0,千克,美国,保税监管场所进出境货物,usd,北京市,0.0,—,
进口,2021-06,10079000,其他食用高粱,45600213.0,130925000.0,千克,美国,保税监管场所进出境货物,usd,广东省,0.0,—,
进口,2021-06,10079000,其他食用高粱,6543526.0,21842685.0,千克,澳大利亚,一般贸易,usd,北京市,0.0,—,
进口,2021-06,10079000,其他食用高粱,287056.0,796280.0,千克,澳大利亚,一般贸易,usd,辽宁省,0.0,—,
进口,2021-06,10079000,其他食用高粱,856439.0,3149400.0,千克,澳大利亚,一般贸易,usd,黑龙江省,0.0,—,
进口,2021-06,10079000,其他食用高粱,76169.0,250120.0,千克,澳大利亚,一般贸易,usd,上海市,0.0,—,
进口,2021-06,10079000,其他食用高粱,4295164.0,14530670.0,千克,澳大利亚,一般贸易,usd,江苏省,0.0,—,
进口,2021-06,10079000,其他食用高粱,178642.0,498900.0,千克,澳大利亚,一般贸易,usd,浙江省,0.0,—,
进口,2021-06,10079000,其他食用高粱,2807512.0,8334845.0,千克,澳大利亚,一般贸易,usd,安徽省,0.0,—,
进口,2021-06,10079000,其他食用高粱,9891955.0,39026680.0,千克,澳大利亚,一般贸易,usd,福建省,0.0,—,
进口,2021-06,10079000,其他食用高粱,1688185.0,5500560.0,千克,澳大利亚,一般贸易,usd,山东省,0.0,—,
进口,2021-06,10079000,其他食用高粱,123105.0,494600.0,千克,澳大利亚,一般贸易,usd,河南省,0.0,—,
进口,2021-06,10079000,其他食用高粱,733894.0,2486480.0,千克,澳大利亚,一般贸易,usd,湖南省,0.0,—,
进口,2021-06,10079000,其他食用高粱,12648903.0,36017190.0,千克,澳大利亚,一般贸易,usd,广东省,0.0,—,
进口,2021-06,10079000,其他食用高粱,3593057.0,10603260.0,千克,澳大利亚,一般贸易,usd,四川省,0.0,—,
进口,2021-06,10079000,其他食用高粱,1115013.0,3284720.0,千克,澳大利亚,一般贸易,usd,甘肃省,0.0,—,
进口,2021-06,10079000,其他食用高粱,96282.0,299984.0,千克,澳大利亚,海关特殊监管区域物流货物,usd,辽宁省,0.0,—,
进口,2021-06,07141020,木薯干,48744356.0,174719369.0,千克,泰国,一般贸易,usd,江苏省,0.0,—,
进口,2021-06,07141020,木薯干,6062647.0,20895960.0,千克,泰国,一般贸易,usd,安徽省,0.0,—,
进口,2021-06,07141020,木薯干,6584131.0,24342657.0,千克,泰国,一般贸易,usd,福建省,0.0,—,
进口,2021-06,07141020,木薯干,601732.0,2095240.0,千克,泰国,一般贸易,usd,江西省,0.0,—,
进口,2021-06,07141020,木薯干,58242082.0,213570269.0,千克,泰国,一般贸易,usd,山东省,0.0,—,
进口,2021-06,07141020,木薯干,2521232.0,8977470.0,千克,泰国,一般贸易,usd,广西壮族自治区,0.0,—,
进口,2021-06,07141020,木薯干,4415627.0,15913870.0,千克,越南,一般贸易,usd,北京市,0.0,—,
进口,2021-06,07141020,木薯干,3897696.0,13373980.0,千克,越南,一般贸易,usd,江苏省,0.0,—,
进口,2021-06,07141020,木薯干,509799.0,1685110.0,千克,越南,一般贸易,usd,江西省,0.0,—,
进口,2021-06,07141020,木薯干,178526.0,781178.0,千克,越南,边境小额贸易,usd,云南省,0.0,—,
进口,2021-07,07141020,木薯干,6877253.0,23296571.0,千克,泰国,一般贸易,usd,上海市,0.0,—,
进口,2021-07,07141020,木薯干,44070983.0,157503024.0,千克,泰国,一般贸易,usd,江苏省,0.0,—,
进口,2021-07,07141020,木薯干,13132370.0,47009880.0,千克,泰国,一般贸易,usd,安徽省,0.0,—,
进口,2021-07,07141020,木薯干,5773548.0,20900920.0,千克,泰国,一般贸易,usd,福建省,0.0,—,
进口,2021-07,07141020,木薯干,2224879.0,7694510.0,千克,泰国,一般贸易,usd,江西省,0.0,—,
进口,2021-07,07141020,木薯干,57027569.0,202020461.0,千克,泰国,一般贸易,usd,山东省,0.0,—,
进口,2021-07,07141020,木薯干,8139168.0,28478695.0,千克,泰国,一般贸易,usd,广西壮族自治区,0.0,—,
进口,2021-07,07141020,木薯干,2507999.0,8534130.0,千克,越南,一般贸易,usd,江苏省,0.0,—,
进口,2021-07,07141020,木薯干,885712.0,2945660.0,千克,越南,一般贸易,usd,江西省,0.0,—,
