wave,T1,income,urbanrate,oldrate,engel,foodpindex,zyywsr,cyyye,cyyysr
2012,32,12133.0,63.009998,11.496149,0.35369301,104.6619,329.60001,333.70001,293.60001
2012,32,29676.971,63.009998,11.496149,0.33366665,104.6619,329.60001,333.70001,293.60001
2012,33,34550.301,62.91,8.7483587,0.35052016,105.3112,276.60001,279.60001,249.2
2012,33,15806.0,62.91,8.7483587,0.37054491,105.3112,276.60001,279.60001,249.2
2012,33,27020.0,62.91,8.7483587,0.37054491,105.3112,276.60001,279.60001,249.2
2012,34,21024.211,46.299999,10.317635,0.39251316,103.7702,85.5,88.800003,71.300003
2012,34,7826.0,46.299999,10.317635,0.38736022,103.7702,85.5,88.800003,71.300003
2012,34,13593.0,46.299999,10.317635,0.38736022,103.7702,85.5,88.800003,71.300003
2012,35,28055.24,59.32,8.5920763,0.45980746,104.6018,145.39999,147.5,137.5
2012,35,10164.0,59.32,8.5920763,0.39355335,104.6018,145.39999,147.5,137.5
2012,35,19141.0,59.32,8.5920763,0.39355335,104.6018,145.39999,147.5,137.5
2012,36,8103.0,47.389999,8.0894089,0.43529388,105.2389,35.200001,35.700001,29.0
2012,36,13567.0,47.389999,8.0894089,0.43529388,105.2389,35.200001,35.700001,29.0
2012,36,19860.359,47.389999,8.0894089,0.39697471,105.2389,35.200001,35.700001,29.0
2012,37,9506.0,52.029999,10.513551,0.34260246,103.4586,323.29999,328.89999,270.10001
2012,37,25755.189,52.029999,10.513551,0.32965147,103.4586,323.29999,328.89999,270.10001
2012,37,17127.0,52.029999,10.513551,0.32965147,103.4586,323.29999,328.89999,270.10001
2012,41,20442.619,41.990002,8.8210182,0.33817536,103.6229,148.5,153.39999,134.5
2012,41,12772.0,41.990002,8.8210182,0.3355045,103.6229,148.5,153.39999,134.5
2012,41,7963.0,41.990002,8.8210182,0.33817536,103.6229,148.5,153.39999,134.5
2012,42,20839.59,53.23,10.761318,0.40272778,105.4057,171.3,189.2,162.5
2012,42,14809.0,53.23,10.761318,0.40272778,105.4057,171.3,189.2,162.5
2012,42,8582.0,53.23,10.761318,0.37613323,105.4057,171.3,189.2,162.5
2012,43,21318.76,46.220001,11.105896,0.37248605,103.2571,93.699997,98.699997,85.699997
2012,43,14391.0,46.220001,11.105896,0.43862978,103.2571,93.699997,98.699997,85.699997
2012,43,8024.0,46.220001,11.105896,0.43862978,103.2571,93.699997,98.699997,85.699997
2012,44,21268.0,67.150002,6.9822955,0.36874044,105.5847,548.09998,582.40002,545.09998
2012,44,30226.711,67.150002,6.9822955,0.49053141,105.5847,548.09998,582.40002,545.09998
2012,44,9999.0,67.150002,6.9822955,0.36874044,105.5847,548.09998,582.40002,545.09998
2012,45,6894.0,43.48,9.3278046,0.42274216,105.1768,26.1,33.299999,30.299999
2012,45,12644.0,43.48,9.3278046,0.38981801,105.1768,26.1,33.299999,30.299999
2012,45,21242.801,43.48,9.3278046,0.38981801,105.1768,26.1,33.299999,30.299999
2012,46,20917.711,51.02,7.2732191,0.45350379,105.2067,12.6,13.6,12.2
2012,46,7816.0,51.02,7.2732191,0.50458819,105.2067,12.6,13.6,12.2
2012,46,14180.0,51.02,7.2732191,0.45350379,105.2067,12.6,13.6,12.2
2012,50,14924.0,56.639999,12.904408,0.44158345,104.7174,140.2,146.3,131.5
2012,50,22968.141,56.639999,12.904408,0.41454002,104.7174,140.2,146.3,131.5
2012,50,7526.0,56.639999,12.904408,0.41454002,104.7174,140.2,146.3,131.5
2012,51,7432.0,43.349998,11.814027,0.40359107,104.202,245.5,251.0,224.60001
2012,51,12753.0,43.349998,11.814027,0.4684729,104.202,245.5,251.0,224.60001
2012,51,20306.99,43.349998,11.814027,0.40359107,104.202,245.5,251.0,224.60001
2012,52,18700.51,36.299999,9.1568918,0.39670816,104.7252,17.9,19.0,16.4
2012,52,9850.0,36.299999,9.1568918,0.44610667,104.7252,17.9,19.0,16.4
2012,52,5159.0,36.299999,9.1568918,0.44610667,104.7252,17.9,19.0,16.4
2012,53,21074.5,38.470001,7.7558265,0.39384887,106.1564,47.299999,48.0,43.900002
2012,53,11233.0,38.470001,7.7558265,0.45614222,106.1564,47.299999,48.0,43.900002
2012,53,5930.0,38.470001,7.7558265,0.39384887,106.1564,47.299999,48.0,43.900002
2012,54,8568.0,22.870001,5.4148812,0.53646857,106.8635,1.2,1.1,1.1
2012,54,18028.32,22.870001,5.4148812,0.49334112,106.8635,1.2,1.1,1.1
2012,54,5698.0,22.870001,5.4148812,0.53646857,106.8635,1.2,1.1,1.1
2012,61,12885.0,49.709999,9.2767048,0.36201447,104.7715,129.10001,131.7,108.1
2012,61,20733.881,49.709999,9.2767048,0.29720417,104.7715,129.10001,131.7,108.1
2012,61,6285.0,49.709999,9.2767048,0.36201447,104.7715,129.10001,131.7,108.1
2012,62,9768.0,38.779999,9.2388525,0.35824022,104.1232,32.799999,33.5,30.200001
2012,62,17156.891,38.779999,9.2388525,0.35824022,104.1232,32.799999,33.5,30.200001
2012,63,17566.279,47.849998,7.0054369,0.37803584,106.6379,4.8000002,4.5999999,3.7
2012,63,5594.0,47.849998,7.0054369,0.34812763,106.6379,4.8000002,4.5999999,3.7
2012,63,11470.0,47.849998,7.0054369,0.34812763,106.6379,4.8000002,4.5999999,3.7
2012,64,19831.41,51.150002,6.6296296,0.33901039,104.5347,11.2,11.5,9.5
2012,64,13104.0,51.150002,6.6296296,0.35343805,104.5347,11.2,11.5,9.5
2012,64,6776.0,51.150002,6.6296296,0.35343805,104.5347,11.2,11.5,9.5
2012,65,6876.0,44.220001,6.7954912,0.35672787,107.6052,14.1,14.2,11.9
2012,65,17920.68,44.220001,6.7954912,0.35672787,107.6052,14.1,14.2,11.9
2012,65,12151.0,44.220001,6.7954912,0.37712321,107.6052,14.1,14.2,11.9
2013,11,17101.0,86.389999,8.5825596,0.3464779,104.7,520.64673,520.72137,499.0607
2013,11,40321.0,86.389999,8.5825596,0.0,104.7,520.64673,520.72137,499.0607
2013,11,40830.043,86.389999,8.5825596,0.3464779,104.7,520.64673,520.72137,499.0607
2013,12,26359.203,82.290001,11.45679,0.34856969,105.8,103.343,103.621,96.205902
2013,12,15353.0,82.290001,11.45679,0.34856969,105.8,103.343,103.621,96.205902
2013,12,32293.572,82.290001,11.45679,0.0,105.8,103.343,103.621,96.205902
2013,13,9188.0,48.02,9.1660194,0.32006201,105.9,44.292702,45.208801,37.313801
2013,13,15189.641,48.02,9.1660194,0.32006201,105.9,44.292702,45.208801,37.313801
2013,13,22580.346,48.02,9.1660194,0.0,105.9,44.292702,45.208801,37.313801
2013,14,22455.635,52.880001,7.9714255,0.0,106.2,74.764297,75.0047,56.974098
2013,14,7949.0,52.880001,7.9714255,0.33042881,106.2,74.764297,75.0047,56.974098
2013,14,15119.719,52.880001,7.9714255,0.33042881,106.2,74.764297,75.0047,56.974098
2013,15,18310.758,59.82,8.5480042,0.35544372,106.3,64.962898,65.5439,55.3134
2013,15,8985.0,59.82,8.5480042,0.35544372,106.3,64.962898,65.5439,55.3134
2013,15,18692.895,59.82,8.5480042,0.0,106.3,64.962898,65.5439,55.3134
2013,15,9430.0,59.82,8.5480042,0.35544372,106.3,64.962898,65.5439,55.3134
2013,15,25496.666,59.82,8.5480042,0.35544372,106.3,64.962898,65.5439,55.3134
2013,15,26955.096,59.82,8.5480042,0.35544372,106.3,64.962898,65.5439,55.3134
2013,21,10161.0,66.449997,10.21501,0.35185018,104.6,141.13631,142.7204,132.8204
2013,21,25578.17,66.449997,10.21501,0.0,104.6,141.13631,142.7204,132.8204
2013,21,20817.842,66.449997,10.21501,0.0,104.6,141.13631,142.7204,132.8204
2013,22,15998.115,55.740002,9.657815,0.33043167,105.7,20.357,20.2328,15.196
2013,22,22274.598,55.740002,9.657815,0.0,105.7,20.357,20.2328,15.196
2013,22,9781.0,55.740002,9.657815,0.33043167,105.7,20.357,20.2328,15.196
2013,23,15903.446,58.040001,8.9412661,0.0,104.3,24.2103,24.6485,19.8167
2013,23,19596.965,58.040001,8.9412661,0.0,104.3,24.2103,24.6485,19.8167
2013,23,9369.0,58.040001,8.9412661,0.35190377,104.3,24.2103,24.6485,19.8167
2013,31,19208.0,89.599998,10.64118,0.37475753,104.4,466.1041,469.48401,451.5954
2013,31,43851.359,89.599998,10.64118,0.0,104.4,466.1041,469.48401,451.5954
2013,31,42173.641,89.599998,10.64118,0.0,104.4,466.1041,469.48401,451.5954
2013,32,32538.0,64.389999,12.254678,0.3313072,104.1,397.03781,399.53799,352.00629
2013,32,24775.537,64.389999,12.254678,0.0,104.1,397.03781,399.53799,352.00629
2013,32,13521.0,64.389999,12.254678,0.3313072,104.1,397.03781,399.53799,352.00629
2013,33,29774.988,63.939999,9.1986952,0.35636142,103.8,257.58661,260.99438,231.8775
2013,33,17494.0,63.939999,9.1986952,0.35636142,103.8,257.58661,260.99438,231.8775
2013,33,37851.0,63.939999,9.1986952,0.0,103.8,257.58661,260.99438,231.8775
2013,34,15154.314,47.869999,10.531498,0.39647999,104.7,98.754097,100.0772,80.369499
2013,34,8850.0,47.869999,10.531498,0.0,104.7,98.754097,100.0772,80.369499
2013,34,23114.215,47.869999,10.531498,0.39647999,104.7,98.754097,100.0772,80.369499
2013,35,11405.0,60.799999,8.1642485,0.0,104.0,157.74181,158.90311,148.8781
2013,35,30816.375,60.799999,8.1642485,0.0,104.0,157.74181,158.90311,148.8781
2013,35,21217.947,60.799999,8.1642485,0.4417446,104.0,157.74181,158.90311,148.8781
2013,36,21872.682,49.040001,9.0029745,0.42257133,104.5,31.778,31.790899,25.9671
2013,36,9089.0,49.040001,9.0029745,0.0,104.5,31.778,31.790899,25.9671
2013,36,15099.685,49.040001,9.0029745,0.42257133,104.5,31.778,31.790899,25.9671
2013,37,10687.0,53.459999,10.982061,0.34543359,104.8,325.32901,335.88229,272.2771
2013,37,19008.262,53.459999,10.982061,0.0,104.8,325.32901,335.88229,272.2771
2013,37,28264.1,53.459999,10.982061,0.0,104.8,325.32901,335.88229,272.2771
2013,41,8969.0,43.599998,8.926733,0.34444973,105.6,146.9216,150.446,128.62
2013,41,14203.715,43.599998,8.926733,0.0,105.6,146.9216,150.446,128.62
2013,41,22398.029,43.599998,8.926733,0.0,105.6,146.9216,150.446,128.62
2013,42,22906.424,54.509998,9.9059753,0.36761576,104.9,221.12801,225.786,195.53329
2013,42,16472.461,54.509998,9.9059753,0.0,104.9,221.12801,225.786,195.53329
2013,42,9692.0,54.509998,9.9059753,0.0,104.9,221.12801,225.786,195.53329
2013,43,9029.0,47.630001,10.570637,0.0,104.2,107.482,109.2942,94.040001
2013,43,16004.896,47.630001,10.570637,0.38383391,104.2,107.482,109.2942,94.040001
2013,43,23413.99,47.630001,10.570637,0.38383391,104.2,107.482,109.2942,94.040001
2013,44,23420.748,68.089996,7.2444134,0.44784552,103.6,597.23242,604.05658,558.77502
2013,44,33090.051,68.089996,7.2444134,0.0,103.6,597.23242,604.05658,558.77502
2013,44,11068.0,68.089996,7.2444134,0.44784552,103.6,597.23242,604.05658,558.77502
2013,45,14082.304,45.110001,9.2946825,0.40046823,103.8,31.928699,32.016201,28.771799
2013,45,23305.377,45.110001,9.2946825,0.0,103.8,31.928699,32.016201,28.771799
2013,45,7793.0,45.110001,9.2946825,0.0,103.8,31.928699,32.016201,28.771799
2013,46,8802.0,52.279999,8.1472464,0.0,103.9,15.2223,10.4339,9.0291996
2013,46,22928.904,52.279999,8.1472464,0.48027891,103.9,15.2223,10.4339,9.0291996
2013,46,15733.277,52.279999,8.1472464,0.48027891,103.9,15.2223,10.4339,9.0291996
2013,50,16568.674,58.290001,13.246573,0.0,104.1,159.5193,162.9839,146.1584
2013,50,25216.127,58.290001,13.246573,0.43803129,104.1,159.5193,162.9839,146.1584
2013,50,8493.0,58.290001,13.246573,0.43803129,104.1,159.5193,162.9839,146.1584
2013,51,22367.633,44.959999,12.758579,0.0,104.8,230.52789,231.3436,206.01891
2013,51,8381.0,44.959999,12.758579,0.42244408,104.8,230.52789,231.3436,206.01891
2013,51,14230.994,44.959999,12.758579,0.0,104.8,230.52789,231.3436,206.01891
2013,52,11083.057,37.889999,9.2786713,0.0,104.1,20.7938,21.120001,17.9932
2013,52,5898.0,37.889999,9.2786713,0.42956489,104.1,20.7938,21.120001,17.9932
2013,52,20667.074,37.889999,9.2786713,0.0,104.1,20.7938,21.120001,17.9932
2013,53,12577.872,39.990002,8.0118923,0.0,105.5,48.9758,49.612598,44.785099
2013,53,23235.527,39.990002,8.0118923,0.44220203,105.5,48.9758,49.612598,44.785099
2013,53,6724.0,39.990002,8.0118923,0.0,105.5,48.9758,49.612598,44.785099
2013,54,9746.8027,23.93,5.1650486,0.54249269,107.7,0.99220002,0.93870002,0.88410002
2013,54,6553.0,23.93,5.1650486,0.0,107.7,0.99220002,0.93870002,0.88410002
2013,54,20023.35,23.93,5.1650486,0.0,107.7,0.99220002,0.93870002,0.88410002
2013,61,7092.0,51.57,9.828413,0.0,105.6,121.7051,125.6145,102.2593
2013,61,22858.371,51.57,9.828413,0.0,105.6,121.7051,125.6145,102.2593
2013,61,14371.549,51.57,9.828413,0.31817031,105.6,121.7051,125.6145,102.2593
2013,62,18964.777,40.5,8.8921213,0.0,105.6,29.4695,30.715599,27.262699
2013,62,10954.397,40.5,8.8921213,0.37086093,105.6,29.4695,30.715599,27.262699
2013,62,5589.0,40.5,8.8921213,0.37086093,105.6,29.4695,30.715599,27.262699
2013,63,12947.84,49.290001,7.1503458,0.0,108.1,3.7286,3.7481999,3.1331999
2013,63,19498.539,49.290001,7.1503458,0.30890077,108.1,3.7286,3.7481999,3.1331999
2013,63,6462.0,49.290001,7.1503458,0.0,108.1,3.7286,3.7481999,3.1331999
2013,64,21833.33,52.84,7.0753841,0.0,107.2,8.5410004,8.6295996,7.0630999
2013,64,7599.0,52.84,7.0753841,0.31153613,107.2,8.5410004,8.6295996,7.0630999
2013,64,14565.781,52.84,7.0753841,0.0,107.2,8.5410004,8.6295996,7.0630999
2013,65,7847.0,44.939999,6.3677225,0.0,108.5,12.0727,12.2202,10.068
2013,65,19873.77,44.939999,6.3677225,0.33861455,108.5,12.0727,12.2202,10.068
2013,65,13669.618,44.939999,6.3677225,0.0,108.5,12.0727,12.2202,10.068
2014,11,48531.844,86.5,8.5492229,0.27849862,103.2025,528.61627,530.81818,504.8761
2014,11,44488.566,86.5,8.5492229,0.2374859,103.2025,528.61627,530.81818,504.8761
2014,11,18867.299,86.5,8.5492229,0.24009825,103.2025,528.61627,530.81818,504.8761
2014,12,17014.176,82.550003,11.678249,0.33221778,102.9753,94.2883,96.806198,89.682503
2014,12,31506.033,82.550003,11.678249,0.3301551,102.9753,94.2883,96.806198,89.682503
2014,12,28832.287,82.550003,11.678249,0.31403631,102.9753,94.2883,96.806198,89.682503
2014,13,10186.14,49.360001,9.3245373,0.26171616,102.2899,38.9608,40.225399,31.9478
2014,13,16647.395,49.360001,9.3245373,0.29355082,102.2899,38.9608,40.225399,31.9478
2014,13,24141.336,49.360001,9.3245373,0.27353367,102.2899,38.9608,40.225399,31.9478
2014,14,24069.428,54.299999,8.5235014,0.29381892,102.7932,56.171299,56.6306,43.147301
2014,14,16538.316,54.299999,8.5235014,0.2706677,102.7932,56.171299,56.6306,43.147301
2014,14,8809.4365,54.299999,8.5235014,0.25989187,102.7932,56.171299,56.6306,43.147301
2014,15,20559.342,60.970001,9.3314629,0.29194087,102.8641,50.358002,51.8437,42.361599
2014,15,20167.123,60.970001,9.3314629,0.30474827,102.8641,50.358002,51.8437,42.361599
2014,15,28349.637,60.970001,9.3314629,0.29194087,102.8641,50.358002,51.8437,42.361599
2014,15,10488.883,60.970001,9.3314629,0.28743935,102.8641,50.358002,51.8437,42.361599
2014,15,9976.3008,60.970001,9.3314629,0.29194087,102.8641,50.358002,51.8437,42.361599
2014,15,28843.854,60.970001,9.3314629,0.29194087,102.8641,50.358002,51.8437,42.361599
2014,21,29081.746,67.050003,12.161603,0.28348115,102.6845,133.3373,134.4626,124.7658
2014,21,22820.154,67.050003,12.161603,0.28341606,102.6845,133.3373,134.4626,124.7658
2014,21,11191.486,67.050003,12.161603,0.28347009,102.6845,133.3373,134.4626,124.7658
2014,22,17520.393,56.810001,10.169939,0.29622871,102.9851,18.4722,18.379801,13.657
2014,22,23217.814,56.810001,10.169939,0.27111635,102.9851,18.4722,18.379801,13.657
2014,22,10780.117,56.810001,10.169939,0.2610451,102.9851,18.4722,18.379801,13.657
2014,23,17404.393,59.220001,9.3923874,0.27707753,101.9844,18.578699,19.9515,16.1991
2014,23,22609.027,59.220001,9.3923874,0.28227246,101.9844,18.578699,19.9515,16.1991
2014,23,10453.203,59.220001,9.3923874,0.27522796,101.9844,18.578699,19.9515,16.1991
2014,31,21191.645,89.300003,9.6808033,0.35983273,103.2116,578.30432,589.26569,570.19049
2014,31,45965.828,89.300003,9.6808033,0.2682752,103.2116,578.30432,589.26569,570.19049
2014,31,48841.402,89.300003,9.6808033,0.27254307,103.2116,578.30432,589.26569,570.19049
2014,32,34346.254,65.699997,12.063874,0.28521457,102.6041,356.67599,363.59839,316.25021
2014,32,27172.766,65.699997,12.063874,0.31402579,102.6041,356.67599,363.59839,316.25021
2014,32,14958.441,65.699997,12.063874,0.29178986,102.6041,356.67599,363.59839,316.25021
2014,33,32657.568,64.959999,9.6224918,0.31856504,103.0923,263.66159,269.94681,239.29041
2014,33,19373.281,64.959999,9.6224918,0.28283757,103.0923,263.66159,269.94681,239.29041
2014,33,40392.723,64.959999,9.6224918,0.29128972,103.0923,263.66159,269.94681,239.29041
2014,34,24838.521,49.310001,10.420111,0.33279383,102.4947,109.8603,111.5862,88.588203
2014,34,9916.4209,49.310001,10.420111,0.35614759,102.4947,109.8603,111.5862,88.588203
2014,34,16795.52,49.310001,10.420111,0.34136033,102.4947,109.8603,111.5862,88.588203
2014,35,30722.387,61.990002,7.5865145,0.33186331,103.2543,144.81731,146.16451,133.87109
2014,35,12650.189,61.990002,7.5865145,0.38192439,103.2543,144.81731,146.16451,133.87109
2014,35,23330.852,61.990002,7.5865145,0.34469283,103.2543,144.81731,146.16451,133.87109
2014,36,24309.193,50.549999,9.2410297,0.34140477,103.7138,33.316799,33.448399,27.228399
2014,36,16734.172,50.549999,9.2410297,0.36499661,103.7138,33.316799,33.448399,27.228399
2014,36,10116.579,50.549999,9.2410297,0.32794255,103.7138,33.316799,33.448399,27.228399
2014,37,11882.26,54.77,11.470763,0.30952859,102.5848,325.79999,326.60001,268.79999
2014,37,29221.938,54.77,11.470763,0.29502162,102.5848,325.79999,326.60001,268.79999
2014,37,20864.213,54.77,11.470763,0.2891556,102.5848,325.79999,326.60001,268.79999
2014,41,9966.0713,45.049999,8.7591333,0.29596591,102.56,149.43629,155.0844,131.26649
2014,41,15695.176,45.049999,8.7591333,0.28808224,102.56,149.43629,155.0844,131.26649
2014,41,23672.061,45.049999,8.7591333,0.29111758,102.56,149.43629,155.0844,131.26649
2014,42,18283.229,55.73,10.254594,0.31380296,102.3397,238.08231,242.9305,208.6283
2014,42,10849.057,55.73,10.254594,0.32020706,102.3397,238.08231,242.9305,208.6283
2014,42,24852.279,55.73,10.254594,0.32315189,102.3397,238.08231,242.9305,208.6283
2014,43,17621.742,48.98,10.872302,0.34296176,102.5714,97.647003,103.8415,87.346703
2014,43,26570.156,48.98,10.872302,0.31910726,102.5714,97.647003,103.8415,87.346703
2014,43,10060.165,48.98,10.872302,0.30521187,102.5714,97.647003,103.8415,87.346703
2014,44,32148.105,68.620003,8.2732592,0.39518452,104.3908,626.0835,627.88129,579.93817
2014,44,25684.957,68.620003,8.2732592,0.34311911,104.3908,626.0835,627.88129,579.93817
2014,44,12245.555,68.620003,8.2732592,0.33246893,104.3908,626.0835,627.88129,579.93817
2014,45,24669.0,46.540001,9.5350971,0.3581894,104.3368,31.610701,31.690701,28.2922
2014,45,8683.1826,46.540001,9.5350971,0.35185146,104.3368,31.610701,31.690701,28.2922
2014,45,15557.081,46.540001,9.5350971,0.36896619,104.3368,31.610701,31.690701,28.2922
2014,46,9912.5693,53.299999,7.6582618,0.38000444,103.7218,7.4271002,7.3174,6.2522001
2014,46,17476.455,53.299999,7.6582618,0.3941263,103.7218,7.4271002,7.3174,6.2522001
2014,46,24486.531,53.299999,7.6582618,0.43209299,103.7218,7.4271002,7.3174,6.2522001
2014,50,18351.904,59.740002,14.12427,0.34510878,103.3076,179.6248,181.59579,162.34711
2014,50,9489.8154,59.740002,14.12427,0.40450349,103.3076,179.6248,181.59579,162.34711
2014,50,25147.227,59.740002,14.12427,0.36000812,103.3076,179.6248,181.59579,162.34711
2014,51,24234.412,46.509998,13.989491,0.39745292,102.1242,215.0407,222.94881,193.0701
2014,51,9347.7402,46.509998,13.989491,0.3493163,102.1242,215.0407,222.94881,193.0701
2014,51,15749.011,46.509998,13.989491,0.36773133,102.1242,215.0407,222.94881,193.0701
2014,52,22548.207,40.240002,9.2224798,0.33879325,104.2038,22.0639,22.701401,19.1001
2014,52,6671.2241,40.240002,9.2224798,0.31528494,104.2038,22.0639,22.701401,19.1001
2014,52,12371.063,40.240002,9.2224798,0.37243417,104.2038,22.0639,22.701401,19.1001
2014,53,13772.209,41.209999,8.7219162,0.35586247,104.3448,46.181599,47.6721,42.503399
2014,53,24299.012,41.209999,8.7219162,0.30657232,104.3448,46.181599,47.6721,42.503399
2014,53,7456.1274,41.209999,8.7219162,0.3253949,104.3448,46.181599,47.6721,42.503399
2014,54,22015.807,26.23,5.4940863,0.46060345,105.2885,0.61210001,0.61409998,0.58969998
2014,54,7359.1948,26.23,5.4940863,0.39354798,105.2885,0.61210001,0.61409998,0.58969998
2014,54,10730.216,26.23,5.4940863,0.52568954,105.2885,0.61210001,0.61409998,0.58969998
2014,61,15836.748,53.009998,10.611799,0.27902535,102.8277,126.2434,128.8542,105.5578
2014,61,7932.2075,53.009998,10.611799,0.29123861,102.8277,126.2434,128.8542,105.5578
2014,61,24365.76,53.009998,10.611799,0.27357835,102.8277,126.2434,128.8542,105.5578
2014,62,12184.714,42.279999,8.9335833,0.3259055,103.6482,28.6975,28.864401,25.401199
2014,62,21803.855,42.279999,8.9335833,0.31138843,103.6482,28.6975,28.864401,25.401199
2014,62,6276.5918,42.279999,8.9335833,0.34902743,103.6482,28.6975,28.864401,25.401199
2014,63,14373.984,50.84,7.1028037,0.2988908,103.9768,3.7643001,3.7519,2.8225
2014,63,7282.7251,50.84,7.1028037,0.30578655,103.9768,3.7643001,3.7519,2.8225
2014,63,22306.57,50.84,7.1028037,0.3188808,103.9768,3.7643001,3.7519,2.8225
2014,64,15906.784,54.82,6.7777982,0.27853116,102.7182,7.5941,7.6356001,6.1248999
2014,64,23284.563,54.82,6.7777982,0.29909572,102.7182,7.5941,7.6356001,6.1248999
2014,64,8410.0156,54.82,6.7777982,0.28480297,102.7182,7.5941,7.6356001,6.1248999
2014,65,15096.621,46.790001,6.8694644,0.3126834,103.5736,12.2987,12.1902,10.1445
2014,65,8723.8291,46.790001,6.8694644,0.32384631,103.5736,12.2987,12.1902,10.1445
2014,65,23214.027,46.790001,6.8694644,0.34488854,103.5736,12.2987,12.1902,10.1445
2015,11,20568.721,86.709999,10.654456,0.27651754,101.5925,539.47742,540.59137,517.45929
2015,11,48457.984,86.709999,10.654456,0.22081532,101.5925,539.47742,540.59137,517.45929
2015,11,52859.176,86.709999,10.654456,0.22436658,101.5925,539.47742,540.59137,517.45929
2015,12,31291.361,82.879997,10.294106,0.29487586,101.7424,95.572304,96.698402,88.950203
2015,12,34101.348,82.879997,10.294106,0.31908455,101.7424,95.572304,96.698402,88.950203
2015,12,18481.629,82.879997,10.294106,0.32206875,101.7424,95.572304,96.698402,88.950203
2015,13,26152.162,51.669998,10.174187,0.2697863,100.7994,35.021599,35.811501,28.1595
2015,13,18118.086,51.669998,10.174187,0.26048923,100.7994,35.021599,35.811501,28.1595
2015,13,11050.514,51.669998,10.174187,0.28572747,100.7994,35.021599,35.811501,28.1595
2015,14,25827.717,55.869999,9.1878538,0.26340047,100.3814,47.4683,47.7896,36.932098
2015,14,9453.9092,55.869999,9.1878538,0.25166747,100.3814,47.4683,47.7896,36.932098
2015,14,17853.674,55.869999,9.1878538,0.28974521,100.3814,47.4683,47.7896,36.932098
2015,15,31194.828,62.09,9.5555859,0.28639403,101.4011,52.498798,53.113602,41.9006
2015,15,11421.707,62.09,9.5555859,0.2935859,101.4011,52.498798,53.113602,41.9006
2015,15,22310.086,62.09,9.5555859,0.28639403,101.4011,52.498798,53.113602,41.9006
2015,15,21966.186,62.09,9.5555859,0.28639403,101.4011,52.498798,53.113602,41.9006
2015,15,10775.891,62.09,9.5555859,0.28388241,101.4011,52.498798,53.113602,41.9006
2015,15,30594.096,62.09,9.5555859,0.28639403,101.4011,52.498798,53.113602,41.9006
