wave,t1,qliangshi,qdaogu,qxiaomai,qyumi,qdoulei,qshulei,qyouliao,qshuiguo
2018,65,1504.23,72.65,571.888,827.57,13.96,11.45,67.8123,1497.85
2019,53,1870.03,534,71.9,920,122.33,168.302,62.5105,860.32
2019,44,1240.8,1075.05,0.15,55.59,11.77,97.41,110.223,1768.62
2019,31,95.8942,88.04,5.7973,1.06,0.2,0.348,0.8057,48.0691
2019,41,6695.36,512.5,3741.77,2247.37,102,64.51,645.451,2589.66
2019,22,3877.93,657.17,1.11,3045.3,77.04,31.44,81.7849,153.946
2019,52,1051.24,423.83,32.98,232.3,29.44,302.87,103.008,441.984
2019,21,2429.95,434.824,1.3783,1884.43,22.8426,31.4046,97.6735,820.702
2019,11,28.7609,0.0986,4.4106,22.8291,0.3752,0.6444,0.306,59.9031
2019,61,1231.13,80.3723,382.043,609.584,28.0532,94.9692,60.0986,2012.79
2019,15,3652.54,136.152,182.67,2722.32,251.647,139.071,228.678,280.408
2019,37,5357,100.676,2552.92,2536.53,53.4879,99.8844,288.954,2840.24
2019,35,493.9,388.789,0.0288,13.4368,11.3737,78.765,22.0346,727.209
2019,63,105.54,,40.29,14.18,3.31,33.03,28.8793,3.686
2019,33,592.149,462.059,32.3776,32.3172,30.5791,33.0038,31.9336,744.111
2019,13,3739.24,48.6531,1462.57,1986.64,30.0754,142.266,119.545,1391.48
2019,14,1361.8,1.7556,226.211,939.37,34.237,60.7929,13.7007,862.666
2019,51,3498.5,1469.82,246.18,1062.14,129.92,543.23,367.353,1136.7
2019,50,1075.15,487.002,6.9138,249.538,40.9477,283.638,65.1898,476.391
2019,45,1332,991.95,0.48,261.21,24.2,48.69,71.629,2472.13
2019,36,2157.45,2048.3,3.04,19.8,29.33,55.95,120.781,693.269
2019,32,3706.2,1959.64,1317.51,311.075,70.2991,23.8601,94.3235,983.6
2019,12,223.253,42.9115,60.4696,115.185,1.0948,0.9855,0.4054,57.4345
2019,62,1162.58,2.1313,281.101,594.136,32.7004,206.854,63.1751,710.092
2019,34,4054,1630.01,1656.89,642.79,100.842,18.195,161.377,706.317
2019,23,7503.01,2663.46,20.3879,3939.82,796.98,53.0498,11.5377,164.965
2019,64,373.15,55.09,34.61,230.47,2.27,39.43,7.6582,258.644
2019,46,144.964,126.5,,,1.6512,16.7984,8.6934,456.146
2019,43,2974.84,2611.5,7.54,220.3,37.34,90.72,239.199,1061.99
2019,65,1527.07,51.62,576.03,858.37,14.8,15.98,66.4104,1604.75
2019,54,103.922,0.4331,19.1896,2.5856,1.792,0.1933,5.7113,2.3818
2019,42,2724.98,1877.06,390.679,307.217,38.9684,106.435,313.95,1010.23
2020,21,2338.83,446.532,1.6649,1793.85,25.6099,29.7334,99.6593,851.289
2020,63,107.42,,37.57,14.79,3.54,31.82,30.2097,2.9121
2020,54,102.873,0.5298,17.6462,2.7515,1.8645,0.2724,5.0845,2.162
2020,42,2727.43,1864.34,400.665,311.544,39.734,106.334,344.454,1066.83
2020,12,228.181,50.2439,62.8612,109.701,0.8958,0.9559,0.3063,56.3908
2020,44,1267.56,1099.58,0.14,58.15,11.76,97.29,113.519,1882.57
2020,37,5446.81,98.7676,2568.85,2595.4,56.6942,114.054,290.946,2938.91
2020,52,1057.63,415.98,33.37,220.34,33.71,319.4,103.395,548.111
2020,22,3803.17,665.432,1.6736,2973.44,72.8152,31.799,81.4109,146.554
2020,62,1202.21,1.6859,268.88,616.827,37.2076,222.822,61.4497,778.956
2020,32,3729.06,1965.7,1333.87,308.303,71.64,25.7723,93.0096,974.166
2020,35,502.317,391.746,0.0214,14.7585,11.9912,82.1537,22.7325,764.576
2020,36,2163.88,2051.2,3.3,20.66,32,55.616,122.702,712.823
2020,13,3795.89,48.9331,1439.3,2051.82,29.3916,148.793,119.518,1424.36
2020,14,1424.27,1.7088,236.495,979.946,30.7232,62.3003,14.3146,909.774
2020,15,3664.1,123.144,170.779,2742.71,256.435,126.07,217.253,238.699
2020,11,30.53,0.1362,4.6185,24.1862,0.3295,0.8456,0.3277,53.8069
2020,33,605.701,465.124,40.7937,25.9051,30.8443,38.8108,32.0926,755.266
2020,31,91.4414,84.658,5.2578,0.8529,0.1496,0.2225,0.7172,43.9445
2020,41,6825.8,513.71,3753.13,2342.37,97.87,96.17,672.567,2563.43
2020,53,1895.86,524.911,69.7,938,123.33,185.027,63.0912,961.58
2020,34,4019.22,1560.51,1671.73,663.249,98.1264,19.22,162.47,741.52
2020,51,3527.43,1475.33,246.74,1064.99,138.81,551.77,392.906,1221.3
2020,61,1274.83,80.5206,413.248,620.161,28.2789,96.51,59.1118,2070.55
2020,50,1081.42,489.191,6.088,251.126,41.4761,286.208,67.0672,514.821
2020,45,1370.02,1013.74,0.6251,273.332,26.601,52.6005,73.8845,2785.74
2020,23,7540.78,2896.15,18.7136,3646.6,931.973,31.9078,12.3411,170.087
2020,43,3015.12,2638.94,7.77,223.248,40.0326,98.16,260.668,1150.75
2020,65,1583.4,41.87,582.09,928.43,10.2,15.79,54.8511,1660.39
2020,46,145.469,126.25,,,1.7753,17.444,7.6891,495.634
2020,64,380.49,49.39,27.79,249.07,1.65,41.5398,6.6535,204.454
2021,21,2538.74,424.625,1.0916,2008.41,26.9084,26.5118,116.182,856.416
2021,64,368.437,40.9967,18.9523,263.392,0.9678,36.1853,4.8192,262.772
2021,42,2764.33,1883.62,399.337,323.535,41.8805,110.57,354.137,1119.38
2021,23,7867.72,2913.73,26.2749,4149.23,731.675,31.6515,13.5817,184.285
2021,43,3074.36,2683.1,7.78,234.11,41.18,101.13,262.995,1193.64
2021,44,1279.87,1104.41,0.0912,60.7969,11.4405,102.721,117.297,1957.79
2021,62,1231.46,1.806,279.748,642.959,35.7598,224.618,58.7861,883.775
2021,63,109.09,,38.73,15.26,3.52,30.18,31.8833,2.9573
2021,54,106.151,0.4475,20.1157,2.9556,1.8545,0.4176,4.5831,3.0113
2021,34,4087.56,1590.43,1699.73,677.457,95.88,18.0651,167.137,778.1
2021,52,1094.86,417.35,33.25,256.57,35.12,303.158,94.8811,653.661
2021,14,1421.25,1.7543,243.372,977.569,21.731,65.3769,15.4558,974.865
2021,15,3840.3,115.299,157.236,2994.25,186.786,124.42,213.887,190.816
2021,13,3825.09,49.6,1469.13,2066.77,22.58,137.81,118.355,1445.08
2021,11,37.7528,0.1746,6.8498,29.0397,0.3965,0.9056,0.5239,48.8447
2021,53,1930.3,491.896,61.9245,992.596,109.147,215.57,63.8898,1142.6
2021,31,93.9615,85.1488,7.3531,0.68,0.1332,0.1391,0.4895,32.6189
2021,22,4039.24,684.669,1.6197,3198.44,62.5565,25.0519,85.7544,164.089
2021,45,1386.54,1017.9,0.63,285.15,26.76,53.096,75.8556,3121.13
2021,50,1092.84,493.049,6.1493,254.558,42.1485,289.309,68.4791,553.181
2021,35,506.419,393.178,0.0185,15.3429,12.1581,84.0615,23.309,810.287
2021,37,5500.75,97.4748,2636.66,2589.52,54.8669,109.068,285.889,3032.59
2021,51,3582.14,1493.4,245.3,1084.7,143.5,559.2,416.602,1290.9
2021,33,620.902,469.121,48.338,25.563,30.0279,43.4767,31.707,722.553
2021,36,2192.33,2073.94,3.23,21.8,33.1354,59.0734,130.906,744.641
2021,41,6544.17,476.11,3802.81,2051.73,78.71,120.13,657.275,2455.34
2021,61,1270.43,72.85,424.6,601.69,31.95,105.91,58.3317,2141.13
2021,32,3746.1,1984.63,1342.22,300.06,70.0784,26.4053,97.8074,969.13
2021,12,249.865,54.7301,72.1629,118.276,0.5532,0.8809,0.3067,49.4274
2021,65,1735.78,41.69,639.75,1012.65,10.77,20.87,34.6031,1659.51
2021,46,146.027,127.108,,,1.3428,17.5754,7.4637,525.666
2022,62,1264.99,1.5035,296.874,664.222,37.4973,222.642,61.3184,965.457
2022,44,1291.54,1108.63,0.1489,63.4074,11.9414,107.007,117.427,2028.38
2022,43,3018.02,2639.88,7.59,225.685,43.3,94.68,276.962,1208.17
2022,65,1813.5,34.6,653.489,1080.51,14.4772,19.6568,37.235,1672.61
2022,21,2484.54,425.555,0.8199,1959.16,27.9064,24.6715,113.379,879.661
2022,64,375.829,23.6554,27.2684,276.633,3.8933,32.5914,4.5447,271.731
2022,23,7763.14,2718,8.4442,4038.42,966.391,23.2621,14.308,189.427
2022,34,4100.13,1583.4,1722.27,663.387,99.9313,20.2139,173.416,798.35
2022,52,1114.64,394.999,28.8561,299.785,45.1373,293.948,105.573,698.871
2022,13,3865.06,48.8752,1474.57,2094.7,28.5776,139.47,115.447,1533.87
2022,54,107.343,0.4791,18.8481,2.8304,1.3201,0.3664,4.6837,3.1418
2022,42,2741.15,1865.78,405.573,312.316,40.2379,109.423,374.193,1143.24
2022,22,4080.79,680.908,1.7408,3257.86,79.9411,18.2614,81.5883,166.018
2022,61,1297.89,73.3339,429.781,616.813,37.1115,104.406,56.3416,2240.78
2022,33,620.97,462.893,55.263,24.1051,30.2421,43.8357,32.9623,704.495
2022,31,95.5712,82.7302,10.7133,0.607,0.1428,0.0951,0.2809,31.9228
2022,41,6789.37,479.15,3812.71,2275.05,88.547,118.225,684.029,2542.03
2022,53,1957.96,464.665,59.5085,1026.17,109.833,234.583,63.4807,1289.05
2022,37,5543.78,90.5871,2641.19,2630.44,59.1795,110.019,273.961,3095.51
2022,14,1464.25,1.4566,245.204,1021.07,24.3009,59.5818,14.9529,1002.77
2022,15,3900.63,90.2121,126.391,3098.36,259.712,111.813,169.984,175.543
2022,32,3769.13,1991.61,1365.74,295.836,73.266,23.2887,96.2523,1002.13
2022,11,45.3566,0.2109,9.561,33.5368,0.913,0.6692,0.8888,38.3336
2022,50,1072.84,485.241,6.278,256.371,43.4472,272.999,70.8492,593.284
2022,35,508.701,393.747,0.0151,15.6481,12.4338,85.1815,23.6108,864.942
2022,36,2151.91,2036.5,3.1,22.1,32.94,56.2,137.463,749.378
2022,46,146.577,127.91,,,1.0736,17.5941,7.4924,563.565
2022,63,107.27,,36.91,14.83,3.48,27.59,30.8888,2.765
2022,12,256.212,52.6192,72.9638,123.825,1.2129,0.9735,0.41,57.8481
2022,51,3510.55,1462.28,249.711,1046.22,145.394,550.404,433.809,1380.5
2022,45,1393.15,1028.07,0.79,280.4,27.25,53.74,76.4794,3402.46
2023,62,1272.9,1.4236,299.173,672.591,36.493,222.103,63.0985,1043.95
2023,23,7788.22,2439.96,7.4621,4378.96,936.411,14.7151,16.515,188.933
2023,54,108.866,0.5009,19.1742,3.0611,1.0662,0.4303,5.0114,3.1265
2023,42,2777.04,1880.42,410.419,318.203,47.3762,111.058,394.874,1191.48
2023,63,116.228,,39.66,15.24,3.67,29.818,32.0535,2.4503
2023,44,1285.19,1096.89,0.213,65.4684,12.3664,109.884,121.013,2127.79
2023,21,2563.4,412.941,0.7882,2057.42,28.9985,23.9441,128.138,928.247
2023,22,4186.5,682.058,1.7067,3376.29,81.5922,17.946,88.3972,157.226
2023,37,5655.28,86.1219,2673.76,2710.07,64.9527,107.678,280.746,3208.16
2023,34,4150.75,1609.8,1740.72,665.053,103.679,20.4019,188.988,828.802
2023,52,1119.68,366.083,27.6498,343.424,45.5938,282.832,110.973,756.67
2023,35,510.965,394.637,0.017,16.344,12.4667,86.082,24.379,914.342
2023,14,1478.09,1.4866,247.076,1035.14,24.3107,60.3717,17.9349,1082.78
2023,15,3957.84,82.0852,132.461,3179.56,255.725,130.112,206.185,213.257
2023,53,1974,455.538,55.4207,1049.26,104.129,241.275,68.4527,1380.88
2023,33,638.791,485.266,66.4312,12.161,28.7579,42.5736,35.5702,733.356
2023,31,101.863,86.5194,12.9393,0.4748,0.1436,0.0651,0.6487,31.6683
2023,13,3809.92,48.8534,1485.56,2014.28,29.8056,154.126,118.275,1563.24
2023,11,47.7798,0.179,13.3939,31.6162,0.9793,1.1822,1.0253,41.7656
2023,51,3593.76,1480.77,265.934,1097.21,163.088,526.521,438.641,1490.35
2023,45,1395.36,1030.35,0.98,278.183,27.7559,55.2408,80.7538,3553.21
2023,50,1095.9,492.001,6.2439,258.576,46.4435,283.669,77.4617,645.93
2023,61,1323.66,73.4844,416.63,637.805,38.7764,118.358,60.6281,2335.53
2023,32,3797.7,2003.25,1373.53,298.848,79.7906,22.3479,103.424,1015.18
2023,36,2198.31,2070.73,3.46,26.46,37.387,58.96,148.133,798.99
2023,41,6624.27,479.22,3549.73,2365.7,95.895,118.62,703.045,2561.65
2023,43,3068.01,2665.32,7.71,239.854,47.4844,100.648,293.146,1266.09
2023,12,255.729,51.8131,74.4723,120.684,1.323,1.692,0.419,42.3376
2023,65,2119.16,38.2952,702.842,1321.42,22.9433,23.2719,43.1904,1733.76
2023,64,378.801,16.2024,23.4497,294.886,3.7642,29.9916,4.6059,310.529
2023,46,147.019,128.124,,,0.9349,17.9597,7.9327,592.601
2024,50,1100.73,492.072,6.1174,261.002,47.1548,285.426,79.7992,681.456
2024,41,6719.37,473.99,3785.31,2238.63,86.2107,120.199,704.866,2619.83
2024,23,8001.72,2471.61,9.8735,4584.94,911.979,14.1685,19.5642,191.276
2024,34,4184.3,1630.87,1759.22,657.584,104.439,20.722,189.521,853.664
2024,33,650.188,492.188,71.7918,9.069,28.3182,44.8721,36.2426,745.084
2024,14,1468.66,1.6209,248.233,1025.73,22.9564,60.0789,19.6219,1109.05
2024,12,270.599,53.4998,79.9357,128.964,1.2192,2.3478,0.487,52.8812
2024,36,2196.04,2065.54,3.92,28.23,39.3242,57.986,151.309,822.679
2024,15,4100.45,84.7793,107.118,3276.18,259.778,169.77,211.353,201.561
2024,53,1993.46,452.864,56.4294,1075.77,105.764,234.221,71.2247,1486.64
2024,54,112.949,0.4836,18.7552,3.0816,1.1798,0.3096,5.0932,4.0119
2024,31,98.2929,81.8174,14.9239,0.4154,0.1366,0.0391,0.6607,31.5945
2024,44,1313.43,1123.56,0.3746,65.5505,12.4722,111.217,123.153,2190.29
2024,52,1146.11,379.471,25.9814,372.629,43.643,273.272,116.252,799.231
2024,46,142.382,123.796,,,0.7875,17.7984,8.0059,617.661
2024,61,1352.29,73.9078,425.046,662.231,38.2783,109.483,62.8486,2453.29
2024,32,3810.1,1996.03,1398.31,295.176,79.3311,22.1436,106.109,1023.53
2024,43,3078.1,2675.13,7.4613,240.552,47.8981,100.063,302.149,1325.73
2024,65,2330.22,36.0454,703.148,1508.54,23.7631,42.4172,49.8096,1752.56
2024,45,1403.77,1034.97,1.1772,280.341,27.9225,56.6841,84.3516,3721.52
2024,62,1296.11,1.3383,302.959,684.941,37.6032,230.74,67.3918,1102.94
2024,13,3908.77,48.5872,1499.25,2097.58,30.9636,154.273,128.81,1625.13
2024,21,2500.33,398.413,0.6897,2002.06,29.985,27.1341,132.516,967.216
2024,11,57.6275,0.216,16.0642,39.5084,0.3199,0.9069,0.9946,43.9604
2024,35,514.384,397.681,0.0157,16.9911,12.4243,85.8581,24.8925,964.734
2024,37,5710.2,86.295,2716.15,2722.7,64.1155,108.468,284.3,3324.57
2024,42,2785.34,1889.25,410.475,315.239,47.5639,112.871,406.407,1231.09
2024,64,385.924,19.2078,24.269,299.321,3.0264,29.3144,5.3628,272.164
2024,63,118.25,,38.01,15.96,5.07,31.34,33.5719,3.616
2024,51,3633.81,1491.87,278.012,1123.2,162.799,519.068,460.823,1597.36
2024,22,4265.97,676.383,0.9144,3459.56,86.3635,15.1849,91.1974,149.486
