wave,t1,qroulei,qzhurou,qniurou,qyangrou,qnailei,qqindan
2010,12,42.611,27.969,3.099,1.502,69.341,18.738
2010,13,416.712,245.192,58.081,29.305,449.081,339.084
2010,15,238.657,71.893,49.708,89.2,945.684,49.999
2010,41,638.37,408.291,83.046,25.2,307.889,388.593
2010,43,494.789,412.412,16.271,10.6,7.795,91.735
2010,50,192.459,147.555,6.272,2.445,7.982,37.218
2010,53,321.373,242.526,29.891,12.903,54.148,20.796
2011,13,418.176,246.6,54.461,28.412,466.936,339.837
2011,14,71.296,52.2,4.5,5.55,75.88,71
2011,22,243.91,121.99,43.395,3.902,46.026,95.29
2011,31,27.588,19.12,,0.55,29.08,6.3
2011,45,391.078,239.787,14.267,3.212,8.883,20.995
2011,12,42.92,27.6,3.08,1.49,69.391,18.67
2011,32,375.923,215.86,3.578,7.32,59.17,194.863
2011,41,641.652,406.4,82,24.8,321.138,390.5
2011,62,83.753,45.81,16.14,15.43,37.686,14.2
2011,64,25.239,7.32,7.48,7.85,96,7.29
2011,65,119.982,22.5,33.761,46.436,133.908,25.605
2011,15,237.423,71.3,49.73,87.23,931.441,52.52
2011,21,408.172,225.9,42,7.91,131.984,277.4
2011,35,182.957,146.603,2.351,1.898,15.793,25.222
2011,37,711.053,346.9,66.23,32.486,278.951,401.187
2011,46,71.639,42.2,2.354,1.111,0.19,3.324
2011,51,651.167,484.8,28.929,23.9,71.723,144.846
2011,11,44.416,24.215,2.097,1.294,63.976,15.146
2011,50,196.28,148.55,6.65,2.61,8,37.42
2011,52,179.973,148.29,12,3.37,4.85,13.65
2011,23,201.209,116.9,39.335,11.753,550.36,105.413
2011,33,175.952,135.83,1.15,1.84,19.914,47.17
2011,34,375.468,233.071,17.82,14.179,22.518,119.654
2011,36,295.599,224.1,11.7,1.09,12.253,44.5
2011,43,489.476,406.1,16.2,10.23,8.1,93.5
2011,44,434.681,270.965,6.559,0.925,14.513,34.843
2011,54,26.135,1.36,14.775,8.63,29.818,0.333
2011,63,28.84,9.16,8.7,9.94,28.447,1.76
2011,42,381.929,290.54,18.171,8.023,34.776,137.03
2011,53,324.358,243.86,30.691,13.03,56.615,21.65
2011,61,99.599,77.3,7.39,6.7,182.369,50.3
2012,11,43.192,23.94,2.17,1.21,65.05,15.24
2012,15,245.752,73.938,51.172,88.626,930.651,54.463
2012,32,396.518,228.84,3.473,7.61,61.298,197.201
2012,41,677.354,432.5,80.442,24.75,330.431,404.168
2012,22,259.959,132.725,44.957,4.085,49.8,100.245
2012,37,764.164,376.696,66.959,33.104,294.091,401.989
2012,50,201.208,150.73,7.05,2.79,7.73,40.05
2012,51,670.231,496.435,29.276,24.02,72.226,146.439
2012,23,216.195,128.356,39.69,12.106,564.99,108.154
2012,34,397.736,249.67,18.127,14.591,24.087,122.645
2012,42,412.27,317.27,18.942,8.151,15.739,139.36
2012,43,515.266,427.6,16.8,10.302,8.5,95.183
2012,63,30.473,9.444,9.561,10.387,29.354,2.01
2012,35,200.847,155.551,2.451,1.963,15.388,25.358
2012,21,418.704,230.192,43.2,7.886,130.203,279.897
2012,52,190.269,156.13,13.04,3.53,5.1,14.65
2012,54,25.194,1.455,15.055,8.509,31.6,0.429
2012,61,107.093,83.45,7.501,6.854,189.075,51.859
2012,62,87.814,48.6,16.721,15.9,38.588,14.7
2012,64,26.527,7.667,7.906,8.454,103.488,6.18
2012,14,77.395,56.324,4.887,5.933,80.989,74.692
2012,44,443.211,276.39,6.683,0.878,13.929,31.805
2012,45,411.034,252.496,13.856,3.247,9.357,21.816
2012,12,45.8,29.2,3.26,1.47,68.168,18.66
2012,13,442.911,259,55.3,28.7,478.963,342.556
2012,31,25.796,18.738,0.007,0.567,30.18,5.9
2012,46,79.53,48.12,2.51,1.03,0.226,3.58
2012,65,134.231,30.15,36.158,48.015,136.318,25.887
2012,33,180.786,139.71,1.15,1.67,19.273,48.14
2012,36,311.104,237.3,12.1,1.1,12.6,45.791
2012,53,348.679,264.08,31.857,13.551,57.996,22.126
2013,11,41.7957,24.63,2.05,1.1937,61.46,17.5
2013,14,83.206,61.1676,5.1998,6.1999,87.2119,79.8457
2013,22,262.655,136.309,45.0471,4.244,48.3415,97.7
2013,54,26.8248,1.4974,15.9436,8.5669,32.9731,0.4685
2013,62,91.0108,50.787,17.16,16.569,39.1459,14.5
2013,23,221.281,133.362,39.7293,11.8246,522.52,102.701
2013,34,403.826,253.415,18.1451,14.9986,25.3393,124.534
2013,46,82.8534,50.48,2.6179,1.06,0.226,3.81
2013,43,519.226,430.593,18.1944,10.7,8.9,95.6
2013,63,31.8077,9.9026,10.277,10.5297,28.7436,2.26
2013,12,46.4807,29.82,3.28,1.4881,68.53,18.89
2013,13,448.782,265.286,52.3,29.0514,465.656,346.06
2013,53,359.401,275.964,31.7963,13.9998,59.3017,23.24
2013,64,27.3718,7.0923,8.67,9.0366,104.19,7.44
2013,32,383.229,229.862,3.1913,7.7902,59.8912,197.874
2013,45,420.023,261.337,14.3312,3.2407,9.5566,22.7146
2013,51,690.394,510.832,31.0909,24.5479,71.1208,145.2
2013,15,244.9,73.35,51.7862,88.8029,778.555,55.09
2013,35,211.205,157.746,2.6406,2.0743,15.303,25.0392
2013,37,774.771,392.894,67.8959,33.6873,281.222,396.207
2013,50,207.85,154.95,7.62,2.9881,6.8003,41.09
2013,52,199.735,163.73,14.131,3.5068,5.4519,15.44
2013,65,139.397,31.3259,37.8234,49.7143,139.186,28.17
2013,33,174.268,138.76,1.1259,1.6934,18.2133,43.09
2013,36,321.935,245.123,12.6929,1.12,12.2472,46.1214
2013,61,112.565,88.343,7.5225,7.0385,188.548,55.4
2013,21,420.12,233.645,43.2432,8.0506,125.743,276.818
2013,31,23.7538,18.33,,0.5566,26.5286,5.6601
2013,41,699.051,454.125,80.5608,24.7585,328.766,410.233
2013,42,430.08,330.595,20.1727,8.216,15.7848,145.05
2013,44,435.228,277.772,6.9707,0.8883,14.0608,32.31
2014,22,261.967,140.351,45.9903,4.4984,49.8339,98.4885
2014,31,23.3572,18.83,0.05,0.54,27.05,5.23
2014,42,440.442,339.601,21.8739,8.6122,16.41,155.06
2014,43,546.524,458.1,18.9,11.1,9.3,97.9
2014,54,26.3873,1.5419,16.0436,7.8806,34.3227,0.4767
2014,21,429.213,240.3,42.75,8.9,134.47,279.3
2014,53,378.523,292.383,33.5769,14.5528,64.6011,24.26
2014,13,468.128,281.218,52.4046,30.4386,496.123,362.713
2014,23,230.198,142.564,40.5998,11.855,560.137,98.1651
2014,33,157.138,127.008,1.17,1.69,15.9035,39.03
2014,34,414.018,264.8,17.8911,15.4949,27.8707,122.529
2014,37,770.243,406.8,66.6059,36.0117,289.59,388.024
2014,32,379.458,232.35,3.267,8.01,60.722,194.58
2014,41,719.001,478,82.1,25.4,342.372,404
2014,45,420.019,266.289,14.3759,3.2397,9.6544,22.1623
2014,50,214.206,158.54,8.3591,3.37,5.69,43.21
2014,51,714.745,527.177,33.3703,25.3085,71.3,145.345
2014,62,95.473,52.7,18.06,17.91,40.2774,15.45
2014,63,33.3901,10.53,10.61,10.92,31.2584,2.18
2014,64,28.5068,7.6514,8.7941,9.514,135.74,8.3032
2014,61,116.746,91.8,7.6812,7.4884,192.313,54.5
2014,11,39.2952,24.01,1.7,1.17,59.48,19.65
2014,14,87.4793,64.1649,5.8,6.7,97.1905,83.6647
2014,35,213.712,151.123,2.8505,2.2165,15.3614,25.4224
2014,44,429.434,282.64,6.9744,0.8981,13.8108,32.9669
2014,46,79.4891,48.57,2.59,1.092,0.23,3.79
2014,52,201.805,165.55,14.68,3.7523,5.71,16.2
2014,12,46.436,29.87,3.36,1.57,68.905,19.42
2014,36,339.823,259.768,13.1262,1.1369,12.85,47.81
2014,65,149.254,33.8553,39.1576,53.6103,155.645,30.5199
2014,15,252.327,73.3,54.5309,93.3319,797.084,53.54
2015,13,462.452,275.031,53.1907,31.6726,480.935,373.594
2015,22,261.138,136,46.5881,4.7863,52.8446,107.294
2015,31,20.3237,16.12,0.05,0.564,27.69,4.89
2015,36,336.458,253.534,13.6118,1.16,13,49.28
2015,43,540.142,448.022,19.8828,11.6,9.7,101.5
2015,46,78.0414,45.7863,2.5589,1.035,0.23,4.383
2015,54,28.0241,1.528,16.5089,8.2297,35.0053,0.4796
2015,51,706.795,512.417,35.3725,26.3491,67.493,146.653
2015,11,36.4107,22.4782,1.5461,1.1955,57.2155,19.58
2015,14,85.573,60.2508,5.8754,6.9041,92.7397,87.2404
2015,15,245.714,70.8078,52.895,92.5918,812.238,56.4
2015,41,711.07,467.962,82.6,25.9,352.297,410
2015,42,433.317,331.451,22.9899,8.8103,16.85,165.29
2015,52,201.944,160.749,16.76,4.2,6.2105,17.33
2015,65,153.183,33.0766,40.4498,55.4331,163.826,32.64
2015,21,429.366,227.12,40.27,8.45,142.563,276.5
2015,35,216.554,134.53,3.0727,2.3636,15.3727,25.5126
2015,37,774.011,397.444,67.8714,37.0921,284.902,423.9
2015,50,213.816,156.15,8.8356,3.81,5.4453,45.36
2015,63,34.7439,10.3194,11.49,11.5576,32.7111,2.26
2015,64,29.2217,7.0833,9.7467,10.1114,136.531,8.7764
2015,33,131.117,103.33,1.2,1.8,16.5036,33.3
2015,44,424.246,274.15,6.9732,0.9081,12.9493,33.8361
2015,32,369.428,225.844,3.2245,8.1382,59.591,196.23
2015,45,417.27,258.811,14.3785,3.2393,10.0566,22.8805
2015,62,96.3482,50.8,18.8,19.63,39.934,15.29
2015,12,45.7536,29.2129,3.3936,1.61,68,20.2
2015,23,228.66,138.43,41.5796,12.319,574.392,99.9186
2015,34,419.383,259.107,16.1914,16.5796,30.6299,134.66
2015,53,378.306,288.582,34.282,14.9835,62.5323,25.9825
2015,61,116.232,90.42,7.9,7.8103,189.923,58.055
2016,12,45.5155,29.1787,3.4547,1.6181,68.0167,20.6311
2016,37,777.511,383.533,66.9891,38.3903,276.802,440.592
2016,42,425.239,322.17,23.1738,8.8876,16.86,167.77
2016,50,210.85,151.309,9.17,4.12,5.4534,47.39
2016,52,199.282,154.962,17.85,4.4982,6.3945,18.3
2016,15,258.894,72.0823,55.5926,98.9806,741.345,58
2016,21,430.919,219.171,41.5989,8.7,144.235,287.6
2016,32,355.626,216.359,3.11,8.26,59.011,198.5
2016,54,27.7169,1.5433,16.1787,8.2297,34.7049,0.4796
2016,64,30.8866,7.4659,10.4239,10.5235,139.465,9.6553
2016,13,457.671,265.405,54.2545,32.3656,448.042,388.538
2016,46,76.3342,42.856,2.5973,1.0949,0.2231,4.83
2016,51,696.294,494.482,36.8582,26.8873,62.7684,148.12
2016,41,697.025,450.647,83.013,26.4439,336.592,422.5
2016,11,30.372,21.8417,1.3601,1.1641,45.6953,18.3334
2016,14,84.4269,57.5239,5.9165,7.4289,95.8782,89.0453
2016,44,415.492,264.384,7.0731,0.889,12.9771,33.3273
2016,61,111.724,85.899,8.028,7.9946,189.14,59.32
2016,23,231.16,138.153,42.5359,12.81,548.589,106.25
2016,36,330.898,242.885,14.41,1.26,13.45,51.68
2016,22,260.406,130.56,47.1006,4.8141,53.3754,114.441
2016,33,118.088,90.73,1.28,1.9134,15.3327,30.8493
2016,43,529.822,434.8,20.3998,11.9712,10.1,104.7
2016,63,36.0449,10.5051,12.181,11.9816,34.223,2.3929
2016,31,17.4133,13.54,0.0533,0.5,26.04,3.5
2016,34,411.39,244.856,16.4916,17.347,32.6821,139.549
2016,35,225.643,136.003,3.2112,2.523,15.8641,27.8487
2016,45,411.192,249.753,14.715,3.2646,9.6644,23.0873
2016,53,375.632,283.677,35.2419,15.1334,64.1144,26.44
2016,62,97.3229,48.9712,20.02,21.05,40.6793,15.057
2016,65,160.969,33.9035,42.4791,58.3156,164.39,36.1286
2017,13,474.246,291.47,55.6,30.1,388.326,383.722
2017,36,326.053,249.49,12.0468,1.9698,9.4942,45.6581
2017,44,444.081,277.964,4.0798,1.9639,13.9226,38.504
2017,51,653.817,472.23,33.3109,27.2368,63.7852,144.5
2017,53,419.153,320.161,35.82,18.1479,64.5232,30.3191
2017,63,35.3037,8.67,12.86,12.68,33.1908,2.46
2017,65,159.853,35.8024,43.04,58.2414,200.306,37.3738
2017,34,415.185,242.68,8.0743,16.5143,29.8412,154.7
2017,52,206.465,160.1,19.06,4.81,4.4065,18.69
2017,62,99.1379,49.882,20.961,22.758,41.0446,13.8305
2017,14,93.3211,62.6692,5.9098,8.5552,78.0864,101.871
2017,22,256.131,136.143,38.0281,4.8671,34.4096,120.984
2017,33,114.696,83.31,1.32,2.36,14.3433,35.85
2017,37,866.006,427.441,75.9289,36.0278,231.316,444.778
2017,43,543.25,449.6,17,14.9376,6.051,103.2
2017,61,113.409,85.8342,8.333,9.8,156.934,60.0824
2017,21,385.388,220.9,25.1104,7.02,120.714,270.433
2017,23,260.294,159.308,43.8974,12.8997,468.407,113.807
2017,31,17.5805,14.57,0.1379,0.346,36.37,3.38
2017,32,342.322,214.3,2.931,7.991,49.0453,183.39
2017,45,420.18,254.967,11.7072,3.3234,8.1419,24.1977
2017,54,32.0659,1.14,22.54,6.35,42.0302,0.5
2017,42,435.348,339.287,15.7593,9.6712,12.7577,168.166
2017,46,78.674,44.4,1.8479,1.1485,0.4993,4.75
2017,50,180.56,129.97,7.2883,6.8,5.059,40.31
2017,64,33.4626,8.908,10.9179,9.906,160.066,15.2712
2017,11,26.3925,19.2182,1.4744,1.0558,37.4213,15.6847
2017,12,36.1411,22.5863,3.3905,1.4239,52.05,18.9889
2017,15,265.163,73.524,59.4841,104.128,559.63,53.2092
2017,35,264.912,128.371,1.7248,1.9355,13.5356,46.4981
2017,41,655.839,466.9,35.0398,26.1,212.867,401.182
2018,45,426.842,263.891,12.316,3.3662,8.8665,22.3149
2018,63,36.5322,9.15,13.18,13.12,33.5024,2.33
2018,32,328.484,205.5,2.82,7.79,50.029,177.957
2018,36,325.676,246.32,12.45,2.1,9.63,46.96
2018,46,79.8616,45.63,1.9305,1.147,0.19,4.66
2018,51,664.739,481.203,34.4688,26.3065,64.268,148.803
2018,62,101.208,50.6,21.4,23.6,41.1043,14.1
2018,13,466.695,286.253,56.4645,30.5414,391.134,377.966
2018,14,93.0908,62.462,6.4991,8.1299,81.6896,102.577
2018,15,267.322,71.8,61.4346,106.338,571.84,55.2
2018,31,13.4533,11.27,0.02,0.26,33.44,3.16
2018,33,104.56,73.95,1.24,2.29,15.7681,31.49
2018,34,421.74,243.893,8.7041,17.1419,30.7961,158.258
2018,50,182.252,132.16,7.2,6.76,4.89,41.46
2018,22,253.597,126.985,40.6595,4.6182,39.0148,117.114
2018,35,256.055,113.117,1.9369,2.0441,14.3097,44.3238
2018,53,427.157,323.81,36.0206,18.6352,65.6514,32.7183
2018,65,161.953,38.0994,41.9673,59.3783,201.672,37.2716
2018,54,28.3957,1.0452,20.86,5.8641,40.7929,0.4931
2018,12,33.886,21.2433,2.854,1.1802,48.0413,19.4095
2018,21,377.12,210.1,27.5,6.6,132.604,297.2
2018,37,854.695,421.03,76.3845,36.7844,232.521,447.002
2018,41,669.41,479.039,34.8,26.9003,208.896,413.606
2018,52,213.732,164.84,19.9,5.03,4.5802,20.03
2018,64,34.1382,8.8399,11.5158,9.9049,169.369,14.377
2018,11,17.4654,13.5325,0.9428,0.5987,31.0551,11.2471
2018,23,247.549,149.909,42.56,12.458,458.5,108.5
2018,42,430.947,333.18,15.8221,9.7485,12.81,171.53
2018,43,541.719,446.8,17.9,14.9,6.2,105.4
2018,44,449.899,281.516,4.0726,1.9688,13.8958,39.2407
2018,61,114.451,86.5669,8.2367,9.5674,159.727,61.5845
2019,53,405.87,287.543,39.0139,20.0275,66.7437,35.7997
2019,44,412.125,221.935,4.0755,1.9728,13.9369,41.4775
2019,31,10.8191,8.91,0.01,0.21,29.74,2.89
2019,41,560.418,344.429,36.2173,28.1064,208.546,442.423
2019,22,243.217,108.279,41.8594,4.7317,39.9721,121.525
2019,52,205.871,150.32,21.51,4.9797,5.29,22.95
2019,21,367.887,189.4,29.6,6.81,134.739,307.9
2019,11,5.1425,2.2865,0.7472,0.3836,26.4135,9.6213
2019,61,109.535,80.94,8.4947,9.25,159.662,64.1095
2019,15,264.563,62.568,63.778,109.791,582.919,58.1
2019,37,704.015,254.723,73.3291,36.8579,234.492,450.131
2019,35,255.151,103.033,2.1381,2.2184,14.9851,48.5806
2019,63,37.4075,7.7,14.6298,13.9305,35.4512,2.34
2019,33,94.2703,60.16,1.3,2.27,15.5178,33.57
2019,13,433.398,241.884,57.1985,30.9995,433.806,385.903
2019,14,91.0168,56.778,6.6078,8.0326,92.2888,111.398
2019,51,559.53,353.449,36.4335,27.0807,66.768,161.703
2019,50,163.805,112.072,7.26,6.77,4.19,43.52
2019,45,380.038,192.113,12.4084,3.4625,8.7069,25.0887
2019,36,299.788,206.75,13.14,2.31,7.28,57.17
2019,32,274.533,146.212,2.9324,6.4865,62.3597,212.303
2019,12,30.4327,15.6351,2.5289,0.8498,47.3677,19.3631
2019,62,101.673,47.9688,22.7482,25,44.7082,15.1
2019,23,237.101,135.23,45.4932,12.72,467.019,114.25
2019,34,402.834,197.798,9.4879,18.8275,33.7551,168.703
2019,64,33.5271,7.8159,11.4558,10.4065,183.441,13.8601
2019,46,67.065,29.4692,2.2137,1.1899,0.2264,4.751
2019,43,459.419,348.504,19,15.9,6.3,114.7
2019,65,170.747,37.6189,44.5235,60.3241,209.433,40.4602
2019,54,28.3754,0.83,21.1506,5.7713,48.1638,0.5366
2019,42,349.204,242.955,15.9946,9.8528,13.38,178.75
2020,21,378.185,183.529,31,6.86,137.056,331.9
2020,63,37.0414,3.7431,19.228,13.3175,36.94,1.402
2020,54,28.3109,0.8872,21.1736,5.7281,49.1653,0.7067
2020,42,307.439,203.839,15.4,8.86,13.3893,193.089
2020,12,29.608,15.3544,2.6733,0.8727,50.068,20.8297
2020,44,400.993,192.417,4.2181,1.9167,15.1696,44.627
2020,37,728.02,271.025,59.7038,34.0199,241.568,480.915
2020,52,207.859,146.261,23.1017,4.9835,5.253,26.1607
2020,22,237.364,105.031,38.695,5.1877,39.3069,121.951
2020,62,110.205,49.168,24.9,27.6,58.3996,19.8
2020,32,268.209,140.656,2.6421,6.2508,62.9545,231.862
2020,35,259.391,103.754,2.4583,2.2849,17.4773,53.6589
2020,36,285.179,180.699,15.203,2.58,9.1254,61.21
2020,13,419.175,226.887,55.5712,31.3198,488.282,389.709
2020,14,102.652,62.7965,7.3659,8.5848,117.36,108.751
2020,15,267.952,61.3543,66.2545,112.975,617.866,60.4377
2020,11,3.527,1.4176,0.448,0.2225,24.2361,9.7393
2020,33,90.1028,54.2042,1.3871,2.1837,18.3894,33.17
2020,31,9.2609,7.16,0.25,0.239,29.09,2.88
2020,41,544.053,324.797,36.7095,28.6439,214.717,449.423
2020,53,417.406,291.569,40.9412,20.7744,73.1016,41.7494
2020,34,396.032,183.358,9.9243,20.662,37.6414,184.224
2020,51,597.827,394.802,37.0332,27.2986,68.043,167.925
2020,61,107.087,77.7024,8.7,9.71,161.497,64.21
2020,50,161.203,108.822,7.3643,6.8165,3.2123,45.7206
2020,45,380.358,174.054,13.6182,3.6446,11.1801,26.7019
2020,23,253.178,143.885,48.3066,13.3814,500.969,117.35
2020,43,454.951,337.7,20.5,16.1,5.6035,118.8
2020,65,173.676,37.5131,43.9878,56.9811,206.888,40.1565
2020,46,58.3667,20.93,2.25,1.221,0.2611,4.841
2020,64,33.768,8.0116,11.4365,11.0923,215.346,13.86
2021,21,435.406,238.771,31.496,6.8668,139.253,325.262
2021,64,35.3341,9.12,11.83,11.47,280.515,12.87
2021,42,425.511,317.989,15.84,9.65,9.6093,196.721
2021,23,300.423,184.764,50.6808,14.9657,500.997,109.782
2021,43,562.046,443.063,21.3,17.5,5.7,117.9
2021,44,457.417,263.227,4.3739,1.9648,17.2975,43.6626
2021,62,135.293,64.0659,27.0165,33.5,67.5367,22.3
2021,63,40.0324,5.96,21.2469,12.32,35.6153,1.37
2021,54,27.3554,1.3386,20.5102,5.1043,53.7171,0.7075
2021,34,456.311,238.733,11.15,21.881,47.5559,177.1
2021,52,228.23,166.214,23.5937,4.8803,4.9153,27.6962
2021,14,135.378,88.4174,8.9643,10.3876,135.733,112.34
2021,15,277.316,67.3899,68.7099,113.655,680.04,61.5577
2021,13,464.342,265.685,55.849,33.8794,501.854,386.833
2021,11,4.4181,2.629,0.4297,0.1945,25.8475,9.3501
2021,53,488.059,360.379,42.01,21.14,72.5105,41.72
2021,31,9.1443,7.1457,0.2194,0.2891,29.359,2.5922
2021,22,274.647,142.422,40.8454,7.6311,32.751,104.718
2021,45,440.966,245.242,14.0267,4.0153,13.0858,27.0757
2021,50,196.592,142.012,7.63,6.93,3.0714,47.87
2021,35,286.537,124.336,2.5591,2.297,19.9742,55.9126
2021,37,819.263,355.856,61.3,33.01,288.371,455.427
2021,51,664.041,460.503,36.8631,27.0794,68.3507,169.237
2021,33,456.311,238.733,11.15,21.881,47.5559,177.1
2021,36,344.955,238.523,16.71,2.8741,8.3532,62.62
2021,41,646.815,426.783,35.5348,28.8731,216.82,446.423
2021,61,127.973,97.6,8.95,10.15,161.899,63.4
2021,32,306.513,175.161,2.793,6.5663,64.8825,230.264
2021,12,30.4973,17.0732,2.7858,1.0406,51.8136,19.1506
2021,65,198.733,49.852,48.4997,60.4379,221.919,40.9834
2021,46,66.8739,30.52,2.13,1.11,0.1,5.02
2022,62,142.647,67.9099,27.1786,36.515,92.6727,21.63
2022,44,481.008,279.81,4.5314,2.005,19.8909,47.1993
2022,43,580.857,457.9,21.6,18.2,7.2,117.5
2022,65,204.686,57.0063,49.3745,60.7226,231.46,38.2156
2022,21,446.205,242.567,32.3464,6.6617,135.117,315.829
2022,64,36.7682,9.0338,12.4688,12.4794,342.503,13.2118
2022,23,312.531,191.786,52.6664,15.2266,501.868,107.836
2022,34,475.342,248.282,11.6629,22.4937,50.7369,186.663
2022,52,241.027,178.846,22.8387,4.6758,3.7291,33.5678
2022,13,478.834,273.389,58.083,36.8946,549.312,398.438
2022,54,28.6332,1.7853,21.3512,5.1038,57.789,1.0866
2022,42,441.157,331.686,16.2609,10.5264,9.1841,207.956
2022,22,291.036,150.112,44.3173,8.3179,29.3715,95.8452
2022,61,132.089,101.555,8.9266,10.2005,170.46,63.62
2022,31,9.5439,8.2698,0,0.2419,30.2152,4.6377
2022,33,108.49,71.4081,1.52,2.43,19.6538,31.71
2022,41,660.036,434.892,36.7075,29.0463,217.798,456.244
2022,53,521.599,393.174,43.6064,21.7206,70.2173,43.2803
2022,37,844.508,368.394,60.4028,33.7032,304.493,438.091
2022,14,143.199,92.3962,9.0988,11.1667,143.141,117.957
2022,15,284.053,73.6572,71.8706,110.245,740.849,62.5857
2022,32,318.062,179.365,2.8908,7.1901,68.7825,233.39
2022,11,4.3263,2.7807,0.4326,0.1862,26.2167,8.7324
2022,50,205.266,149.965,7.95,6.89,3.1925,50.5
2022,35,296.296,128.066,2.6911,2.3264,22.0521,59.8265
2022,36,359.897,249.89,17.1278,3.127,7.915,68.3726
2022,46,69.2039,33.8613,2.02,1.0698,0.2766,5.9186
2022,63,40.9811,6.3047,21.8843,12.3816,35.3019,1.4919
2022,12,29.4976,16.6823,2.9289,1.0413,51.1331,20.219
2022,51,685.723,478.002,38.5839,27.4314,70.829,175.499
2022,45,454.937,262.654,14.9385,4.3124,13.1242,29.323
2023,62,157.44,72.7,29.76,40.9,102.765,23.5
2023,23,328.48,201.8,55.24,15.56,504.302,107.362
2023,54,31.34,1.71,23.75,5.53,64.2964,1.4478
2023,42,457.91,347.25,17.19,10.52,8.9885,216.251
2023,63,41.4,5.16,22.84,13,33.9436,1.7294
2023,44,507.46,298,4.43,1.94,20.3246,49.9099
2023,21,473.71,249.1,32.05,6.79,136.033,311.798
2023,22,309.43,158.52,49.06,9.02,30.8864,95.7483
2023,37,910.09,382.76,58.23,32.81,318.29,462.186
2023,34,497.1,262.37,11.72,22.01,53.6285,206.263
2023,52,246.88,184.57,22.15,4.84,3.7063,38.757
2023,35,311.41,135.47,2.81,2.31,25.4208,69.1302
2023,14,154.99,99.55,10.23,11.95,147.458,126.74
2023,15,291.24,75.67,77.84,108.8,794.935,67.2077
2023,53,536.06,405.36,44.74,22.29,73.8651,46.5609
2023,31,12.16,10.74,0.01,0.23,30.6788,3.5546
2023,33,119.9,80.78,1.52,2.47,20.929,36.29
2023,13,495.01,283.32,59.38,37.47,574.293,404.617
2023,11,4.23,2.7,0.5,0.2,26.5,9.1
2023,51,697.09,489.7,39.07,27.06,72.0611,181.115
2023,45,478.94,276.05,15.25,4.35,13.7856,33.3608
2023,50,215.82,158.21,8.51,6.89,3.0546,53.08
2023,61,135.66,104.5,8.97,10.36,163.899,65.2
2023,32,331.72,191.35,3.3,6.48,72.8773,235.257
2023,36,369.07,257.39,17.79,3.18,6.3438,73.2
2023,41,679.15,465.33,37.99,27.3,241.784,441.188
2023,43,582.59,461.8,20.4,16.9,8.0282,119.6
2023,12,31.51,17.36,3.17,1.13,54.1163,23.1726
2023,65,222.62,64.39,58.38,62.78,243.209,39.8558
2023,64,41.41,8.59,14.42,15.11,430.627,12.6962
2023,46,76.38,42.12,2,1.09,0.2892,7.1095
2023,11,4.2342,2.7,0.5,0.2,26.5,9.1
2023,12,31.5132,17.356,3.1748,1.125,54.1163,23.1726
2023,13,495.006,283.323,59.3768,37.4679,574.293,404.617
2023,14,154.991,99.5468,10.2297,11.9546,147.458,126.74
2023,15,291.237,75.6665,77.8421,108.802,794.935,67.2077
2023,21,473.709,249.105,32.0464,6.7865,136.033,311.798
2023,22,309.429,158.519,49.0592,9.0193,30.8864,95.7483
2023,23,328.484,201.804,55.2352,15.5607,504.302,107.362
2023,31,12.1644,10.7389,0.0083,0.2274,30.6788,3.5546
2023,32,331.724,191.349,3.2955,6.483,72.8773,235.257
2023,33,119.904,80.78,1.52,2.47,20.929,36.29
2023,34,497.103,262.373,11.7215,22.0063,53.6285,206.263
2023,35,311.41,135.469,2.8086,2.3106,25.4208,69.1302
2023,36,369.074,257.387,17.79,3.178,6.3438,73.2
2023,37,910.09,382.762,58.2266,32.8094,318.29,462.186
2023,41,679.147,465.334,37.9922,27.3035,241.784,441.188
2023,42,457.908,347.25,17.1896,10.5153,8.9885,216.251
2023,43,582.586,461.8,20.4,16.9,8.0282,119.6
2023,44,507.462,297.998,4.4288,1.9427,20.3246,49.9099
2023,45,478.942,276.05,15.2539,4.3459,13.7856,33.3608
2023,46,76.3821,42.1169,1.9975,1.0889,0.2892,7.1095
2023,50,215.82,158.213,8.51,6.89,3.0546,53.08
2023,51,697.093,489.705,39.0665,27.0591,72.0611,181.115
2023,52,246.885,184.569,22.15,4.8425,3.7063,38.757
2023,53,536.057,405.362,44.7401,22.2927,73.8651,46.5609
2023,54,31.3379,1.7115,23.7452,5.5314,64.2964,1.4478
2023,61,135.66,104.5,8.97,10.36,163.899,65.2
2023,62,157.443,72.7,29.7606,40.9,102.765,23.5
2023,63,41.3977,5.1552,22.8428,12.9986,33.9436,1.7294
2023,64,41.4122,8.5859,14.4179,15.1092,430.627,12.6962
2023,65,222.621,64.3878,58.3826,62.7791,243.209,39.8558
2024,50,208.183,152.201,7.9149,6.0493,3.2218,53.663
2024,41,694.225,470.918,39.132,28.7506,230.549,418.246
2024,23,324.912,196.154,55.9533,15.2495,443.742,110.438
2024,34,487.732,251.091,12.8491,18.8153,63.2353,212.863
2024,33,123.344,82.5664,1.7926,2.5634,20.8701,39.406
2024,14,170.167,109.155,11.6595,12.7561,146.408,132.597
2024,12,32.4097,16.818,4.5975,0.9787,50.5725,21.9301
2024,36,365.668,252.9,17.1,3.1,4.6182,89.27
2024,15,307.501,80.5511,89.0905,105.864,779.833,63.9817
