model,start_id,selected,success,nll,n_iter,grad_norm,max_abs_gradient,hessian_status,n_boundary_raw_params,boundary_raw_params,message
AIDADS_sat,warm_start,True,True,-6912.712124034286,41,2399408863.838347,641271736.5321788,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_1,False,False,-6912.712124034292,0,2720673408.311136,641271736.5321788,not_available_lbfgsb,1,log_omega,ABNORMAL: 
MAIDADS_sat,start_2,False,True,-6915.529950727279,16,641323105.6358125,641323105.635803,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_3,True,True,-6953.766046079889,38,808655689.4143999,808655689.4143901,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_4,False,False,-6937.943085220386,24,1045212958.7111292,522608656.39245975,not_available_lbfgsb,0,,ABNORMAL: 
MAIDADS_sat,start_5,False,False,-6911.3130811956835,11,256.5698241645023,134.57574905193616,not_available_lbfgsb,0,,ABNORMAL: 
MAIDADS_sat,start_6,False,False,-6931.177270369301,34,774081764.5589339,774081764.5589303,not_available_lbfgsb,0,,ABNORMAL: 
MAIDADS_sat,start_7,False,True,-6922.820945917022,71,48.582944562448695,25.081499062644255,not_available_lbfgsb,1,raw_alpha[milk],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_8,False,True,-6929.28741298457,24,1853573425.5751235,700587734.6075089,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_9,False,True,-6589.348013680335,22,550.359674492855,455.08614042864735,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
