variant,income,group,group_label_cn,items,quantity_2000kcal_elasticity,expenditure_elasticity,budget_share_elasticity,xhat,budget_share,phi,u,support_flag
baseline_real_national_nonfood,10000.0,grain,粮食/主粮,grain,-0.7036430158462658,-0.7036430158462658,-1.7036430158462657,0.5122927046028164,0.04353070079523538,0.018349305194560055,1.5500934918362543,in_support
baseline_real_national_nonfood,10000.0,oil,食用油,oil,-0.0034791782427733677,-0.0034791782427733677,-1.0034791782427734,0.12383922247340266,0.06429614904597968,0.0016170369615925483,1.5500934918362543,in_support
baseline_real_national_nonfood,10000.0,vegfruit,蔬菜水果,vegetable+fruit,0.11122638245948893,0.11122638245948893,-0.8887736175405111,0.050063694192032666,0.04217822699988628,0.0003674013889017854,1.5500934918362543,in_support
baseline_real_national_nonfood,10000.0,pork,猪肉,pork,-1.169388365925766,-1.169388365925766,-2.169388365925766,0.16809472159307165,0.03992461409034699,0.03762448320274318,1.5500934918362543,in_support
baseline_real_national_nonfood,10000.0,aquatic,水产品,aquatic,-1.6854236763183912,-1.6854236763183912,-2.685423676318391,0.022579499357815037,0.020406725643163672,0.027312885623638664,1.5500934918362543,in_support
baseline_real_national_nonfood,10000.0,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,-0.3468388497489947,-0.3468388497489947,-1.3468388497489947,0.03270184288612796,0.03534768342556064,0.009439447928684801,1.5500934918362543,in_support
baseline_real_national_nonfood,10000.0,milk,奶类,milk,-0.11964146061013108,-0.11964146061013108,-1.119641460610131,0.010509408174567829,0.0038464957323722333,0.0006588117273417606,1.5500934918362543,in_support
baseline_real_national_nonfood,10000.0,egg,蛋类,egg,-1.605973142256416,-1.605973142256416,-2.605973142256416,0.031875613590061316,0.008877656167142341,0.011327177428399785,1.5500934918362543,in_support
baseline_real_national_nonfood,10000.0,nonfood,其他/未覆盖支出,,1.5294415656781917,1.5294415656781917,0.5294415656781917,74.15917481003127,0.7415917481003127,0.8933034505441374,1.5500934918362543,in_support
baseline_real_national_nonfood,13675.100270074257,grain,粮食/主粮,grain,-0.2577467075911987,-0.2577467075911987,-1.2577467075911988,0.45070195502279653,0.02800505372271307,0.009033977122385815,2.361015410376302,in_support
baseline_real_national_nonfood,13675.100270074257,oil,食用油,oil,0.006551795193383507,0.006551795193383507,-0.9934482048066164,0.12398248418132893,0.04707133980290695,0.0007961214205216996,2.361015410376302,in_support
baseline_real_national_nonfood,13675.100270074257,vegfruit,蔬菜水果,vegetable+fruit,0.05946220466819531,0.05946220466819531,-0.9405377953318047,0.05130151017398284,0.03160567406963681,0.00018088400115855624,2.361015410376302,in_support
baseline_real_national_nonfood,13675.100270074257,pork,猪肉,pork,-0.3619991699686702,-0.3619991699686702,-1.3619991699686702,0.13759549334535764,0.023897933102421796,0.018523792421085223,2.361015410376302,in_support
baseline_real_national_nonfood,13675.100270074257,aquatic,水产品,aquatic,-0.5884510480482491,-0.5884510480482491,-1.588451048048249,0.016640789078345774,0.010997713807891737,0.013447047790313246,2.361015410376302,in_support
baseline_real_national_nonfood,13675.100270074257,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,-0.09737032542624309,-0.09737032542624309,-1.097370325426243,0.03091104128325404,0.024432721512647863,0.004647356165887525,2.361015410376302,in_support
