variant,model,group,group_label_cn,items,rmse_x,mae_x,mean_x,relative_rmse
baseline_real_national_nonfood,AIDADS_sat,grain,粮食/主粮,grain,0.07340956729830873,0.0513686041458426,0.4122865722827164,0.17805471299213146
baseline_real_national_nonfood,AIDADS_sat,oil,食用油,oil,0.03132989285641654,0.025107180509483764,0.1273417792799735,0.2460299599515935
baseline_real_national_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.01086531601936205,0.008023585269687052,0.05164737289379987,0.21037499897049752
baseline_real_national_nonfood,AIDADS_sat,pork,猪肉,pork,0.047082014393791914,0.03759920129041347,0.105900420411937,0.4445876060798421
baseline_real_national_nonfood,AIDADS_sat,aquatic,水产品,aquatic,0.009453651918783917,0.007312358834549384,0.01225390821163058,0.771480555877769
baseline_real_national_nonfood,AIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.01356335231340741,0.010648590418330415,0.029024922967420017,0.4673002001980175
baseline_real_national_nonfood,AIDADS_sat,milk,奶类,milk,0.004034601078845157,0.003188805948587091,0.00998791915284136,0.403948111423929
baseline_real_national_nonfood,AIDADS_sat,egg,蛋类,egg,0.008253329976481066,0.006411951506680055,0.020026467636486082,0.41212110524396134
baseline_real_national_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,3.738919537806313,3.098077624090303,191.69657220163432,0.019504363040323765
baseline_real_national_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.0676553661794519,0.04846009723808549,0.4122865722827164,0.16409791326664583
baseline_real_national_nonfood,MAIDADS_sat,oil,食用油,oil,0.03154416000644582,0.02489409404265883,0.1273417792799735,0.24771257465386015
baseline_real_national_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.010494674122369412,0.007741282417744252,0.05164737289379987,0.203198604969688
baseline_real_national_nonfood,MAIDADS_sat,pork,猪肉,pork,0.04638637034352599,0.03713452994736673,0.105900420411937,0.4380187553844438
baseline_real_national_nonfood,MAIDADS_sat,aquatic,水产品,aquatic,0.009593501744315459,0.007896202171777512,0.01225390821163058,0.7828932270938636
baseline_real_national_nonfood,MAIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.013457544577714786,0.010965462823180536,0.029024922967420017,0.46365479049920827
baseline_real_national_nonfood,MAIDADS_sat,milk,奶类,milk,0.003946689021185815,0.0031382097292994376,0.00998791915284136,0.39514627229066646
baseline_real_national_nonfood,MAIDADS_sat,egg,蛋类,egg,0.008250504834317633,0.006427110620144844,0.020026467636486082,0.41198003482581697
baseline_real_national_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,3.7214913927211395,3.0337481797415524,191.69657220163432,0.019413447773112616
