variant,model,group,group_label_cn,items,alpha,beta,delta,tau,omega,kappa,nll,success,message
robust_real_derived_cpi_nonfood,AIDADS_sat,grain,粮食/主粮,grain,0.08067620686555378,0.0,0.3381694726483475,0.3381694726483475,0.0,1.8736611364009026,-6929.953448632482,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,oil,食用油,oil,0.01087746230429532,0.0,0.12260778731051955,0.12260778731051955,0.0,1.8736611364009026,-6929.953448632482,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.002410227018820781,0.0,0.05141130057921003,0.05141130057921003,0.0,1.8736611364009026,-6929.953448632482,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,pork,猪肉,pork,0.25464834422204796,0.0,0.034730609308195916,0.034730609308195916,0.0,1.8736611364009026,-6929.953448632482,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,aquatic,水产品,aquatic,0.12778170275127038,0.0,0.00011049442306364937,0.00011049442306364937,0.0,1.8736611364009026,-6929.953448632482,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.06660989129730001,0.0,0.02297459432649921,0.02297459432649921,0.0,1.8736611364009026,-6929.953448632482,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,milk,奶类,milk,0.0074156410960595125,0.0,0.008622505198358409,0.008622505198358409,0.0,1.8736611364009026,-6929.953448632482,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,egg,蛋类,egg,0.061568832563192254,0.0,0.0016043202819623246,0.0016043202819623246,0.0,1.8736611364009026,-6929.953448632482,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,0.3880116918814601,1.0,7.540578409989938,7.540578409989938,0.0,1.8736611364009026,-6929.953448632482,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.0003713588118494417,0.0,0.747631881196347,0.01036558922354387,0.45851985772094106,4.9087842571988896,-7192.917941555297,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,oil,食用油,oil,0.00042954056653421576,0.0,0.22981985894684923,0.004907666799552469,0.45851985772094106,4.9087842571988896,-7192.917941555297,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,8.791519736323586e-05,0.0,0.00029637598793675625,0.11218262538503405,0.45851985772094106,4.9087842571988896,-7192.917941555297,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,pork,猪肉,pork,0.026070567450228406,0.0,0.008418165293446259,0.08026584956139465,0.45851985772094106,4.9087842571988896,-7192.917941555297,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,aquatic,水产品,aquatic,0.016213424046707062,0.0,0.00010061986222110654,0.0003047853995395073,0.45851985772094106,4.9087842571988896,-7192.917941555297,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.0007260859292177523,0.0,0.04939438869284727,0.0070022605367431635,0.45851985772094106,4.9087842571988896,-7192.917941555297,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,milk,奶类,milk,2.9823161297113346e-05,0.0,0.00026739431062698313,0.021833805902327242,0.45851985772094106,4.9087842571988896,-7192.917941555297,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,egg,蛋类,egg,0.007117853628830208,0.0,0.001174388131072652,0.0014992188135600512,0.45851985772094106,4.9087842571988896,-7192.917941555297,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,0.9489534312079727,1.0,64.03469553434032,44.83756756507332,0.45851985772094106,4.9087842571988896,-7192.917941555297,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
