account,geography,scenario,indicator,boundary,region,commodity,year,unit,value,coef_source,quantity_variable,note
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2035,Mt CO2e,620.973,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2035,km3,47.9511,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2035,Mha,39.3733,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2036,Mt CO2e,615.21,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2036,km3,47.506,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2036,Mha,39.0079,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2037,Mt CO2e,609.393,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2037,km3,47.0568,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2037,Mha,38.639,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2038,Mt CO2e,603.573,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2038,km3,46.6074,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2038,Mha,38.27,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2039,Mt CO2e,597.769,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2039,km3,46.1593,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2039,Mha,37.902,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2040,Mt CO2e,591.939,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2040,km3,45.7091,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2040,Mha,37.5324,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2041,Mt CO2e,586.469,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2041,km3,45.2867,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2041,Mha,37.1855,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2042,Mt CO2e,580.93,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2042,km3,44.859,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2042,Mha,36.8343,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2043,Mt CO2e,575.365,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2043,km3,44.4292,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2043,Mha,36.4815,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2044,Mt CO2e,569.778,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2044,km3,43.9978,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2044,Mha,36.1272,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2045,Mt CO2e,564.148,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2045,km3,43.563,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2045,Mha,35.7702,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2046,Mt CO2e,558.528,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2046,km3,43.1291,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2046,Mha,35.4139,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2047,Mt CO2e,552.796,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2047,km3,42.6865,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2047,Mha,35.0505,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2048,Mt CO2e,546.973,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2048,km3,42.2369,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2048,Mha,34.6813,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2049,Mt CO2e,541.023,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2049,km3,41.7773,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2049,Mha,34.304,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,RICE,2050,Mt CO2e,534.936,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,RICE,2050,km3,41.3074,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,RICE,2050,Mha,33.9181,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2023,Mt CO2e,141.016,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2023,km3,31.337,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2023,Mha,35.277,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2024,Mt CO2e,140.049,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2024,km3,31.122,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2024,Mha,35.035,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2025,Mt CO2e,138.552,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2025,km3,30.7893,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2025,Mha,34.6605,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2026,Mt CO2e,137.234,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2026,km3,30.4964,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2026,Mha,34.3307,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2027,Mt CO2e,135.938,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2027,km3,30.2084,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2027,Mha,34.0065,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2028,Mt CO2e,134.632,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2028,km3,29.9183,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2028,Mha,33.68,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2029,Mt CO2e,133.31,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2029,km3,29.6245,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2029,Mha,33.3492,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2030,Mt CO2e,131.974,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2030,km3,29.3276,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2030,Mha,33.015,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2031,Mt CO2e,130.745,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2031,km3,29.0545,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2031,Mha,32.7075,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2032,Mt CO2e,129.488,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2032,km3,28.7751,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2032,Mha,32.393,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2033,Mt CO2e,128.214,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2033,km3,28.4919,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2033,Mha,32.0742,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2034,Mt CO2e,126.921,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2034,km3,28.2047,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2034,Mha,31.7509,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2035,Mt CO2e,125.614,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2035,km3,27.9142,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2035,Mha,31.4239,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2036,Mt CO2e,124.404,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2036,km3,27.6454,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2036,Mha,31.1213,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2037,Mt CO2e,123.185,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2037,km3,27.3744,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2037,Mha,30.8162,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2038,Mt CO2e,121.965,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2038,km3,27.1034,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2038,Mha,30.5111,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2039,Mt CO2e,120.75,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2039,km3,26.8334,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2039,Mha,30.2071,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2040,Mt CO2e,119.53,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2040,km3,26.5623,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2040,Mha,29.902,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2041,Mt CO2e,118.384,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2041,km3,26.3076,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2041,Mha,29.6153,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2042,Mt CO2e,117.225,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2042,km3,26.05,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2042,Mha,29.3253,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2043,Mt CO2e,116.061,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2043,km3,25.7913,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2043,Mha,29.0341,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2044,Mt CO2e,114.894,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2044,km3,25.5319,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2044,Mha,28.7421,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2045,Mt CO2e,113.718,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2045,km3,25.2707,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2045,Mha,28.448,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2046,Mt CO2e,112.546,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2046,km3,25.0102,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2046,Mha,28.1548,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2047,Mt CO2e,111.352,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2047,km3,24.7448,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2047,Mha,27.856,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2048,Mt CO2e,110.14,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2048,km3,24.4756,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2048,Mha,27.5529,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2049,Mt CO2e,108.904,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2049,km3,24.2008,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2049,Mha,27.2436,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,WHEA,2050,Mt CO2e,107.641,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,WHEA,2050,km3,23.9201,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,WHEA,2050,Mha,26.9276,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,MAIZ,2023,Mt CO2e,31.2984,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,MAIZ,2023,km3,1.5309,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,MAIZ,2023,Mha,5.5566,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,MAIZ,2024,Mt CO2e,31.2984,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,MAIZ,2024,km3,1.5309,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,MAIZ,2024,Mha,5.5566,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,MAIZ,2025,Mt CO2e,31.0905,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,MAIZ,2025,km3,1.52073,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,MAIZ,2025,Mha,5.51969,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,MAIZ,2026,Mt CO2e,30.9157,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,MAIZ,2026,km3,1.51218,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,MAIZ,2026,Mha,5.48866,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,MAIZ,2027,Mt CO2e,30.7458,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,MAIZ,2027,km3,1.50387,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,MAIZ,2027,Mha,5.45849,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,MAIZ,2028,Mt CO2e,30.5696,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,MAIZ,2028,km3,1.49525,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,MAIZ,2028,Mha,5.42721,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,MAIZ,2029,Mt CO2e,30.3868,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,MAIZ,2029,km3,1.48631,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,MAIZ,2029,Mha,5.39475,pn_land,food_demand_total,
final_consumption_lca,China,BS,co2_lca_final_food,cradle-to-retail final food product,CHN,MAIZ,2030,Mt CO2e,30.1978,pn_lca,food_demand_total,
final_consumption_lca,China,BS,water_blue_lca_final_food,product water footprint applied only to final food demand,CHN,MAIZ,2030,km3,1.47707,mh_wld,food_demand_total,
final_consumption_lca,China,BS,land_lca_final_food,land occupation equivalent for final food product,CHN,MAIZ,2030,Mha,5.3612,pn_land,food_demand_total,
