scenario,indicator,coef_source,commodity,year,value
A3,water_blue,mh_chn,CATM,2046,5.23695
A3,water_grey,mh_chn,CATM,2046,4.21072
A3,nitrogen_prod,lvs_excretion,CATM,2046,1.19944
A3,nitrogen_total,lvs_excretion,CATM,2046,1.3542
A3,land_diet,pn_land,CATM,2046,345.12
A3,co2_faostat_prod,faostat_chn,CATM,2047,143.929
A3,co2_faostat_cons,faostat_chn,CATM,2047,161.816
A3,co2_pn_lca,pn_lca,CATM,2047,1053.94
A3,water_green_prod,mh_chn,CATM,2047,121.253
A3,water_blue_prod,mh_chn,CATM,2047,4.6909
A3,water_grey_prod,mh_chn,CATM,2047,3.77167
A3,water_green,mh_chn,CATM,2047,136.321
A3,water_blue,mh_chn,CATM,2047,5.27386
A3,water_grey,mh_chn,CATM,2047,4.2404
A3,nitrogen_prod,lvs_excretion,CATM,2047,1.213
A3,nitrogen_total,lvs_excretion,CATM,2047,1.36375
A3,land_diet,pn_land,CATM,2047,347.553
A3,co2_faostat_prod,faostat_chn,CATM,2048,145.556
A3,co2_faostat_cons,faostat_chn,CATM,2048,162.816
A3,co2_pn_lca,pn_lca,CATM,2048,1060.45
A3,water_green_prod,mh_chn,CATM,2048,122.623
A3,water_blue_prod,mh_chn,CATM,2048,4.74393
A3,water_grey_prod,mh_chn,CATM,2048,3.81431
A3,water_green,mh_chn,CATM,2048,137.163
A3,water_blue,mh_chn,CATM,2048,5.30644
A3,water_grey,mh_chn,CATM,2048,4.26659
A3,nitrogen_prod,lvs_excretion,CATM,2048,1.22671
A3,nitrogen_total,lvs_excretion,CATM,2048,1.37217
A3,land_diet,pn_land,CATM,2048,349.7
A3,co2_faostat_prod,faostat_chn,CATM,2049,147.202
A3,co2_faostat_cons,faostat_chn,CATM,2049,163.676
A3,co2_pn_lca,pn_lca,CATM,2049,1066.06
A3,water_green_prod,mh_chn,CATM,2049,124.01
A3,water_blue_prod,mh_chn,CATM,2049,4.79755
A3,water_grey_prod,mh_chn,CATM,2049,3.85743
A3,water_green,mh_chn,CATM,2049,137.888
A3,water_blue,mh_chn,CATM,2049,5.33448
A3,water_grey,mh_chn,CATM,2049,4.28914
A3,nitrogen_prod,lvs_excretion,CATM,2049,1.24058
A3,nitrogen_total,lvs_excretion,CATM,2049,1.37942
A3,land_diet,pn_land,CATM,2049,351.548
A3,co2_faostat_prod,faostat_chn,CATM,2050,148.866
A3,co2_faostat_cons,faostat_chn,CATM,2050,164.425
A3,co2_pn_lca,pn_lca,CATM,2050,1070.93
A3,water_green_prod,mh_chn,CATM,2050,125.411
A3,water_blue_prod,mh_chn,CATM,2050,4.85178
A3,water_grey_prod,mh_chn,CATM,2050,3.90103
A3,water_green,mh_chn,CATM,2050,138.519
A3,water_blue,mh_chn,CATM,2050,5.3589
A3,water_grey,mh_chn,CATM,2050,4.30877
A3,nitrogen_prod,lvs_excretion,CATM,2050,1.2546
A3,nitrogen_total,lvs_excretion,CATM,2050,1.38573
A3,land_diet,pn_land,CATM,2050,353.157
A3,co2_faostat_prod,faostat_chn,SHGM,2023,62.2932
A3,co2_faostat_cons,faostat_chn,SHGM,2023,62.2932
A3,co2_pn_lca,pn_lca,SHGM,2023,208.12
A3,water_green_prod,mh_chn,SHGM,2023,28.3926
A3,water_blue_prod,mh_chn,SHGM,2023,2.40012
A3,water_grey_prod,mh_chn,SHGM,2023,0.07434
A3,water_green,mh_chn,SHGM,2023,28.3926
A3,water_blue,mh_chn,SHGM,2023,2.40012
A3,water_grey,mh_chn,SHGM,2023,0.07434
A3,nitrogen_prod,lvs_excretion,SHGM,2023,0.611712
A3,nitrogen_total,lvs_excretion,SHGM,2023,0.611712
A3,land_diet,pn_land,SHGM,2023,196.369
A3,co2_faostat_prod,faostat_chn,SHGM,2024,60.7681
A3,co2_faostat_cons,faostat_chn,SHGM,2024,59.981
A3,co2_pn_lca,pn_lca,SHGM,2024,200.395
A3,water_green_prod,mh_chn,SHGM,2024,27.6975
A3,water_blue_prod,mh_chn,SHGM,2024,2.34136
A3,water_grey_prod,mh_chn,SHGM,2024,0.07252
A3,water_green,mh_chn,SHGM,2024,27.3387
A3,water_blue,mh_chn,SHGM,2024,2.31103
A3,water_grey,mh_chn,SHGM,2024,0.0715806
A3,nitrogen_prod,lvs_excretion,SHGM,2024,0.596736
A3,nitrogen_total,lvs_excretion,SHGM,2024,0.589006
A3,land_diet,pn_land,SHGM,2024,189.08
A3,co2_faostat_prod,faostat_chn,SHGM,2025,61.1025
A3,co2_faostat_cons,faostat_chn,SHGM,2025,60.8137
A3,co2_pn_lca,pn_lca,SHGM,2025,203.177
A3,water_green_prod,mh_chn,SHGM,2025,27.8499
A3,water_blue_prod,mh_chn,SHGM,2025,2.35424
A3,water_grey_prod,mh_chn,SHGM,2025,0.0729191
A3,water_green,mh_chn,SHGM,2025,27.7182
A3,water_blue,mh_chn,SHGM,2025,2.34311
A3,water_grey,mh_chn,SHGM,2025,0.0725743
A3,nitrogen_prod,lvs_excretion,SHGM,2025,0.60002
A3,nitrogen_total,lvs_excretion,SHGM,2025,0.597183
A3,land_diet,pn_land,SHGM,2025,191.705
A3,co2_faostat_prod,faostat_chn,SHGM,2026,61.4395
A3,co2_faostat_cons,faostat_chn,SHGM,2026,61.6282
A3,co2_pn_lca,pn_lca,SHGM,2026,205.899
A3,water_green_prod,mh_chn,SHGM,2026,28.0035
A3,water_blue_prod,mh_chn,SHGM,2026,2.36723
A3,water_grey_prod,mh_chn,SHGM,2026,0.0733212
A3,water_green,mh_chn,SHGM,2026,28.0895
A3,water_blue,mh_chn,SHGM,2026,2.3745
A3,water_grey,mh_chn,SHGM,2026,0.0735464
A3,nitrogen_prod,lvs_excretion,SHGM,2026,0.603329
A3,nitrogen_total,lvs_excretion,SHGM,2026,0.605182
A3,land_diet,pn_land,SHGM,2026,194.273
A3,co2_faostat_prod,faostat_chn,SHGM,2027,61.7792
A3,co2_faostat_cons,faostat_chn,SHGM,2027,62.4761
A3,co2_pn_lca,pn_lca,SHGM,2027,208.731
A3,water_green_prod,mh_chn,SHGM,2027,28.1583
A3,water_blue_prod,mh_chn,SHGM,2027,2.38032
A3,water_grey_prod,mh_chn,SHGM,2027,0.0737266
A3,water_green,mh_chn,SHGM,2027,28.4759
A3,water_blue,mh_chn,SHGM,2027,2.40717
A3,water_grey,mh_chn,SHGM,2027,0.0745583
A3,nitrogen_prod,lvs_excretion,SHGM,2027,0.606665
A3,nitrogen_total,lvs_excretion,SHGM,2027,0.613508
A3,land_diet,pn_land,SHGM,2027,196.946
A3,co2_faostat_prod,faostat_chn,SHGM,2028,62.1217
A3,co2_faostat_cons,faostat_chn,SHGM,2028,63.3137
A3,co2_pn_lca,pn_lca,SHGM,2028,211.53
A3,water_green_prod,mh_chn,SHGM,2028,28.3144
A3,water_blue_prod,mh_chn,SHGM,2028,2.39351
A3,water_grey_prod,mh_chn,SHGM,2028,0.0741354
A3,water_green,mh_chn,SHGM,2028,28.8577
A3,water_blue,mh_chn,SHGM,2028,2.43944
A3,water_grey,mh_chn,SHGM,2028,0.0755578
A3,nitrogen_prod,lvs_excretion,SHGM,2028,0.610028
A3,nitrogen_total,lvs_excretion,SHGM,2028,0.621733
A3,land_diet,pn_land,SHGM,2028,199.586
A3,co2_faostat_prod,faostat_chn,SHGM,2029,62.4396
A3,co2_faostat_cons,faostat_chn,SHGM,2029,64.1496
A3,co2_pn_lca,pn_lca,SHGM,2029,214.322
A3,water_green_prod,mh_chn,SHGM,2029,28.4593
A3,water_blue_prod,mh_chn,SHGM,2029,2.40576
A3,water_grey_prod,mh_chn,SHGM,2029,0.0745147
A3,water_green,mh_chn,SHGM,2029,29.2387
A3,water_blue,mh_chn,SHGM,2029,2.47164
A3,water_grey,mh_chn,SHGM,2029,0.0765554
A3,nitrogen_prod,lvs_excretion,SHGM,2029,0.61315
A3,nitrogen_total,lvs_excretion,SHGM,2029,0.629941
A3,land_diet,pn_land,SHGM,2029,202.221
A3,co2_faostat_prod,faostat_chn,SHGM,2030,62.7351
A3,co2_faostat_cons,faostat_chn,SHGM,2030,64.9723
A3,co2_pn_lca,pn_lca,SHGM,2030,217.071
A3,water_green_prod,mh_chn,SHGM,2030,28.594
A3,water_blue_prod,mh_chn,SHGM,2030,2.41714
A3,water_grey_prod,mh_chn,SHGM,2030,0.0748673
A3,water_green,mh_chn,SHGM,2030,29.6137
A3,water_blue,mh_chn,SHGM,2030,2.50335
A3,water_grey,mh_chn,SHGM,2030,0.0775373
A3,nitrogen_prod,lvs_excretion,SHGM,2030,0.616051
A3,nitrogen_total,lvs_excretion,SHGM,2030,0.638021
A3,land_diet,pn_land,SHGM,2030,204.815
A3,co2_faostat_prod,faostat_chn,SHGM,2031,63.0101
A3,co2_faostat_cons,faostat_chn,SHGM,2031,65.7695
A3,co2_pn_lca,pn_lca,SHGM,2031,219.734
A3,water_green_prod,mh_chn,SHGM,2031,28.7193
A3,water_blue_prod,mh_chn,SHGM,2031,2.42774
A3,water_grey_prod,mh_chn,SHGM,2031,0.0751955
A3,water_green,mh_chn,SHGM,2031,29.977
A3,water_blue,mh_chn,SHGM,2031,2.53406
A3,water_grey,mh_chn,SHGM,2031,0.0784886
A3,nitrogen_prod,lvs_excretion,SHGM,2031,0.618752
A3,nitrogen_total,lvs_excretion,SHGM,2031,0.645849
A3,land_diet,pn_land,SHGM,2031,207.328
A3,co2_faostat_prod,faostat_chn,SHGM,2032,63.2666
A3,co2_faostat_cons,faostat_chn,SHGM,2032,66.6022
A3,co2_pn_lca,pn_lca,SHGM,2032,222.516
A3,water_green_prod,mh_chn,SHGM,2032,28.8362
A3,water_blue_prod,mh_chn,SHGM,2032,2.43763
A3,water_grey_prod,mh_chn,SHGM,2032,0.0755017
A3,water_green,mh_chn,SHGM,2032,30.3565
A3,water_blue,mh_chn,SHGM,2032,2.56614
A3,water_grey,mh_chn,SHGM,2032,0.0794823
A3,nitrogen_prod,lvs_excretion,SHGM,2032,0.621271
A3,nitrogen_total,lvs_excretion,SHGM,2032,0.654026
A3,land_diet,pn_land,SHGM,2032,209.952
A3,co2_faostat_prod,faostat_chn,SHGM,2033,63.5064
A3,co2_faostat_cons,faostat_chn,SHGM,2033,67.4364
A3,co2_pn_lca,pn_lca,SHGM,2033,225.304
A3,water_green_prod,mh_chn,SHGM,2033,28.9455
A3,water_blue_prod,mh_chn,SHGM,2033,2.44686
A3,water_grey_prod,mh_chn,SHGM,2033,0.0757878
A3,water_green,mh_chn,SHGM,2033,30.7368
A3,water_blue,mh_chn,SHGM,2033,2.59829
A3,water_grey,mh_chn,SHGM,2033,0.0804779
A3,nitrogen_prod,lvs_excretion,SHGM,2033,0.623626
A3,nitrogen_total,lvs_excretion,SHGM,2033,0.662218
A3,land_diet,pn_land,SHGM,2033,212.582
A3,co2_faostat_prod,faostat_chn,SHGM,2034,63.7311
A3,co2_faostat_cons,faostat_chn,SHGM,2034,68.2763
A3,co2_pn_lca,pn_lca,SHGM,2034,228.109
A3,water_green_prod,mh_chn,SHGM,2034,29.048
A3,water_blue_prod,mh_chn,SHGM,2034,2.45552
A3,water_grey_prod,mh_chn,SHGM,2034,0.076056
A3,water_green,mh_chn,SHGM,2034,31.1196
A3,water_blue,mh_chn,SHGM,2034,2.63064
A3,water_grey,mh_chn,SHGM,2034,0.0814801
A3,nitrogen_prod,lvs_excretion,SHGM,2034,0.625832
A3,nitrogen_total,lvs_excretion,SHGM,2034,0.670465
A3,land_diet,pn_land,SHGM,2034,215.23
A3,co2_faostat_prod,faostat_chn,SHGM,2035,63.9423
A3,co2_faostat_cons,faostat_chn,SHGM,2035,69.1226
A3,co2_pn_lca,pn_lca,SHGM,2035,230.937
A3,water_green_prod,mh_chn,SHGM,2035,29.1442
A3,water_blue_prod,mh_chn,SHGM,2035,2.46366
A3,water_grey_prod,mh_chn,SHGM,2035,0.076308
A3,water_green,mh_chn,SHGM,2035,31.5054
A3,water_blue,mh_chn,SHGM,2035,2.66325
A3,water_grey,mh_chn,SHGM,2035,0.0824902
A3,nitrogen_prod,lvs_excretion,SHGM,2035,0.627906
A3,nitrogen_total,lvs_excretion,SHGM,2035,0.678776
A3,land_diet,pn_land,SHGM,2035,217.898
A3,co2_faostat_prod,faostat_chn,SHGM,2036,64.1776
A3,co2_faostat_cons,faostat_chn,SHGM,2036,69.9311
A3,co2_pn_lca,pn_lca,SHGM,2036,233.638
A3,water_green_prod,mh_chn,SHGM,2036,29.2515
A3,water_blue_prod,mh_chn,SHGM,2036,2.47272
A3,water_grey_prod,mh_chn,SHGM,2036,0.0765888
A3,water_green,mh_chn,SHGM,2036,31.8739
A3,water_blue,mh_chn,SHGM,2036,2.69441
A3,water_grey,mh_chn,SHGM,2036,0.083455
A3,nitrogen_prod,lvs_excretion,SHGM,2036,0.630216
A3,nitrogen_total,lvs_excretion,SHGM,2036,0.686716
A3,land_diet,pn_land,SHGM,2036,220.446
A3,co2_faostat_prod,faostat_chn,SHGM,2037,64.399
A3,co2_faostat_cons,faostat_chn,SHGM,2037,70.7472
A3,co2_pn_lca,pn_lca,SHGM,2037,236.365
A3,water_green_prod,mh_chn,SHGM,2037,29.3524
A3,water_blue_prod,mh_chn,SHGM,2037,2.48126
A3,water_grey_prod,mh_chn,SHGM,2037,0.076853
A3,water_green,mh_chn,SHGM,2037,32.2458
A3,water_blue,mh_chn,SHGM,2037,2.72585
A3,water_grey,mh_chn,SHGM,2037,0.0844289
A3,nitrogen_prod,lvs_excretion,SHGM,2037,0.632391
A3,nitrogen_total,lvs_excretion,SHGM,2037,0.69473
A3,land_diet,pn_land,SHGM,2037,223.019
A3,co2_faostat_prod,faostat_chn,SHGM,2038,64.6079
A3,co2_faostat_cons,faostat_chn,SHGM,2038,71.5403
A3,co2_pn_lca,pn_lca,SHGM,2038,239.014
A3,water_green_prod,mh_chn,SHGM,2038,29.4476
A3,water_blue_prod,mh_chn,SHGM,2038,2.4893
A3,water_grey_prod,mh_chn,SHGM,2038,0.0771024
A3,water_green,mh_chn,SHGM,2038,32.6073
A3,water_blue,mh_chn,SHGM,2038,2.7564
A3,water_grey,mh_chn,SHGM,2038,0.0853753
A3,nitrogen_prod,lvs_excretion,SHGM,2038,0.634442
A3,nitrogen_total,lvs_excretion,SHGM,2038,0.702517
A3,land_diet,pn_land,SHGM,2038,225.519
A3,co2_faostat_prod,faostat_chn,SHGM,2039,64.8055
A3,co2_faostat_cons,faostat_chn,SHGM,2039,72.3043
A3,co2_pn_lca,pn_lca,SHGM,2039,241.567
A3,water_green_prod,mh_chn,SHGM,2039,29.5377
A3,water_blue_prod,mh_chn,SHGM,2039,2.49692
A3,water_grey_prod,mh_chn,SHGM,2039,0.0773382
A3,water_green,mh_chn,SHGM,2039,32.9555
A3,water_blue,mh_chn,SHGM,2039,2.78584
A3,water_grey,mh_chn,SHGM,2039,0.0862871
A3,nitrogen_prod,lvs_excretion,SHGM,2039,0.636383
A3,nitrogen_total,lvs_excretion,SHGM,2039,0.71002
A3,land_diet,pn_land,SHGM,2039,227.927
A3,co2_faostat_prod,faostat_chn,SHGM,2040,65.0232
A3,co2_faostat_cons,faostat_chn,SHGM,2040,73.0439
A3,co2_pn_lca,pn_lca,SHGM,2040,244.038
A3,water_green_prod,mh_chn,SHGM,2040,29.6369
A3,water_blue_prod,mh_chn,SHGM,2040,2.5053
A3,water_grey_prod,mh_chn,SHGM,2040,0.0775979
A3,water_green,mh_chn,SHGM,2040,33.2926
A3,water_blue,mh_chn,SHGM,2040,2.81434
A3,water_grey,mh_chn,SHGM,2040,0.0871698
A3,nitrogen_prod,lvs_excretion,SHGM,2040,0.63852
A3,nitrogen_total,lvs_excretion,SHGM,2040,0.717283
A3,land_diet,pn_land,SHGM,2040,230.259
A3,co2_faostat_prod,faostat_chn,SHGM,2041,65.2287
A3,co2_faostat_cons,faostat_chn,SHGM,2041,73.7371
A3,co2_pn_lca,pn_lca,SHGM,2041,246.354
A3,water_green_prod,mh_chn,SHGM,2041,29.7306
A3,water_blue_prod,mh_chn,SHGM,2041,2.51322
A3,water_grey_prod,mh_chn,SHGM,2041,0.0778432
A3,water_green,mh_chn,SHGM,2041,33.6086
A3,water_blue,mh_chn,SHGM,2041,2.84105
A3,water_grey,mh_chn,SHGM,2041,0.0879971
A3,nitrogen_prod,lvs_excretion,SHGM,2041,0.640539
A3,nitrogen_total,lvs_excretion,SHGM,2041,0.72409
A3,land_diet,pn_land,SHGM,2041,232.444
A3,co2_faostat_prod,faostat_chn,SHGM,2042,65.4234
A3,co2_faostat_cons,faostat_chn,SHGM,2042,74.4267
A3,co2_pn_lca,pn_lca,SHGM,2042,248.658
A3,water_green_prod,mh_chn,SHGM,2042,29.8193
A3,water_blue_prod,mh_chn,SHGM,2042,2.52072
A3,water_grey_prod,mh_chn,SHGM,2042,0.0780755
A3,water_green,mh_chn,SHGM,2042,33.9229
A3,water_blue,mh_chn,SHGM,2042,2.86762
A3,water_grey,mh_chn,SHGM,2042,0.0888199
A3,nitrogen_prod,lvs_excretion,SHGM,2042,0.64245
A3,nitrogen_total,lvs_excretion,SHGM,2042,0.730861
A3,land_diet,pn_land,SHGM,2042,234.618
A3,co2_faostat_prod,faostat_chn,SHGM,2043,65.6082
A3,co2_faostat_cons,faostat_chn,SHGM,2043,75.0849
A3,co2_pn_lca,pn_lca,SHGM,2043,250.857
A3,water_green_prod,mh_chn,SHGM,2043,29.9035
A3,water_blue_prod,mh_chn,SHGM,2043,2.52784
A3,water_grey_prod,mh_chn,SHGM,2043,0.0782961
A3,water_green,mh_chn,SHGM,2043,34.2229
A3,water_blue,mh_chn,SHGM,2043,2.89298
A3,water_grey,mh_chn,SHGM,2043,0.0896055
A3,nitrogen_prod,lvs_excretion,SHGM,2043,0.644265
A3,nitrogen_total,lvs_excretion,SHGM,2043,0.737325
A3,land_diet,pn_land,SHGM,2043,236.693
A3,co2_faostat_prod,faostat_chn,SHGM,2044,65.7841
A3,co2_faostat_cons,faostat_chn,SHGM,2044,75.708
A3,co2_pn_lca,pn_lca,SHGM,2044,252.939
A3,water_green_prod,mh_chn,SHGM,2044,29.9837
A3,water_blue_prod,mh_chn,SHGM,2044,2.53462
A3,water_grey_prod,mh_chn,SHGM,2044,0.078506
A3,water_green,mh_chn,SHGM,2044,34.5069
A3,water_blue,mh_chn,SHGM,2044,2.91698
A3,water_grey,mh_chn,SHGM,2044,0.0903491
A3,nitrogen_prod,lvs_excretion,SHGM,2044,0.645992
A3,nitrogen_total,lvs_excretion,SHGM,2044,0.743444
A3,land_diet,pn_land,SHGM,2044,238.657
A3,co2_faostat_prod,faostat_chn,SHGM,2045,65.8755
A3,co2_faostat_cons,faostat_chn,SHGM,2045,76.2814
A3,co2_pn_lca,pn_lca,SHGM,2045,254.854
A3,water_green_prod,mh_chn,SHGM,2045,30.0253
A3,water_blue_prod,mh_chn,SHGM,2045,2.53814
A3,water_grey_prod,mh_chn,SHGM,2045,0.078615
A3,water_green,mh_chn,SHGM,2045,34.7682
A3,water_blue,mh_chn,SHGM,2045,2.93908
A3,water_grey,mh_chn,SHGM,2045,0.0910333
A3,nitrogen_prod,lvs_excretion,SHGM,2045,0.646889
A3,nitrogen_total,lvs_excretion,SHGM,2045,0.749074
A3,land_diet,pn_land,SHGM,2045,240.464
A3,co2_faostat_prod,faostat_chn,SHGM,2046,65.967
A3,co2_faostat_cons,faostat_chn,SHGM,2046,76.8059
A3,co2_pn_lca,pn_lca,SHGM,2046,256.607
A3,water_green_prod,mh_chn,SHGM,2046,30.067
A3,water_blue_prod,mh_chn,SHGM,2046,2.54167
A3,water_grey_prod,mh_chn,SHGM,2046,0.0787242
A3,water_green,mh_chn,SHGM,2046,35.0073
A3,water_blue,mh_chn,SHGM,2046,2.95928
A3,water_grey,mh_chn,SHGM,2046,0.0916593
A3,nitrogen_prod,lvs_excretion,SHGM,2046,0.647788
A3,nitrogen_total,lvs_excretion,SHGM,2046,0.754225
A3,land_diet,pn_land,SHGM,2046,242.118
A3,co2_faostat_prod,faostat_chn,SHGM,2047,66.0586
A3,co2_faostat_cons,faostat_chn,SHGM,2047,77.2937
A3,co2_pn_lca,pn_lca,SHGM,2047,258.236
A3,water_green_prod,mh_chn,SHGM,2047,30.1088
A3,water_blue_prod,mh_chn,SHGM,2047,2.5452
A3,water_grey_prod,mh_chn,SHGM,2047,0.0788336
A3,water_green,mh_chn,SHGM,2047,35.2296
A3,water_blue,mh_chn,SHGM,2047,2.97808
A3,water_grey,mh_chn,SHGM,2047,0.0922414
A3,nitrogen_prod,lvs_excretion,SHGM,2047,0.648688
A3,nitrogen_total,lvs_excretion,SHGM,2047,0.759015
A3,land_diet,pn_land,SHGM,2047,243.656
A3,co2_faostat_prod,faostat_chn,SHGM,2048,66.1503
A3,co2_faostat_cons,faostat_chn,SHGM,2048,77.7307
A3,co2_pn_lca,pn_lca,SHGM,2048,259.696
A3,water_green_prod,mh_chn,SHGM,2048,30.1506
A3,water_blue_prod,mh_chn,SHGM,2048,2.54873
A3,water_grey_prod,mh_chn,SHGM,2048,0.078943
A3,water_green,mh_chn,SHGM,2048,35.4288
A3,water_blue,mh_chn,SHGM,2048,2.99492
A3,water_grey,mh_chn,SHGM,2048,0.0927629
A3,nitrogen_prod,lvs_excretion,SHGM,2048,0.649588
A3,nitrogen_total,lvs_excretion,SHGM,2048,0.763306
A3,land_diet,pn_land,SHGM,2048,245.033
A3,co2_faostat_prod,faostat_chn,SHGM,2049,66.2422
A3,co2_faostat_cons,faostat_chn,SHGM,2049,78.1141
A3,co2_pn_lca,pn_lca,SHGM,2049,260.977
A3,water_green_prod,mh_chn,SHGM,2049,30.1925
A3,water_blue_prod,mh_chn,SHGM,2049,2.55227
A3,water_grey_prod,mh_chn,SHGM,2049,0.0790527
A3,water_green,mh_chn,SHGM,2049,35.6036
A3,water_blue,mh_chn,SHGM,2049,3.00969
A3,water_grey,mh_chn,SHGM,2049,0.0932205
A3,nitrogen_prod,lvs_excretion,SHGM,2049,0.65049
A3,nitrogen_total,lvs_excretion,SHGM,2049,0.767071
A3,land_diet,pn_land,SHGM,2049,246.242
A3,co2_faostat_prod,faostat_chn,SHGM,2050,66.3342
A3,co2_faostat_cons,faostat_chn,SHGM,2050,78.4538
A3,co2_pn_lca,pn_lca,SHGM,2050,262.112
A3,water_green_prod,mh_chn,SHGM,2050,30.2344
A3,water_blue_prod,mh_chn,SHGM,2050,2.55582
A3,water_grey_prod,mh_chn,SHGM,2050,0.0791624
A3,water_green,mh_chn,SHGM,2050,35.7584
A3,water_blue,mh_chn,SHGM,2050,3.02278
A3,water_grey,mh_chn,SHGM,2050,0.0936259
A3,nitrogen_prod,lvs_excretion,SHGM,2050,0.651394
A3,nitrogen_total,lvs_excretion,SHGM,2050,0.770408
A3,land_diet,pn_land,SHGM,2050,247.313
A3,co2_faostat_prod,faostat_chn,CHKM,2023,11.5564
A3,co2_faostat_cons,faostat_chn,CHKM,2023,11.5564
A3,co2_pn_lca,pn_lca,CHKM,2023,240.625
A3,water_green_prod,mh_chn,CHKM,2023,73.9983
A3,water_blue_prod,mh_chn,CHKM,2023,7.33199
A3,water_grey_prod,mh_chn,CHKM,2023,22.283
A3,water_green,mh_chn,CHKM,2023,73.9983
A3,water_blue,mh_chn,CHKM,2023,7.33199
A3,water_grey,mh_chn,CHKM,2023,22.283
A3,nitrogen_prod,lvs_excretion,CHKM,2023,0.751464
A3,nitrogen_total,lvs_excretion,CHKM,2023,0.751464
A3,land_diet,pn_land,CHKM,2023,31.885
A3,co2_faostat_prod,faostat_chn,CHKM,2024,11.681
A3,co2_faostat_cons,faostat_chn,CHKM,2024,11.4413
A3,co2_pn_lca,pn_lca,CHKM,2024,238.228
A3,water_green_prod,mh_chn,CHKM,2024,74.7965
A3,water_blue_prod,mh_chn,CHKM,2024,7.41108
A3,water_grey_prod,mh_chn,CHKM,2024,22.5233
A3,water_green,mh_chn,CHKM,2024,73.2613
A3,water_blue,mh_chn,CHKM,2024,7.25896
A3,water_grey,mh_chn,CHKM,2024,22.061
A3,nitrogen_prod,lvs_excretion,CHKM,2024,0.759569
A3,nitrogen_total,lvs_excretion,CHKM,2024,0.743979
A3,land_diet,pn_land,CHKM,2024,31.5674
A3,co2_faostat_prod,faostat_chn,CHKM,2025,12.0818
A3,co2_faostat_cons,faostat_chn,CHKM,2025,11.7507
A3,co2_pn_lca,pn_lca,CHKM,2025,244.671
A3,water_green_prod,mh_chn,CHKM,2025,77.363
A3,water_blue_prod,mh_chn,CHKM,2025,7.66538
A3,water_grey_prod,mh_chn,CHKM,2025,23.2962
A3,water_green,mh_chn,CHKM,2025,75.2426
A3,water_blue,mh_chn,CHKM,2025,7.45528
A3,water_grey,mh_chn,CHKM,2025,22.6577
A3,nitrogen_prod,lvs_excretion,CHKM,2025,0.785633
A3,nitrogen_total,lvs_excretion,CHKM,2025,0.7641
A3,land_diet,pn_land,CHKM,2025,32.4212
A3,co2_faostat_prod,faostat_chn,CHKM,2026,12.1059
A3,co2_faostat_cons,faostat_chn,CHKM,2026,11.7748
A3,co2_pn_lca,pn_lca,CHKM,2026,245.173
A3,water_green_prod,mh_chn,CHKM,2026,77.5174
A3,water_blue_prod,mh_chn,CHKM,2026,7.68067
A3,water_grey_prod,mh_chn,CHKM,2026,23.3427
A3,water_green,mh_chn,CHKM,2026,75.397
A3,water_blue,mh_chn,CHKM,2026,7.47057
A3,water_grey,mh_chn,CHKM,2026,22.7042
A3,nitrogen_prod,lvs_excretion,CHKM,2026,0.787201
A3,nitrogen_total,lvs_excretion,CHKM,2026,0.765667
A3,land_diet,pn_land,CHKM,2026,32.4877
A3,co2_faostat_prod,faostat_chn,CHKM,2027,12.1421
A3,co2_faostat_cons,faostat_chn,CHKM,2027,11.9131
A3,co2_pn_lca,pn_lca,CHKM,2027,248.052
A3,water_green_prod,mh_chn,CHKM,2027,77.7488
A3,water_blue_prod,mh_chn,CHKM,2027,7.7036
A3,water_grey_prod,mh_chn,CHKM,2027,23.4124
A3,water_green,mh_chn,CHKM,2027,76.2824
A3,water_blue,mh_chn,CHKM,2027,7.5583
A3,water_grey,mh_chn,CHKM,2027,22.9708
A3,nitrogen_prod,lvs_excretion,CHKM,2027,0.789551
A3,nitrogen_total,lvs_excretion,CHKM,2027,0.774659
A3,land_diet,pn_land,CHKM,2027,32.8692
A3,co2_faostat_prod,faostat_chn,CHKM,2028,12.1789
A3,co2_faostat_cons,faostat_chn,CHKM,2028,12.0604
A3,co2_pn_lca,pn_lca,CHKM,2028,251.12
A3,water_green_prod,mh_chn,CHKM,2028,77.9842
A3,water_blue_prod,mh_chn,CHKM,2028,7.72693
A3,water_grey_prod,mh_chn,CHKM,2028,23.4833
A3,water_green,mh_chn,CHKM,2028,77.2258
A3,water_blue,mh_chn,CHKM,2028,7.65178
A3,water_grey,mh_chn,CHKM,2028,23.2549
A3,nitrogen_prod,lvs_excretion,CHKM,2028,0.791942
A3,nitrogen_total,lvs_excretion,CHKM,2028,0.78424
A3,land_diet,pn_land,CHKM,2028,33.2757
A3,co2_faostat_prod,faostat_chn,CHKM,2029,12.2163
A3,co2_faostat_cons,faostat_chn,CHKM,2029,12.2085
A3,co2_pn_lca,pn_lca,CHKM,2029,254.203
A3,water_green_prod,mh_chn,CHKM,2029,78.2238
A3,water_blue_prod,mh_chn,CHKM,2029,7.75067
A3,water_grey_prod,mh_chn,CHKM,2029,23.5554
A3,water_green,mh_chn,CHKM,2029,78.1738
A3,water_blue,mh_chn,CHKM,2029,7.74571
A3,water_grey,mh_chn,CHKM,2029,23.5404
A3,nitrogen_prod,lvs_excretion,CHKM,2029,0.794375
A3,nitrogen_total,lvs_excretion,CHKM,2029,0.793867
A3,land_diet,pn_land,CHKM,2029,33.6842
