scenario,commodity,year,production,net_import,supply_available,domestic_demand_total,food_demand_total,balance_error,balance_error_pct_of_use
BS,RICE,2023,20660.3,100.6,20760.9,20760.9,15799.6,3.63798e-12,1.75232e-14
BS,RICE,2024,20753.5,78.57,20832.1,20832.1,15650,0,0
BS,RICE,2025,20794.1,172.862,20967,20967,15482.9,7.27596e-12,3.4702e-14
BS,RICE,2026,20834.1,273.137,21107.2,21107.2,15336.2,3.63798e-12,1.72357e-14
BS,RICE,2027,20873.2,342.807,21216,21216,15192.3,0,0
BS,RICE,2028,20911.5,395.14,21306.7,21306.7,15047.7,0,0
BS,RICE,2029,20948.9,450.102,21399,21399,14901.6,3.63798e-12,1.70007e-14
BS,RICE,2030,20985.2,509.234,21494.5,21494.5,14754.5,-3.63798e-12,-1.69252e-14
BS,RICE,2031,21004.7,548.091,21552.8,21552.8,14619.7,1.09139e-11,5.06382e-14
BS,RICE,2032,21022.9,551.027,21573.9,21573.9,14482.3,-3.63798e-12,-1.68629e-14
BS,RICE,2033,21039.7,556.997,21596.7,21596.7,14343.5,0,0
BS,RICE,2034,21054.9,565.955,21620.9,21620.9,14203.2,3.63798e-12,1.68262e-14
BS,RICE,2035,21068.5,578.454,21646.9,21646.9,14061.9,7.27596e-12,3.3612e-14
BS,RICE,2036,21079.7,596.318,21676,21676,13931.4,-7.27596e-12,-3.35668e-14
BS,RICE,2037,21089,615.695,21704.7,21704.7,13799.7,-1.09139e-11,-5.02838e-14
BS,RICE,2038,21096.5,637.578,21734,21734,13667.9,7.27596e-12,3.34773e-14
BS,RICE,2039,21102.4,662.245,21764.6,21764.6,13536.4,-3.63798e-12,-1.67151e-14
BS,RICE,2040,21107,688.573,21795.5,21795.5,13404.4,3.63798e-12,1.66914e-14
BS,RICE,2041,21110.3,725.229,21835.5,21835.5,13280.5,3.63798e-12,1.66608e-14
BS,RICE,2042,21112.5,762.401,21874.9,21874.9,13155.1,1.81899e-11,8.31541e-14
BS,RICE,2043,21113.7,800.975,21914.7,21914.7,13029.1,0,0
BS,RICE,2044,21114.1,841.013,21955.1,21955.1,12902.6,-3.63798e-12,-1.65701e-14
BS,RICE,2045,21113.5,881.935,21995.5,21995.5,12775.1,0,0
BS,RICE,2046,21112.2,924.901,22037.1,22037.1,12647.8,0,0
BS,RICE,2047,21110.2,967.071,22077.3,22077.3,12518,-3.63798e-12,-1.64784e-14
BS,RICE,2048,21107.6,1008.9,22116.5,22116.5,12386.2,7.27596e-12,3.28984e-14
BS,RICE,2049,21104.3,1049.48,22153.8,22153.8,12251.4,-7.27596e-12,-3.28429e-14
BS,RICE,2050,21100.5,1088.61,22189.1,22189.1,12113.6,1.81899e-11,8.19767e-14
BS,WHEA,2023,13659,1189.4,14848.4,14848.4,9162.85,-1.81899e-12,-1.22504e-14
BS,WHEA,2024,14009.9,1106.26,15116.2,15116.2,9100,3.63798e-12,2.40668e-14
BS,WHEA,2025,14115.7,1022.88,15138.6,15138.6,9002.72,-7.27596e-12,-4.80624e-14
BS,WHEA,2026,14217.3,958.062,15175.4,15175.4,8917.07,0,0
BS,WHEA,2027,14314.7,899.708,15214.4,15214.4,8832.87,3.63798e-12,2.39113e-14
BS,WHEA,2028,14407.9,846.059,15254,15254,8748.04,1.81899e-12,1.19247e-14
BS,WHEA,2029,14496.8,797.538,15294.4,15294.4,8662.13,7.27596e-12,4.75728e-14
BS,WHEA,2030,14581.4,753.732,15335.1,15335.1,8575.32,7.27596e-12,4.74465e-14
BS,WHEA,2031,14595.7,713.172,15308.9,15308.9,8495.45,-1.81899e-12,-1.18819e-14
BS,WHEA,2032,14605,673.537,15278.6,15278.6,8413.76,3.63798e-12,2.3811e-14
BS,WHEA,2033,14608.9,637.304,15246.2,15246.2,8330.97,-3.63798e-12,-2.38615e-14
BS,WHEA,2034,14607.3,604.536,15211.8,15211.8,8246.98,7.27596e-12,4.7831e-14
BS,WHEA,2035,14599.8,575.71,15175.5,15175.5,8162.05,-7.27596e-12,-4.79454e-14
BS,WHEA,2036,14588.4,542.766,15131.2,15131.2,8083.45,-1.81899e-12,-1.20215e-14
BS,WHEA,2037,14573.5,511.441,15084.9,15084.9,8004.2,1.81899e-12,1.20583e-14
BS,WHEA,2038,14555.4,482.122,15037.5,15037.5,7924.97,0,0
BS,WHEA,2039,14534.5,454.791,14989.3,14989.3,7846.01,5.45697e-12,3.64058e-14
BS,WHEA,2040,14511,428.657,14939.7,14939.7,7766.75,-1.81899e-12,-1.21756e-14
BS,WHEA,2041,14485.3,408.544,14893.8,14893.8,7692.28,-5.45697e-12,-3.66391e-14
BS,WHEA,2042,14457.6,388.613,14846.2,14846.2,7616.95,3.63798e-12,2.45045e-14
BS,WHEA,2043,14428,369.234,14797.2,14797.2,7541.32,-1.81899e-12,-1.22928e-14
BS,WHEA,2044,14396.8,350.306,14747.1,14747.1,7465.47,1.81899e-12,1.23345e-14
BS,WHEA,2045,14364.2,331.289,14695.5,14695.5,7389.1,-3.63798e-12,-2.47557e-14
BS,WHEA,2046,14330.4,312.827,14643.2,14643.2,7312.93,1.81899e-12,1.24221e-14
BS,WHEA,2047,14295.4,293.169,14588.5,14588.5,7235.33,3.63798e-12,2.49372e-14
BS,WHEA,2048,14259.4,272.473,14531.8,14531.8,7156.61,1.81899e-12,1.25173e-14
BS,WHEA,2049,14222.5,250.123,14472.6,14472.6,7076.25,-2.91038e-11,-2.01096e-13
BS,WHEA,2050,14184.8,225.916,14410.7,14410.7,6994.19,-9.09495e-12,-6.31123e-14
BS,MAIZ,2023,28884,2712.1,31596.1,31596.1,1890,0,0
BS,MAIZ,2024,29492,1363,30855,30855,1890,0,0
BS,MAIZ,2025,29896.1,1138.52,31034.6,31034.6,1877.44,-1.09139e-11,-3.5167e-14
BS,MAIZ,2026,30301.1,918.979,31220.1,31220.1,1866.89,-1.09139e-11,-3.4958e-14
BS,MAIZ,2027,30706.7,1373.95,32080.6,32080.6,1856.63,1.09139e-11,3.40203e-14
BS,MAIZ,2028,31112.1,1279.05,32391.1,32391.1,1845.99,-3.63798e-12,-1.12314e-14
BS,MAIZ,2029,31516.8,1093.11,32609.9,32609.9,1834.95,-1.81899e-11,-5.57803e-14
BS,MAIZ,2030,31920.1,879.524,32799.7,32799.7,1823.54,0,0
BS,MAIZ,2031,31929.1,845.115,32774.2,32774.2,1813.41,5.09317e-11,1.55402e-13
BS,MAIZ,2032,31930.2,826.088,32756.3,32756.3,1802.95,0,0
BS,MAIZ,2033,31922.7,807.803,32730.5,32730.5,1792.17,0,0
BS,MAIZ,2034,31915,783.544,32698.5,32698.5,1781.05,-1.09139e-11,-3.33775e-14
BS,MAIZ,2035,31897,761.543,32658.5,32658.5,1769.68,3.63798e-12,1.11394e-14
BS,MAIZ,2036,31872,934.297,32806.3,32806.3,1759.42,-2.18279e-11,-6.65356e-14
BS,MAIZ,2037,31840.8,1105.61,32946.4,32946.4,1748.88,-7.27596e-12,-2.20842e-14
BS,MAIZ,2038,31804.1,1276.28,33080.4,33080.4,1738.06,-7.27596e-12,-2.19948e-14
BS,MAIZ,2039,31762.5,1446.69,33209.1,33209.1,1727.03,0,0
BS,MAIZ,2040,31716.5,1617.04,33333.5,33333.5,1715.66,0,0
BS,MAIZ,2041,31666.6,1788.13,33454.7,33454.7,1705.16,0,0
BS,MAIZ,2042,31613.3,1958.61,33571.9,33571.9,1694.34,1.45519e-11,4.33455e-14
BS,MAIZ,2043,31556.9,2128.3,33685.2,33685.2,1683.21,-2.18279e-11,-6.47996e-14
BS,MAIZ,2044,31497.8,2297,33794.8,33794.8,1671.78,7.27596e-12,2.15298e-14
BS,MAIZ,2045,31436.3,2463.56,33899.9,33899.9,1660.01,0,0
BS,MAIZ,2046,31372.7,2628.7,34001.4,34001.4,1648.07,0,0
BS,MAIZ,2047,31307.2,2791.73,34098.9,34098.9,1635.61,0,0
BS,MAIZ,2048,31240,2952.42,34192.4,34192.4,1622.66,7.27596e-12,2.12794e-14
BS,MAIZ,2049,31171.4,3110.31,34281.7,34281.7,1609.12,1.45519e-11,4.24481e-14
BS,MAIZ,2050,31101.4,3265.07,34366.5,34366.5,1594.97,1.45519e-11,4.23433e-14
BS,POTA,2023,9150,0,9150,9125,5872,25,0.273973
BS,POTA,2024,9500,0,9500,9445,6081.92,55,0.582319
BS,POTA,2025,9564.68,0,9564.68,9441.47,6044.96,123.215,1.30504
BS,POTA,2026,9625.18,0,9625.18,9453.67,6014.33,171.513,1.81424
BS,POTA,2027,9681.49,0,9681.49,9492.67,5984.96,188.826,1.98917
BS,POTA,2028,9733.56,0,9733.56,9526.59,5954.19,206.964,2.17248
BS,POTA,2029,9781.37,0,9781.37,9570.73,5922.07,210.639,2.20086
BS,POTA,2030,9824.87,0,9824.87,9611.18,5888.61,213.685,2.2233
BS,POTA,2031,9863.92,0,9863.92,9651.21,5859.37,212.703,2.20389
BS,POTA,2032,9898.47,0,9898.47,9688.63,5829.42,209.837,2.16581
BS,POTA,2033,9928.33,0,9928.33,9724.44,5798.46,203.893,2.0967
BS,POTA,2034,9953.35,0,9953.35,9757.75,5766.43,195.607,2.00463
BS,POTA,2035,9973.36,0,9973.36,9792.43,5733.61,180.921,1.84756
BS,POTA,2036,9993.11,0,9993.11,9833.6,5704.29,159.514,1.62213
BS,POTA,2037,10012.1,0,10012.1,9871.77,5674.1,140.288,1.4211
BS,POTA,2038,10030.2,0,10030.2,9906.64,5642.72,123.586,1.24751
BS,POTA,2039,10047.6,0,10047.6,9938.41,5610.33,109.228,1.09904
BS,POTA,2040,10064.3,0,10064.3,9966.72,5576.55,97.6108,0.979368
BS,POTA,2041,10080.3,0,10080.3,9995.68,5545.47,84.644,0.846806
BS,POTA,2042,10095.7,0,10095.7,10021.6,5513.36,74.0673,0.739078
BS,POTA,2043,10110.3,0,10110.3,10044.2,5479.96,66.1293,0.658382
BS,POTA,2044,10124.4,0,10124.4,10063.6,5445.33,60.7532,0.603691
BS,POTA,2045,10137.8,0,10137.8,10079.7,5409.26,58.1643,0.577046
BS,POTA,2046,10150.7,0,10150.7,10093,5372.44,57.6559,0.571245
BS,POTA,2047,10163,0,10163,10102.6,5333.74,60.3504,0.597374
BS,POTA,2048,10174.7,0,10174.7,10108.5,5293.2,66.1957,0.65485
BS,POTA,2049,10185.9,0,10185.9,10110.4,5250.45,75.5492,0.747245
BS,POTA,2050,10196.6,0,10196.6,10108.1,5205.44,88.4663,0.8752
BS,SOYS,2023,2084.17,9849,11933.2,11933.2,1550,0,0
BS,SOYS,2024,2065,10497,12562,12562,1675,-1.81899e-12,-1.44801e-14
BS,SOYS,2025,2190,10036.6,12226.6,12226.6,1676.89,-3.63798e-12,-2.97545e-14
BS,SOYS,2026,2322.21,9725.45,12047.7,12047.7,1678.87,-9.09495e-12,-7.54914e-14
BS,SOYS,2027,2462,9443.82,11905.8,11905.8,1681.39,5.45697e-12,4.58344e-14
BS,SOYS,2028,2609.75,9179.47,11789.2,11789.2,1683.46,0,0
BS,SOYS,2029,2765.82,8931.63,11697.4,11697.4,1685.17,-3.63798e-12,-3.11006e-14
BS,SOYS,2030,2930.63,8690.91,11621.5,11621.5,1686.44,3.63798e-12,3.13038e-14
BS,SOYS,2031,2961.78,8551.82,11513.6,11513.6,1687.68,4.00178e-11,3.47569e-13
BS,SOYS,2032,2992.54,8421.01,11413.5,11413.5,1688.91,-5.45697e-12,-4.78113e-14
BS,SOYS,2033,3022.79,8300.62,11323.4,11323.4,1689.85,3.63798e-12,3.21279e-14
BS,SOYS,2034,3052.01,8189.93,11241.9,11241.9,1690.48,-1.45519e-11,-1.29443e-13
BS,SOYS,2035,3080.52,8087.67,11168.2,11168.2,1690.89,-3.63798e-12,-3.25745e-14
BS,SOYS,2036,3096.98,8114.04,11211,11211,1691.12,-7.27596e-12,-6.49e-14
BS,SOYS,2037,3105.98,8142.58,11248.6,11248.6,1691.13,-5.45697e-12,-4.85126e-14
BS,SOYS,2038,3110.42,8171.72,11282.1,11282.1,1690.66,0,0
BS,SOYS,2039,3112.05,8200.75,11312.8,11312.8,1689.75,-3.63798e-12,-3.21581e-14
BS,SOYS,2040,3111.96,8229.27,11341.2,11341.2,1688.29,3.63798e-12,3.20775e-14
BS,SOYS,2041,3110.79,8257.29,11368.1,11368.1,1686.58,3.63798e-12,3.20017e-14
BS,SOYS,2042,3108.92,8284.72,11393.6,11393.6,1684.55,-1.81899e-12,-1.5965e-14
BS,SOYS,2043,3106.6,8311.35,11417.9,11417.9,1681.99,5.45697e-12,4.77929e-14
BS,SOYS,2044,3103.96,8337.25,11441.2,11441.2,1678.91,-3.63798e-12,-3.17972e-14
BS,SOYS,2045,3101.09,8362.19,11463.3,11463.3,1675.24,5.45697e-12,4.76039e-14
BS,SOYS,2046,3098.05,8386.45,11484.5,11484.5,1670.93,1.81899e-12,1.58386e-14
BS,SOYS,2047,3094.87,8410.01,11504.9,11504.9,1665.92,-3.63798e-12,-3.16212e-14
BS,SOYS,2048,3091.56,8432.9,11524.5,11524.5,1660.18,3.63798e-12,3.15675e-14
BS,SOYS,2049,3088.15,8455.04,11543.2,11543.2,1653.58,3.63798e-12,3.15162e-14
BS,SOYS,2050,3084.63,8476.45,11561.1,11561.1,1646.1,3.63798e-12,3.14675e-14
BS,RAPS,2023,1631.74,519.81,2151.55,2151.55,0,0,0
BS,RAPS,2024,1674,638.56,2312.56,2312.56,0,0,0
BS,RAPS,2025,1717.63,628.481,2346.11,2346.11,0,-9.09495e-13,-3.8766e-14
BS,RAPS,2026,1762.14,614.208,2376.35,2376.35,0,9.09495e-13,3.82728e-14
BS,RAPS,2027,1807.5,586.552,2394.05,2394.05,0,9.09495e-13,3.79897e-14
BS,RAPS,2028,1853.7,559.211,2412.91,2412.91,0,-9.09495e-13,-3.76928e-14
BS,RAPS,2029,1900.72,532.654,2433.37,2433.37,0,-4.54747e-13,-1.8688e-14
BS,RAPS,2030,1948.52,506.343,2454.87,2454.87,0,-9.09495e-13,-3.70487e-14
BS,RAPS,2031,1961.93,501.691,2463.62,2463.62,0,5.45697e-12,2.21502e-13
BS,RAPS,2032,1974.95,496.164,2471.12,2471.12,0,9.09495e-13,3.6805e-14
BS,RAPS,2033,1987.52,491.508,2479.03,2479.03,0,4.54747e-13,1.83438e-14
BS,RAPS,2034,1999.29,487.977,2487.27,2487.27,0,4.54747e-13,1.8283e-14
BS,RAPS,2035,2010.48,485.339,2495.82,2495.82,0,-2.27374e-12,-9.11018e-14
BS,RAPS,2036,2021.33,482.675,2504.01,2504.01,0,-3.18323e-12,-1.27125e-13
BS,RAPS,2037,2031.72,479.673,2511.39,2511.39,0,-9.09495e-13,-3.62148e-14
BS,RAPS,2038,2041.69,476.494,2518.19,2518.19,0,9.09495e-13,3.61171e-14
BS,RAPS,2039,2051.31,473.233,2524.54,2524.54,0,0,0
BS,RAPS,2040,2060.61,469.995,2530.61,2530.61,0,0,0
BS,RAPS,2041,2069.63,466.769,2536.4,2536.4,0,2.72848e-12,1.07573e-13
BS,RAPS,2042,2078.39,463.583,2541.98,2541.98,0,0,0
BS,RAPS,2043,2086.92,460.457,2547.38,2547.38,0,0,0
BS,RAPS,2044,2095.23,457.407,2552.64,2552.64,0,0,0
BS,RAPS,2045,2103.34,454.329,2557.67,2557.67,0,4.54747e-13,1.77797e-14
BS,RAPS,2046,2111.26,451.359,2562.62,2562.62,0,-9.09495e-13,-3.54908e-14
BS,RAPS,2047,2119.01,448.502,2567.51,2567.51,0,-4.54747e-13,-1.77116e-14
BS,RAPS,2048,2126.58,445.764,2572.34,2572.34,0,4.54747e-13,1.76783e-14
BS,RAPS,2049,2133.99,443.146,2577.13,2577.13,0,-4.54747e-13,-1.76455e-14
BS,RAPS,2050,2141.24,440.653,2581.89,2581.89,0,-4.54747e-13,-1.7613e-14
BS,GRDS,2023,1860,20,1880,1070,810,810,75.7009
BS,GRDS,2024,1900,5,1905,1905,850,-4.54747e-13,-2.38713e-14
BS,GRDS,2025,1927.66,0,1927.66,1910.98,858.54,16.6772,0.872702
BS,GRDS,2026,1955.42,0,1955.42,1917.83,866.822,37.5946,1.96027
BS,GRDS,2027,1967.56,0,1967.56,1926.04,875.759,41.5211,2.15578
BS,GRDS,2028,1979.41,0,1979.41,1934.55,884.443,44.8636,2.31907
BS,GRDS,2029,1990.96,0,1990.96,1943.69,893.011,47.2684,2.43189
BS,GRDS,2030,2002.16,0,2002.16,1953.1,901.349,49.0536,2.51157
BS,GRDS,2031,2012.96,0,2012.96,1960.05,909.575,52.901,2.69895
BS,GRDS,2032,2023.32,0,2023.32,1967.07,918.22,56.2526,2.85972
BS,GRDS,2033,2033.18,0,2033.18,1974.35,926.828,58.8296,2.97969
BS,GRDS,2034,2042.2,0,2042.2,1981.9,935.401,60.2968,3.04237
BS,GRDS,2035,2050.6,0,2050.6,1989.76,944.009,60.8382,3.05757
BS,GRDS,2036,2057.18,0,2057.18,2003.79,952.282,53.3855,2.66422
BS,GRDS,2037,2062.3,0,2062.3,2017.56,960.595,44.7442,2.21774
BS,GRDS,2038,2066.24,0,2066.24,2030.68,968.483,35.5681,1.75154
BS,GRDS,2039,2069.24,0,2069.24,2043.23,975.962,26.0094,1.27295
BS,GRDS,2040,2071.48,0,2071.48,2055.21,982.952,16.2744,0.791862
BS,GRDS,2041,2073.12,0,2073.12,2066.74,989.582,6.37391,0.308404
BS,GRDS,2042,2074.26,3.85356,2078.11,2078.11,996.112,5.45697e-11,2.62592e-12
BS,GRDS,2043,2075.01,13.9321,2088.95,2088.95,1002.14,-9.09495e-13,-4.35384e-14
BS,GRDS,2044,2075.45,23.7949,2099.25,2099.25,1007.68,1.81899e-12,8.66495e-14
BS,GRDS,2045,2075.64,33.2873,2108.93,2108.93,1012.66,-4.54747e-13,-2.15629e-14
BS,GRDS,2046,2075.63,42.3803,2118.01,2118.01,1017.04,-1.81899e-12,-8.58818e-14
BS,GRDS,2047,2075.46,51.0675,2126.53,2126.53,1020.85,-9.09495e-13,-4.2769e-14
BS,GRDS,2048,2075.16,59.2193,2134.38,2134.38,1023.99,4.54747e-13,2.13058e-14
BS,GRDS,2049,2074.76,66.7299,2141.49,2141.49,1026.38,-3.18323e-12,-1.48646e-13
BS,GRDS,2050,2074.28,73.5532,2147.83,2147.83,1027.97,0,0
BS,COTT,2023,561.8,191,752.8,752.8,0,0,0
BS,COTT,2024,616.4,261.8,878.2,878.2,0,0,0
BS,COTT,2025,617.205,188.739,805.943,805.943,0,-2.27374e-13,-2.82121e-14
BS,COTT,2026,617.917,185.43,803.348,803.348,0,4.54747e-13,5.66065e-14
BS,COTT,2027,618.53,182.211,800.742,800.742,0,0,0
BS,COTT,2028,619.032,179.087,798.12,798.12,0,0,0
BS,COTT,2029,619.417,176.108,795.525,795.525,0,2.27374e-13,2.85816e-14
BS,COTT,2030,619.673,173.234,792.907,792.907,0,3.41061e-13,4.30139e-14
BS,COTT,2031,619.787,170.503,790.29,790.29,0,1.13687e-13,1.43855e-14
BS,COTT,2032,619.75,167.95,787.7,787.7,0,1.13687e-13,1.44328e-14
BS,COTT,2033,619.544,165.591,785.135,785.135,0,0,0
BS,COTT,2034,615.991,167.284,783.275,783.275,0,-1.13687e-13,-1.45143e-14
BS,COTT,2035,612.262,169.179,781.441,781.441,0,2.27374e-13,2.90967e-14
BS,COTT,2036,608.524,171.048,779.573,779.573,0,0,0
BS,COTT,2037,604.721,173.549,778.27,778.27,0,2.27374e-13,2.92153e-14
BS,COTT,2038,600.856,176.611,777.467,777.467,0,1.13687e-13,1.46227e-14
BS,COTT,2039,596.933,180.174,777.106,777.106,0,1.13687e-13,1.46295e-14
BS,COTT,2040,592.955,184.176,777.131,777.131,0,1.13687e-13,1.4629e-14
BS,COTT,2041,588.928,188.57,777.498,777.498,0,2.27374e-13,2.92443e-14
BS,COTT,2042,584.853,193.309,778.162,778.162,0,0,0
BS,COTT,2043,580.736,198.354,779.09,779.09,0,2.27374e-13,2.91845e-14
BS,COTT,2044,576.578,203.669,780.247,780.247,0,-2.27374e-13,-2.91412e-14
BS,COTT,2045,572.383,209.219,781.603,781.603,0,1.13687e-13,1.45453e-14
BS,COTT,2046,568.155,214.97,783.125,783.125,0,-1.13687e-13,-1.45171e-14
BS,COTT,2047,563.897,220.891,784.788,784.788,0,0,0
BS,COTT,2048,559.61,226.96,786.57,786.57,0,-1.13687e-13,-1.44535e-14
BS,COTT,2049,555.298,233.149,788.448,788.448,0,1.13687e-13,1.44191e-14
BS,COTT,2050,550.964,239.437,790.401,790.401,0,1.13687e-13,1.43834e-14
BS,SUGC,2023,789,0,789,789,0,0,0
BS,SUGC,2024,882,0,882,882,0,0,0
BS,SUGC,2025,1050.8,0,1050.8,895.23,0,155.567,17.3774
BS,SUGC,2026,1241.72,0,1241.72,908.658,0,333.059,36.6539
BS,SUGC,2027,1455.87,0,1455.87,922.288,0,533.584,57.8544
BS,SUGC,2028,1694.16,0,1694.16,936.123,0,758.041,80.9766
BS,SUGC,2029,1957.28,0,1957.28,950.164,0,1007.11,105.993
BS,SUGC,2030,2245.63,0,2245.63,964.417,0,1281.22,132.849
BS,SUGC,2031,2559.37,0,2559.37,978.883,0,1580.49,161.458
BS,SUGC,2032,2898.37,0,2898.37,993.566,0,1904.8,191.713
BS,SUGC,2033,3262.15,0,3262.15,1008.47,0,2253.68,223.475
BS,SUGC,2034,3649.96,0,3649.96,1023.6,0,2626.36,256.582
BS,SUGC,2035,4060.74,0,4060.74,1038.95,0,3021.79,290.85
BS,SUGC,2036,4425.45,0,4425.45,1054.54,0,3370.92,319.659
BS,SUGC,2037,4742.47,0,4742.47,1070.35,0,3672.11,343.075
BS,SUGC,2038,5013.21,0,5013.21,1086.41,0,3926.8,361.448
BS,SUGC,2039,5241.07,0,5241.07,1102.7,0,4138.36,375.292
BS,SUGC,2040,5430.5,0,5430.5,1119.25,0,4311.25,385.193
BS,SUGC,2041,5586.33,0,5586.33,1136.03,0,4450.3,391.74
BS,SUGC,2042,5713.35,0,5713.35,1153.07,0,4560.28,395.489
BS,SUGC,2043,5816.03,0,5816.03,1170.37,0,4645.66,396.939
BS,SUGC,2044,5898.38,0,5898.38,1187.93,0,4710.46,396.528
BS,SUGC,2045,5963.91,0,5963.91,1205.75,0,4758.16,394.624
BS,SUGC,2046,6015.6,0,6015.6,1223.83,0,4791.77,391.539
BS,SUGC,2047,6056,0,6056,1242.19,0,4813.81,387.527
BS,SUGC,2048,6087.22,0,6087.22,1260.82,0,4826.4,382.798
BS,SUGC,2049,6110.99,0,6110.99,1279.73,0,4831.25,377.52
BS,SUGC,2050,6128.74,0,6128.74,1298.93,0,4829.81,371.83
BS,SUGB,2023,108,0,108,108,0,0,0
BS,SUGB,2024,114,0,114,114,0,0,0
BS,SUGB,2025,114.232,0,114.232,114,0,0.232277,0.203752
BS,SUGB,2026,114.448,0,114.448,114,0,0.447737,0.392752
BS,SUGB,2027,114.645,0,114.645,114,0,0.645003,0.565792
BS,SUGB,2028,114.822,0,114.822,114,0,0.821923,0.720985
BS,SUGB,2029,114.977,0,114.977,114,0,0.977227,0.857217
BS,SUGB,2030,115.109,0,115.109,114,0,1.10884,0.972668
BS,SUGB,2031,115.214,0,115.214,114,0,1.21417,1.06506
BS,SUGB,2032,115.291,0,115.291,114,0,1.29149,1.13288
BS,SUGB,2033,115.337,0,115.337,114,0,1.33743,1.17319
BS,SUGB,2034,115.432,0,115.432,114,0,1.43248,1.25656
BS,SUGB,2035,115.49,0,115.49,114,0,1.49044,1.30741
BS,SUGB,2036,115.548,0,115.548,114,0,1.54844,1.35828
BS,SUGB,2037,115.606,0,115.606,114,0,1.60647,1.40918
BS,SUGB,2038,115.665,0,115.665,114,0,1.66453,1.46011
BS,SUGB,2039,115.723,0,115.723,114,0,1.72261,1.51106
BS,SUGB,2040,115.781,0,115.781,114,0,1.78073,1.56204
BS,SUGB,2041,115.839,0,115.839,114,0,1.83887,1.61304
BS,SUGB,2042,115.897,0,115.897,114,0,1.89704,1.66407
BS,SUGB,2043,115.955,0,115.955,114,0,1.95524,1.71513
BS,SUGB,2044,116.013,0,116.013,114,0,2.01347,1.76621
BS,SUGB,2045,116.072,0,116.072,114,0,2.07174,1.81731
BS,SUGB,2046,116.13,0,116.13,114,0,2.13002,1.86844
BS,SUGB,2047,116.188,0,116.188,114,0,2.18834,1.9196
BS,SUGB,2048,116.247,0,116.247,114,0,2.24669,1.97078
BS,SUGB,2049,116.305,0,116.305,114,0,2.30507,2.02199
BS,SUGB,2050,116.363,0,116.363,114,0,2.36348,2.07323
BS,FRTO,2023,32744.3,365.6,33109.9,33109.9,15628.1,0,0
BS,FRTO,2024,34500,109.86,34609.9,34609.9,16380,0,0
BS,FRTO,2025,34682.7,0,34682.7,34658.6,16418.3,24.0988,0.0695321
BS,FRTO,2026,34862.3,0,34862.3,34694,16444,168.338,0.485209
BS,FRTO,2027,35038.7,0,35038.7,34731.3,16472.1,307.374,0.885006
BS,FRTO,2028,35211.1,0,35211.1,34763.5,16495.7,447.611,1.28759
BS,FRTO,2029,35379.4,0,35379.4,34790.6,16514.8,588.772,1.69233
BS,FRTO,2030,35543,0,35543,34812.5,16529.4,730.501,2.09839
BS,FRTO,2031,35701.1,0,35701.1,34822,16532.5,879.102,2.52456
BS,FRTO,2032,35853.4,0,35853.4,34827.4,16532.1,1026.03,2.94605
BS,FRTO,2033,35999,0,35999,34827.9,16527.6,1171.07,3.36245
BS,FRTO,2034,36163.2,0,36163.2,34829.8,16518.9,1333.42,3.82839
BS,FRTO,2035,36319.4,0,36319.4,34827.2,16506.5,1492.27,4.28479
BS,FRTO,2036,36458.1,0,36458.1,34854.2,16483.6,1603.96,4.6019
BS,FRTO,2037,36582.7,0,36582.7,34874.5,16457.8,1708.21,4.89818
BS,FRTO,2038,36696,0,36696,34888.4,16428.4,1807.68,5.18134
BS,FRTO,2039,36800.3,0,36800.3,34896.8,16396,1903.53,5.45474
BS,FRTO,2040,36897.3,0,36897.3,34899,16359.5,1998.31,5.72599
BS,FRTO,2041,36988.5,0,36988.5,34890.5,16313.9,2097.96,6.01299
BS,FRTO,2042,37075,0,37075,34877.2,16265,2197.81,6.30156
BS,FRTO,2043,37157.9,0,37157.9,34858.9,16212.1,2298.97,6.59507
BS,FRTO,2044,37237.8,0,37237.8,34836,16155.6,2401.86,6.89477
BS,FRTO,2045,37315.4,0,37315.4,34807.8,16094.7,2507.6,7.20412
BS,FRTO,2046,37391.2,0,37391.2,34772.1,16027,2619.09,7.53215
BS,FRTO,2047,37465.5,0,37465.5,34729.9,15953.5,2735.63,7.87687
BS,FRTO,2048,37538.6,0,37538.6,34681.4,15874.2,2857.28,8.23867
BS,FRTO,2049,37610.9,0,37610.9,34625.5,15788.3,2985.39,8.62195
BS,FRTO,2050,37682.5,0,37682.5,34562.1,15695.3,3120.37,9.02829
BS,VEGT,2023,82868.1,0,82868.1,81577.7,19187.1,1290.41,1.58182
BS,VEGT,2024,83696.8,0,83696.8,82264,20415.5,1432.82,1.74174
BS,VEGT,2025,84308.9,0,84308.9,82628.8,20406.9,1680.06,2.03326
BS,VEGT,2026,84861.6,0,84861.6,82980,20395.1,1881.66,2.26761
BS,VEGT,2027,85356.2,0,85356.2,83322,20386.8,2034.22,2.4414
BS,VEGT,2028,85792.8,0,85792.8,83643.4,20374,2149.33,2.56964
BS,VEGT,2029,86172.1,0,86172.1,83944,20356.4,2228.06,2.65423
BS,VEGT,2030,86493.9,0,86493.9,84218.7,20334.3,2275.26,2.70161
BS,VEGT,2031,86757.1,0,86757.1,84466.2,20307.8,2290.92,2.71223
BS,VEGT,2032,86961.4,0,86961.4,84687.8,20278.2,2273.61,2.6847
BS,VEGT,2033,87104.2,0,87104.2,84880,20245.1,2224.16,2.62035
