scenario,commodity,year,production,net_import,supply_available,domestic_demand_total,food_demand_total,balance_error,balance_error_pct_of_use
A2,RICE,2048,21107.6,36.7842,21144.4,21144.4,11414.1,-1.09139e-10,-5.16163e-13
A2,RICE,2049,21104.3,53.9886,21158.3,21158.3,11255.9,-3.63798e-12,-1.71941e-14
A2,RICE,2050,21100.5,70.8511,21171.3,21171.3,11095.8,-3.63798e-12,-1.71835e-14
A2,WHEA,2023,13659,1189.4,14848.4,14848.4,9162.85,-1.81899e-12,-1.22504e-14
A2,WHEA,2024,14009.9,1106.26,15116.2,15116.2,9100,3.63798e-12,2.40668e-14
A2,WHEA,2025,14115.7,990.604,15106.3,15106.3,8970.45,-9.09495e-12,-6.02063e-14
A2,WHEA,2026,14217.3,897.115,15114.4,15114.4,8856.12,3.63798e-12,2.40696e-14
A2,WHEA,2027,14314.7,810.613,15125.3,15125.3,8743.77,-1.81899e-12,-1.20261e-14
A2,WHEA,2028,14407.9,729.355,15137.3,15137.3,8631.34,5.45697e-12,3.60499e-14
A2,WHEA,2029,14496.8,653.778,15150.6,15150.6,8518.37,1.81899e-12,1.2006e-14
A2,WHEA,2030,14581.4,583.49,15164.9,15164.9,8405.08,3.63798e-12,2.39895e-14
A2,WHEA,2031,14595.7,519.227,15115,15115,8301.51,5.45697e-12,3.61031e-14
A2,WHEA,2032,14605,456.421,15061.4,15061.4,8196.64,1.09139e-11,7.24628e-14
A2,WHEA,2033,14608.9,397.575,15006.5,15006.5,8091.24,1.81899e-12,1.21213e-14
A2,WHEA,2034,14607.3,342.759,14950,14950,7985.2,0,0
A2,WHEA,2035,14599.8,292.45,14892.2,14892.2,7878.79,3.63798e-12,2.44287e-14
A2,WHEA,2036,14588.4,240.459,14828.9,14828.9,7781.15,-3.63798e-12,-2.45331e-14
A2,WHEA,2037,14573.5,190.565,14764,14764,7683.33,-5.45697e-12,-3.69612e-14
A2,WHEA,2038,14555.4,143.155,14698.5,14698.5,7586.01,-9.09495e-12,-6.18765e-14
A2,WHEA,2039,14534.5,98.1954,14632.7,14632.7,7489.42,-9.09495e-12,-6.21551e-14
A2,WHEA,2040,14511,54.9206,14565.9,14565.9,7393.02,-3.63798e-12,-2.49759e-14
A2,WHEA,2041,14485.3,19.5968,14504.9,14504.9,7303.33,1.81899e-12,1.25405e-14
A2,WHEA,2042,14457.6,0,14457.6,14442.4,7213.22,15.111,0.104629
A2,WHEA,2043,14428,0,14428,14379.2,7123.26,48.834,0.339616
A2,WHEA,2044,14396.8,0,14396.8,14315.2,7033.49,81.6754,0.570552
A2,WHEA,2045,14364.2,0,14364.2,14250.1,6943.65,114.161,0.801128
A2,WHEA,2046,14330.4,0,14330.4,14185.1,6854.85,145.251,1.02397
A2,WHEA,2047,14295.4,0,14295.4,14118.3,6765.11,177.051,1.25405
A2,WHEA,2048,14259.4,0,14259.4,14050,6674.73,209.407,1.49045
A2,WHEA,2049,14222.5,0,14222.5,13979.6,6583.24,242.895,1.7375
A2,WHEA,2050,14184.8,0,14184.8,13907.1,6490.57,277.702,1.99683
A2,MAIZ,2023,28884,2712.1,31596.1,31596.1,1890,0,0
A2,MAIZ,2024,29492,1363,30855,30855,1890,0,0
A2,MAIZ,2025,29896.1,1135.51,31031.6,31031.6,1874.44,-2.54659e-11,-8.20643e-14
A2,MAIZ,2026,30301.1,913.57,31214.7,31214.7,1861.48,-1.45519e-11,-4.66188e-14
A2,MAIZ,2027,30706.7,1366.11,32072.8,32072.8,1848.79,3.63798e-12,1.13429e-14
A2,MAIZ,2028,31112.1,1268.74,32380.8,32380.8,1835.68,-3.63798e-12,-1.1235e-14
A2,MAIZ,2029,31516.8,1080.31,32597.1,32597.1,1822.15,-1.81899e-11,-5.58022e-14
A2,MAIZ,2030,31920.1,864.209,32784.3,32784.3,1808.22,1.45519e-11,4.43868e-14
A2,MAIZ,2031,31929.1,827.789,32756.9,32756.9,1796.09,-7.27596e-12,-2.2212e-14
A2,MAIZ,2032,31930.2,806.741,32737,32737,1783.6,-7.27596e-12,-2.22255e-14
A2,MAIZ,2033,31922.7,786.427,32709.1,32709.1,1770.79,3.63798e-12,1.11222e-14
A2,MAIZ,2034,31915,760.13,32675.1,32675.1,1757.64,0,0
A2,MAIZ,2035,31897,736.085,32633.1,32633.1,1744.22,-7.27596e-12,-2.22963e-14
A2,MAIZ,2036,31872,907.288,32779.3,32779.3,1732.41,1.45519e-11,4.43936e-14
A2,MAIZ,2037,31840.8,1077.06,32917.9,32917.9,1720.33,-7.27596e-12,-2.21034e-14
A2,MAIZ,2038,31804.1,1246.18,33050.3,33050.3,1707.97,0,0
A2,MAIZ,2039,31762.5,1415.05,33177.5,33177.5,1695.39,7.27596e-12,2.19304e-14
A2,MAIZ,2040,31716.5,1583.86,33300.3,33300.3,1682.49,0,0
A2,MAIZ,2041,31666.6,1753.85,33420.4,33420.4,1670.88,0,0
A2,MAIZ,2042,31613.3,1923.23,33536.5,33536.5,1658.96,-7.27596e-12,-2.16956e-14
A2,MAIZ,2043,31556.9,2091.83,33648.8,33648.8,1646.74,-7.27596e-12,-2.16233e-14
A2,MAIZ,2044,31497.8,2259.45,33757.3,33757.3,1634.25,2.18279e-11,6.46612e-14
A2,MAIZ,2045,31436.3,2424.96,33861.3,33861.3,1621.41,7.27596e-12,2.14875e-14
A2,MAIZ,2046,31372.7,2589.16,33961.9,33961.9,1608.54,2.18279e-11,6.42717e-14
A2,MAIZ,2047,31307.2,2751.28,34058.5,34058.5,1595.17,0,0
A2,MAIZ,2048,31240,2911.09,34151.1,34151.1,1581.33,1.45519e-11,4.26104e-14
A2,MAIZ,2049,31171.4,3068.11,34239.5,34239.5,1566.93,1.45519e-11,4.25004e-14
A2,MAIZ,2050,31101.4,3222.04,34323.4,34323.4,1551.94,7.27596e-12,2.11982e-14
A2,POTA,2023,9150,0,9150,9125,5872,25,0.273973
A2,POTA,2024,9500,0,9500,9445,6081.92,55,0.582319
A2,POTA,2025,9564.68,0,9564.68,9431.14,6034.63,133.545,1.416
A2,POTA,2026,9625.18,0,9625.18,9435.04,5995.69,190.144,2.0153
A2,POTA,2027,9681.49,0,9681.49,9465.59,5957.88,215.908,2.28097
A2,POTA,2028,9733.56,0,9733.56,9490.92,5918.52,242.635,2.55649
A2,POTA,2029,9781.37,0,9781.37,9526.34,5877.68,255.028,2.67708
A2,POTA,2030,9824.87,0,9824.87,9557.94,5835.37,266.922,2.79267
A2,POTA,2031,9863.92,0,9863.92,9590.85,5799,273.072,2.84721
A2,POTA,2032,9898.47,0,9898.47,9621.08,5761.87,277.39,2.88315
A2,POTA,2033,9928.33,0,9928.33,9649.64,5723.66,278.694,2.88813
A2,POTA,2034,9953.35,0,9953.35,9675.64,5684.33,277.714,2.87023
A2,POTA,2035,9973.36,0,9973.36,9702.97,5644.14,270.389,2.78667
A2,POTA,2036,9993.11,0,9993.11,9738.47,5609.16,254.64,2.61478
A2,POTA,2037,10012.1,0,10012.1,9770.99,5573.33,241.065,2.46715
A2,POTA,2038,10030.2,0,10030.2,9800.2,5536.29,230.02,2.3471
A2,POTA,2039,10047.6,0,10047.6,9826.31,5498.24,221.324,2.25236
A2,POTA,2040,10064.3,0,10064.3,9848.97,5458.8,215.362,2.18664
A2,POTA,2041,10080.3,0,10080.3,9873.77,5423.56,206.561,2.09202
A2,POTA,2042,10095.7,0,10095.7,9895.55,5387.33,200.105,2.02218
A2,POTA,2043,10110.3,0,10110.3,9914.08,5349.83,196.257,1.97958
A2,POTA,2044,10124.4,0,10124.4,9929.45,5311.15,194.936,1.96321
A2,POTA,2045,10137.8,0,10137.8,9941.47,5271.07,196.359,1.97515
A2,POTA,2046,10150.7,0,10150.7,9951.29,5230.7,199.401,2.00377
A2,POTA,2047,10163,0,10163,9957.4,5188.52,205.573,2.06453
A2,POTA,2048,10174.7,0,10174.7,9959.89,5144.57,214.825,2.15691
A2,POTA,2049,10185.9,0,10185.9,9958.41,5098.5,227.499,2.28449
A2,POTA,2050,10196.6,0,10196.6,9952.94,5050.26,243.642,2.44794
A2,SOYS,2023,2084.17,9849,11933.2,11933.2,1550,0,0
A2,SOYS,2024,2065,10497,12562,12562,1675,-1.81899e-12,-1.44801e-14
A2,SOYS,2025,2190,10035.8,12225.8,12225.8,1676.04,-1.09139e-11,-8.92698e-14
A2,SOYS,2026,2322.21,9723.91,12046.1,12046.1,1677.33,-9.09495e-12,-7.55011e-14
A2,SOYS,2027,2462,9441.55,11903.6,11903.6,1679.12,-5.45697e-12,-4.58432e-14
A2,SOYS,2028,2609.75,9176.45,11786.2,11786.2,1680.44,3.63798e-12,3.08664e-14
A2,SOYS,2029,2765.82,8927.82,11693.6,11693.6,1681.37,0,0
A2,SOYS,2030,2930.63,8686.29,11616.9,11616.9,1681.83,1.81899e-12,1.56581e-14
A2,SOYS,2031,2961.78,8546.53,11508.3,11508.3,1682.39,-1.09139e-11,-9.48353e-14
A2,SOYS,2032,2992.54,8415.02,11407.6,11407.6,1682.92,-5.45697e-12,-4.78364e-14
A2,SOYS,2033,3022.79,8293.92,11316.7,11316.7,1683.15,-3.63798e-12,-3.2147e-14
A2,SOYS,2034,3052.01,8182.5,11234.5,11234.5,1683.05,-1.81899e-12,-1.61911e-14
A2,SOYS,2035,3080.52,8079.49,11160,11160,1682.72,0,0
A2,SOYS,2036,3096.98,8105.26,11202.2,11202.2,1682.33,1.09139e-11,9.74264e-14
A2,SOYS,2037,3105.98,8133.19,11239.2,11239.2,1681.73,1.81899e-12,1.61844e-14
A2,SOYS,2038,3110.42,8161.7,11272.1,11272.1,1680.64,-5.45697e-12,-4.84112e-14
A2,SOYS,2039,3112.05,8190.11,11302.2,11302.2,1679.11,-1.81899e-12,-1.60942e-14
A2,SOYS,2040,3111.96,8217.99,11329.9,11329.9,1677.01,-5.45697e-12,-4.81641e-14
A2,SOYS,2041,3110.79,8245.5,11356.3,11356.3,1674.79,0,0
A2,SOYS,2042,3108.92,8272.43,11381.3,11381.3,1672.26,0,0
A2,SOYS,2043,3106.6,8298.56,11405.2,11405.2,1669.2,3.63798e-12,3.18977e-14
A2,SOYS,2044,3103.96,8323.95,11427.9,11427.9,1665.61,3.63798e-12,3.18342e-14
A2,SOYS,2045,3101.09,8348.39,11449.5,11449.5,1661.43,3.63798e-12,3.17742e-14
A2,SOYS,2046,3098.05,8372.17,11470.2,11470.2,1656.65,2.18279e-11,1.903e-13
A2,SOYS,2047,3094.87,8395.27,11490.1,11490.1,1651.18,0,0
A2,SOYS,2048,3091.56,8417.7,11509.3,11509.3,1644.98,-3.63798e-12,-3.16091e-14
A2,SOYS,2049,3088.15,8439.38,11527.5,11527.5,1637.92,-1.81899e-12,-1.57795e-14
A2,SOYS,2050,3084.63,8460.34,11545,11545,1629.99,-1.81899e-12,-1.57557e-14
A2,RAPS,2023,1631.74,519.81,2151.55,2151.55,0,0,0
A2,RAPS,2024,1674,638.56,2312.56,2312.56,0,0,0
A2,RAPS,2025,1717.63,628.481,2346.11,2346.11,0,-1.36424e-12,-5.8149e-14
A2,RAPS,2026,1762.14,614.208,2376.35,2376.35,0,4.54747e-13,1.91364e-14
A2,RAPS,2027,1807.5,586.552,2394.05,2394.05,0,-4.54747e-13,-1.89949e-14
A2,RAPS,2028,1853.7,559.211,2412.91,2412.91,0,0,0
A2,RAPS,2029,1900.72,532.654,2433.37,2433.37,0,-4.54747e-13,-1.8688e-14
A2,RAPS,2030,1948.52,506.343,2454.87,2454.87,0,4.54747e-13,1.85243e-14
A2,RAPS,2031,1961.93,501.691,2463.62,2463.62,0,-2.27374e-12,-9.22924e-14
A2,RAPS,2032,1974.95,496.164,2471.12,2471.12,0,-4.54747e-13,-1.84025e-14
A2,RAPS,2033,1987.52,491.508,2479.03,2479.03,0,4.54747e-13,1.83438e-14
A2,RAPS,2034,1999.29,487.977,2487.27,2487.27,0,-9.09495e-13,-3.6566e-14
A2,RAPS,2035,2010.48,485.339,2495.82,2495.82,0,-2.27374e-12,-9.11018e-14
A2,RAPS,2036,2021.33,482.675,2504.01,2504.01,0,-9.09495e-13,-3.63215e-14
A2,RAPS,2037,2031.72,479.673,2511.39,2511.39,0,4.54747e-13,1.81074e-14
A2,RAPS,2038,2041.69,476.494,2518.19,2518.19,0,-1.81899e-12,-7.22341e-14
A2,RAPS,2039,2051.31,473.233,2524.54,2524.54,0,9.09495e-13,3.60261e-14
A2,RAPS,2040,2060.61,469.995,2530.61,2530.61,0,4.54747e-13,1.79699e-14
A2,RAPS,2041,2069.63,466.769,2536.4,2536.4,0,9.09495e-13,3.58577e-14
A2,RAPS,2042,2078.39,463.583,2541.98,2541.98,0,4.54747e-13,1.78895e-14
A2,RAPS,2043,2086.92,460.457,2547.38,2547.38,0,-1.81899e-12,-7.14063e-14
A2,RAPS,2044,2095.23,457.407,2552.64,2552.64,0,4.54747e-13,1.78148e-14
A2,RAPS,2045,2103.34,454.329,2557.67,2557.67,0,-1.36424e-12,-5.33392e-14
A2,RAPS,2046,2111.26,451.359,2562.62,2562.62,0,-5.00222e-12,-1.95199e-13
A2,RAPS,2047,2119.01,448.502,2567.51,2567.51,0,9.09495e-13,3.54232e-14
A2,RAPS,2048,2126.58,445.764,2572.34,2572.34,0,4.54747e-13,1.76783e-14
A2,RAPS,2049,2133.99,443.146,2577.13,2577.13,0,-4.54747e-13,-1.76455e-14
A2,RAPS,2050,2141.24,440.653,2581.89,2581.89,0,-4.54747e-13,-1.7613e-14
A2,GRDS,2023,1860,20,1880,1070,810,810,75.7009
A2,GRDS,2024,1900,5,1905,1905,850,-4.54747e-13,-2.38713e-14
A2,GRDS,2025,1927.66,0,1927.66,1910.53,858.091,17.1258,0.896389
A2,GRDS,2026,1955.42,0,1955.42,1916.97,865.964,38.4524,2.00589
A2,GRDS,2027,1967.56,0,1967.56,1924.73,874.446,42.8341,2.22547
A2,GRDS,2028,1979.41,0,1979.41,1932.73,882.627,46.68,2.41523
A2,GRDS,2029,1990.96,0,1990.96,1941.32,890.644,49.6354,2.55678
A2,GRDS,2030,2002.16,0,2002.16,1950.13,898.377,52.0264,2.66784
A2,GRDS,2031,2012.96,0,2012.96,1956.53,906.046,56.4301,2.8842
A2,GRDS,2032,2023.32,0,2023.32,1962.95,914.107,60.3649,3.07521
A2,GRDS,2033,2033.18,0,2033.18,1969.61,922.089,63.5685,3.22746
A2,GRDS,2034,2042.2,0,2042.2,1976.49,929.992,65.7054,3.32434
A2,GRDS,2035,2050.6,0,2050.6,1983.63,937.886,66.9611,3.37568
A2,GRDS,2036,2057.18,0,2057.18,1997.03,945.518,60.1501,3.01198
A2,GRDS,2037,2062.3,0,2062.3,2010.13,953.175,52.1645,2.59507
A2,GRDS,2038,2066.24,0,2066.24,2022.57,960.376,43.6749,2.15938
A2,GRDS,2039,2069.24,0,2069.24,2034.41,967.138,34.8334,1.71221
A2,GRDS,2040,2071.48,0,2071.48,2045.64,973.381,25.8454,1.26344
A2,GRDS,2041,2073.12,0,2073.12,2056.51,979.349,16.6076,0.807563
A2,GRDS,2042,2074.26,0,2074.26,2067.22,985.214,7.04429,0.340762
A2,GRDS,2043,2075.01,2.35085,2077.37,2077.37,990.563,0,0
A2,GRDS,2044,2075.45,11.5117,2086.97,2086.97,995.393,-1.36424e-12,-6.53696e-14
A2,GRDS,2045,2075.64,20.2847,2095.93,2095.93,999.653,-9.09495e-13,-4.33934e-14
A2,GRDS,2046,2075.63,28.6786,2104.31,2104.31,1003.34,-2.27374e-12,-1.08051e-13
A2,GRDS,2047,2075.46,36.6611,2112.12,2112.12,1006.45,5.00222e-12,2.36834e-13
A2,GRDS,2048,2075.16,44.0975,2119.26,2119.26,1008.87,4.54747e-13,2.14578e-14
A2,GRDS,2049,2074.76,50.8847,2125.65,2125.65,1010.53,-1.81899e-12,-8.55735e-14
A2,GRDS,2050,2074.28,56.9785,2131.26,2131.26,1011.4,0,0
A2,COTT,2023,561.8,191,752.8,752.8,0,0,0
A2,COTT,2024,616.4,261.8,878.2,878.2,0,0,0
A2,COTT,2025,617.205,188.739,805.943,805.943,0,-1.13687e-13,-1.41061e-14
A2,COTT,2026,617.917,185.43,803.348,803.348,0,2.27374e-13,2.83033e-14
A2,COTT,2027,618.53,182.211,800.742,800.742,0,-2.27374e-13,-2.83954e-14
A2,COTT,2028,619.032,179.087,798.12,798.12,0,1.13687e-13,1.42443e-14
A2,COTT,2029,619.417,176.108,795.525,795.525,0,3.41061e-13,4.28724e-14
A2,COTT,2030,619.673,173.234,792.907,792.907,0,1.13687e-13,1.4338e-14
A2,COTT,2031,619.787,170.502,790.289,790.289,0,-1.13687e-13,-1.43855e-14
A2,COTT,2032,619.75,167.95,787.7,787.7,0,2.27374e-13,2.88655e-14
A2,COTT,2033,619.544,165.59,785.134,785.134,0,2.27374e-13,2.89598e-14
A2,COTT,2034,615.991,167.283,783.275,783.275,0,4.54747e-13,5.80572e-14
A2,COTT,2035,612.262,169.179,781.44,781.44,0,2.27374e-13,2.90967e-14
A2,COTT,2036,608.524,171.048,779.573,779.573,0,1.13687e-13,1.45832e-14
A2,COTT,2037,604.721,173.549,778.27,778.27,0,1.13687e-13,1.46076e-14
A2,COTT,2038,600.856,176.611,777.466,777.466,0,2.27374e-13,2.92455e-14
A2,COTT,2039,596.933,180.173,777.106,777.106,0,1.13687e-13,1.46295e-14
A2,COTT,2040,592.955,184.176,777.131,777.131,0,1.13687e-13,1.4629e-14
A2,COTT,2041,588.928,188.57,777.497,777.497,0,1.13687e-13,1.46222e-14
A2,COTT,2042,584.853,193.309,778.162,778.162,0,-2.27374e-13,-2.92193e-14
A2,COTT,2043,580.736,198.354,779.089,779.089,0,0,0
A2,COTT,2044,576.578,203.669,780.247,780.247,0,-3.41061e-13,-4.37119e-14
A2,COTT,2045,572.383,209.219,781.603,781.603,0,1.13687e-13,1.45454e-14
A2,COTT,2046,568.155,214.969,783.125,783.125,0,-5.68434e-13,-7.25854e-14
A2,COTT,2047,563.897,220.891,784.787,784.787,0,2.27374e-13,2.89726e-14
A2,COTT,2048,559.61,226.96,786.57,786.57,0,-2.27374e-13,-2.8907e-14
A2,COTT,2049,555.298,233.149,788.447,788.447,0,0,0
A2,COTT,2050,550.964,239.436,790.401,790.401,0,0,0
A2,SUGC,2023,789,0,789,789,0,0,0
A2,SUGC,2024,882,0,882,882,0,0,0
A2,SUGC,2025,1050.8,0,1050.8,895.23,0,155.567,17.3774
A2,SUGC,2026,1241.72,0,1241.72,908.658,0,333.059,36.6539
A2,SUGC,2027,1455.87,0,1455.87,922.288,0,533.584,57.8544
A2,SUGC,2028,1694.16,0,1694.16,936.123,0,758.041,80.9766
A2,SUGC,2029,1957.28,0,1957.28,950.164,0,1007.11,105.993
A2,SUGC,2030,2245.63,0,2245.63,964.417,0,1281.22,132.849
A2,SUGC,2031,2559.37,0,2559.37,978.883,0,1580.49,161.458
A2,SUGC,2032,2898.37,0,2898.37,993.566,0,1904.8,191.713
A2,SUGC,2033,3262.15,0,3262.15,1008.47,0,2253.68,223.475
A2,SUGC,2034,3649.96,0,3649.96,1023.6,0,2626.36,256.582
A2,SUGC,2035,4060.74,0,4060.74,1038.95,0,3021.79,290.85
A2,SUGC,2036,4425.45,0,4425.45,1054.54,0,3370.92,319.659
A2,SUGC,2037,4742.47,0,4742.47,1070.35,0,3672.11,343.075
A2,SUGC,2038,5013.21,0,5013.21,1086.41,0,3926.8,361.448
A2,SUGC,2039,5241.07,0,5241.07,1102.7,0,4138.36,375.292
A2,SUGC,2040,5430.5,0,5430.5,1119.25,0,4311.25,385.193
A2,SUGC,2041,5586.33,0,5586.33,1136.03,0,4450.3,391.74
A2,SUGC,2042,5713.35,0,5713.35,1153.07,0,4560.28,395.489
A2,SUGC,2043,5816.03,0,5816.03,1170.37,0,4645.66,396.939
A2,SUGC,2044,5898.38,0,5898.38,1187.93,0,4710.46,396.528
A2,SUGC,2045,5963.91,0,5963.91,1205.75,0,4758.16,394.624
A2,SUGC,2046,6015.6,0,6015.6,1223.83,0,4791.77,391.539
A2,SUGC,2047,6056,0,6056,1242.19,0,4813.81,387.527
A2,SUGC,2048,6087.22,0,6087.22,1260.82,0,4826.4,382.798
A2,SUGC,2049,6110.99,0,6110.99,1279.73,0,4831.25,377.52
A2,SUGC,2050,6128.74,0,6128.74,1298.93,0,4829.81,371.83
A2,SUGB,2023,108,0,108,108,0,0,0
A2,SUGB,2024,114,0,114,114,0,0,0
A2,SUGB,2025,114.232,0,114.232,114,0,0.232277,0.203752
A2,SUGB,2026,114.448,0,114.448,114,0,0.447737,0.392752
A2,SUGB,2027,114.645,0,114.645,114,0,0.645003,0.565792
A2,SUGB,2028,114.822,0,114.822,114,0,0.821923,0.720985
A2,SUGB,2029,114.977,0,114.977,114,0,0.977227,0.857217
A2,SUGB,2030,115.109,0,115.109,114,0,1.10884,0.972668
A2,SUGB,2031,115.214,0,115.214,114,0,1.21417,1.06506
A2,SUGB,2032,115.291,0,115.291,114,0,1.29149,1.13288
A2,SUGB,2033,115.337,0,115.337,114,0,1.33743,1.17319
A2,SUGB,2034,115.432,0,115.432,114,0,1.43248,1.25656
A2,SUGB,2035,115.49,0,115.49,114,0,1.49044,1.30741
A2,SUGB,2036,115.548,0,115.548,114,0,1.54844,1.35828
A2,SUGB,2037,115.606,0,115.606,114,0,1.60647,1.40918
A2,SUGB,2038,115.665,0,115.665,114,0,1.66453,1.46011
A2,SUGB,2039,115.723,0,115.723,114,0,1.72261,1.51106
A2,SUGB,2040,115.781,0,115.781,114,0,1.78073,1.56204
A2,SUGB,2041,115.839,0,115.839,114,0,1.83887,1.61304
A2,SUGB,2042,115.897,0,115.897,114,0,1.89704,1.66407
A2,SUGB,2043,115.955,0,115.955,114,0,1.95524,1.71513
A2,SUGB,2044,116.013,0,116.013,114,0,2.01347,1.76621
A2,SUGB,2045,116.072,0,116.072,114,0,2.07174,1.81731
A2,SUGB,2046,116.13,0,116.13,114,0,2.13002,1.86844
A2,SUGB,2047,116.188,0,116.188,114,0,2.18834,1.9196
A2,SUGB,2048,116.247,0,116.247,114,0,2.24669,1.97078
A2,SUGB,2049,116.305,0,116.305,114,0,2.30507,2.02199
A2,SUGB,2050,116.363,0,116.363,114,0,2.36348,2.07323
A2,FRTO,2023,32744.3,365.6,33109.9,33109.9,15628.1,0,0
A2,FRTO,2024,34500,109.86,34609.9,34609.9,16380,0,0
A2,FRTO,2025,34682.7,22.2656,34704.9,34704.9,16464.7,-7.27596e-12,-2.09652e-14
A2,FRTO,2026,34862.3,0,34862.3,34784.1,16534.1,78.2261,0.22489
A2,FRTO,2027,35038.7,0,35038.7,34865.4,16606.2,173.235,0.496867
A2,FRTO,2028,35211.1,0,35211.1,34941.9,16674.1,269.221,0.770482
A2,FRTO,2029,35379.4,0,35379.4,35013.5,16737.7,365.941,1.04514
A2,FRTO,2030,35543,0,35543,35079.9,16796.8,463.085,1.32009
A2,FRTO,2031,35701.1,0,35701.1,35131.7,16842.1,569.436,1.62086
A2,FRTO,2032,35853.4,0,35853.4,35179.3,16884,674.056,1.91606
A2,FRTO,2033,35999,0,35999,35222.2,16921.9,776.793,2.20541
A2,FRTO,2034,36163.2,0,36163.2,35266.3,16955.5,896.879,2.54316
A2,FRTO,2035,36319.4,0,36319.4,35305.9,16985.3,1013.52,2.87068
A2,FRTO,2036,36458.1,0,36458.1,35372.7,17002.1,1085.45,3.06861
A2,FRTO,2037,36582.7,0,36582.7,35432.7,17015.9,1150.06,3.24577
A2,FRTO,2038,36696,0,36696,35486,17026,1210.06,3.40996
A2,FRTO,2039,36800.3,0,36800.3,35533.7,17033,1266.6,3.56451
A2,FRTO,2040,36897.3,0,36897.3,35574.9,17035.5,1322.34,3.71705
A2,FRTO,2041,36988.5,0,36988.5,35603.2,17026.7,1385.22,3.89072
A2,FRTO,2042,37075,0,37075,35626.5,17014.2,1448.57,4.06601
A2,FRTO,2043,37157.9,0,37157.9,35644.3,16997.5,1513.58,4.24635
A2,FRTO,2044,37237.8,0,37237.8,35657.1,16976.8,1580.68,4.433
A2,FRTO,2045,37315.4,0,37315.4,35664.4,16951.3,1651.05,4.62941
A2,FRTO,2046,37391.2,0,37391.2,35662.9,16917.8,1728.24,4.84605
A2,FRTO,2047,37465.5,0,37465.5,35654.4,16878,1811.06,5.07948
A2,FRTO,2048,37538.6,0,37538.6,35639,16831.9,1899.6,5.33012
A2,FRTO,2049,37610.9,0,37610.9,35615.6,16778.3,1995.33,5.6024
A2,FRTO,2050,37682.5,0,37682.5,35583.8,16716.9,2098.7,5.89791
A2,VEGT,2023,82868.1,0,82868.1,81577.7,19187.1,1290.41,1.58182
A2,VEGT,2024,83696.8,0,83696.8,82264,20415.5,1432.82,1.74174
A2,VEGT,2025,84308.9,0,84308.9,82639.5,20417.6,1669.41,2.02011
A2,VEGT,2026,84861.6,0,84861.6,83001,20416.1,1860.62,2.24169
A2,VEGT,2027,85356.2,0,85356.2,83353.3,20418.1,2002.95,2.40297
A2,VEGT,2028,85792.8,0,85792.8,83684.8,20415.3,2107.98,2.51895
A2,VEGT,2029,86172.1,0,86172.1,83995.3,20407.7,2176.79,2.59156
A2,VEGT,2030,86493.9,0,86493.9,84279.7,20395.3,2214.24,2.62725
A2,VEGT,2031,86757.1,0,86757.1,84536.8,20378.4,2220.31,2.62645
A2,VEGT,2032,86961.4,0,86961.4,84767.8,20358.3,2193.54,2.5877
A2,VEGT,2033,87104.2,0,87104.2,84969.4,20334.5,2134.77,2.5124
A2,VEGT,2034,87184,0,87184,85139.8,20306.8,2044.19,2.40098
A2,VEGT,2035,87198.2,0,87198.2,85278.2,20276,1920.03,2.25149
A2,VEGT,2036,87130.6,0,87130.6,85379.4,20239.2,1751.12,2.05099
A2,VEGT,2037,86997.5,0,86997.5,85441.3,20198.6,1556.18,1.82134
A2,VEGT,2038,86812.4,0,86812.4,85469.9,20153.6,1342.52,1.57076
A2,VEGT,2039,86586,0,86586,85471.1,20104.9,1114.89,1.3044
A2,VEGT,2040,86326.9,0,86326.9,85447.6,20051.1,879.232,1.02897
A2,VEGT,2041,86042,0,86042,85403.5,19992.6,638.493,0.747619
A2,VEGT,2042,85736.9,0,85736.9,85341.7,19929.9,395.239,0.463125
A2,VEGT,2043,85416.1,0,85416.1,85263.8,19862.4,152.228,0.178538
A2,VEGT,2044,85083,88.8982,85171.9,85171.9,19790.3,-1.45519e-11,-1.70854e-14
A2,VEGT,2045,84740.5,325.773,85066.2,85066.2,19712.8,2.91038e-11,3.42131e-14
A2,VEGT,2046,84390.8,555.686,84946.5,84946.5,19628.7,-4.36557e-11,-5.13921e-14
A2,VEGT,2047,84035.8,777.088,84812.9,84812.9,19537.3,1.45519e-11,1.71577e-14
A2,VEGT,2048,83676.8,989.416,84666.3,84666.3,19439,-1.45519e-11,-1.71874e-14
A2,VEGT,2049,83315.1,1190.49,84505.6,84505.6,19332.4,0,0
A2,VEGT,2050,82951.5,1379.42,84331,84331,19217.1,0,0
A2,OTGR,2023,3739.7,384.9,4124.6,4124.6,217.92,6.36646e-12,1.54353e-13
A2,OTGR,2024,3815.6,192.67,4008.27,4008.27,164.532,1.36424e-12,3.40357e-14
A2,OTGR,2025,3816.35,200.638,4016.99,4016.99,163.419,4.54747e-13,1.13206e-14
A2,OTGR,2026,3817.1,211.171,4028.27,4028.27,162.514,-1.36424e-12,-3.38667e-14
A2,OTGR,2027,3817.85,223.114,4040.96,4040.96,161.639,-4.54747e-13,-1.12534e-14
A2,OTGR,2028,3818.6,236.03,4054.63,4054.63,160.72,-4.54747e-13,-1.12155e-14
A2,OTGR,2029,3819.35,250.475,4069.82,4069.82,159.76,4.54747e-13,1.11736e-14
A2,OTGR,2030,3820.1,265.776,4085.87,4085.87,158.758,3.18323e-12,7.79082e-14
