scenario,indicator,coef_source,region,commodity,year,value
BS,water_blue,,CHN,BFV,2024,3.78227
BS,water_grey,,CHN,BFV,2024,3.04109
BS,nitrogen_total,lvs_excretion,CHN,BFV,2024,0.97804
BS,land_prod,pn_land,CHN,BFV,2024,249.255
BS,co2_faostat,faostat_chn,CHN,BFV,2030,117.217
BS,water_green,,CHN,BFV,2030,98.7495
BS,water_blue,,CHN,BFV,2030,3.82032
BS,water_grey,,CHN,BFV,2030,3.07169
BS,nitrogen_total,lvs_excretion,CHN,BFV,2030,0.987881
BS,land_prod,pn_land,CHN,BFV,2030,251.763
BS,co2_faostat,faostat_chn,CHN,BFV,2035,117.904
BS,water_green,,CHN,BFV,2035,99.3278
BS,water_blue,,CHN,BFV,2035,3.84269
BS,water_grey,,CHN,BFV,2035,3.08968
BS,nitrogen_total,lvs_excretion,CHN,BFV,2035,0.993667
BS,land_prod,pn_land,CHN,BFV,2035,253.237
BS,co2_faostat,faostat_chn,CHN,BFV,2040,118.528
BS,water_green,,CHN,BFV,2040,99.8535
BS,water_blue,,CHN,BFV,2040,3.86303
BS,water_grey,,CHN,BFV,2040,3.10603
BS,nitrogen_total,lvs_excretion,CHN,BFV,2040,0.998925
BS,land_prod,pn_land,CHN,BFV,2040,254.578
BS,co2_faostat,faostat_chn,CHN,BFV,2045,119.13
BS,water_green,,CHN,BFV,2045,100.36
BS,water_blue,,CHN,BFV,2045,3.88264
BS,water_grey,,CHN,BFV,2045,3.1218
BS,nitrogen_total,lvs_excretion,CHN,BFV,2045,1.004
BS,land_prod,pn_land,CHN,BFV,2045,255.87
BS,co2_faostat,faostat_chn,CHN,BFV,2050,119.743
BS,water_green,,CHN,BFV,2050,100.877
BS,water_blue,,CHN,BFV,2050,3.90264
BS,water_grey,,CHN,BFV,2050,3.13788
BS,nitrogen_total,lvs_excretion,CHN,BFV,2050,1.00917
BS,land_prod,pn_land,CHN,BFV,2050,257.188
BS,co2_faostat,faostat_wld,E15,BFV,2024,206.621
BS,water_green,,E15,BFV,2024,97.8754
BS,water_blue,,E15,BFV,2024,3.73467
BS,water_grey,,E15,BFV,2024,3.06243
BS,nitrogen_total,lvs_excretion,E15,BFV,2024,0.869158
BS,land_prod,pn_land,E15,BFV,2024,221.506
BS,co2_faostat,faostat_wld,E15,BFV,2030,204.032
BS,water_green,,E15,BFV,2030,96.649
BS,water_blue,,E15,BFV,2030,3.68787
BS,water_grey,,E15,BFV,2030,3.02405
BS,nitrogen_total,lvs_excretion,E15,BFV,2030,0.858268
BS,land_prod,pn_land,E15,BFV,2030,218.731
BS,co2_faostat,faostat_wld,E15,BFV,2035,201.217
BS,water_green,,E15,BFV,2035,95.3156
BS,water_blue,,E15,BFV,2035,3.63699
BS,water_grey,,E15,BFV,2035,2.98233
BS,nitrogen_total,lvs_excretion,E15,BFV,2035,0.846427
BS,land_prod,pn_land,E15,BFV,2035,215.713
BS,co2_faostat,faostat_wld,E15,BFV,2040,197.654
BS,water_green,,E15,BFV,2040,93.6277
BS,water_blue,,E15,BFV,2040,3.57259
BS,water_grey,,E15,BFV,2040,2.92952
BS,nitrogen_total,lvs_excretion,E15,BFV,2040,0.831438
BS,land_prod,pn_land,E15,BFV,2040,211.893
BS,co2_faostat,faostat_wld,E15,BFV,2045,193.184
BS,water_green,,E15,BFV,2045,91.5102
BS,water_blue,,E15,BFV,2045,3.49178
BS,water_grey,,E15,BFV,2045,2.86326
BS,nitrogen_total,lvs_excretion,E15,BFV,2045,0.812634
BS,land_prod,pn_land,E15,BFV,2045,207.101
BS,co2_faostat,faostat_wld,E15,BFV,2050,187.882
BS,water_green,,E15,BFV,2050,88.9985
BS,water_blue,,E15,BFV,2050,3.39595
BS,water_grey,,E15,BFV,2050,2.78468
BS,nitrogen_total,lvs_excretion,E15,BFV,2050,0.79033
BS,land_prod,pn_land,E15,BFV,2050,201.417
BS,co2_faostat,faostat_wld,IND,BFV,2024,135.42
BS,water_green,,IND,BFV,2024,64.1476
BS,water_blue,,IND,BFV,2024,2.4477
BS,water_grey,,IND,BFV,2024,2.00712
BS,nitrogen_total,lvs_excretion,IND,BFV,2024,0.569647
BS,land_prod,pn_land,IND,BFV,2024,145.176
BS,co2_faostat,faostat_wld,IND,BFV,2030,126.65
BS,water_green,,IND,BFV,2030,59.9935
BS,water_blue,,IND,BFV,2030,2.28919
BS,water_grey,,IND,BFV,2030,1.87714
BS,nitrogen_total,lvs_excretion,IND,BFV,2030,0.532758
BS,land_prod,pn_land,IND,BFV,2030,135.774
BS,co2_faostat,faostat_wld,IND,BFV,2035,120.559
BS,water_green,,IND,BFV,2035,57.1083
BS,water_blue,,IND,BFV,2035,2.1791
BS,water_grey,,IND,BFV,2035,1.78686
BS,nitrogen_total,lvs_excretion,IND,BFV,2035,0.507136
BS,land_prod,pn_land,IND,BFV,2035,129.244
BS,co2_faostat,faostat_wld,IND,BFV,2040,111.896
BS,water_green,,IND,BFV,2040,53.0043
BS,water_blue,,IND,BFV,2040,2.0225
BS,water_grey,,IND,BFV,2040,1.65845
BS,nitrogen_total,lvs_excretion,IND,BFV,2040,0.470692
BS,land_prod,pn_land,IND,BFV,2040,119.957
BS,co2_faostat,faostat_wld,IND,BFV,2045,102.961
BS,water_green,,IND,BFV,2045,48.7722
BS,water_blue,,IND,BFV,2045,1.86102
BS,water_grey,,IND,BFV,2045,1.52604
BS,nitrogen_total,lvs_excretion,IND,BFV,2045,0.43311
BS,land_prod,pn_land,IND,BFV,2045,110.379
BS,co2_faostat,faostat_wld,IND,BFV,2050,94.0329
BS,water_green,,IND,BFV,2050,44.5429
BS,water_blue,,IND,BFV,2050,1.69964
BS,water_grey,,IND,BFV,2050,1.3937
BS,nitrogen_total,lvs_excretion,IND,BFV,2050,0.395552
BS,land_prod,pn_land,IND,BFV,2050,100.807
BS,co2_faostat,faostat_wld,JPN,BFV,2024,15.8964
BS,water_green,,JPN,BFV,2024,7.53002
BS,water_blue,,JPN,BFV,2024,0.287326
BS,water_grey,,JPN,BFV,2024,0.235607
BS,nitrogen_total,lvs_excretion,JPN,BFV,2024,0.0668685
BS,land_prod,pn_land,JPN,BFV,2024,17.0415
BS,co2_faostat,faostat_wld,JPN,BFV,2030,16.3827
BS,water_green,,JPN,BFV,2030,7.7604
BS,water_blue,,JPN,BFV,2030,0.296116
BS,water_grey,,JPN,BFV,2030,0.242815
BS,nitrogen_total,lvs_excretion,JPN,BFV,2030,0.0689143
BS,land_prod,pn_land,JPN,BFV,2030,17.5629
BS,co2_faostat,faostat_wld,JPN,BFV,2035,17.5927
BS,water_green,,JPN,BFV,2035,8.33355
BS,water_blue,,JPN,BFV,2035,0.317986
BS,water_grey,,JPN,BFV,2035,0.260749
BS,nitrogen_total,lvs_excretion,JPN,BFV,2035,0.0740041
BS,land_prod,pn_land,JPN,BFV,2035,18.8601
BS,co2_faostat,faostat_wld,JPN,BFV,2040,18.9737
BS,water_green,,JPN,BFV,2040,8.98773
BS,water_blue,,JPN,BFV,2040,0.342948
BS,water_grey,,JPN,BFV,2040,0.281217
BS,nitrogen_total,lvs_excretion,JPN,BFV,2040,0.0798134
BS,land_prod,pn_land,JPN,BFV,2040,20.3406
BS,co2_faostat,faostat_wld,JPN,BFV,2045,20.4177
BS,water_green,,JPN,BFV,2045,9.67175
BS,water_blue,,JPN,BFV,2045,0.369048
BS,water_grey,,JPN,BFV,2045,0.30262
BS,nitrogen_total,lvs_excretion,JPN,BFV,2045,0.0858876
BS,land_prod,pn_land,JPN,BFV,2045,21.8886
BS,co2_faostat,faostat_wld,JPN,BFV,2050,21.979
BS,water_green,,JPN,BFV,2050,10.4113
BS,water_blue,,JPN,BFV,2050,0.397268
BS,water_grey,,JPN,BFV,2050,0.32576
BS,nitrogen_total,lvs_excretion,JPN,BFV,2050,0.0924552
BS,land_prod,pn_land,JPN,BFV,2050,23.5623
BS,co2_faostat,faostat_wld,KOR,BFV,2024,11.4711
BS,water_green,,KOR,BFV,2024,5.4338
BS,water_blue,,KOR,BFV,2024,0.20734
BS,water_grey,,KOR,BFV,2024,0.170018
BS,nitrogen_total,lvs_excretion,KOR,BFV,2024,0.0482536
BS,land_prod,pn_land,KOR,BFV,2024,12.2975
BS,co2_faostat,faostat_wld,KOR,BFV,2030,12.9668
BS,water_green,,KOR,BFV,2030,6.1423
BS,water_blue,,KOR,BFV,2030,0.234374
BS,water_grey,,KOR,BFV,2030,0.192186
BS,nitrogen_total,lvs_excretion,KOR,BFV,2030,0.0545452
BS,land_prod,pn_land,KOR,BFV,2030,13.9009
BS,co2_faostat,faostat_wld,KOR,BFV,2035,14.3408
BS,water_green,,KOR,BFV,2035,6.79315
BS,water_blue,,KOR,BFV,2035,0.259208
BS,water_grey,,KOR,BFV,2035,0.212551
BS,nitrogen_total,lvs_excretion,KOR,BFV,2035,0.0603249
BS,land_prod,pn_land,KOR,BFV,2035,15.3739
BS,co2_faostat,faostat_wld,KOR,BFV,2040,15.8158
BS,water_green,,KOR,BFV,2040,7.49186
BS,water_blue,,KOR,BFV,2040,0.28587
BS,water_grey,,KOR,BFV,2040,0.234413
BS,nitrogen_total,lvs_excretion,KOR,BFV,2040,0.0665297
BS,land_prod,pn_land,KOR,BFV,2040,16.9552
BS,co2_faostat,faostat_wld,KOR,BFV,2045,17.3796
BS,water_green,,KOR,BFV,2045,8.23264
BS,water_blue,,KOR,BFV,2045,0.314136
BS,water_grey,,KOR,BFV,2045,0.257591
BS,nitrogen_total,lvs_excretion,KOR,BFV,2045,0.073108
BS,land_prod,pn_land,KOR,BFV,2045,18.6317
BS,co2_faostat,faostat_wld,KOR,BFV,2050,19.1319
BS,water_green,,KOR,BFV,2050,9.06267
BS,water_blue,,KOR,BFV,2050,0.345808
BS,water_grey,,KOR,BFV,2050,0.283562
BS,nitrogen_total,lvs_excretion,KOR,BFV,2050,0.0804788
BS,land_prod,pn_land,KOR,BFV,2050,20.5102
BS,co2_faostat,faostat_wld,MEX,BFV,2024,68.0278
BS,water_green,,MEX,BFV,2024,32.2244
BS,water_blue,,MEX,BFV,2024,1.2296
BS,water_grey,,MEX,BFV,2024,1.00827
BS,nitrogen_total,lvs_excretion,MEX,BFV,2024,0.286161
BS,land_prod,pn_land,MEX,BFV,2024,72.9285
BS,co2_faostat,faostat_wld,MEX,BFV,2030,84.9897
BS,water_green,,MEX,BFV,2030,40.2592
BS,water_blue,,MEX,BFV,2030,1.53618
BS,water_grey,,MEX,BFV,2030,1.25967
BS,nitrogen_total,lvs_excretion,MEX,BFV,2030,0.357512
BS,land_prod,pn_land,MEX,BFV,2030,91.1124
BS,co2_faostat,faostat_wld,MEX,BFV,2035,94.6457
BS,water_green,,MEX,BFV,2035,44.8332
BS,water_blue,,MEX,BFV,2035,1.71071
BS,water_grey,,MEX,BFV,2035,1.40279
BS,nitrogen_total,lvs_excretion,MEX,BFV,2035,0.39813
BS,land_prod,pn_land,MEX,BFV,2035,101.464
BS,co2_faostat,faostat_wld,MEX,BFV,2040,105.399
BS,water_green,,MEX,BFV,2040,49.9268
BS,water_blue,,MEX,BFV,2040,1.90507
BS,water_grey,,MEX,BFV,2040,1.56216
BS,nitrogen_total,lvs_excretion,MEX,BFV,2040,0.443363
BS,land_prod,pn_land,MEX,BFV,2040,112.992
BS,co2_faostat,faostat_wld,MEX,BFV,2045,116.985
BS,water_green,,MEX,BFV,2045,55.4152
BS,water_blue,,MEX,BFV,2045,2.1145
BS,water_grey,,MEX,BFV,2045,1.73389
BS,nitrogen_total,lvs_excretion,MEX,BFV,2045,0.492101
BS,land_prod,pn_land,MEX,BFV,2045,125.413
BS,co2_faostat,faostat_wld,MEX,BFV,2050,130.088
BS,water_green,,MEX,BFV,2050,61.6222
BS,water_blue,,MEX,BFV,2050,2.35134
BS,water_grey,,MEX,BFV,2050,1.9281
BS,nitrogen_total,lvs_excretion,MEX,BFV,2050,0.54722
BS,land_prod,pn_land,MEX,BFV,2050,139.46
BS,co2_faostat,faostat_wld,NZL,BFV,2024,24.6302
BS,water_green,,NZL,BFV,2024,11.6672
BS,water_blue,,NZL,BFV,2024,0.445188
BS,water_grey,,NZL,BFV,2024,0.365054
BS,nitrogen_total,lvs_excretion,NZL,BFV,2024,0.103607
BS,land_prod,pn_land,NZL,BFV,2024,26.4045
BS,co2_faostat,faostat_wld,NZL,BFV,2030,29.5441
BS,water_green,,NZL,BFV,2030,13.9949
BS,water_blue,,NZL,BFV,2030,0.534008
BS,water_grey,,NZL,BFV,2030,0.437887
BS,nitrogen_total,lvs_excretion,NZL,BFV,2030,0.124278
BS,land_prod,pn_land,NZL,BFV,2030,31.6725
BS,co2_faostat,faostat_wld,NZL,BFV,2035,34.5499
BS,water_green,,NZL,BFV,2035,16.3661
BS,water_blue,,NZL,BFV,2035,0.624486
BS,water_grey,,NZL,BFV,2035,0.512079
BS,nitrogen_total,lvs_excretion,NZL,BFV,2035,0.145335
BS,land_prod,pn_land,NZL,BFV,2035,37.0389
BS,co2_faostat,faostat_wld,NZL,BFV,2040,39.34
BS,water_green,,NZL,BFV,2040,18.6351
BS,water_blue,,NZL,BFV,2040,0.711067
BS,water_grey,,NZL,BFV,2040,0.583075
BS,nitrogen_total,lvs_excretion,NZL,BFV,2040,0.165485
BS,land_prod,pn_land,NZL,BFV,2040,42.1741
BS,co2_faostat,faostat_wld,NZL,BFV,2045,44.4639
BS,water_green,,NZL,BFV,2045,21.0623
BS,water_blue,,NZL,BFV,2045,0.803682
BS,water_grey,,NZL,BFV,2045,0.659019
BS,nitrogen_total,lvs_excretion,NZL,BFV,2045,0.187039
BS,land_prod,pn_land,NZL,BFV,2045,47.6671
BS,co2_faostat,faostat_wld,NZL,BFV,2050,50.2214
BS,water_green,,NZL,BFV,2050,23.7896
BS,water_blue,,NZL,BFV,2050,0.907747
BS,water_grey,,NZL,BFV,2050,0.744353
BS,nitrogen_total,lvs_excretion,NZL,BFV,2050,0.211258
BS,land_prod,pn_land,NZL,BFV,2050,53.8393
BS,co2_faostat,faostat_wld,ROW,BFV,2024,633.457
BS,water_green,,ROW,BFV,2024,300.065
BS,water_blue,,ROW,BFV,2024,11.4497
BS,water_grey,,ROW,BFV,2024,9.38874
BS,nitrogen_total,lvs_excretion,ROW,BFV,2024,2.66465
BS,land_prod,pn_land,ROW,BFV,2024,679.091
BS,co2_faostat,faostat_wld,ROW,BFV,2030,669.156
BS,water_green,,ROW,BFV,2030,316.975
BS,water_blue,,ROW,BFV,2030,12.0949
BS,water_grey,,ROW,BFV,2030,9.91785
BS,nitrogen_total,lvs_excretion,ROW,BFV,2030,2.81482
BS,land_prod,pn_land,ROW,BFV,2030,717.362
BS,co2_faostat,faostat_wld,ROW,BFV,2035,703.772
BS,water_green,,ROW,BFV,2035,333.373
BS,water_blue,,ROW,BFV,2035,12.7206
BS,water_grey,,ROW,BFV,2035,10.4309
BS,nitrogen_total,lvs_excretion,ROW,BFV,2035,2.96044
BS,land_prod,pn_land,ROW,BFV,2035,754.472
BS,co2_faostat,faostat_wld,ROW,BFV,2040,746.068
BS,water_green,,ROW,BFV,2040,353.408
BS,water_blue,,ROW,BFV,2040,13.4851
BS,water_grey,,ROW,BFV,2040,11.0578
BS,nitrogen_total,lvs_excretion,ROW,BFV,2040,3.13836
BS,land_prod,pn_land,ROW,BFV,2040,799.815
BS,co2_faostat,faostat_wld,ROW,BFV,2045,789.411
BS,water_green,,ROW,BFV,2045,373.94
BS,water_blue,,ROW,BFV,2045,14.2685
BS,water_grey,,ROW,BFV,2045,11.7002
BS,nitrogen_total,lvs_excretion,ROW,BFV,2045,3.32068
BS,land_prod,pn_land,ROW,BFV,2045,846.28
BS,co2_faostat,faostat_wld,ROW,BFV,2050,835.422
BS,water_green,,ROW,BFV,2050,395.735
BS,water_blue,,ROW,BFV,2050,15.1002
BS,water_grey,,ROW,BFV,2050,12.3822
BS,nitrogen_total,lvs_excretion,ROW,BFV,2050,3.51423
BS,land_prod,pn_land,ROW,BFV,2050,895.606
BS,co2_faostat,faostat_wld,USA,BFV,2024,361.228
BS,water_green,,USA,BFV,2024,171.111
BS,water_blue,,USA,BFV,2024,6.52916
BS,water_grey,,USA,BFV,2024,5.35391
BS,nitrogen_total,lvs_excretion,USA,BFV,2024,1.51951
BS,land_prod,pn_land,USA,BFV,2024,387.25
BS,co2_faostat,faostat_wld,USA,BFV,2030,375.855
BS,water_green,,USA,BFV,2030,178.04
BS,water_blue,,USA,BFV,2030,6.79354
BS,water_grey,,USA,BFV,2030,5.57071
BS,nitrogen_total,lvs_excretion,USA,BFV,2030,1.58104
BS,land_prod,pn_land,USA,BFV,2030,402.931
BS,co2_faostat,faostat_wld,USA,BFV,2035,387.67
BS,water_green,,USA,BFV,2035,183.637
BS,water_blue,,USA,BFV,2035,7.00711
BS,water_grey,,USA,BFV,2035,5.74583
BS,nitrogen_total,lvs_excretion,USA,BFV,2035,1.63075
BS,land_prod,pn_land,USA,BFV,2035,415.598
BS,co2_faostat,faostat_wld,USA,BFV,2040,396.583
BS,water_green,,USA,BFV,2040,187.859
BS,water_blue,,USA,BFV,2040,7.1682
BS,water_grey,,USA,BFV,2040,5.87793
BS,nitrogen_total,lvs_excretion,USA,BFV,2040,1.66824
BS,land_prod,pn_land,USA,BFV,2040,425.153
BS,co2_faostat,faostat_wld,USA,BFV,2045,401.814
BS,water_green,,USA,BFV,2045,190.337
BS,water_blue,,USA,BFV,2045,7.26275
BS,water_grey,,USA,BFV,2045,5.95545
BS,nitrogen_total,lvs_excretion,USA,BFV,2045,1.69024
BS,land_prod,pn_land,USA,BFV,2045,430.76
BS,co2_faostat,faostat_wld,USA,BFV,2050,404.747
BS,water_green,,USA,BFV,2050,191.726
BS,water_blue,,USA,BFV,2050,7.31577
BS,water_grey,,USA,BFV,2050,5.99893
BS,nitrogen_total,lvs_excretion,USA,BFV,2050,1.70258
BS,land_prod,pn_land,USA,BFV,2050,433.905
BS,co2_faostat,faostat_wld,ARG,PLM,2024,1.27836
BS,water_green,,ARG,PLM,2024,8.38602
BS,water_blue,,ARG,PLM,2024,0.74043
BS,water_grey,,ARG,PLM,2024,1.10473
BS,nitrogen_total,lvs_excretion,ARG,PLM,2024,0.068129
BS,land_prod,pn_land,ARG,PLM,2024,2.89075
BS,co2_faostat,faostat_wld,ARG,PLM,2030,1.42473
BS,water_green,,ARG,PLM,2030,9.34614
BS,water_blue,,ARG,PLM,2030,0.825203
BS,water_grey,,ARG,PLM,2030,1.23121
BS,nitrogen_total,lvs_excretion,ARG,PLM,2030,0.0759292
BS,land_prod,pn_land,ARG,PLM,2030,3.22172
BS,co2_faostat,faostat_wld,ARG,PLM,2035,1.49654
BS,water_green,,ARG,PLM,2035,9.8172
BS,water_blue,,ARG,PLM,2035,0.866794
BS,water_grey,,ARG,PLM,2035,1.29327
BS,nitrogen_total,lvs_excretion,ARG,PLM,2035,0.0797561
BS,land_prod,pn_land,ARG,PLM,2035,3.3841
BS,co2_faostat,faostat_wld,ARG,PLM,2040,1.59597
BS,water_green,,ARG,PLM,2040,10.4695
BS,water_blue,,ARG,PLM,2040,0.924389
BS,water_grey,,ARG,PLM,2040,1.3792
BS,nitrogen_total,lvs_excretion,ARG,PLM,2040,0.0850556
BS,land_prod,pn_land,ARG,PLM,2040,3.60896
BS,co2_faostat,faostat_wld,ARG,PLM,2045,1.70521
BS,water_green,,ARG,PLM,2045,11.1861
BS,water_blue,,ARG,PLM,2045,0.987656
BS,water_grey,,ARG,PLM,2045,1.4736
BS,nitrogen_total,lvs_excretion,ARG,PLM,2045,0.090877
BS,land_prod,pn_land,ARG,PLM,2045,3.85596
BS,co2_faostat,faostat_wld,ARG,PLM,2050,1.82601
BS,water_green,,ARG,PLM,2050,11.9786
BS,water_blue,,ARG,PLM,2050,1.05763
BS,water_grey,,ARG,PLM,2050,1.57799
BS,nitrogen_total,lvs_excretion,ARG,PLM,2050,0.0973152
BS,land_prod,pn_land,ARG,PLM,2050,4.12914
BS,co2_faostat,faostat_wld,AUS,PLM,2024,0.785812
BS,water_green,,AUS,PLM,2024,5.15489
BS,water_blue,,AUS,PLM,2024,0.455143
BS,water_grey,,AUS,PLM,2024,0.679079
BS,nitrogen_total,lvs_excretion,AUS,PLM,2024,0.0418789
BS,land_prod,pn_land,AUS,PLM,2024,1.77695
BS,co2_faostat,faostat_wld,AUS,PLM,2030,0.866731
BS,water_green,,AUS,PLM,2030,5.68572
BS,water_blue,,AUS,PLM,2030,0.502011
BS,water_grey,,AUS,PLM,2030,0.749007
BS,nitrogen_total,lvs_excretion,AUS,PLM,2030,0.0461915
BS,land_prod,pn_land,AUS,PLM,2030,1.95993
BS,co2_faostat,faostat_wld,AUS,PLM,2035,0.932039
BS,water_green,,AUS,PLM,2035,6.11413
BS,water_blue,,AUS,PLM,2035,0.539837
BS,water_grey,,AUS,PLM,2035,0.805444
BS,nitrogen_total,lvs_excretion,AUS,PLM,2035,0.0496719
BS,land_prod,pn_land,AUS,PLM,2035,2.10761
BS,co2_faostat,faostat_wld,AUS,PLM,2040,1.01402
BS,water_green,,AUS,PLM,2040,6.65194
BS,water_blue,,AUS,PLM,2040,0.587323
BS,water_grey,,AUS,PLM,2040,0.876293
BS,nitrogen_total,lvs_excretion,AUS,PLM,2040,0.0540412
BS,land_prod,pn_land,AUS,PLM,2040,2.293
BS,co2_faostat,faostat_wld,AUS,PLM,2045,1.10556
BS,water_green,,AUS,PLM,2045,7.2524
BS,water_blue,,AUS,PLM,2045,0.640339
BS,water_grey,,AUS,PLM,2045,0.955393
BS,nitrogen_total,lvs_excretion,AUS,PLM,2045,0.0589193
BS,land_prod,pn_land,AUS,PLM,2045,2.49998
BS,co2_faostat,faostat_wld,AUS,PLM,2050,1.20822
BS,water_green,,AUS,PLM,2050,7.92584
BS,water_blue,,AUS,PLM,2050,0.699799
BS,water_grey,,AUS,PLM,2050,1.04411
BS,nitrogen_total,lvs_excretion,AUS,PLM,2050,0.0643905
BS,land_prod,pn_land,AUS,PLM,2050,2.73212
BS,co2_faostat,faostat_wld,BRZ,PLM,2024,8.34707
BS,water_green,,BRZ,PLM,2024,54.7564
BS,water_blue,,BRZ,PLM,2024,4.83463
BS,water_grey,,BRZ,PLM,2024,7.21333
BS,nitrogen_total,lvs_excretion,BRZ,PLM,2024,0.444848
BS,land_prod,pn_land,BRZ,PLM,2024,18.8751
BS,co2_faostat,faostat_wld,BRZ,PLM,2030,9.39048
BS,water_green,,BRZ,PLM,2030,61.6011
BS,water_blue,,BRZ,PLM,2030,5.43897
BS,water_grey,,BRZ,PLM,2030,8.11501
BS,nitrogen_total,lvs_excretion,BRZ,PLM,2030,0.500455
BS,land_prod,pn_land,BRZ,PLM,2030,21.2346
BS,co2_faostat,faostat_wld,BRZ,PLM,2035,10.1458
BS,water_green,,BRZ,PLM,2035,66.5563
BS,water_blue,,BRZ,PLM,2035,5.87648
BS,water_grey,,BRZ,PLM,2035,8.76778
BS,nitrogen_total,lvs_excretion,BRZ,PLM,2035,0.540711
BS,land_prod,pn_land,BRZ,PLM,2035,22.9427
BS,co2_faostat,faostat_wld,BRZ,PLM,2040,10.9467
BS,water_green,,BRZ,PLM,2040,71.81
BS,water_blue,,BRZ,PLM,2040,6.34035
BS,water_grey,,BRZ,PLM,2040,9.45988
BS,nitrogen_total,lvs_excretion,BRZ,PLM,2040,0.583393
BS,land_prod,pn_land,BRZ,PLM,2040,24.7537
BS,co2_faostat,faostat_wld,BRZ,PLM,2045,11.8342
BS,water_green,,BRZ,PLM,2045,77.632
BS,water_blue,,BRZ,PLM,2045,6.85439
BS,water_grey,,BRZ,PLM,2045,10.2268
BS,nitrogen_total,lvs_excretion,BRZ,PLM,2045,0.630691
BS,land_prod,pn_land,BRZ,PLM,2045,26.7606
BS,co2_faostat,faostat_wld,BRZ,PLM,2050,12.8277
BS,water_green,,BRZ,PLM,2050,84.1494
BS,water_blue,,BRZ,PLM,2050,7.42984
BS,water_grey,,BRZ,PLM,2050,11.0854
BS,nitrogen_total,lvs_excretion,BRZ,PLM,2050,0.68364
BS,land_prod,pn_land,BRZ,PLM,2050,29.0072
BS,co2_faostat,faostat_wld,CAN,PLM,2024,0.831081
BS,water_green,,CAN,PLM,2024,5.45186
BS,water_blue,,CAN,PLM,2024,0.481363
BS,water_grey,,CAN,PLM,2024,0.718199
BS,nitrogen_total,lvs_excretion,CAN,PLM,2024,0.0442915
BS,land_prod,pn_land,CAN,PLM,2024,1.87931
BS,co2_faostat,faostat_wld,CAN,PLM,2030,0.91527
BS,water_green,,CAN,PLM,2030,6.00413
BS,water_blue,,CAN,PLM,2030,0.530125
BS,water_grey,,CAN,PLM,2030,0.790953
BS,nitrogen_total,lvs_excretion,CAN,PLM,2030,0.0487783
BS,land_prod,pn_land,CAN,PLM,2030,2.06969
BS,co2_faostat,faostat_wld,CAN,PLM,2035,0.984344
BS,water_green,,CAN,PLM,2035,6.45725
BS,water_blue,,CAN,PLM,2035,0.570133
BS,water_grey,,CAN,PLM,2035,0.850645
BS,nitrogen_total,lvs_excretion,CAN,PLM,2035,0.0524595
BS,land_prod,pn_land,CAN,PLM,2035,2.22589
BS,co2_faostat,faostat_wld,CAN,PLM,2040,1.05889
BS,water_green,,CAN,PLM,2040,6.94629
BS,water_blue,,CAN,PLM,2040,0.613311
BS,water_grey,,CAN,PLM,2040,0.915068
BS,nitrogen_total,lvs_excretion,CAN,PLM,2040,0.0564324
BS,land_prod,pn_land,CAN,PLM,2040,2.39446
BS,co2_faostat,faostat_wld,CAN,PLM,2045,1.14054
BS,water_green,,CAN,PLM,2045,7.48186
BS,water_blue,,CAN,PLM,2045,0.660599
BS,water_grey,,CAN,PLM,2045,0.985622
BS,nitrogen_total,lvs_excretion,CAN,PLM,2045,0.0607836
BS,land_prod,pn_land,CAN,PLM,2045,2.57908
BS,co2_faostat,faostat_wld,CAN,PLM,2050,1.23098
BS,water_green,,CAN,PLM,2050,8.07519
BS,water_blue,,CAN,PLM,2050,0.712986
BS,water_grey,,CAN,PLM,2050,1.06378
BS,nitrogen_total,lvs_excretion,CAN,PLM,2050,0.0656038
BS,land_prod,pn_land,CAN,PLM,2050,2.78361
BS,co2_faostat,faostat_chn,CHN,PLM,2024,11.9435
BS,water_green,,CHN,PLM,2024,76.477
BS,water_blue,,CHN,PLM,2024,7.57759
BS,water_grey,,CHN,PLM,2024,23.0294
BS,nitrogen_total,lvs_excretion,CHN,PLM,2024,0.776635
BS,land_prod,pn_land,CHN,PLM,2024,32.9531
BS,co2_faostat,faostat_chn,CHN,PLM,2030,12.888
BS,water_green,,CHN,PLM,2030,82.5253
BS,water_blue,,CHN,PLM,2030,8.17688
BS,water_grey,,CHN,PLM,2030,24.8507
BS,nitrogen_total,lvs_excretion,CHN,PLM,2030,0.838057
BS,land_prod,pn_land,CHN,PLM,2030,35.5592
BS,co2_faostat,faostat_chn,CHN,PLM,2035,13.9289
BS,water_green,,CHN,PLM,2035,89.1899
BS,water_blue,,CHN,PLM,2035,8.83723
BS,water_grey,,CHN,PLM,2035,26.8576
BS,nitrogen_total,lvs_excretion,CHN,PLM,2035,0.905737
BS,land_prod,pn_land,CHN,PLM,2035,38.4309
BS,co2_faostat,faostat_chn,CHN,PLM,2040,14.9386
BS,water_green,,CHN,PLM,2040,95.6557
BS,water_blue,,CHN,PLM,2040,9.47788
BS,water_grey,,CHN,PLM,2040,28.8047
BS,nitrogen_total,lvs_excretion,CHN,PLM,2040,0.971398
BS,land_prod,pn_land,CHN,PLM,2040,41.217
BS,co2_faostat,faostat_chn,CHN,PLM,2045,16.0399
BS,water_green,,CHN,PLM,2045,102.708
BS,water_blue,,CHN,PLM,2045,10.1766
BS,water_grey,,CHN,PLM,2045,30.9282
BS,nitrogen_total,lvs_excretion,CHN,PLM,2045,1.04301
