scenario,indicator,coef_source,region,commodity,year,value
HDS,water_blue,,CHN,RBS,2035,3.81892
HDS,water_grey,,CHN,RBS,2035,5.55479
HDS,nitrogen_total,crop_nfert,CHN,RBS,2035,0.909265
HDS,land_harvested,ahv_physical,CHN,RBS,2035,7.74956
HDS,water_green,,CHN,RBS,2040,28.2431
HDS,water_blue,,CHN,RBS,2040,3.83097
HDS,water_grey,,CHN,RBS,2040,5.57232
HDS,nitrogen_total,crop_nfert,CHN,RBS,2040,0.912136
HDS,land_harvested,ahv_physical,CHN,RBS,2040,7.71503
HDS,water_green,,CHN,RBS,2045,28.3427
HDS,water_blue,,CHN,RBS,2045,3.84449
HDS,water_grey,,CHN,RBS,2045,5.59198
HDS,nitrogen_total,crop_nfert,CHN,RBS,2045,0.915354
HDS,land_harvested,ahv_physical,CHN,RBS,2045,7.67658
HDS,water_green,,CHN,RBS,2050,28.4473
HDS,water_blue,,CHN,RBS,2050,3.85867
HDS,water_grey,,CHN,RBS,2050,5.61261
HDS,nitrogen_total,crop_nfert,CHN,RBS,2050,0.918731
HDS,land_harvested,ahv_physical,CHN,RBS,2050,7.63408
HDS,water_green,,E15,RBS,2024,34.1188
HDS,water_blue,,E15,RBS,2024,4.62797
HDS,water_grey,,E15,RBS,2024,6.73159
HDS,nitrogen_total,crop_nfert,E15,RBS,2024,1.1019
HDS,land_harvested,ahv_physical,E15,RBS,2024,6.2542
HDS,water_green,,E15,RBS,2030,34.1518
HDS,water_blue,,E15,RBS,2030,4.63245
HDS,water_grey,,E15,RBS,2030,6.73811
HDS,nitrogen_total,crop_nfert,E15,RBS,2030,1.10296
HDS,land_harvested,ahv_physical,E15,RBS,2030,6.23388
HDS,water_green,,E15,RBS,2035,34.2172
HDS,water_blue,,E15,RBS,2035,4.64132
HDS,water_grey,,E15,RBS,2035,6.75101
HDS,nitrogen_total,crop_nfert,E15,RBS,2035,1.10508
HDS,land_harvested,ahv_physical,E15,RBS,2035,6.21703
HDS,water_green,,E15,RBS,2040,34.2732
HDS,water_blue,,E15,RBS,2040,4.64892
HDS,water_grey,,E15,RBS,2040,6.76207
HDS,nitrogen_total,crop_nfert,E15,RBS,2040,1.10689
HDS,land_harvested,ahv_physical,E15,RBS,2040,6.19841
HDS,water_green,,E15,RBS,2045,34.3412
HDS,water_blue,,E15,RBS,2045,4.65814
HDS,water_grey,,E15,RBS,2045,6.77547
HDS,nitrogen_total,crop_nfert,E15,RBS,2045,1.10908
HDS,land_harvested,ahv_physical,E15,RBS,2045,6.1783
HDS,water_green,,E15,RBS,2050,34.4078
HDS,water_blue,,E15,RBS,2050,4.66717
HDS,water_grey,,E15,RBS,2050,6.78861
HDS,nitrogen_total,crop_nfert,E15,RBS,2050,1.11123
HDS,land_harvested,ahv_physical,E15,RBS,2050,6.15502
HDS,water_green,,IND,RBS,2024,19.9057
HDS,water_blue,,IND,RBS,2024,2.70007
HDS,water_grey,,IND,RBS,2024,3.92737
HDS,nitrogen_total,crop_nfert,IND,RBS,2024,0.642873
HDS,land_harvested,ahv_physical,IND,RBS,2024,9.31736
HDS,water_green,,IND,RBS,2030,20.0612
HDS,water_blue,,IND,RBS,2030,2.72116
HDS,water_grey,,IND,RBS,2030,3.95805
HDS,nitrogen_total,crop_nfert,IND,RBS,2030,0.647895
HDS,land_harvested,ahv_physical,IND,RBS,2030,9.3253
HDS,water_green,,IND,RBS,2035,20.0988
HDS,water_blue,,IND,RBS,2035,2.72626
HDS,water_grey,,IND,RBS,2035,3.96547
HDS,nitrogen_total,crop_nfert,IND,RBS,2035,0.64911
HDS,land_harvested,ahv_physical,IND,RBS,2035,9.30844
HDS,water_green,,IND,RBS,2040,20.2349
HDS,water_blue,,IND,RBS,2040,2.74472
HDS,water_grey,,IND,RBS,2040,3.99232
HDS,nitrogen_total,crop_nfert,IND,RBS,2040,0.653505
HDS,land_harvested,ahv_physical,IND,RBS,2040,9.31212
HDS,water_green,,IND,RBS,2045,20.3919
HDS,water_blue,,IND,RBS,2045,2.76602
HDS,water_grey,,IND,RBS,2045,4.0233
HDS,nitrogen_total,crop_nfert,IND,RBS,2045,0.658575
HDS,land_harvested,ahv_physical,IND,RBS,2045,9.31721
HDS,water_green,,IND,RBS,2050,20.5584
HDS,water_blue,,IND,RBS,2050,2.78861
HDS,water_grey,,IND,RBS,2050,4.05616
HDS,nitrogen_total,crop_nfert,IND,RBS,2050,0.663954
HDS,land_harvested,ahv_physical,IND,RBS,2050,9.32044
HDS,water_green,,ROW,RBS,2024,23.7247
HDS,water_blue,,ROW,RBS,2024,3.21808
HDS,water_grey,,ROW,RBS,2024,4.68085
HDS,nitrogen_total,crop_nfert,ROW,RBS,2024,0.766211
HDS,land_harvested,ahv_physical,ROW,RBS,2024,5.91459
HDS,water_green,,ROW,RBS,2030,23.796
HDS,water_blue,,ROW,RBS,2030,3.22776
HDS,water_grey,,ROW,RBS,2030,4.69493
HDS,nitrogen_total,crop_nfert,ROW,RBS,2030,0.768515
HDS,land_harvested,ahv_physical,ROW,RBS,2030,5.90248
HDS,water_green,,ROW,RBS,2035,23.8294
HDS,water_blue,,ROW,RBS,2035,3.23229
HDS,water_grey,,ROW,RBS,2035,4.70151
HDS,nitrogen_total,crop_nfert,ROW,RBS,2035,0.769593
HDS,land_harvested,ahv_physical,ROW,RBS,2035,5.89304
HDS,water_green,,ROW,RBS,2040,23.9564
HDS,water_blue,,ROW,RBS,2040,3.24952
HDS,water_grey,,ROW,RBS,2040,4.72658
HDS,nitrogen_total,crop_nfert,ROW,RBS,2040,0.773696
HDS,land_harvested,ahv_physical,ROW,RBS,2040,5.89551
HDS,water_green,,ROW,RBS,2045,24.1032
HDS,water_blue,,ROW,RBS,2045,3.26944
HDS,water_grey,,ROW,RBS,2045,4.75554
HDS,nitrogen_total,crop_nfert,ROW,RBS,2045,0.778437
HDS,land_harvested,ahv_physical,ROW,RBS,2045,5.89885
HDS,water_green,,ROW,RBS,2050,24.257
HDS,water_blue,,ROW,RBS,2050,3.29029
HDS,water_grey,,ROW,RBS,2050,4.78588
HDS,nitrogen_total,crop_nfert,ROW,RBS,2050,0.783404
HDS,land_harvested,ahv_physical,ROW,RBS,2050,5.901
HDS,water_green,,USA,RBS,2024,3.26615
HDS,water_blue,,USA,RBS,2024,0.44303
HDS,water_grey,,USA,RBS,2024,0.644408
HDS,nitrogen_total,crop_nfert,USA,RBS,2024,0.105483
HDS,land_harvested,ahv_physical,USA,RBS,2024,0.951752
HDS,water_green,,USA,RBS,2030,3.30302
HDS,water_blue,,USA,RBS,2030,0.448031
HDS,water_grey,,USA,RBS,2030,0.651682
HDS,nitrogen_total,crop_nfert,USA,RBS,2030,0.106674
HDS,land_harvested,ahv_physical,USA,RBS,2030,0.954124
HDS,water_green,,USA,RBS,2035,3.31278
HDS,water_blue,,USA,RBS,2035,0.449355
HDS,water_grey,,USA,RBS,2035,0.653607
HDS,nitrogen_total,crop_nfert,USA,RBS,2035,0.106989
HDS,land_harvested,ahv_physical,USA,RBS,2035,0.952542
HDS,water_green,,USA,RBS,2040,3.32226
HDS,water_blue,,USA,RBS,2040,0.450642
HDS,water_grey,,USA,RBS,2040,0.655479
HDS,nitrogen_total,crop_nfert,USA,RBS,2040,0.107296
HDS,land_harvested,ahv_physical,USA,RBS,2040,0.950747
HDS,water_green,,USA,RBS,2045,3.33226
HDS,water_blue,,USA,RBS,2045,0.451998
HDS,water_grey,,USA,RBS,2045,0.657451
HDS,nitrogen_total,crop_nfert,USA,RBS,2045,0.107619
HDS,land_harvested,ahv_physical,USA,RBS,2045,0.948516
HDS,water_green,,USA,RBS,2050,3.34263
HDS,water_blue,,USA,RBS,2050,0.453404
HDS,water_grey,,USA,RBS,2050,0.659497
HDS,nitrogen_total,crop_nfert,USA,RBS,2050,0.107953
HDS,land_harvested,ahv_physical,USA,RBS,2050,0.945945
HDS,water_green,,ARG,NBS,2024,9.54599
HDS,water_blue,,ARG,NBS,2024,0.579951
HDS,water_grey,,ARG,NBS,2024,0.630213
HDS,nitrogen_total,crop_nfert,ARG,NBS,2024,0.11599
HDS,land_harvested,ahv_physical,ARG,NBS,2024,1.81576
HDS,land_prod,pn_land,ARG,NBS,2024,3.52224
HDS,water_green,,ARG,NBS,2030,10.1322
HDS,water_blue,,ARG,NBS,2030,0.615567
HDS,water_grey,,ARG,NBS,2030,0.668916
HDS,nitrogen_total,crop_nfert,ARG,NBS,2030,0.123113
HDS,land_harvested,ahv_physical,ARG,NBS,2030,1.90418
HDS,land_prod,pn_land,ARG,NBS,2030,3.73854
HDS,water_green,,ARG,NBS,2035,10.4656
HDS,water_blue,,ARG,NBS,2035,0.635823
HDS,water_grey,,ARG,NBS,2035,0.690928
HDS,nitrogen_total,crop_nfert,ARG,NBS,2035,0.127165
HDS,land_harvested,ahv_physical,ARG,NBS,2035,1.95637
HDS,land_prod,pn_land,ARG,NBS,2035,3.86157
HDS,water_green,,ARG,NBS,2040,10.8556
HDS,water_blue,,ARG,NBS,2040,0.659517
HDS,water_grey,,ARG,NBS,2040,0.716675
HDS,nitrogen_total,crop_nfert,ARG,NBS,2040,0.131903
HDS,land_harvested,ahv_physical,ARG,NBS,2040,2.01548
HDS,land_prod,pn_land,ARG,NBS,2040,4.00547
HDS,water_green,,ARG,NBS,2045,11.2761
HDS,water_blue,,ARG,NBS,2045,0.685061
HDS,water_grey,,ARG,NBS,2045,0.744432
HDS,nitrogen_total,crop_nfert,ARG,NBS,2045,0.137012
HDS,land_harvested,ahv_physical,ARG,NBS,2045,2.07819
HDS,land_prod,pn_land,ARG,NBS,2045,4.1606
HDS,water_green,,ARG,NBS,2050,11.6969
HDS,water_blue,,ARG,NBS,2050,0.710624
HDS,water_grey,,ARG,NBS,2050,0.772211
HDS,nitrogen_total,crop_nfert,ARG,NBS,2050,0.142125
HDS,land_harvested,ahv_physical,ARG,NBS,2050,2.13963
HDS,land_prod,pn_land,ARG,NBS,2050,4.31585
HDS,water_green,,AUS,NBS,2024,0.0776738
HDS,water_blue,,AUS,NBS,2024,0.00471894
HDS,water_grey,,AUS,NBS,2024,0.00512791
HDS,nitrogen_total,crop_nfert,AUS,NBS,2024,0.000943788
HDS,land_harvested,ahv_physical,AUS,NBS,2024,0.0249152
HDS,land_prod,pn_land,AUS,NBS,2024,0.0286597
HDS,water_green,,AUS,NBS,2030,0.0807553
HDS,water_blue,,AUS,NBS,2030,0.00490615
HDS,water_grey,,AUS,NBS,2030,0.00533136
HDS,nitrogen_total,crop_nfert,AUS,NBS,2030,0.000981231
HDS,land_harvested,ahv_physical,AUS,NBS,2030,0.0255265
HDS,land_prod,pn_land,AUS,NBS,2030,0.0297967
HDS,water_green,,AUS,NBS,2035,0.0835334
HDS,water_blue,,AUS,NBS,2035,0.00507494
HDS,water_grey,,AUS,NBS,2035,0.00551476
HDS,nitrogen_total,crop_nfert,AUS,NBS,2035,0.00101499
HDS,land_harvested,ahv_physical,AUS,NBS,2035,0.0261354
HDS,land_prod,pn_land,AUS,NBS,2035,0.0308218
HDS,water_green,,AUS,NBS,2040,0.0861548
HDS,water_blue,,AUS,NBS,2040,0.00523419
HDS,water_grey,,AUS,NBS,2040,0.00568782
HDS,nitrogen_total,crop_nfert,AUS,NBS,2040,0.00104684
HDS,land_harvested,ahv_physical,AUS,NBS,2040,0.0266391
HDS,land_prod,pn_land,AUS,NBS,2040,0.031789
HDS,water_green,,AUS,NBS,2045,0.0888509
HDS,water_blue,,AUS,NBS,2045,0.00539799
HDS,water_grey,,AUS,NBS,2045,0.00586582
HDS,nitrogen_total,crop_nfert,AUS,NBS,2045,0.0010796
HDS,land_harvested,ahv_physical,AUS,NBS,2045,0.0271235
HDS,land_prod,pn_land,AUS,NBS,2045,0.0327838
HDS,water_green,,AUS,NBS,2050,0.0912229
HDS,water_blue,,AUS,NBS,2050,0.0055421
HDS,water_grey,,AUS,NBS,2050,0.00602241
HDS,nitrogen_total,crop_nfert,AUS,NBS,2050,0.00110842
HDS,land_harvested,ahv_physical,AUS,NBS,2050,0.027485
HDS,land_prod,pn_land,AUS,NBS,2050,0.033659
HDS,water_green,,BRZ,NBS,2024,0.17239
HDS,water_blue,,BRZ,NBS,2024,0.0104733
HDS,water_grey,,BRZ,NBS,2024,0.011381
HDS,nitrogen_total,crop_nfert,BRZ,NBS,2024,0.00209465
HDS,land_harvested,ahv_physical,BRZ,NBS,2024,0.0604598
HDS,land_prod,pn_land,BRZ,NBS,2024,0.0636077
HDS,water_green,,BRZ,NBS,2030,0.177288
HDS,water_blue,,BRZ,NBS,2030,0.0107709
HDS,water_grey,,BRZ,NBS,2030,0.0117043
HDS,nitrogen_total,crop_nfert,BRZ,NBS,2030,0.00215417
HDS,land_harvested,ahv_physical,BRZ,NBS,2030,0.061805
HDS,land_prod,pn_land,BRZ,NBS,2030,0.065415
HDS,water_green,,BRZ,NBS,2035,0.180529
HDS,water_blue,,BRZ,NBS,2035,0.0109677
HDS,water_grey,,BRZ,NBS,2035,0.0119183
HDS,nitrogen_total,crop_nfert,BRZ,NBS,2035,0.00219355
HDS,land_harvested,ahv_physical,BRZ,NBS,2035,0.062605
HDS,land_prod,pn_land,BRZ,NBS,2035,0.0666107
HDS,water_green,,BRZ,NBS,2040,0.183401
HDS,water_blue,,BRZ,NBS,2040,0.0111422
HDS,water_grey,,BRZ,NBS,2040,0.0121079
HDS,nitrogen_total,crop_nfert,BRZ,NBS,2040,0.00222844
HDS,land_harvested,ahv_physical,BRZ,NBS,2040,0.0632898
HDS,land_prod,pn_land,BRZ,NBS,2040,0.0676704
HDS,water_green,,BRZ,NBS,2045,0.186366
HDS,water_blue,,BRZ,NBS,2045,0.0113223
HDS,water_grey,,BRZ,NBS,2045,0.0123036
HDS,nitrogen_total,crop_nfert,BRZ,NBS,2045,0.00226447
HDS,land_harvested,ahv_physical,BRZ,NBS,2045,0.0639744
HDS,land_prod,pn_land,BRZ,NBS,2045,0.0687644
HDS,water_green,,BRZ,NBS,2050,0.189207
HDS,water_blue,,BRZ,NBS,2050,0.011495
HDS,water_grey,,BRZ,NBS,2050,0.0124912
HDS,nitrogen_total,crop_nfert,BRZ,NBS,2050,0.002299
HDS,land_harvested,ahv_physical,BRZ,NBS,2050,0.0646008
HDS,land_prod,pn_land,BRZ,NBS,2050,0.0698128
HDS,water_green,,CAN,NBS,2024,0.228564
HDS,water_blue,,CAN,NBS,2024,0.013886
HDS,water_grey,,CAN,NBS,2024,0.0150895
HDS,nitrogen_total,crop_nfert,CAN,NBS,2024,0.0027772
HDS,land_harvested,ahv_physical,CAN,NBS,2024,0.04008
HDS,land_prod,pn_land,CAN,NBS,2024,0.0843344
HDS,water_green,,CAN,NBS,2030,0.238865
HDS,water_blue,,CAN,NBS,2030,0.0145119
HDS,water_grey,,CAN,NBS,2030,0.0157696
HDS,nitrogen_total,crop_nfert,CAN,NBS,2030,0.00290237
HDS,land_harvested,ahv_physical,CAN,NBS,2030,0.0413939
HDS,land_prod,pn_land,CAN,NBS,2030,0.0881354
HDS,water_green,,CAN,NBS,2035,0.248083
HDS,water_blue,,CAN,NBS,2035,0.0150718
HDS,water_grey,,CAN,NBS,2035,0.0163781
HDS,nitrogen_total,crop_nfert,CAN,NBS,2035,0.00301437
HDS,land_harvested,ahv_physical,CAN,NBS,2035,0.0426296
HDS,land_prod,pn_land,CAN,NBS,2035,0.0915364
HDS,water_green,,CAN,NBS,2040,0.256337
HDS,water_blue,,CAN,NBS,2040,0.0155733
HDS,water_grey,,CAN,NBS,2040,0.016923
HDS,nitrogen_total,crop_nfert,CAN,NBS,2040,0.00311466
HDS,land_harvested,ahv_physical,CAN,NBS,2040,0.0436881
HDS,land_prod,pn_land,CAN,NBS,2040,0.0945818
HDS,water_green,,CAN,NBS,2045,0.264818
HDS,water_blue,,CAN,NBS,2045,0.0160886
HDS,water_grey,,CAN,NBS,2045,0.0174829
HDS,nitrogen_total,crop_nfert,CAN,NBS,2045,0.00321771
HDS,land_harvested,ahv_physical,CAN,NBS,2045,0.0447361
HDS,land_prod,pn_land,CAN,NBS,2045,0.0977111
HDS,water_green,,CAN,NBS,2050,0.272462
HDS,water_blue,,CAN,NBS,2050,0.016553
HDS,water_grey,,CAN,NBS,2050,0.0179875
HDS,nitrogen_total,crop_nfert,CAN,NBS,2050,0.00331059
HDS,land_harvested,ahv_physical,CAN,NBS,2050,0.0456136
HDS,land_prod,pn_land,CAN,NBS,2050,0.100532
HDS,water_green,,CHN,NBS,2024,4.96264
HDS,water_blue,,CHN,NBS,2024,0.301497
HDS,water_grey,,CHN,NBS,2024,0.327627
HDS,nitrogen_total,crop_nfert,CHN,NBS,2024,0.0602994
HDS,land_harvested,ahv_physical,CHN,NBS,2024,0.707154
HDS,land_prod,pn_land,CHN,NBS,2024,1.83109
HDS,water_green,,CHN,NBS,2030,5.06804
HDS,water_blue,,CHN,NBS,2030,0.307901
HDS,water_grey,,CHN,NBS,2030,0.334585
HDS,nitrogen_total,crop_nfert,CHN,NBS,2030,0.0615801
HDS,land_harvested,ahv_physical,CHN,NBS,2030,0.715861
HDS,land_prod,pn_land,CHN,NBS,2030,1.86998
HDS,water_green,,CHN,NBS,2035,5.16868
HDS,water_blue,,CHN,NBS,2035,0.314014
HDS,water_grey,,CHN,NBS,2035,0.341229
HDS,nitrogen_total,crop_nfert,CHN,NBS,2035,0.0628029
HDS,land_harvested,ahv_physical,CHN,NBS,2035,0.723157
HDS,land_prod,pn_land,CHN,NBS,2035,1.90711
HDS,water_green,,CHN,NBS,2040,5.25033
HDS,water_blue,,CHN,NBS,2040,0.318975
HDS,water_grey,,CHN,NBS,2040,0.34662
HDS,nitrogen_total,crop_nfert,CHN,NBS,2040,0.063795
HDS,land_harvested,ahv_physical,CHN,NBS,2040,0.728728
HDS,land_prod,pn_land,CHN,NBS,2040,1.93724
HDS,water_green,,CHN,NBS,2045,5.33181
HDS,water_blue,,CHN,NBS,2045,0.323925
HDS,water_grey,,CHN,NBS,2045,0.351998
HDS,nitrogen_total,crop_nfert,CHN,NBS,2045,0.064785
HDS,land_harvested,ahv_physical,CHN,NBS,2045,0.733718
HDS,land_prod,pn_land,CHN,NBS,2045,1.9673
HDS,water_green,,CHN,NBS,2050,5.40316
HDS,water_blue,,CHN,NBS,2050,0.32826
HDS,water_grey,,CHN,NBS,2050,0.356709
HDS,nitrogen_total,crop_nfert,CHN,NBS,2050,0.065652
HDS,land_harvested,ahv_physical,CHN,NBS,2050,0.737066
HDS,land_prod,pn_land,CHN,NBS,2050,1.99363
HDS,water_green,,E15,NBS,2024,25.169
HDS,water_blue,,E15,NBS,2024,1.5291
HDS,water_grey,,E15,NBS,2024,1.66162
HDS,nitrogen_total,crop_nfert,E15,NBS,2024,0.30582
HDS,land_harvested,ahv_physical,E15,NBS,2024,4.77504
HDS,land_prod,pn_land,E15,NBS,2024,9.28673
HDS,water_green,,E15,NBS,2030,25.8571
HDS,water_blue,,E15,NBS,2030,1.5709
HDS,water_grey,,E15,NBS,2030,1.70705
HDS,nitrogen_total,crop_nfert,E15,NBS,2030,0.314181
HDS,land_harvested,ahv_physical,E15,NBS,2030,4.86279
HDS,land_prod,pn_land,E15,NBS,2030,9.54063
HDS,water_green,,E15,NBS,2035,26.545
HDS,water_blue,,E15,NBS,2035,1.6127
HDS,water_grey,,E15,NBS,2035,1.75246
HDS,nitrogen_total,crop_nfert,E15,NBS,2035,0.322539
HDS,land_harvested,ahv_physical,E15,NBS,2035,4.95505
HDS,land_prod,pn_land,E15,NBS,2035,9.79443
HDS,water_green,,E15,NBS,2040,27.1499
HDS,water_blue,,E15,NBS,2040,1.64944
HDS,water_grey,,E15,NBS,2040,1.7924
HDS,nitrogen_total,crop_nfert,E15,NBS,2040,0.329889
HDS,land_harvested,ahv_physical,E15,NBS,2040,5.0321
HDS,land_prod,pn_land,E15,NBS,2040,10.0176
HDS,water_green,,E15,NBS,2045,27.7693
HDS,water_blue,,E15,NBS,2045,1.68708
HDS,water_grey,,E15,NBS,2045,1.83329
HDS,nitrogen_total,crop_nfert,E15,NBS,2045,0.337416
HDS,land_harvested,ahv_physical,E15,NBS,2045,5.10758
HDS,land_prod,pn_land,E15,NBS,2045,10.2462
HDS,water_green,,E15,NBS,2050,28.3246
HDS,water_blue,,E15,NBS,2050,1.72081
HDS,water_grey,,E15,NBS,2050,1.86995
HDS,nitrogen_total,crop_nfert,E15,NBS,2050,0.344163
HDS,land_harvested,ahv_physical,E15,NBS,2050,5.16888
HDS,land_prod,pn_land,E15,NBS,2050,10.4511
HDS,water_green,,IND,NBS,2024,0.258931
HDS,water_blue,,IND,NBS,2024,0.015731
HDS,water_grey,,IND,NBS,2024,0.0170943
HDS,nitrogen_total,crop_nfert,IND,NBS,2024,0.00314619
HDS,land_harvested,ahv_physical,IND,NBS,2024,0.137146
HDS,land_prod,pn_land,IND,NBS,2024,0.0955393
HDS,water_green,,IND,NBS,2030,0.264635
HDS,water_blue,,IND,NBS,2030,0.0160775
HDS,water_grey,,IND,NBS,2030,0.0174708
HDS,nitrogen_total,crop_nfert,IND,NBS,2030,0.00321549
HDS,land_harvested,ahv_physical,IND,NBS,2030,0.138714
HDS,land_prod,pn_land,IND,NBS,2030,0.0976437
HDS,water_green,,IND,NBS,2035,0.270859
HDS,water_blue,,IND,NBS,2035,0.0164556
HDS,water_grey,,IND,NBS,2035,0.0178818
HDS,nitrogen_total,crop_nfert,IND,NBS,2035,0.00329112
HDS,land_harvested,ahv_physical,IND,NBS,2035,0.141229
HDS,land_prod,pn_land,IND,NBS,2035,0.0999403
HDS,water_green,,IND,NBS,2040,0.277417
HDS,water_blue,,IND,NBS,2040,0.016854
HDS,water_grey,,IND,NBS,2040,0.0183147
HDS,nitrogen_total,crop_nfert,IND,NBS,2040,0.0033708
HDS,land_harvested,ahv_physical,IND,NBS,2040,0.143667
HDS,land_prod,pn_land,IND,NBS,2040,0.10236
HDS,water_green,,IND,NBS,2045,0.284207
HDS,water_blue,,IND,NBS,2045,0.0172665
HDS,water_grey,,IND,NBS,2045,0.0187629
HDS,nitrogen_total,crop_nfert,IND,NBS,2045,0.0034533
HDS,land_harvested,ahv_physical,IND,NBS,2045,0.146105
HDS,land_prod,pn_land,IND,NBS,2045,0.104865
HDS,water_green,,IND,NBS,2050,0.290453
HDS,water_blue,,IND,NBS,2050,0.017646
HDS,water_grey,,IND,NBS,2050,0.0191753
HDS,nitrogen_total,crop_nfert,IND,NBS,2050,0.0035292
HDS,land_harvested,ahv_physical,IND,NBS,2050,0.1482
HDS,land_prod,pn_land,IND,NBS,2050,0.10717
HDS,water_green,,ROW,NBS,2024,96.3293
HDS,water_blue,,ROW,NBS,2024,5.85233
HDS,water_grey,,ROW,NBS,2024,6.35953
HDS,nitrogen_total,crop_nfert,ROW,NBS,2024,1.17047
HDS,land_harvested,ahv_physical,ROW,NBS,2024,19.7946
HDS,land_prod,pn_land,ROW,NBS,2024,35.5431
HDS,water_green,,ROW,NBS,2030,99.0694
HDS,water_blue,,ROW,NBS,2030,6.01879
HDS,water_grey,,ROW,NBS,2030,6.54042
HDS,nitrogen_total,crop_nfert,ROW,NBS,2030,1.20376
HDS,land_harvested,ahv_physical,ROW,NBS,2030,20.1977
HDS,land_prod,pn_land,ROW,NBS,2030,36.5541
HDS,water_green,,ROW,NBS,2035,101.478
HDS,water_blue,,ROW,NBS,2035,6.16512
HDS,water_grey,,ROW,NBS,2035,6.69943
HDS,nitrogen_total,crop_nfert,ROW,NBS,2035,1.23302
HDS,land_harvested,ahv_physical,ROW,NBS,2035,20.5684
HDS,land_prod,pn_land,ROW,NBS,2035,37.4428
HDS,water_green,,ROW,NBS,2040,103.992
HDS,water_blue,,ROW,NBS,2040,6.31783
HDS,water_grey,,ROW,NBS,2040,6.86538
HDS,nitrogen_total,crop_nfert,ROW,NBS,2040,1.26357
HDS,land_harvested,ahv_physical,ROW,NBS,2040,20.9241
HDS,land_prod,pn_land,ROW,NBS,2040,38.3703
HDS,water_green,,ROW,NBS,2045,106.599
HDS,water_blue,,ROW,NBS,2045,6.47622
HDS,water_grey,,ROW,NBS,2045,7.03749
HDS,nitrogen_total,crop_nfert,ROW,NBS,2045,1.29524
HDS,land_harvested,ahv_physical,ROW,NBS,2045,21.2797
HDS,land_prod,pn_land,ROW,NBS,2045,39.3322
HDS,water_green,,ROW,NBS,2050,109.006
HDS,water_blue,,ROW,NBS,2050,6.62249
HDS,water_grey,,ROW,NBS,2050,7.19643
HDS,nitrogen_total,crop_nfert,ROW,NBS,2050,1.3245
HDS,land_harvested,ahv_physical,ROW,NBS,2050,21.5855
HDS,land_prod,pn_land,ROW,NBS,2050,40.2206
HDS,water_green,,USA,NBS,2024,2.47367
HDS,water_blue,,USA,NBS,2024,0.150284
HDS,water_grey,,USA,NBS,2024,0.163308
HDS,nitrogen_total,crop_nfert,USA,NBS,2024,0.0300567
HDS,land_harvested,ahv_physical,USA,NBS,2024,0.498802
HDS,land_prod,pn_land,USA,NBS,2024,0.912722
HDS,water_green,,USA,NBS,2030,2.53818
HDS,water_blue,,USA,NBS,2030,0.154203
HDS,water_grey,,USA,NBS,2030,0.167567
HDS,nitrogen_total,crop_nfert,USA,NBS,2030,0.0308406
HDS,land_harvested,ahv_physical,USA,NBS,2030,0.505949
HDS,land_prod,pn_land,USA,NBS,2030,0.936526
HDS,water_green,,USA,NBS,2035,2.59075
HDS,water_blue,,USA,NBS,2035,0.157396
HDS,water_grey,,USA,NBS,2035,0.171038
HDS,nitrogen_total,crop_nfert,USA,NBS,2035,0.0314793
HDS,land_harvested,ahv_physical,USA,NBS,2035,0.512671
HDS,land_prod,pn_land,USA,NBS,2035,0.955921
HDS,water_green,,USA,NBS,2040,2.63758
HDS,water_blue,,USA,NBS,2040,0.160242
HDS,water_grey,,USA,NBS,2040,0.17413
HDS,nitrogen_total,crop_nfert,USA,NBS,2040,0.0320484
HDS,land_harvested,ahv_physical,USA,NBS,2040,0.518255
HDS,land_prod,pn_land,USA,NBS,2040,0.973203
HDS,water_green,,USA,NBS,2045,2.68504
HDS,water_blue,,USA,NBS,2045,0.163125
HDS,water_grey,,USA,NBS,2045,0.177262
HDS,nitrogen_total,crop_nfert,USA,NBS,2045,0.032625
HDS,land_harvested,ahv_physical,USA,NBS,2045,0.523553
HDS,land_prod,pn_land,USA,NBS,2045,0.990712
HDS,water_green,,USA,NBS,2050,2.72817
HDS,water_blue,,USA,NBS,2050,0.165745
HDS,water_grey,,USA,NBS,2050,0.18011
HDS,nitrogen_total,crop_nfert,USA,NBS,2050,0.0331491
HDS,land_harvested,ahv_physical,USA,NBS,2050,0.527802
HDS,land_prod,pn_land,USA,NBS,2050,1.00663
HDS,water_green,,ARG,CTN,2024,0.743307
HDS,water_blue,,ARG,CTN,2024,0.425398
HDS,water_grey,,ARG,CTN,2024,0.143319
HDS,nitrogen_total,crop_nfert,ARG,CTN,2024,0.0195436
HDS,land_harvested,ahv_physical,ARG,CTN,2024,0.534582
HDS,water_green,,ARG,CTN,2030,0.808859
HDS,water_blue,,ARG,CTN,2030,0.462914
HDS,water_grey,,ARG,CTN,2030,0.155959
HDS,nitrogen_total,crop_nfert,ARG,CTN,2030,0.0212671
HDS,land_harvested,ahv_physical,ARG,CTN,2030,0.574547
HDS,water_green,,ARG,CTN,2035,0.846298
HDS,water_blue,,ARG,CTN,2035,0.484341
HDS,water_grey,,ARG,CTN,2035,0.163178
HDS,nitrogen_total,crop_nfert,ARG,CTN,2035,0.0222515
HDS,land_harvested,ahv_physical,ARG,CTN,2035,0.597542
HDS,water_green,,ARG,CTN,2040,0.89197
HDS,water_blue,,ARG,CTN,2040,0.510479
HDS,water_grey,,ARG,CTN,2040,0.171984
HDS,nitrogen_total,crop_nfert,ARG,CTN,2040,0.0234523
