account,geography,scenario,indicator,boundary,region,commodity,year,unit,value,coef_source,quantity_variable,note
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2028,Mt N,0.541639,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2028,km3,1.82682,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2029,Mha,11.3868,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2029,Mt N,0.552257,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2029,km3,1.93608,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2030,Mha,11.61,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2030,Mt N,0.563084,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2030,km3,2.05144,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2031,Mha,11.7215,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2031,Mt N,0.568495,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2031,km3,2.07325,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2032,Mha,11.8342,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2032,Mt N,0.573957,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2032,km3,2.09478,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2033,Mha,11.9479,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2033,Mt N,0.579472,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2033,km3,2.11595,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2034,Mha,12.061,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2034,Mt N,0.584956,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2034,km3,2.13641,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2035,Mha,12.1751,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2035,Mt N,0.590492,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2035,km3,2.15636,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2036,Mha,12.2416,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2036,Mt N,0.593719,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2036,km3,2.16789,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2037,Mha,12.2792,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2037,Mt N,0.59554,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2037,km3,2.17419,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2038,Mha,12.2992,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2038,Mt N,0.59651,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2038,km3,2.17729,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2039,Mha,12.3086,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2039,Mt N,0.596965,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2039,km3,2.17844,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2040,Mha,12.3116,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2040,Mt N,0.597112,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2040,km3,2.17837,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2041,Mha,12.3108,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2041,Mt N,0.597074,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2041,km3,2.17755,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2042,Mha,12.3077,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2042,Mt N,0.596923,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2042,km3,2.17624,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2043,Mha,12.3032,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2043,Mt N,0.596707,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2043,km3,2.17462,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2044,Mha,12.2979,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2044,Mt N,0.59645,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2044,km3,2.17277,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2045,Mha,12.2921,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2045,Mt N,0.596169,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2045,km3,2.17077,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2046,Mha,12.2861,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2046,Mt N,0.595874,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2046,km3,2.16864,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2047,Mha,12.2798,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2047,Mt N,0.59557,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2047,km3,2.16641,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2048,Mha,12.2734,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2048,Mt N,0.595262,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2048,km3,2.1641,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2049,Mha,12.267,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2049,Mt N,0.59495,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2049,km3,2.1617,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,SOYS,2050,Mha,12.2606,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,SOYS,2050,Mt N,0.594637,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,SOYS,2050,km3,2.15924,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2023,Mha,7.80455,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2023,Mt N,0.990397,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2023,km3,3.76932,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2024,Mha,7.84,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2024,Mt N,0.994896,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2024,km3,3.86694,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2025,Mha,7.85563,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2025,Mt N,0.996879,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2025,km3,3.96773,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2026,Mha,7.87128,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2026,Mt N,0.998866,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2026,km3,4.07054,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2027,Mha,7.88697,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2027,Mt N,1.00086,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2027,km3,4.17533,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2028,Mha,7.90269,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2028,Mt N,1.00285,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2028,km3,4.28205,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2029,Mha,7.91845,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2029,Mt N,1.00485,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2029,km3,4.39066,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2030,Mha,7.93423,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2030,Mt N,1.00685,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2030,km3,4.50109,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2031,Mha,7.95004,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2031,Mt N,1.00886,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2031,km3,4.53206,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2032,Mha,7.96589,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2032,Mt N,1.01087,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2032,km3,4.56214,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2033,Mha,7.98177,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2033,Mt N,1.01289,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2033,km3,4.59117,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2034,Mha,7.99652,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2034,Mt N,1.01476,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2034,km3,4.61836,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2035,Mha,8.01131,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2035,Mt N,1.01664,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2035,km3,4.64421,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2036,Mha,8.02452,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2036,Mt N,1.01831,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2036,km3,4.66928,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2037,Mha,8.03647,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2037,Mt N,1.01983,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2037,km3,4.69327,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2038,Mha,8.0474,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2038,Mt N,1.02122,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2038,km3,4.71631,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2039,Mha,8.05752,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2039,Mt N,1.0225,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2039,km3,4.73853,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2040,Mha,8.067,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2040,Mt N,1.0237,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2040,km3,4.76002,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2041,Mha,8.07596,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2041,Mt N,1.02484,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2041,km3,4.78085,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2042,Mha,8.08451,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2042,Mt N,1.02592,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2042,km3,4.80109,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2043,Mha,8.09272,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2043,Mt N,1.02697,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2043,km3,4.82079,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2044,Mha,8.10067,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2044,Mt N,1.02798,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2044,km3,4.83999,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2045,Mha,8.10841,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2045,Mt N,1.02896,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2045,km3,4.85872,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2046,Mha,8.11599,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2046,Mt N,1.02992,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2046,km3,4.87702,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2047,Mha,8.12343,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2047,Mt N,1.03086,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2047,km3,4.8949,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2048,Mha,8.13077,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2048,Mt N,1.03179,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2048,km3,4.91239,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2049,Mha,8.13802,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2049,Mt N,1.03271,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2049,km3,4.92951,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,RAPS,2050,Mha,8.14521,model_area,area,
direct_production,China,A5,nitrogen_crop_fertilizer_direct,direct crop fertilizer application,CHN,RAPS,2050,Mt N,1.03363,ludemann_chn,area,Crop-only direct N; no livestock supply-chain factor.
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,RAPS,2050,km3,4.94626,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2023,Mha,4.82,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2023,km3,2.79,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2024,Mha,4.85,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2024,km3,2.85,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2025,Mha,4.90342,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2025,km3,2.89149,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2026,Mha,4.95743,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2026,km3,2.93314,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2027,Mha,4.97234,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2027,km3,2.95134,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2028,Mha,4.98729,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2028,km3,2.96912,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2029,Mha,5.00229,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2029,km3,2.98644,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2030,Mha,5.01733,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2030,km3,3.00324,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2031,Mha,5.03241,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2031,km3,3.01943,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2032,Mha,5.04754,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2032,km3,3.03498,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2033,Mha,5.06272,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2033,km3,3.04977,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2034,Mha,5.07721,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2034,km3,3.0633,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2035,Mha,5.09175,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2035,km3,3.07589,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2036,Mha,5.10428,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2036,km3,3.08577,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2037,Mha,5.11522,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2037,km3,3.09345,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2038,Mha,5.12486,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2038,km3,3.09937,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2039,Mha,5.13348,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2039,km3,3.10387,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2040,Mha,5.14126,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2040,km3,3.10723,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2041,Mha,5.14838,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2041,km3,3.10967,mh_wld,production,Livestock water omitted from direct account.
direct_production,China,A5,land_harvested,model physical harvested area,CHN,GRDS,2042,Mha,5.15498,model_area,area,
direct_production,China,A5,water_blue_crop_direct,crop blue-water footprint; crop production only,CHN,GRDS,2042,km3,3.11139,mh_wld,production,Livestock water omitted from direct account.
