order,estimate,boot_se,ci_lo,ci_hi
1,0.0133667394252981,0.0112594548837321,0.00193001803272296,0.0415485141158803
2,0.00173512833317602,0.00538873353683007,-0.016062077448662,0.00191745846885121
3,-0.0907921049667465,0.00961262441782147,-0.102399862031126,-0.0664743967251813
4,-0.112007206567526,0.00660273894408156,-0.123846098548916,-0.0981092970852018
5,-0.125649812240475,0.00862327300818964,-0.150320999922102,-0.116611025901174
6,-0.155684520763215,0.0053999907864809,-0.166399400534835,-0.146894598861081
7,-0.210803363086303,0.0110907505603137,-0.234470807291402,-0.193099709628852
8,-0.3070201531874,0.0196543157441924,-0.354107179044972,-0.278965406020915
9,-0.381139562041364,0.0222009702596498,-0.429504151206052,-0.347647485497838
