food_group10,estimate,boot_se,ci_lo,ci_hi
G01_主食,1.01408683226557,0.00855705355252191,0.997141991745882,1.02964781667207
G02_食用油,1.20140032000519,0.0092246940022914,1.18056522285178,1.21619734983541
G03_蔬菜,0.67059830744435,0.00705559676842857,0.657453314136418,0.684882406353162
G04_水果,0.882001814204878,0.00609063585096846,0.870841028387744,0.895530677304651
G05_猪肉,1.0208149070124,0.00836791874406261,1.00576994644479,1.03646447302612
G06_禽类及其他肉类,1.03307892628716,0.00961102299628031,1.01260493474772,1.04872847811696
G07_牛羊肉,1.43784111700998,0.0106194749715393,1.41486287102195,1.45861959636065
G08_海鲜,0.982109106244878,0.00726248160377639,0.96718022247829,0.996448858565616
G09_乳制品,0.961814401234027,0.00828755813367869,0.946175081522425,0.978551402140472
