food_group10,estimate,boot_se,ci_lo,ci_hi
G01_主食,1.06058561048489,0.00901570064771787,1.04616645378606,1.08000698948526
G02_食用油,1.17774990167868,0.00942925064312448,1.15720731087281,1.19441217723996
G03_蔬菜,0.621248471794727,0.00708418048888605,0.609430352972408,0.634652572489128
G04_水果,0.908503474575114,0.00608961502152077,0.89758586792091,0.921368211915743
G05_猪肉,1.009882059955,0.00778025744654679,0.996120514205555,1.02558806866278
G06_禽类及其他肉类,0.988263097763339,0.00979577744500516,0.969123034684563,1.00861669676542
G07_牛羊肉,1.40490615603511,0.0102451752543222,1.3829740472203,1.42240693173693
G08_海鲜,0.947312019540876,0.00754213523269716,0.933064541259574,0.961021106867412
G09_乳制品,1.03415720698283,0.00846440446796184,1.01938363536252,1.0513182802589
