demand_group,price_group,estimate,boot_se,ci_lo,ci_hi,sig_5pct
G01_主食,G01_主食,-1.07919607884591,0.129021517944952,-1.32708081835083,-0.816859643364417,TRUE
G01_主食,G02_食用油,-0.359937907033644,0.0895511315833516,-0.524476130586274,-0.160162439393297,TRUE
G01_主食,G03_蔬菜,-0.218943419225059,0.0423988530769206,-0.295603737062177,-0.1290372792556,TRUE
G01_主食,G04_水果,0.442016572264481,0.072423145056089,0.30516049906589,0.580908000616159,TRUE
G01_主食,G05_猪肉,-0.332826730142628,0.0240108514607611,-0.374201470387885,-0.287671939313028,TRUE
G01_主食,G06_禽类及其他肉类,0.133611137443424,0.0602685485328644,0.038403382344112,0.258410577876294,TRUE
G01_主食,G07_牛羊肉,-0.359146744289099,0.113234121545406,-0.562498795649099,-0.113272659138011,TRUE
G01_主食,G08_海鲜,0.534750696579713,0.0740231334187418,0.41084332687157,0.679813091927092,TRUE
G01_主食,G09_乳制品,0.24002789116124,0.0897335612322618,0.0861222394172861,0.406265798633087,TRUE
G02_食用油,G01_主食,-0.352839482257363,0.0747818215967843,-0.490486897574066,-0.209212194531226,TRUE
G02_食用油,G02_食用油,-0.777940488416409,0.119233824922985,-1.03705143321536,-0.541159024900601,TRUE
G02_食用油,G03_蔬菜,0.294785634133759,0.0409587581047894,0.220106900330001,0.38629746715745,TRUE
G02_食用油,G04_水果,-0.376689294664324,0.0661474451177376,-0.515624563868389,-0.262662294873287,TRUE
G02_食用油,G05_猪肉,0.00289888499786349,0.0276040146187451,-0.0518513297518853,0.0600378434990074,FALSE
G02_食用油,G06_禽类及其他肉类,0.0376206115555175,0.0564425462923893,-0.0533206227152283,0.162978822551628,FALSE
G02_食用油,G07_牛羊肉,0.0486335748079247,0.084174908162865,-0.108539679914356,0.215245574560515,FALSE
G02_食用油,G08_海鲜,0.139084383951836,0.0629959253456556,0.023182012446865,0.262173199592163,TRUE
G02_食用油,G09_乳制品,-0.209618931454245,0.0812800908216476,-0.351524781171197,-0.0468723819043282,TRUE
G03_蔬菜,G01_主食,-0.388995877152517,0.0551047539011071,-0.496105303123818,-0.284366128043467,TRUE
G03_蔬菜,G02_食用油,0.74168284937529,0.0473507185987015,0.654051242511511,0.825727711792167,TRUE
G03_蔬菜,G03_蔬菜,-0.817970809199632,0.0279560105888222,-0.877045873994237,-0.764988656212086,TRUE
G03_蔬菜,G04_水果,0.238716311529544,0.032295911769927,0.169230241447,0.297816184051774,TRUE
G03_蔬菜,G05_猪肉,-0.292346631211657,0.0159597539092956,-0.317043155406923,-0.255371176890518,TRUE
G03_蔬菜,G06_禽类及其他肉类,0.107553253440144,0.0324655849854748,0.0454406981515487,0.166017835069988,TRUE
G03_蔬菜,G07_牛羊肉,-0.228570675754912,0.0527407160602621,-0.335176475519899,-0.137022164405835,TRUE
G03_蔬菜,G08_海鲜,-0.246563236524926,0.0353224074273702,-0.30151205240529,-0.177807779748748,TRUE
G03_蔬菜,G09_乳制品,0.219796717621963,0.0440677696985426,0.130424200698357,0.308700995099323,TRUE
G04_水果,G01_主食,0.372104812751431,0.0457060386737184,0.272288848229439,0.446434513093217,TRUE
G04_水果,G02_食用油,-0.358140482744041,0.0552944636106873,-0.481918013058918,-0.26079632720562,TRUE
G04_水果,G03_蔬菜,0.185556065058114,0.0260974409388023,0.129355015317659,0.230208911347103,TRUE
G04_水果,G04_水果,-1.07869202827312,0.0475465242621569,-1.15482474605299,-0.954637222873661,TRUE
G04_水果,G05_猪肉,0.120055461753395,0.0149786575962073,0.0898240796717076,0.145762296277685,TRUE
G04_水果,G06_禽类及其他肉类,-0.0379511312587081,0.0294331153380592,-0.0957826477529491,0.0185748883263571,FALSE
G04_水果,G07_牛羊肉,0.139047362911143,0.050003189434513,0.0516050510638573,0.243676837694308,TRUE
G04_水果,G08_海鲜,-0.0143933685655644,0.0368461210826251,-0.0803516256037767,0.0626646600357323,FALSE
G04_水果,G09_乳制品,-0.198353792243034,0.0435810144820192,-0.280168435180232,-0.109203038528515,TRUE
G05_猪肉,G01_主食,-0.259855638278807,0.0194388831674029,-0.295494269014909,-0.22350156758072,TRUE
G05_猪肉,G02_食用油,0.0436252512477828,0.024962430994593,-0.00463249359177562,0.0944692738011347,FALSE
G05_猪肉,G03_蔬菜,-0.187722909621643,0.0195675208678091,-0.219431457935781,-0.147760408821227,TRUE
G05_猪肉,G04_水果,0.071414421929531,0.0176027268660136,0.0391959151307695,0.10686083584796,TRUE
G05_猪肉,G05_猪肉,-0.644419991094575,0.0184299065776342,-0.680850116880329,-0.606803216759923,TRUE
G05_猪肉,G06_禽类及其他肉类,-0.00257181890020321,0.0150377057238714,-0.0278703041567284,0.0284226714244266,FALSE
G05_猪肉,G07_牛羊肉,0.00198380851798761,0.0251783767948665,-0.0506637574123504,0.0450708162681943,FALSE
G05_猪肉,G08_海鲜,-0.0248242893457776,0.01455020340211,-0.053182951726107,0.00171655931832843,FALSE
G05_猪肉,G09_乳制品,-0.0125091813104217,0.0239646220134597,-0.0637845044027053,0.0315991046252909,FALSE
G06_禽类及其他肉类,G01_主食,0.300608634185617,0.0793950901821195,0.161705197475197,0.468469124766044,TRUE
G06_禽类及其他肉类,G02_食用油,-0.0995818614226169,0.0924133651472121,-0.247710528948355,0.1031947791896,FALSE
G06_禽类及其他肉类,G03_蔬菜,0.0175683767884578,0.0366081776273737,-0.049422428822714,0.0752879880325722,FALSE
G06_禽类及其他肉类,G04_水果,-0.0964148860428153,0.0549633854690541,-0.198327125946866,0.00883396100061507,FALSE
G06_禽类及其他肉类,G05_猪肉,0.0107433809604236,0.0248592691924312,-0.0329972419383412,0.0681775525470853,FALSE
G06_禽类及其他肉类,G06_禽类及其他肉类,-1.1561633391748,0.0676467708247094,-1.29098867803984,-1.02476733680376,TRUE
G06_禽类及其他肉类,G07_牛羊肉,0.105071863159613,0.0832023630502425,-0.0435661287326014,0.248501388550304,FALSE
G06_禽类及其他肉类,G08_海鲜,-0.0219883432889964,0.0629701043386727,-0.156236859276646,0.0852494750381045,FALSE
G06_禽类及其他肉类,G09_乳制品,-0.0827760971464097,0.0738156645240062,-0.221495411988819,0.0577111287283488,FALSE
G07_牛羊肉,G01_主食,-0.414220962129992,0.10123556483601,-0.592819860175918,-0.201820939532266,TRUE
G07_牛羊肉,G02_食用油,-0.0899580094995556,0.0940864233442348,-0.27567800332124,0.0779820438627852,FALSE
G07_牛羊肉,G03_蔬菜,-0.23669295397671,0.0408073490747435,-0.309762111609389,-0.154674275403454,TRUE
G07_牛羊肉,G04_水果,0.202562296646549,0.060385113350613,0.0873735770615203,0.338706176096662,TRUE
G07_牛羊肉,G05_猪肉,-0.0146697355622874,0.0287180610829713,-0.0751188418980649,0.0334434230030517,FALSE
G07_牛羊肉,G06_禽类及其他肉类,-0.0111611199660586,0.0583684515838017,-0.125217733307933,0.096317974734356,FALSE
G07_牛羊肉,G07_牛羊肉,-0.743983747479103,0.127689182802005,-0.998454558458441,-0.509402170140179,TRUE
G07_牛羊肉,G08_海鲜,-0.232459252560201,0.0664161780576252,-0.361512031746088,-0.11060313888058,TRUE
G07_牛羊肉,G09_乳制品,0.114337169534658,0.0900409333784276,-0.0721822512176099,0.297728381611048,FALSE
G08_海鲜,G01_主食,0.616836065413589,0.0703304800016444,0.49477393694365,0.771256456754627,TRUE
G08_海鲜,G02_食用油,0.0475259993020297,0.0756432476972467,-0.0806648003517122,0.185588716720765,FALSE
G08_海鲜,G03_蔬菜,-0.189813629502546,0.0314663788079298,-0.243899154689606,-0.120650402970353,TRUE
