demand_group,price_group,estimate,boot_se,ci_lo,ci_hi,sig_5pct
G01_主食,G01_主食,-0.98304274636544,0.129164550574151,-1.23100617550185,-0.720134590465702,TRUE
G01_主食,G02_食用油,-0.281808810400636,0.0895658110128846,-0.446363534859834,-0.0828625183609454,TRUE
G01_主食,G03_蔬菜,-0.0922263189319874,0.0423701707421364,-0.16895491074298,-0.00258535432761821,TRUE
G01_主食,G04_水果,0.613081494247846,0.0724073366399207,0.477116921717184,0.752607625312602,TRUE
G01_主食,G05_猪肉,-0.205998544190267,0.0239342270395575,-0.246997181149926,-0.16042168594273,TRUE
G01_主食,G06_禽类及其他肉类,0.194270720336974,0.0602345327100322,0.0994032831353366,0.319132327195741,TRUE
G01_主食,G07_牛羊肉,-0.285907713380476,0.113172243056528,-0.489293316847667,-0.0398624223329242,TRUE
G01_主食,G08_海鲜,0.624924374159928,0.0740385656526492,0.500502735488044,0.770040978524108,TRUE
G01_主食,G09_乳制品,0.431149794702146,0.0897395496745888,0.27664412842287,0.599547868435498,TRUE
G02_食用油,G01_主食,-0.238925524659152,0.0746214662240747,-0.375692754398536,-0.0957060217487015,TRUE
G02_食用油,G02_食用油,-0.685380050088943,0.119344977319928,-0.945286404068119,-0.447942264495256,TRUE
G02_食用油,G03_蔬菜,0.444908838575839,0.0408800425290229,0.370971130631819,0.534897817062341,TRUE
G02_食用油,G04_水果,-0.174026716398386,0.0661718842115267,-0.314711977702837,-0.0623089369095766,TRUE
G02_食用油,G05_猪肉,0.153153693896655,0.0276582891843192,0.098160955998654,0.211284200533115,TRUE
G02_食用油,G06_禽类及其他肉类,0.109484716266236,0.0563993728589464,0.0189731975107952,0.234076507205399,TRUE
G02_食用油,G07_牛羊肉,0.135400696094682,0.0841803985616872,-0.0220572103512246,0.301422026334294,FALSE
G02_食用油,G08_海鲜,0.245914175695493,0.0628845001622129,0.130552328058188,0.369193283645803,TRUE
G02_食用油,G09_乳制品,0.0168053832773302,0.0815544097138077,-0.129372261020354,0.180649121278582,FALSE
G03_蔬菜,G01_主食,-0.325411320125499,0.0551572398736117,-0.432156756243158,-0.220825078576098,TRUE
G03_蔬菜,G02_食用油,0.793348286985992,0.0472942677639677,0.706135384220931,0.876981347769006,TRUE
G03_蔬菜,G03_蔬菜,-0.734174954370372,0.0278758663655401,-0.793367924519528,-0.681191366648278,TRUE
G03_蔬菜,G04_水果,0.351838623638515,0.0324314262824707,0.282501204376409,0.409606205809193,TRUE
G03_蔬菜,G05_猪肉,-0.208477317332609,0.0157941233041584,-0.233905233751736,-0.171867914215528,TRUE
G03_蔬菜,G06_禽类及其他肉类,0.147666399893112,0.0325147169427067,0.0851125370072197,0.206029721855308,TRUE
G03_蔬菜,G07_牛羊肉,-0.18013895511373,0.0527430821519757,-0.285770043491675,-0.0885853876718225,TRUE
G03_蔬菜,G08_海鲜,-0.186932923185556,0.0352917585802631,-0.241339473535847,-0.11760771297465,TRUE
G03_蔬菜,G09_乳制品,0.346182369177795,0.0439853843477884,0.257031601838367,0.435488309555601,TRUE
G04_水果,G01_主食,0.455734153939259,0.0456703696362754,0.355870979663796,0.530166782412119,TRUE
G04_水果,G02_食用油,-0.290187716984772,0.0552315103739282,-0.414232010749475,-0.192543978575865,TRUE
G04_水果,G03_蔬菜,0.295768237027231,0.0260773732229027,0.241317185057259,0.339303980232449,TRUE
G04_水果,G04_水果,-0.929908347491997,0.047601440338195,-1.00711199517296,-0.806374933585689,TRUE
G04_水果,G05_猪肉,0.230364250451877,0.0150078890447344,0.200906251663099,0.256197187713057,TRUE
G04_水果,G06_禽类及其他肉类,0.0148075285115746,0.0294150157821185,-0.0426887646084619,0.0707731471227047,FALSE
G04_水果,G07_牛羊肉,0.202746995010395,0.0499835343210071,0.115027748703255,0.307736769038326,TRUE
G04_水果,G08_海鲜,0.064035169000188,0.0368727137560945,-0.00211293918214814,0.140711397116017,FALSE
G04_水果,G09_乳制品,-0.0321255558692646,0.0435290163046862,-0.113906885123298,0.0568503701476158,FALSE
G05_猪肉,G01_主食,-0.163064365547558,0.0194301384798133,-0.199303264175185,-0.127135513934663,TRUE
G05_猪肉,G02_食用油,0.122272704283146,0.0250534538853069,0.0734760547200578,0.17419413442728,TRUE
G05_猪肉,G03_蔬菜,-0.0601650902743974,0.0193734534613358,-0.0905398258848409,-0.0206977073236736,TRUE
G05_猪肉,G04_水果,0.243614293648011,0.01740218477452,0.21256308697129,0.278657755672735,TRUE
G05_猪肉,G05_猪肉,-0.516750349077564,0.0180510155494157,-0.553085003380473,-0.480948282219054,TRUE
G05_猪肉,G06_禽类及其他肉类,0.0584902169143733,0.0149570356798414,0.0338393331936762,0.0893020239452911,TRUE
G05_猪肉,G07_牛羊肉,0.0757087521301978,0.0251945618495414,0.0228893666941797,0.119360737558401,TRUE
G05_猪肉,G08_海鲜,0.0659476557827893,0.0144667727748568,0.0373925093736977,0.0919347731342612,TRUE
G05_猪肉,G09_乳制品,0.179880742297272,0.0241683459464754,0.130429999025528,0.227263469516794,TRUE
G06_禽类及其他肉类,G01_主食,0.398562752430044,0.0793956878228037,0.260476571248388,0.566852967170645,TRUE
G06_禽类及其他肉类,G02_食用油,-0.0199895418171143,0.0924008353520821,-0.167666858195632,0.183834374680414,FALSE
G06_禽类及其他肉类,G03_蔬菜,0.146658669402282,0.0366547220799268,0.0802915804399455,0.203953675419805,TRUE
G06_禽类及其他肉类,G04_水果,0.0778537863283196,0.0550977439730787,-0.0234518531144283,0.184681877199989,FALSE
G06_禽类及其他肉类,G05_猪肉,0.139946839675979,0.0248252330732116,0.0960649761343349,0.19498441611691,TRUE
G06_禽类及其他肉类,G06_禽类及其他肉类,-1.09436770711369,0.0676196416281466,-1.22902550008398,-0.963099164291874,TRUE
G06_禽类及其他肉类,G07_牛羊肉,0.17968253455977,0.0832935448611377,0.0311427408865343,0.32396166529283,TRUE
G06_禽类及其他肉类,G08_海鲜,0.0698741314517628,0.062899515254816,-0.0635904446155162,0.176203946358992,FALSE
G06_禽类及其他肉类,G09_乳制品,0.111925189388281,0.0739330016226351,-0.0270840480336613,0.252269082983628,FALSE
G07_牛羊肉,G01_主食,-0.277888243294582,0.101196724135264,-0.456213814546228,-0.0661585952315629,TRUE
G07_牛羊肉,G02_食用油,0.020818724799234,0.0942537247739478,-0.164640827906757,0.189345478028559,FALSE
G07_牛羊肉,G03_蔬菜,-0.0570248513719216,0.0407466988479995,-0.130912636706567,0.0242212930793599,FALSE
G07_牛羊肉,G04_水果,0.445109749862441,0.0603745079261919,0.331475133507326,0.580139535519226,TRUE
G07_牛羊肉,G05_猪肉,0.165155871827451,0.0284960501322663,0.1061165185953,0.213425030083874,TRUE
G07_牛羊肉,G06_禽类及其他肉类,0.0748461524389749,0.0584099721376147,-0.038974820852516,0.181884835938966,FALSE
G07_牛羊肉,G07_牛羊肉,-0.64014048015739,0.127595179820531,-0.894138972764741,-0.404925635282934,TRUE
G07_牛羊肉,G08_海鲜,-0.10460489416451,0.0663838905243526,-0.233682880283042,0.0169616274766829,FALSE
G07_牛羊肉,G09_乳制品,0.38532277207758,0.0900756727256264,0.200869769071762,0.570213189473953,TRUE
G08_海鲜,G01_主食,0.709957344992666,0.0702696551255029,0.587783941569772,0.86385895963992,TRUE
G08_海鲜,G02_食用油,0.123191410610584,0.0756796329000507,-0.00461955673832713,0.261607460403545,FALSE
G08_海鲜,G03_蔬菜,-0.0670923652526812,0.0315174233598065,-0.122388453062921,0.00164745316733229,FALSE
G08_海鲜,G04_水果,-0.0894402335675059,0.0480728839020467,-0.180515477127842,0.00514104454139945,FALSE
G08_海鲜,G05_猪肉,0.114375908418513,0.018723512482217,0.0804351037972567,0.146779549515921,TRUE
G08_海鲜,G06_禽类及其他肉类,0.060040035255124,0.0472687415950444,-0.0416694084743075,0.140736935455949,FALSE
G08_海鲜,G07_牛羊肉,-0.170323672393483,0.07219195344294,-0.324277308055004,-0.0374544693596199,TRUE
G08_海鲜,G08_海鲜,-0.850659001001024,0.0638983886699126,-0.967152243455815,-0.729078184953415,TRUE
G08_海鲜,G09_乳制品,0.17776874972204,0.0697413627321824,0.0364790675364223,0.306504241811314,TRUE
G09_乳制品,G01_主食,0.187920025396735,0.0541955325783055,0.0918034871083655,0.296311647538495,TRUE
G09_乳制品,G02_食用油,-0.0168931509246938,0.0596418369191224,-0.120631527223658,0.0868691984506412,FALSE
G09_乳制品,G03_蔬菜,0.189884680695707,0.0286551469249603,0.142740008210224,0.254195837352794,TRUE
G09_乳制品,G04_水果,0.042243876448127,0.0410825093557568,-0.0403377090824121,0.117034472667078,FALSE
G09_乳制品,G05_猪肉,0.121723019451183,0.0200058560517758,0.080551508565017,0.163254374617505,TRUE
G09_乳制品,G06_禽类及其他肉类,0.00065190469933054,0.0353871611635802,-0.0675497005651127,0.0672742724154124,FALSE
G09_乳制品,G07_牛羊肉,0.233397201523292,0.058662463178846,0.11728852062544,0.348462667898797,TRUE
G09_乳制品,G08_海鲜,0.0727202286211817,0.0448205596973084,-0.0213353711823828,0.15679547758108,FALSE
G09_乳制品,G09_乳制品,-0.821195809377966,0.0800084163801365,-0.974468977320264,-0.668211560310135,TRUE
