subgroup,food_group10,expenditure,exp_se,exp_lo,exp_hi,own_price,own_se,own_lo,own_hi
low_income,G01_主食,1.0953466594233,0.00929750608620447,1.07943451654029,1.11523394729723,-2.81459935837517,0.144499674144017,-3.15000672288694,-2.5706612103969
low_income,G02_食用油,1.19180087392502,0.0102619972039418,1.16938175499937,1.20974760839346,-1.80028672199906,0.107871901718488,-2.03137685072093,-1.64344619415586
low_income,G03_蔬菜,0.620083740249168,0.0103188647388484,0.601761579941903,0.641518862814258,-1.0000814059806,0.050126949039189,-1.11479111499924,-0.908744808825105
low_income,G04_水果,0.910372173963385,0.00634972509335848,0.897621560999249,0.923357314241033,-1.23880327862155,0.0290462980007844,-1.30836419932721,-1.20887465236188
low_income,G05_猪肉,1.0076290925338,0.00783672293871966,0.993268988867369,1.02405786972094,-1.11571714455514,0.0157491815999537,-1.14395891244407,-1.08348417319853
low_income,G06_禽类及其他肉类,0.978510942280723,0.0106473622785635,0.958236787059578,0.9992911315218,-1.5595554363125,0.0843172710345153,-1.72109260531818,-1.39679895776549
low_income,G07_牛羊肉,1.43476806999999,0.0107485496983733,1.41269265783766,1.45669635245568,-0.771381134158197,0.150986671239686,-1.13723450522624,-0.556433014265891
low_income,G08_海鲜,0.925178033311759,0.0099418080634457,0.907068562340579,0.943113963908962,-1.69351823777654,0.05683516709534,-1.80724415471074,-1.5844563560566
low_income,G09_乳制品,1.02356301450886,0.0106711338206797,1.00502843198189,1.0467672596895,-1.55296902066931,0.103260269107961,-1.8085702888688,-1.42576552591786
non_low_income,G01_主食,1.04141989437007,0.00977287345661312,1.02573225961164,1.06212558672378,-3.01100676335048,0.157508543897434,-3.38817129439353,-2.73953102433814
non_low_income,G02_食用油,1.17072926208991,0.00957241819147719,1.15012400037401,1.18807703368729,-1.83554687649286,0.109154399292203,-2.07254493873719,-1.67118870273292
non_low_income,G03_蔬菜,0.6218865729862,0.00808056992623556,0.605786947931493,0.638043652905619,-1.01633599834125,0.0520269700279475,-1.13621142977822,-0.923268718110365
non_low_income,G04_水果,0.90750796471982,0.00629464735955593,0.896648753558716,0.920813901511955,-1.25253008115592,0.0302929533314493,-1.32571198853955,-1.21981213535478
non_low_income,G05_猪肉,1.01113208456646,0.00790983490122269,0.996586786189864,1.02711083763579,-1.13108533835207,0.0175281618243849,-1.16158026818561,-1.09417522858423
non_low_income,G06_禽类及其他肉类,0.993055064914499,0.0097377842518611,0.974712029779539,1.0135007592667,-1.57050198574948,0.0820367418915705,-1.72350527667292,-1.4207821329682
non_low_income,G07_牛羊肉,1.39057173320408,0.0105882576594929,1.36964613694396,1.40969470018265,-0.810828389021516,0.146793869872819,-1.17638614107333,-0.602294809113342
non_low_income,G08_海鲜,0.956882041852248,0.00704730519724497,0.94291308697782,0.970804074860802,-1.64978686693954,0.0508336414633119,-1.74836321321714,-1.55826102437987
non_low_income,G09_乳制品,1.03919035327459,0.00887894430713367,1.02301307166888,1.05581369308675,-1.56947857059763,0.094330506000116,-1.80569835721596,-1.45348950157955
elderly,G01_主食,1.153774775869,0.0117282176568541,1.13340200766651,1.17762542169842,-2.75375860384915,0.160146526452335,-3.10657711414375,-2.47204109371459
elderly,G02_食用油,1.13057821714254,0.0124890994145534,1.10668766989734,1.15399749412522,-1.85165626670509,0.113705906258661,-2.08506941098663,-1.68233127419663
elderly,G03_蔬菜,0.588186730049267,0.0131907674231151,0.562877853106315,0.61104854343317,-0.987796873790363,0.0502555101462571,-1.10340449113532,-0.896749388980156
elderly,G04_水果,0.924299940470465,0.00881542442450605,0.908563355150314,0.940494331406925,-1.25434397533194,0.0324257585265236,-1.3302657210035,-1.21526964692284
elderly,G05_猪肉,0.990164733803844,0.00986977392288521,0.9717417464146,1.00971769951856,-1.10147765229313,0.0164253997358181,-1.12960724251445,-1.06893312380408
elderly,G06_禽类及其他肉类,0.970240194081103,0.0138633560424525,0.942283653648497,0.998450259267927,-1.52625165837907,0.0900940216243227,-1.70745342083685,-1.35651845925836
elderly,G07_牛羊肉,1.40863474404136,0.0144163581871634,1.3812976241723,1.43014650143803,-0.811947586176199,0.15633378658457,-1.19117398823612,-0.584269354606331
elderly,G08_海鲜,0.898920157932016,0.010968712277737,0.879608612539378,0.918401011891411,-1.62806376220421,0.054939296569911,-1.73909227370222,-1.52495947433582
elderly,G09_乳制品,1.09164444925213,0.0121938210729777,1.06749749028829,1.11931238056302,-1.52360164464619,0.107536032646905,-1.79089663613956,-1.38705750981235
non_elderly,G01_主食,1.00287149710071,0.00886144375396738,0.989180714955028,1.02171091372966,-3.05729154211858,0.150731140865919,-3.42721449744408,-2.79320017637963
non_elderly,G02_食用油,1.20517202849131,0.00877185395574639,1.18540727793308,1.22044157453079,-1.80760468566258,0.106287196808013,-2.04463450070935,-1.65109752585759
non_elderly,G03_蔬菜,0.642725263043345,0.00828985431905565,0.627592662406799,0.661437745908304,-1.02538443888634,0.0521336073655151,-1.14398067485743,-0.929802036719215
non_elderly,G04_水果,0.899834396880471,0.00540210201420752,0.891542500459279,0.912048426488478,-1.2441452872654,0.0288941446687875,-1.31760289009601,-1.21569525647126
non_elderly,G05_猪肉,1.02248232420957,0.00692570294094402,1.00944907042748,1.03573529089918,-1.14101736684215,0.0173046500917553,-1.17314095802486,-1.10360016124361
non_elderly,G06_禽类及其他肉类,0.998084179342767,0.00874218678223304,0.983251814817044,1.01549422195546,-1.5890429864646,0.0793859667683641,-1.73138606797821,-1.44531657676825
non_elderly,G07_牛羊肉,1.40276275067582,0.00906844159632894,1.38314895887074,1.41877558597096,-0.79003608555905,0.143680238926776,-1.14939879870217,-0.586054106262166
non_elderly,G08_海鲜,0.976012450758505,0.00646137346810412,0.963840475481842,0.988726696085839,-1.68370006447135,0.0519110385154173,-1.78494757161187,-1.59097584757943
non_elderly,G09_乳制品,1.00307052265231,0.00848596534530013,0.988220957861641,1.01942773131743,-1.58609423798502,0.0919561741339112,-1.8086671526544,-1.47234197915371
large_family,G01_主食,0.892228974116779,0.0172570058053904,0.85688184847033,0.923815110708642,-3.55679545529444,0.165758304546541,-3.92068526501548,-3.27112234688517
large_family,G02_食用油,1.20077752030166,0.013418587731887,1.17014805600709,1.22508927493325,-1.84857202395898,0.103991546769974,-2.08650242420487,-1.68988520468096
large_family,G03_蔬菜,0.77698825470658,0.0177087261047748,0.748899816743874,0.816132593219922,-1.04949709554154,0.0496304892374034,-1.15670903328692,-0.955038193119595
large_family,G04_水果,0.863317363599609,0.00800471942739249,0.849016396457311,0.877622491517886,-1.2792051235164,0.0326703138088157,-1.37723269821721,-1.2494724179136
large_family,G05_猪肉,1.09144179725041,0.00900515999643502,1.07356990025484,1.10780493281632,-1.17335000592701,0.0160768492371482,-1.20276275203827,-1.13616973277551
large_family,G06_禽类及其他肉类,1.00944866566737,0.0111721191168505,0.989574282550536,1.0353208591617,-1.63741344653157,0.0756079967543353,-1.77630921856802,-1.48725075573064
large_family,G07_牛羊肉,1.387785595286,0.0119526748043414,1.36595309051069,1.40971530339508,-0.783896218774214,0.135272384307113,-1.13878930121243,-0.591943074151593
large_family,G08_海鲜,1.01554405562363,0.00852368322296272,0.997413861081039,1.02988351915414,-1.73217144081643,0.0558969878486147,-1.84674381120076,-1.63919068736513
large_family,G09_乳制品,0.897180741257696,0.017130307712086,0.859361321976073,0.927627652266832,-1.75174678156465,0.101417388667046,-1.9994617415938,-1.61548565163234
small_family,G01_主食,1.07581667716914,0.00921089142703885,1.06021758668712,1.09485580757561,-2.88551098121294,0.153238429426687,-3.24179698778833,-2.62798765721798
small_family,G02_食用油,1.17544302219431,0.00976429317529136,1.15424756554127,1.1927975929035,-1.82131715598242,0.109368360769092,-2.05383259743861,-1.65958088661249
small_family,G03_蔬菜,0.605402751120495,0.00770082331368354,0.592044136173846,0.620593510539172,-1.00662345839028,0.0515115064207174,-1.12635739383546,-0.912698257428436
small_family,G04_水果,0.912736458359044,0.00637512052777736,0.901144443288326,0.926191304709315,-1.24481324195459,0.0298094487750742,-1.31606050844715,-1.21199187107805
small_family,G05_猪肉,1.00097591540639,0.00816862239229836,0.985942855950809,1.01693178527165,-1.12038722132629,0.0170568897971531,-1.15029950555393,-1.0854218013071
small_family,G06_禽类及其他肉类,0.985843641781636,0.0104817892399019,0.965028556229618,1.00813772149067,-1.55884195822639,0.0839937266698184,-1.71982097247259,-1.40016912535079
small_family,G07_牛羊肉,1.40665956076152,0.0107140705616015,1.38336806377963,1.42475366830099,-0.799482209666908,0.149548920392024,-1.16988237176411,-0.584342164934725
