food_group10,mean,sd,min,max
G01_主食,-1.00345489893247,0.0797402130483377,-1.09712764285021,-0.710688523750509
G02_食用油,-0.886844915527182,0.0827889222997947,-1.0317750982809,-0.538421303582913
G03_蔬菜,-0.521893575600694,0.0142052363192412,-0.576489830000961,-0.498580329597439
G04_水果,-0.705810663593048,0.0222694411888267,-0.776639377613645,-0.6500939557467
G05_猪肉,-0.407760137172699,0.0466652422213896,-0.528499081653236,-0.259690980899805
G06_禽类及其他肉类,-0.852855332564613,0.0206041828939279,-0.922864025816349,-0.811680917942615
G07_牛羊肉,-1.0685582504555,0.0754723121632636,-1.33871051634409,-0.910882731453679
G08_海鲜,-0.701746464001375,0.0416526236014964,-0.767834653316627,-0.549910196640739
G09_乳制品,-1.01394791976898,0.0501710497439669,-1.078692770553,-0.798805329443322
