food_group10,negative_share_rate,below_clip_rate,min_raw_pred,p005_raw_pred,mean_abs_clip_change
G01_主食,6.33922024164422e-05,6.33922024164422e-05,-0.0209294979425259,0.0307611199975565,2.71822921313009e-07
G02_食用油,0.00116333257948012,0.00116333257948012,-0.075749149324688,0.00383370387791214,1.7512025511902e-05
G03_蔬菜,0.0185276561332813,0.0185276561332813,-0.305655792560415,-0.0382074725981496,0.000534471071495828
G04_水果,0,0,0.00137854651185631,0.0751150165860661,0
G05_猪肉,0,0,9.25918002018454e-06,0.0101004954425709,0
G06_禽类及其他肉类,0.000245002295825709,0.000245002295825709,-0.0306306846404115,0.00414481716134443,1.5091312821607e-06
G07_牛羊肉,1.37064221440956e-05,1.54197249121076e-05,-3.83975714219202e-07,0.000350370785390705,3.52909165144662e-12
G08_海鲜,3.25527525922271e-05,3.25527525922271e-05,-0.104675577249294,0.00172759589232044,6.43831517267974e-07
G09_乳制品,1.02798166080717e-05,1.02798166080717e-05,-0.00885862322876528,0.0681850667616767,6.03574703495698e-08
