group,min,median_own_price_elasticity,max
dairyegg,-0.6278027101934811,-0.3668646383527554,-0.357935827676119
grain,-0.0815269475343429,-0.0764335473319489,0.0198070429280785
meatsea,-0.8075890162050661,-0.7857202958799642,-0.582282972438201
nonfood,-1.0848609155489528,-1.022072178469005,-1.0035134382708069
oil,-0.0001543823708174,0.0005606963408223,0.053358637890395
vegfruit,-0.0561362436038548,-0.0009359128352168,-0.00020775561202
