variant,model,group,group_label_cn,items,rmse_x,mae_x,mean_x,relative_rmse
baseline_real_national_nonfood,AIDADS_sat,grain,粮食/主粮,grain,0.07746446798373834,0.05393486335375859,0.41228657228271637,0.1878898639721373
baseline_real_national_nonfood,AIDADS_sat,oil,食用油,oil,0.03135224085889093,0.025528406573300088,0.12734177927997345,0.24620545618386513
baseline_real_national_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.00950995637634092,0.00724863939087971,0.05164737289379982,0.18413243198053494
baseline_real_national_nonfood,AIDADS_sat,pork,猪肉,pork,0.04406815712903204,0.03576943046643593,0.10590042041193695,0.4161282548040266
baseline_real_national_nonfood,AIDADS_sat,meatother,非猪肉肉类及水产品,beef+mutton+poultry+aquatic,0.017648280218451523,0.014061131044521436,0.041278831179050554,0.42753827359841073
baseline_real_national_nonfood,AIDADS_sat,dairyegg,奶蛋类,milk+egg,0.00838815995923912,0.006997283213297726,0.030014386789327392,0.2794713088132058
baseline_real_national_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,3.595306400716782,2.913994556425821,683.8424023508793,0.005257507268278505
baseline_real_national_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.06951718094211137,0.04871128935028913,0.41228657228271637,0.16861374009154367
baseline_real_national_nonfood,MAIDADS_sat,oil,食用油,oil,0.03104089386601282,0.025480739761689755,0.12734177927997345,0.2437604849054791
baseline_real_national_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.009461196350487129,0.007221625301354844,0.05164737289379982,0.18318833699328255
baseline_real_national_nonfood,MAIDADS_sat,pork,猪肉,pork,0.043336749882091734,0.03490314518551234,0.10590042041193695,0.40922169820967846
baseline_real_national_nonfood,MAIDADS_sat,meatother,非猪肉肉类及水产品,beef+mutton+poultry+aquatic,0.016232779418604435,0.012430875277807158,0.041278831179050554,0.3932470701070321
baseline_real_national_nonfood,MAIDADS_sat,dairyegg,奶蛋类,milk+egg,0.008486652043711318,0.00702349780732289,0.030014386789327392,0.28275280462264946
baseline_real_national_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,3.5875311245354404,2.9013179505861575,683.8424023508793,0.005246137285729
