food_group10,mean_budget_share,purchase_rate,mean_share_if_purchase,sd_budget_share
G01_主食,0.0948176521192528,0.592866149934552,0.159930959340013,0.155194513752466
G02_食用油,0.0770437936349687,0.334967824174017,0.230003564745204,0.154200347510797
G03_蔬菜,0.124956854049641,0.832044929651788,0.150180416461327,0.131362678629041
G04_水果,0.168688633498168,0.833958688843658,0.202274567978981,0.175148523726605
G05_猪肉,0.125066396601378,0.624790120410919,0.200173454277931,0.152712147539193
G06_禽类及其他肉类,0.0598169515307,0.433093813606365,0.13811546055716,0.105458081293559
G07_牛羊肉,0.0722216565469052,0.344713090318469,0.209512370070374,0.13495463146532
G08_海鲜,0.0889210615019602,0.53350706223401,0.166672698070034,0.126010240334701
G09_乳制品,0.188467000517027,0.709452976692229,0.265651151956173,0.229661109280387
