food_group10,year_month,lp_ext_mean,lp_ext_p10,lp_ext_p90
G01_主食,2020-01,0.998793100055961,0.938459519641564,1.05396720686517
G01_主食,2020-02,1.00113621112202,0.938815460796929,1.05555598715825
G01_主食,2020-03,1.00028508748131,0.939781350260722,1.05448904761235
G01_主食,2020-04,1.00271142070898,0.942886897517791,1.05353827328424
G01_主食,2020-05,1.00406211058692,0.944651470301906,1.05532797681142
G01_主食,2020-06,1.00308574146395,0.946370055536924,1.04135616268476
G01_主食,2020-07,1.00093127754715,0.944391979087384,1.03898338650918
G01_主食,2020-08,1.00015445111424,0.944257948641945,1.03638649431473
G01_主食,2020-09,1.00180991098298,0.949028802233475,1.04564645575117
G01_主食,2020-10,1.00148894556078,0.947870360736839,1.04109141529442
G01_主食,2020-11,1.00282166906781,0.945861353107303,1.04410633473433
G01_主食,2020-12,1.00419562071384,0.949253676714408,1.04170198099559
G01_主食,2021-01,1.00735905098641,0.94451256389854,1.05984024143471
G01_主食,2021-02,1.01572027477941,0.945291601232459,1.07531279027313
G01_主食,2021-03,1.01352130835615,0.94344621536112,1.07403760558912
G01_主食,2021-04,1.01395247640408,0.94439506433689,1.07345852832842
G01_主食,2021-05,1.01267855276218,0.945040854691213,1.0677739342342
G01_主食,2021-06,1.0099001183845,0.945244827949152,1.0562487643786
G01_主食,2021-07,1.00911302003143,0.936202947988996,1.05356446729532
G01_主食,2021-08,1.00755792195272,0.939083045885683,1.05023904102043
G01_主食,2021-09,1.00819092713409,0.934814361856333,1.06045971091004
G01_主食,2021-10,1.00794410512206,0.933121433745619,1.05162422286353
G01_主食,2021-11,1.01091299936726,0.944877524014994,1.0566289090573
G01_主食,2021-12,1.01267722762245,0.940670793267085,1.06065299335484
G01_主食,2022-01,1.01702538707699,0.949171502809344,1.06718080804704
G01_主食,2022-02,1.01868515622318,0.956423196502258,1.06727280555463
G01_主食,2022-03,1.02084942296665,0.955652406582429,1.07063136804989
G01_主食,2022-04,1.02221093299855,0.95677984718512,1.07516156465447
G01_主食,2022-05,1.02431445850406,0.955565785034997,1.08726518413681
G01_主食,2022-06,1.02438742138601,0.958270740028714,1.08211140075171
G01_主食,2022-07,1.02361611916359,0.954609561328531,1.08486549448368
G01_主食,2022-08,1.02502017307717,0.950300874058189,1.08847546610899
G01_主食,2022-09,1.02626772573768,0.950215144447081,1.08045711466293
G01_主食,2022-10,1.02734015511758,0.952662617789105,1.08661270636161
G01_主食,2022-11,1.02776933430565,0.953960602383937,1.08558549205966
G01_主食,2022-12,1.02798459032721,0.953188191126547,1.08642266545587
G02_食用油,2020-01,4.34237387042423,4.22822909464592,4.44734176389554
G02_食用油,2020-02,4.34219740349069,4.22032572562596,4.44712923280122
G02_食用油,2020-03,4.34164989613549,4.22334293386807,4.44997167342519
G02_食用油,2020-04,4.34495470140591,4.22918566778573,4.45109999674854
G02_食用油,2020-05,4.35058522129472,4.23056023474411,4.45291992144946
G02_食用油,2020-06,4.35456075062039,4.24222562903576,4.45370712584121
G02_食用油,2020-07,4.34978937115098,4.24698616746092,4.44979950300027
G02_食用油,2020-08,4.35325303566525,4.24989901819918,4.46085835298544
G02_食用油,2020-09,4.35708208228774,4.25108711832943,4.46667410873417
G02_食用油,2020-10,4.35985454728791,4.25471396091073,4.46141271655947
G02_食用油,2020-11,4.36283305183652,4.25436685920644,4.46337836282852
G02_食用油,2020-12,4.37617265811891,4.27041979946515,4.46449166838313
G02_食用油,2021-01,4.39634435657946,4.29973139194705,4.47648291465597
G02_食用油,2021-02,4.40874966448255,4.31206789510078,4.50350653221159
G02_食用油,2021-03,4.41563891644015,4.31515205373876,4.50461907423875
G02_食用油,2021-04,4.42276658573633,4.31890377767747,4.51366387340993
G02_食用油,2021-05,4.42612400392946,4.3217235757339,4.52024753518127
