variant,income,group,group_label_cn,items,quantity_2000kcal_elasticity,expenditure_elasticity,budget_share_elasticity,xhat,budget_share,phi,u,support_flag
baseline_real_national_nonfood,10000.0,grain,粮食/主粮,grain,-0.698430603844432,-0.698430603844432,-1.698430603844432,0.5759192087396612,0.04893719261005669,0.003553262750186117,-2.275852509370651,in_support
baseline_real_national_nonfood,10000.0,oil,食用油,oil,-0.4333406353689518,-0.4333406353689518,-1.4333406353689517,0.15488294030627703,0.08041375273290943,0.0010587280413625422,-2.275852509370651,in_support
baseline_real_national_nonfood,10000.0,vegfruit,蔬菜水果,vegetable+fruit,1.4391278606541706,1.4391278606541706,0.43912786065417064,0.03277817395195688,0.02761532651354796,0.01616129797359574,-2.275852509370651,in_support
baseline_real_national_nonfood,10000.0,pork,猪肉,pork,0.933660006809401,0.933660006809401,-0.06633999319059902,0.08532996069960998,0.02026694068076448,0.022764735713682347,-2.275852509370651,in_support
baseline_real_national_nonfood,10000.0,nonpork_meatsea,非猪肉肉类及水产品(牛羊禽水产),beef+mutton+poultry+aquatic,0.4256351293714189,0.4256351293714189,-0.5743648706285811,0.03606668652923034,0.03727476525743522,0.0005568161550100528,-2.275852509370651,in_support
baseline_real_national_nonfood,10000.0,dairyegg,奶蛋类,milk+egg,2.9455576402192496,2.9455576402192496,1.9455576402192496,0.013354764439849794,0.004074332266434694,0.00820541910436445,-2.275852509370651,in_support
baseline_real_national_nonfood,10000.0,nonfood,其他/未覆盖支出,,1.2573233885511244,1.2573233885511244,0.25732338855112435,78.14176899388515,0.7814176899388515,0.9476997402617987,-2.275852509370651,in_support
baseline_real_national_nonfood,13675.100270074257,grain,粮食/主粮,grain,-0.4465494163943448,-0.4465494163943448,-1.4465494163943449,0.48869528586290445,0.030365827310278756,0.0028892275763305352,-1.032413065616292,in_support
baseline_real_national_nonfood,13675.100270074257,oil,食用油,oil,-0.2664096818696381,-0.2664096818696381,-1.266409681869638,0.1400996549947934,0.053190404354900585,0.0008608725185827729,-1.032413065616292,in_support
baseline_real_national_nonfood,13675.100270074257,vegfruit,蔬菜水果,vegetable+fruit,0.680683753380076,0.680683753380076,-0.31931624661992397,0.04412533452484855,0.027184598201425304,0.013141068099217217,-1.032413065616292,in_support
baseline_real_national_nonfood,13675.100270074257,pork,猪肉,pork,0.5810826250300086,0.5810826250300086,-0.4189173749699914,0.1074395960038874,0.01866038062313291,0.018510452734856863,-1.032413065616292,in_support
baseline_real_national_nonfood,13675.100270074257,nonpork_meatsea,非猪肉肉类及水产品(牛羊禽水产),beef+mutton+poultry+aquatic,0.2208471336763778,0.2208471336763778,-0.7791528663236222,0.03949463164477065,0.0298480676343106,0.0004527581277002711,-1.032413065616292,in_support
baseline_real_national_nonfood,13675.100270074257,dairyegg,奶蛋类,milk+egg,1.1601031749340296,1.1601031749340296,0.1601031749340296,0.023323215506131388,0.005203291024554803,0.006671987077352329,-1.032413065616292,in_support
baseline_real_national_nonfood,13675.100270074257,nonfood,其他/未覆盖支出,,1.1797711229252494,1.1797711229252494,0.17977112292524944,114.26194897295792,0.8355474308513972,0.95747363386596,-1.032413065616292,in_support
baseline_real_national_nonfood,16192.97519710852,grain,粮食/主粮,grain,-0.42011587015519475,-0.42011587015519475,-1.4201158701551948,0.4543246438556558,0.023840597287271323,0.002566745242897093,-0.6414452660336578,in_support
baseline_real_national_nonfood,16192.97519710852,oil,食用油,oil,-0.24289466144842592,-0.24289466144842592,-1.242894661448426,0.1342220295686358,0.04303520699956499,0.0007647858756143837,-0.6414452660336578,in_support
baseline_real_national_nonfood,16192.97519710852,vegfruit,蔬菜水果,vegetable+fruit,0.5334547031671112,0.5334547031671112,-0.4665452968328888,0.048851603488541576,0.025416608511793424,0.011674322336730238,-0.6414452660336578,in_support
baseline_real_national_nonfood,16192.97519710852,pork,猪肉,pork,0.4579555618205233,0.4579555618205233,-0.5420444381794767,0.1172539211977289,0.017198373460413533,0.01644440088080825,-0.6414452660336578,in_support
