obs_id,province,provincechn,year,population_10k,m,food_price_index_2023,covered_food_exp_split,nonfood_exp_split,covered_daily_kcal_split,x_grain,p_grain_model,x_oil,p_oil_model,x_vegfruit,p_vegfruit_model,x_pork,p_pork_model,x_nonpork_meatsea,p_nonpork_meatsea_model,x_dairyegg,p_dairyegg_model,x_nonfood,p_nonfood_model
11_2015,11.0,北京,2015,2188,38487.30551090741,82.4844498132478,2602.514393396893,35884.79111751052,1243.678248221881,0.27928291419322815,952.492628970482,0.1325254555849315,6189.55093593473,0.05847404245978083,11473.723595937738,0.07153634571731508,3304.870252080553,0.03473977016467123,12414.868094046691,0.045280595991013695,3922.285227397536,401.4433482762729,89.38942760315621
11_2016,11.0,北京,2016,2195,39218.02893452088,85.20643665708498,2162.823824116737,37055.205110404146,1140.2831664411156,0.257820426562503,911.1511033171773,0.11956476897123287,5695.686536840867,0.05455606020453424,8727.856728181494,0.06598099315824658,3669.684200013934,0.03269425902826027,11579.839888954426,0.039525075295780816,3795.71302307327,410.9201436158597,90.17617093272617
11_2017,11.0,北京,2017,2194,39912.29441309149,84.69519803714248,1978.9444033147965,37933.350009776696,1046.6663579564986,0.23266685748709856,927.8872298287143,0.10227710818356164,5543.935868897587,0.053832028791054795,9346.568366768566,0.06376801697580824,3147.1397567026142,0.03166907502028767,11427.318233333835,0.039120092520438354,3331.1238078959123,410.2715007653659,92.45913971360824
11_2018,11.0,北京,2018,2192,40447.41658487019,87.15135878021962,2082.560905688558,38364.85567918163,1190.6335817790089,0.28270336221454545,879.4997542140694,0.08888179909315069,5440.327658401072,0.06259543929219177,9275.71025497311,0.08198711577764385,2686.130838980439,0.032751109211369867,11579.307718573196,0.046397965300602736,3670.3507823580994,405.21937064807446,94.67675648827952
11_2019,11.0,北京,2019,2190,41748.69958820237,92.55474302459324,2327.756317162467,39420.943271039905,1221.4405886009642,0.2990679260443452,832.2515573049811,0.08458353453698629,4942.802433042952,0.06964763426446574,11611.676427500846,0.0734307940511507,3763.631146525298,0.03563571098676713,11537.902259916928,0.048354694416767124,3402.426686774664,410.86108109935896,95.94713416408185
11_2020,11.0,北京,2020,2189,36486.48837370888,98.20058234909344,2305.6927914412568,34180.79558226762,1325.5442029271433,0.3296421438348593,784.1354173872052,0.09269882345342464,4571.168590822027,0.07043756775884932,8273.924973478881,0.07711796269430138,5364.40194662875,0.0392419875829589,12283.614999793828,0.05363361613917808,2702.5288281914004,354.4980560512607,96.42026239299054
11_2021,11.0,北京,2021,2189,40043.44138787901,97.2185765256025,2208.488471119797,37834.95291675921,1351.975188136109,0.33796887899956124,802.3101852856556,0.08498342465753424,5223.899098782642,0.06739924657534246,7347.770117225862,0.09318982191780824,3523.435038217715,0.04028374520547945,12864.571756362982,0.052162476712328765,2905.7703312972867,385.95380089374305,98.0297456046444
11_2022,11.0,北京,2022,2184,37792.5360364724,101.010101010101,1896.107768495523,35896.42826797687,1190.337225247285,0.29045760454528635,800.2778869169981,0.07438381159315068,5058.407794032158,0.05874473892142465,7540.367240505515,0.08833436521964386,2851.2572557112744,0.03672699116046575,12466.697650638796,0.046521101183671226,2895.720773140035,361.76134630235623,99.22682076148352
11_2023,11.0,北京,2023,2186,41799.109015962975,100.0,1964.07948790253,39835.02952806045,1200.5742352605328,0.28137973277819794,832.5932501877371,0.07752926983561644,5516.518798605855,0.0625574987029863,7132.452277843986,0.0917772657090411,2532.376701962099,0.03950706376858904,12340.483134409262,0.04753628683583561,2860.41924000051,398.3502952806045,100.0
12_2015,12.0,天津,2015,1439,27892.070044926557,80.63145603231898,2727.5462217170775,25164.523823209478,1507.152601244341,0.3916584675059102,1018.9491232795402,0.135591645230137,5781.40814318676,0.06437066645275343,10694.97964012559,0.07950842770783562,3665.7348264391735,0.03869395884849315,10791.602935828834,0.04375313487704109,3361.7227353625044,281.6126789007685,89.35863229395531
12_2016,12.0,天津,2016,1443,28934.54783657256,82.88913680122391,2516.5925726177193,26417.955263954842,1530.1697832081718,0.3901662995398668,941.1585515676637,0.13549281812876712,5286.942776598337,0.07142678030967123,8160.621505017444,0.081014642206274,3709.2015496242257,0.041439502475068495,9981.354575917258,0.04554484894443835,2986.78175121611,290.44087735710514,90.9581168613302
12_2017,12.0,天津,2017,1410,29575.186358605974,82.8062476644227,2634.9158501687693,26940.270508437203,1483.3169468935168,0.369275096173772,937.6225987779806,0.13431470153424657,5129.759410798467,0.06997625361460273,10427.023853868492,0.07981485599145208,3922.594251687216,0.041612037389342466,10311.612755623619,0.04666552874334246,2739.9345423279588,287.30245879693734,93.7697178828474
12_2018,12.0,天津,2018,1383,30546.363721039343,85.62166008501308,2387.0366080477165,28159.327112991625,1455.4207747526605,0.36371157488223427,901.4602329125362,0.12208846877260275,4915.263206428519,0.07050427453306848,9702.68386414955,0.08465258647430139,2358.263067244285,0.04011384251423288,10799.360206686397,0.046639640199890406,3047.8481022767774,296.0679456309848,95.1110295070208
12_2019,12.0,天津,2019,1385,30850.637662215635,90.75895969011388,2333.962949079122,28516.674713136512,1331.5357668556996,0.3234035243258499,847.4222749900138,0.10742854474109591,4595.007143694106,0.07131544184339726,10519.643423978485,0.0757874387152603,3165.456127417133,0.041012840055835616,10800.380172840061,0.046820093746410954,2844.9232354205274,295.6747115079821,96.44610649215656
12_2020,12.0,天津,2020,1387,26494.83359782864,97.6566406265625,2219.967532956179,24274.86606487246,1393.1963139049092,0.34173618641879705,787.320985363034,0.11870472439726028,4366.468460382302,0.07043950022834246,8096.7300260006205,0.07093226914249315,4727.664875684682,0.04256222942956164,9688.955138720541,0.052223247336000006,2193.1589312128544,252.68158419558443,96.06899585560166
12_2021,12.0,天津,2021,1373,30106.96853468121,97.85195390781564,2199.977829970938,27906.990704710275,1369.5879385640662,0.3296657309258686,810.4093782207206,0.10468972602739726,4606.800440079221,0.07004762876712328,7948.973055591131,0.08865626301369865,3702.2142750254834,0.04193516849315069,10265.499764829778,0.049799452054794524,2711.120101986395,285.5827895752749,97.71944151891708
12_2022,12.0,天津,2022,1363,27366.21903872929,100.2004008016032,2244.171595207431,25122.04744352186,1322.1713663667429,0.3113000469055084,797.8021947879953,0.10181897362602739,5134.344703521871,0.06493043331661644,8602.244625720052,0.09226918707386304,3764.1659058860187,0.04246734483921918,10200.164843236858,0.04829969742213698,2774.4295873570845,252.81477743300715,99.36937903156748
12_2023,12.0,天津,2023,1364,30260.014654929622,100.0,2100.3428400238963,28159.671814905727,1282.9030190102505,0.3017694690540021,788.9353543842642,0.09093333591369862,5585.000022553961,0.065562965456863,7826.720397252748,0.0921996926531507,3273.6312989881085,0.042932071629931505,9549.667745942923,0.04805397479747945,2693.757093916584,281.59671814905727,100.0
13_2015,13.0,河北,2015,7345,14982.504500615893,79.32314018929398,2026.3486677966443,12956.155832819248,1374.1680759774079,0.40449459318559416,902.7616041087346,0.11976409820958904,6084.907513279655,0.048519723864041096,9088.837861622536,0.06234689737800002,3156.76889863347,0.018453032078164386,9961.336156011983,0.03350569327331507,3307.304003235574,143.54382386950257,90.25923570628748
13_2016,13.0,河北,2016,7375,15900.96311488997,81.7028343949728,1969.2758579864224,13931.687256903548,1393.5107314094355,0.4016523763961287,858.7121859742944,0.12477416668767125,5779.784017431819,0.052650490066534245,7342.772358812132,0.06118588820367125,3458.9629413147272,0.020582833062054794,9346.081284982913,0.03590961128865753,3135.5176388594946,152.89837433574178,91.11730139335336
