obs_id,province,provincechn,year,population_10k,m,food_price_index_2023,covered_food_exp_split,nonfood_exp_split,covered_daily_kcal_split,x_grain,p_grain_model,x_oil,p_oil_model,x_vegfruit,p_vegfruit_model,x_pork,p_pork_model,x_nonpork_meatsea,p_nonpork_meatsea_model,x_dairyegg,p_dairyegg_model,x_nonfood,p_nonfood_model
13_2017,13.0,河北,2017,7409,16657.34524256532,80.64069754783814,1891.9249609393069,14765.420281626013,1335.562227767681,0.38372460963089516,863.3142682485955,0.1147937995109589,5667.74599814619,0.05121521958650685,8176.17981029197,0.061804839888986315,3061.7857794781285,0.019681925855424658,9926.036983543496,0.03656071941106849,2918.060314702304,157.759635269825,93.59441188090922
13_2018,13.0,河北,2018,7426,17199.816914139366,82.41479289389058,1885.8498199087778,15313.96709423059,1379.7647366467029,0.4023691902445706,841.2166507484621,0.09414909638630138,5436.577609160692,0.05612028999183562,8958.743811591361,0.07975325500052056,2593.432932923401,0.02140976463831507,9944.971149713992,0.036080772061808215,3131.855866369739,159.67868319228103,95.90489342769628
13_2019,13.0,河北,2019,7447,17438.933513175827,88.67831715382626,2029.1734766371965,15409.760036538632,1458.6027177055523,0.44245091236066636,761.3808522055897,0.09374599167534246,4838.281822188565,0.060679880166945206,10584.99193176981,0.06896153108687672,3664.434339768811,0.023591344103876713,9535.853805624747,0.03987169945906849,2978.695290943126,158.48376238254002,97.23242182592396
13_2020,13.0,河北,2020,7464,16775.443657228352,96.12729579474768,2014.7133729529567,14760.730284275396,1621.467790063429,0.4975118365019062,702.3670685013428,0.1080094741890411,4517.839237815699,0.06503538404054793,7424.44170346328,0.06517067995158905,5149.178035024495,0.028121733231260274,8871.683900366781,0.04688478711736986,2333.2519953548913,152.2826142382468,96.92984559079194
13_2021,13.0,河北,2021,7448,18192.32541186648,96.89631416110564,2247.8738712550917,15944.45154061139,1816.2776937612111,0.5344767167436192,752.3583330901166,0.11946945205479452,4954.477118688733,0.07265922054794521,6928.879108975324,0.10074575342465755,3326.8477800583096,0.03032035068493151,9160.971817717767,0.05046735342465754,2723.9505158451343,162.7389305884544,97.97564407580406
13_2022,13.0,河北,2022,7420,18378.75487938151,99.90009990009992,2262.732490007259,16116.022389374251,1863.4844292345597,0.5579191238601565,757.937193201654,0.10834809002876712,5173.799199927134,0.073024749451863,7560.623655359686,0.10897668651673977,2860.3943659419842,0.030888953023863016,8776.022026748915,0.05258461173589041,2745.71758885005,162.46278253579686,99.19824182392829
13_2023,13.0,河北,2023,7393,19924.79924117339,100.0,2324.6149430817018,17600.184298091688,1861.1292036344453,0.5269987324502501,767.589835104942,0.1115451541479452,5347.057800474389,0.07511302484430137,7429.319917177694,0.12345803223263017,2353.8314326919185,0.036823098930479456,8770.37430702746,0.05662655921161643,2685.440176787608,176.00184298091688,100.0
14_2015,14.0,山西,2015,3519,13286.527306876596,80.18252025774028,1741.0242712459037,11545.503035630692,1266.7705435031469,0.40457443564242274,959.1141097712907,0.09795682183561644,6183.480059127165,0.04203485907935616,9058.916786956783,0.04775237388271234,3057.841206710675,0.011128082164616438,10631.89597576114,0.029938699146849317,3412.1418395416003,125.95096922947906,91.66664699971555
14_2016,14.0,山西,2016,3514,14056.047423932956,82.8285434262457,1649.3260419329445,12406.72138200001,1279.8289522631844,0.4137836662872771,926.6241458578943,0.09763769060136987,5768.82326587053,0.04288402143854794,7885.6287220577515,0.045355224388438364,3603.879925677981,0.0112957694069726,9853.858722171255,0.028958104008986296,3098.2813870982677,134.8217728312608,92.02312891648384
14_2017,14.0,山西,2017,3510,14816.16568939861,81.17197255772079,1681.2435838818244,13134.922105516785,1303.105090972112,0.4173404089466041,942.5324434725777,0.09964196924794522,5835.927251070079,0.04426266467812329,7836.228461202568,0.04738972946868495,3144.5430595059343,0.01164673263587671,9889.865135250286,0.031271040508821915,3048.4246956586717,139.8035543996499,93.9527050075465
14_2018,14.0,山西,2018,3502,15496.601470723625,82.7954120088752,1649.0457836173705,13847.555687106254,1322.7231188891485,0.4232713476156427,915.4920064893199,0.09187050602465753,5607.36269661454,0.04807865465987671,7896.315850680074,0.05426418647564385,2697.0151360225614,0.011346406217356164,10036.596805224985,0.032530458451397265,3274.4119031044365,144.8768836224623,95.58154027658333
14_2019,14.0,山西,2019,3497,15737.011234170865,89.41904496958523,1722.504270838023,14014.506963332842,1349.3714445744774,0.42856244261888254,831.2553981405372,0.09119967889315067,5024.655243213653,0.05372373694978082,9083.423826220145,0.05132154909945207,3576.682950994238,0.012534556345479453,9760.571807402814,0.03734375838049314,3055.7091192696807,145.2947029901501,96.45573221126251
14_2020,14.0,山西,2020,3490,14740.68666881948,96.75140665709122,1731.3204766217398,13009.36619219774,1519.4061823589848,0.48987021253620483,742.7726904472592,0.10621850393835616,4570.257114873318,0.05553457785842465,7265.851562410106,0.04910700128326029,4923.295199430433,0.015545191770369863,8624.330936076323,0.04342760379287672,2364.193215709069,133.71515026654242,97.29163947589626
14_2021,14.0,山西,2021,3480,15789.572731219196,96.55790384377704,1791.7925986164091,13997.780132602787,1545.7745303185557,0.47635468022777105,758.3060012222279,0.10961630136986303,4982.985267469923,0.06128499452054795,6751.4557819600295,0.06397355342465753,3037.2860027855368,0.015730250684931505,9473.759253580634,0.04592748493150685,2770.8909887574127,141.83021218313982,98.69392365096373
14_2022,14.0,山西,2022,3481,15451.37925478457,100.80645161290325,1597.6202373267167,13853.759017457853,1384.0731108529092,0.4103578519721121,755.5346437340646,0.0968672111671233,4922.836167645627,0.053027777078589036,6880.403522789297,0.07352573181189043,2571.7386967077737,0.014836086931753426,9066.018884204905,0.0434218964649863,2815.9418400119584,138.75073558223636,99.84638250257672
14_2023,14.0,山西,2023,3466,17441.091466302805,100.0,1603.0751205869476,15838.016345715858,1258.443449889465,0.3493339851388695,771.1569964145249,0.10038829614657534,5312.108589960856,0.05101385413653424,7544.868227238039,0.07199444673271235,2081.049021440447,0.016638423240561646,9273.181837145357,0.03985271954947944,2795.350994619254,158.38016345715857,100.0
15_2015,15.0,内蒙古,2015,2440,19406.46414233052,82.00289799855352,2699.8098261943533,16706.654316136166,1584.6143910071887,0.4812523720752793,990.9173088894279,0.09982787356849315,6384.133754197892,0.048227936149917806,12875.227188766668,0.08490025983452057,3161.0025497499964,0.04448743497160274,12109.952857136954,0.033611318903780815,4687.638444821258,182.95664228531388,91.31482796936544
15_2016,15.0,内蒙古,2016,2436,19934.818241886063,84.13497334651592,2770.9865929177477,17163.831648968317,1634.2076515023548,0.4799870430393692,957.3635870784177,0.11685353907945206,6012.846523457665,0.05259012965747946,11258.709230594459,0.08312149281205482,3565.222691094727,0.050490280386493155,11410.321629773043,0.03406134077632876,4236.125979037898,186.76948105169035,91.89848123108536
15_2017,15.0,内蒙古,2017,2433,20205.257943567103,83.54602853309031,2522.4619586726567,17682.795984894445,1572.503635421806,0.4683710741948344,939.0840181583729,0.10269542369589041,5899.7172520804015,0.0493423916280685,10504.577283907218,0.08562454120504111,3232.741890281099,0.04649733754126027,11710.46741346907,0.03372104944580823,4066.2922472542787,187.52376063675518,94.29629570594568
15_2018,15.0,内蒙古,2018,2422,20233.169776750827,85.46758718935138,2375.955628899125,17857.2141478517,1584.9189559853892,0.47051165959587266,889.3805111483518,0.09389672024794521,5732.0480881881,0.05200525548709589,9922.02290207536,0.1007570923592055,2754.3767688230623,0.041726515925150684,11697.915916017804,0.03356223437742466,4100.966760255687,186.36482965963756,95.81858433517068
15_2019,15.0,内蒙古,2019,2415,20353.38537165337,91.53578587979533,2467.7020643687024,17885.683307284668,1683.5597773573916,0.5220670807271204,812.1939307487673,0.08241697449863014,5192.29329153748,0.05850048228112329,11039.324236609202,0.09823733024572606,3560.041547981581,0.04230428219667123,11216.97530956716,0.03825373872942466,3808.4744909486676,185.37015146503364,96.48631759713722
15_2020,15.0,内蒙古,2020,2403,18704.680118562595,97.943290891381,2438.5957528044974,16266.084365758099,1733.5456526391554,0.5323989554210984,751.3890912406684,0.09429996043972604,4506.215309222991,0.05791807763239726,9103.399809876702,0.09205023632794522,5014.3002010210375,0.04526695418991781,10780.675007455577,0.044838642308493146,3050.8016288733206,168.84695824934727,96.33625938192452
15_2021,15.0,内蒙古,2021,2400,21030.80794492656,97.84534760048965,2429.958736514957,18600.849208411604,1730.9783463068088,0.48804059233148644,765.6373699298956,0.0936049315068493,4532.685319274712,0.05924289452054794,8532.829967134474,0.13499930958904113,3272.7340040739364,0.04653294109589041,11586.597572517527,0.04306850410958904,3379.037328371341,190.63284411462436,97.57421023014912
15_2022,15.0,内蒙古,2022,2401,19971.22632041661,99.90009990009992,2185.023471743722,17786.202848672885,1639.8750839298523,0.4711096369439398,757.1988499647744,0.08609562367397261,4882.351918580644,0.051504591042698625,8406.008717253602,0.12526880114367123,2732.1439870079803,0.04408827068656165,11065.710079909359,0.04187061847408219,3460.2354554702542,179.2673934783279,99.21605097037964
15_2023,15.0,内蒙古,2023,2396,23917.510673831624,100.0,2486.0147313265998,21431.495942505026,1834.428535488107,0.5186264683569439,767.3324406656164,0.09135150362876714,5123.589542928971,0.06857129828832877,8229.890308899116,0.1382298581793699,2400.343343685643,0.05103565214324657,10944.08928317452,0.04939948714739725,3346.919198574367,214.31495942505026,100.0
21_2015,21.0,辽宁,2015,4338,19659.131993442414,79.6118989147967,2680.9704460757443,16978.161547366668,1548.488697259508,0.41764859105069924,969.6562350633349,0.14004857014520547,6430.45180820891,0.06173977620989041,10017.434177140598,0.09104450154608221,3043.7189285187414,0.030239615481383562,12127.421264851553,0.03352329419649315,3373.854940703946,186.434914646577,91.06749977359132
21_2016,21.0,辽宁,2016,4327,21982.40379327318,82.0002558822406,2626.043818582512,19356.35997469067,1568.8819145205844,0.41426616837231944,936.5515729751854,0.14545809766849316,6048.552421939129,0.06270827926900001,8797.524727409274,0.09223016824356166,3397.644079343874,0.03419643229442466,11216.263272010176,0.03558181141249315,3081.6909970865545,210.30106160717062,92.04119002902208
21_2017,21.0,辽宁,2017,4312,22037.10499868077,80.93425255577147,2532.377497621863,19504.727501058907,1521.5771271016097,0.3953244088633664,942.5917584993201,0.14232288670273974,6203.890635210114,0.060850066238260274,8626.132648714394,0.09301983864534248,2967.0952405539615,0.03297117481868493,11136.863377641594,0.03630018828241095,2994.403503496298,206.9087126871726,94.26730874570906
21_2018,21.0,辽宁,2018,4291,21935.6503012406,82.7957403645542,2272.144699169477,19663.505602071124,1475.6679597320717,0.3930698120135563,891.1851413522897,0.12655614593835618,5864.367644444276,0.05765375647610958,8770.031963127973,0.09566136711369864,2267.863454650339,0.031386781077958906,11104.320148377954,0.03350611724635616,3240.419766888099,203.3603788040704,96.69290408342584
21_2019,21.0,辽宁,2019,4277,21706.152572014405,89.25380811298943,2306.5780640084936,19399.574508005913,1464.8485621749517,0.3932877573495306,809.2001781373909,0.11796607063972604,5254.036942929634,0.06072818366935617,9995.647458550327,0.09035126497947947,3337.659939406862,0.03385085088072603,10296.193093039035,0.036240153568657535,3074.4140736656445,199.79139964788342,97.09914712142832
21_2020,21.0,辽宁,2020,4255,19273.29153167663,97.19739703504548,2281.8156052765107,16991.47592640012,1611.3362131653232,0.44873616173420955,738.8235181808385,0.12850349800684932,4721.000358374223,0.06367951487446574,7756.27412440963,0.08321210354268495,4630.476521191446,0.03761139104669863,9586.669810265947,0.043925437377753423,2363.511197736089,175.56570227837037,96.78129444359853
21_2021,21.0,辽宁,2021,4229,24331.927619999995,97.10019963801044,2531.6549541778622,21800.272665822133,1847.2991533528448,0.4960362164024497,756.6518006303583,0.13548082191780822,5058.321155310793,0.07072312739726028,7197.2971413848745,0.13248066575342468,2899.6682179724107,0.04218710136986302,10623.087620683964,0.04674164383561644,2774.8304644057653,221.88040847651365,98.25235502092436
21_2022,21.0,辽宁,2022,4197,22626.604,100.4016064257028,2338.6400407572078,20287.963959242792,1739.521697756225,0.45905139630439995,751.5512746857511,0.12143303718904108,5157.019638920117,0.06391974460482192,7216.966148850278,0.1386243684752055,2520.2784736544895,0.040550767530726034,10504.576654340675,0.04618153477391781,2831.4245291732122,203.50788415045994,99.69129227565084
21_2023,21.0,辽宁,2023,4182,21756.793371426465,100.0,2417.848731840395,19338.944639586072,1776.8743399853224,0.4482158434225516,759.9246752188899,0.12459337368904108,5596.730473662376,0.06944341088241096,6995.728482061214,0.15447995678983564,2059.0583935000313,0.04417749224071233,10031.973037588748,0.047527092968109586,2795.1427886094907,193.38944639586072,100.0
22_2015,22.0,吉林,2015,2613,15684.010139717797,80.77389360212344,2364.802932047678,13319.207207670119,1406.2793891832882,0.3987092148527674,1055.0213464154735,0.1379359314739726,6572.574489230201,0.047668854298013694,10813.346864925383,0.07484137060586302,3163.7443690760833,0.018985690066123287,10721.843554234938,0.02499863329490411,3270.6426140372987,146.50816944327562,90.91102058187268
22_2016,22.0,吉林,2016,2567,16307.350211518202,83.68175377179988,2333.9893474756573,13973.360864042545,1479.3741509869787,0.42310373165795506,969.29065748658,0.14537336057260272,6164.253565174591,0.051147919737013686,9137.249128274216,0.07142625075797261,3599.3588545048774,0.022536607043232876,9898.69943957961,0.026099205724712325,3074.327442696993,152.37757234913607,91.70221475917724
22_2017,22.0,吉林,2017,2526,16716.71706092857,81.92443694259208,2392.8282895162,14323.88877141237,1539.4056376122994,0.43716838805138253,946.8260913216365,0.14995125754520547,6279.628264739786,0.05361114205019178,9090.758266624418,0.07912690353961645,3139.0839637672298,0.02247172316561644,9811.991085473006,0.027373404454136982,2959.932301214662,151.74667159377714,94.39342966122604
22_2018,22.0,吉林,2018,2484,17643.621549523294,82.90753018590318,2224.916832509529,15418.704717013765,1468.0539704009461,0.40790958573110303,929.1605134139609,0.13243978243972604,6079.120437998567,0.049791671602506846,9511.087032199883,0.09497358592964385,2699.695002924111,0.022771643286753428,9873.71477900918,0.026140716210739726,3288.8393409608816,159.49955653494087,96.669263864919
22_2019,22.0,吉林,2019,2448,17476.43133150355,90.7008380233781,2306.690607906768,15169.740723596782,1508.0554322512478,0.43229463694748677,832.6002870060607,0.12759311614931507,5383.749694953511,0.054934940876863014,11365.155894821823,0.08421353144358906,3522.1908396849694,0.02644861165587671,9516.172715231094,0.02854287905249315,3054.4471720541114,155.72983396326055,97.41062670866005
22_2020,22.0,吉林,2020,2399,15999.756751778892,98.86391344548214,2206.1096339436344,13793.647117835259,1632.7172299140348,0.4843589980022914,758.4819051773784,0.1376674947,4897.878653177536,0.05795575703265753,8120.977246000187,0.07167968173800002,4864.8313310317335,0.030279948950917807,8729.541472968143,0.03441673453315068,2346.428273808922,142.2234982087648,96.98571116277886
22_2021,22.0,吉林,2021,2375,17897.569105917315,98.27072996480926,2449.5838815915863,15447.985224325728,1746.81965158954,0.48004496826052323,786.9472448276009,0.15272383561643837,5283.618631415526,0.06031112602739726,7844.316527198908,0.11485015890410961,3444.5581585712657,0.03043193424657534,9823.33687829446,0.03504780273972603,2774.169819550213,157.5981340546321,98.02137136325874
22_2022,22.0,吉林,2022,2348,15674.013743860862,101.31712259371834,2274.942287370342,13399.07145649052,1656.9311825689897,0.4523198158190153,773.2787551410667,0.1459735282972603,5297.463837745635,0.05205267603269863,8103.117574868949,0.11646628701953428,3142.1411523017778,0.028196832320369868,9650.173422666772,0.03345645179561643,2750.94045437737,134.46302177655895,99.64874565109908
22_2023,22.0,吉林,2023,2339,18787.69490473133,100.0,2287.9401686363854,16499.754736094943,1637.7373471644,0.4326623341718301,786.4871611297381,0.14395390336849315,5357.820194209484,0.054236043740945206,8398.210088148726,0.12418011734572605,2759.24626166635,0.029673714777452058,9625.139417319084,0.03416256017775342,2711.588672281204,164.99754736094943,100.0
23_2015,23.0,黑龙江,2015,3529,15244.09446023504,80.65523045340493,2679.332088384589,12564.762371850451,1523.4808076197833,0.42617295036527514,1096.6767406498013,0.16816880942876714,6694.253858778549,0.04975384943342466,10948.640740542087,0.06997549679679453,2892.0002035756524,0.022228802861356166,11460.320638791905,0.025440494924273974,3315.110139812403,137.35281496579518,91.47801138971516
23_2016,23.0,黑龙江,2016,3463,15948.67149360243,83.15554259746047,2628.2583762369395,13320.41311736549,1574.9802199724727,0.4384185992073185,1038.3552703763935,0.17602324849726028,6364.790136951905,0.050471278488205484,9589.427516487227,0.07137435158309591,3213.0655695172463,0.025697095896273975,10227.391244753215,0.02550553631408219,3000.826343598278,144.33168535027107,92.29029013995694
23_2017,23.0,黑龙江,2017,3399,16759.49291271239,80.91034294732903,2685.687755452852,14073.80515725954,1591.7329383266708,0.43419704193317105,1068.6671690876776,0.17722023387534247,6613.500892499349,0.052474383263260274,8999.883592666287,0.07772750976353426,2934.764262022407,0.025880306689452057,10430.53296639761,0.028366993638575342,2795.8128742761496,148.36891093924575,94.85683401034396
23_2018,23.0,黑龙江,2018,3327,17579.111015245006,81.47671534796034,2577.237051132543,15001.873964112463,1580.686720610019,0.4301544636286121,1040.4352413842716,0.1586056862342466,6337.219095965484,0.055156618563917806,9892.423679171285,0.09306135093304112,2320.93432551042,0.02553259472294521,10797.984042320675,0.02783264622224657,3134.7263937657144,154.32757174191718,97.20799591922678
23_2019,23.0,黑龙江,2019,3255,17727.95385383198,89.29848002136451,2402.6482354695977,15325.305618362381,1541.7267314311168,0.4269682689411338,903.826722678014,0.15391047518630138,5318.70681580963,0.05647654648935617,10696.854122184815,0.07597204019654795,3110.5482108510137,0.02774541002254794,9857.545276402901,0.029790624879671233,2826.409411286651,157.08768044805936,97.55892743880482
23_2020,23.0,黑龙江,2020,3171,15952.990553293685,97.8711341034155,2552.409951568688,13400.580601724996,1842.2812014858025,0.5138948240947095,807.5087756188144,0.1992151881369863,4820.259656318338,0.06121059720056164,7508.055686481551,0.07537606861758907,4490.4861527644725,0.033165628661931505,8991.674078005906,0.03827829403112329,2113.5777032482856,138.71766637211024,96.60327305231569
23_2021,23.0,黑龙江,2021,3125,19071.923308992456,96.79455162827794,2799.632541128222,16272.290767864235,1982.4803858113762,0.5218682326317154,852.3677541946553,0.20198958904109587,5220.067407776558,0.06903769726027398,7325.273989660771,0.1229098191780822,2780.4156677048013,0.035314405479452055,9846.247215608015,0.04012044931506849,2622.9720105375904,166.21066188734878,97.90160620919114
23_2022,23.0,黑龙江,2022,3099,18167.96042517775,99.601593625498,2551.466494469164,15616.493930708584,1775.6671115415766,0.45512301088777446,831.5564908154635,0.18722503686575342,5407.309990958621,0.0591521333709452,7542.68696575026,0.11597873298312332,2466.874938703712,0.03286393907086302,9937.57406727423,0.03749070259232876,2714.361091058385,157.23671766466651,99.31836636283236
23_2023,23.0,黑龙江,2023,3062,19394.44213382063,100.0,2624.8559250367325,16769.586208783898,1802.3585133948122,0.4431536385345431,830.2448360426725,0.1860084683506849,5599.879522240237,0.062381404409041094,7606.344533731195,0.13614040132791783,2117.624373492401,0.03517072752310958,9971.473444378928,0.038324616552109586,2656.5753119227547,167.69586208783898,100.0
31_2015,31.0,上海,2015,2458,40227.073718687,79.96385970614969,2612.361362801679,37614.71235588532,1362.6066506570871,0.3159135250696942,1260.980603792311,0.11913014649452054,4411.298841428114,0.051738071585013694,11393.251599193662,0.10391333591909592,3083.339824696483,0.055201531162246575,11237.365347544173,0.0354067150979726,4470.8211526854675,422.4992432134079,89.02906445417185
31_2016,31.0,上海,2016,2467,40675.55652553916,83.80212497204488,2434.268617481978,38241.28790805719,1370.0273533319014,0.32423291656121095,1158.5458135184658,0.11073788551232877,3995.0002177778624,0.053313224954780816,9729.109378729197,0.10186286263693152,3338.754669115324,0.05867101926831507,10446.871259471747,0.03619576773238356,3992.6812330977314,418.4424716020687,91.38959475515183
31_2017,31.0,上海,2017,2466,41777.009778730135,84.3887398468492,2262.298466967137,39514.711311763,1304.3197885990926,0.3015381494991491,1094.8270488675125,0.10753290192328765,3894.2148762432003,0.05300907314984932,8712.843981995595,0.09811242062334247,3023.4945714944492,0.056760573522547944,11018.86850858538,0.035206775581369865,3677.4360867833116,423.7492471587252,93.25022186284106
31_2018,31.0,上海,2018,2475,44096.9091465665,86.49845834302043,2349.741082553751,41747.168064012745,1404.6820042087586,0.3398958613035437,1098.5017498137,0.09903155424657534,3586.310330699278,0.057145960265698625,9363.758791223352,0.11261553749654796,2763.0012929646173,0.05599418575541096,11278.018506824024,0.03765790303660274,3809.1784134256695,441.9268681440541,94.4662365502622
