model,start_id,selected,success,nll,n_iter,grad_norm,max_abs_gradient,hessian_status,n_boundary_raw_params,boundary_raw_params,message
AIDADS_sat,warm_start,True,True,-4251.514594478044,128,277.6935682242669,189.58471743358356,not_available_lbfgsb,1,raw_alpha[nonpork_meatsea],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_1,True,True,-4481.554472499251,1,198028397.2115974,198028397.21159497,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_2,False,True,-4251.514681672433,2,6344350730.312399,6344350730.312397,not_available_lbfgsb,2,raw_alpha[nonpork_meatsea];log_omega,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_3,False,True,-4253.39124199874,7,104.13896531983583,62.570871176025506,not_available_lbfgsb,1,raw_alpha[nonpork_meatsea],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_4,False,True,-4250.561198461312,5,20687206195.934418,6237428651.14569,not_available_lbfgsb,1,raw_alpha[nonpork_meatsea],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_5,False,True,-4253.811446986835,13,51.97703852992535,26.047655568670002,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_6,False,True,-4233.643613222049,9,5576195463.653258,5576195463.65325,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_7,False,True,-4205.106006042927,9,10360631160.519335,7326072763.705224,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_8,False,True,-4156.16537851461,14,263.7068725906426,125.70735571488909,not_available_lbfgsb,2,raw_alpha[oil];raw_alpha[nonpork_meatsea],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_9,False,True,-4257.700091935085,16,455.0942187799874,404.94515151835435,not_available_lbfgsb,1,raw_alpha[oil],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_10,False,True,-4184.550056528339,9,4225122459.75294,2987614623.9470363,not_available_lbfgsb,2,raw_alpha[oil];raw_alpha[nonpork_meatsea],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
