variant,model,nll,k_effective,aic,bic,success,message,mean_food_relative_rmse,lr_stat,chi2_p_value_status
baseline_real_national_nonfood,AIDADS_sat,-3841.9227493036865,15,-7653.845498607373,-7599.3773218800525,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.3085125007159163,,
baseline_real_national_nonfood,MAIDADS_sat,-3842.5931292225687,23,-7639.186258445137,-7555.668387463246,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.30844886501067204,,
baseline_real_national_nonfood,LR_MAIDADS_vs_AIDADS,,8,,,True,Naive chi-square p-value not reported; nuisance parameters unidentified under AIDADS.,,1.3407598377643808,invalid_not_reported_unidentified_nuisance_under_H0
