model,start_id,selected,success,nll,n_iter,grad_norm,max_abs_gradient,hessian_status,n_boundary_raw_params,boundary_raw_params,message
AIDADS_sat,warm_start,True,True,-5544.067370059538,152,0.5100889249146257,0.37352947628825617,not_available_lbfgsb,1,raw_alpha[oil],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_1,False,True,-5544.067405429281,1,1.0020730870539218,0.39417500614397427,not_available_lbfgsb,2,raw_alpha[oil];log_omega,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_2,False,True,-5654.170510834354,91,509.1402053849442,365.6246919596011,not_available_lbfgsb,1,raw_alpha[oil],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_3,False,True,-5658.210150517964,98,570.4674538360978,417.264345961926,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_4,True,True,-5689.350355824293,87,298.0377138240417,239.5103366676384,not_available_lbfgsb,2,log_delta[dairyegg];log_tau[grain],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_5,False,True,-5673.541804111931,103,439.7792948671552,304.5038285347135,not_available_lbfgsb,1,raw_alpha[oil],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_6,False,True,-5653.313067498533,130,201.39319217595386,124.23824893049719,not_available_lbfgsb,2,log_delta[dairyegg];log_tau[grain],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_7,False,True,-5664.205623936061,102,357.69925074775193,279.6973589781676,not_available_lbfgsb,1,raw_alpha[oil],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_8,False,True,-5676.142261879826,141,424.62064291296593,312.4117940213213,not_available_lbfgsb,0,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
MAIDADS_sat,start_9,False,True,-5676.1624993218065,117,340.2969738130065,285.283295093089,not_available_lbfgsb,2,raw_alpha[oil];raw_alpha[othermeat],CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
