variant,model,group,group_label_cn,items,alpha,beta,delta,tau,omega,kappa,nll,success,message
baseline_real_national_nonfood,AIDADS_sat,grain,粮食/主粮,grain,5.116313109864672e-06,0.0,0.4109229970609294,0.4109229970609294,0.0,6.941933593205992,-5544.067370059538,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,oil,食用油,oil,1.754029062227298e-06,0.0,0.12688430014845542,0.12688430014845542,0.0,6.941933593205992,-5544.067370059538,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,1.8645797201293032e-06,0.0,0.051423385025271856,0.051423385025271856,0.0,6.941933593205992,-5544.067370059538,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,pork,猪肉,pork,0.009634206655636636,0.0,0.05504921266211551,0.05504921266211551,0.0,6.941933593205992,-5544.067370059538,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,aquatic,水产品,aquatic,0.007436616564342094,0.0,0.00013777138777025646,0.00013777138777025646,0.0,6.941933593205992,-5544.067370059538,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,2.9264306919643878e-06,0.0,0.029591276468969592,0.029591276468969592,0.0,6.941933593205992,-5544.067370059538,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,dairyegg,奶蛋类,milk+egg,0.0024989874301978143,0.0,0.017477852524365504,0.017477852524365504,0.0,6.941933593205992,-5544.067370059538,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,0.9804185279972392,1.0,2.9926575024370488,2.9926575024370488,0.0,6.941933593205992,-5544.067370059538,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,6.651312987935813e-06,0.0,0.71863464576714,6.14421235332821e-06,0.5579748061173178,5.29965054836003,-5689.350355824293,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,oil,食用油,oil,2.7935952805838755e-06,0.0,0.2166799555406856,0.003964318961064243,0.5579748061173178,5.29965054836003,-5689.350355824293,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,3.100418259707362e-06,0.0,5.6210599929640294e-05,0.1212414771777145,0.5579748061173178,5.29965054836003,-5689.350355824293,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,pork,猪肉,pork,0.019151189022136576,0.0,0.08449017125135033,0.0005742855150828782,0.5579748061173178,5.29965054836003,-5689.350355824293,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,aquatic,水产品,aquatic,0.013372389132630206,0.0,8.061869869221894e-05,0.00014338387382440196,0.5579748061173178,5.29965054836003,-5689.350355824293,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,4.564294359751475e-06,0.0,0.0508118612751639,0.001376510296419432,0.5579748061173178,5.29965054836003,-5689.350355824293,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,dairyegg,奶蛋类,milk+egg,0.004311659604748334,0.0,6.14421235332821e-06,0.04303674304013825,0.5579748061173178,5.29965054836003,-5689.350355824293,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,0.963147652619597,1.0,64.03696643643137,6.214239417816874,0.5579748061173178,5.29965054836003,-5689.350355824293,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
