variant,model,group,group_label_cn,items,alpha,beta,delta,tau,omega,kappa,nll,success,message
baseline_real_national_nonfood,AIDADS_sat,grain,粮食/主粮,grain,1.1342799612992447e-07,0.0,0.4129095384185671,0.4129095384185671,0.0,7.117058455842585,-4340.712830382473,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,oil,食用油,oil,5.529205100126181e-06,0.0,0.12798736292575952,0.12798736292575952,0.0,7.117058455842585,-4340.712830382473,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.003285675895566254,0.0,0.036863896140832346,0.036863896140832346,0.0,7.117058455842585,-4340.712830382473,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,pork,猪肉,pork,0.003736912775047633,0.0,0.053353669073535205,0.053353669073535205,0.0,7.117058455842585,-4340.712830382473,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,nonpork_meatsea,非猪肉肉类及水产品(牛羊禽水产),beef+mutton+poultry+aquatic,1.2703121350955522e-07,0.0,0.04197407105575197,0.04197407105575197,0.0,7.117058455842585,-4340.712830382473,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,dairyegg,奶蛋类,milk+egg,0.0017242202330137542,0.0,0.007607802570524272,0.007607802570524272,0.0,7.117058455842585,-4340.712830382473,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,0.9912474214320626,1.0,3.816087668262404,3.816087668262404,0.0,7.117058455842585,-4340.712830382473,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.0009745906532673897,0.0,0.6586124258830395,0.16071239489566502,0.776505965729161,6.052562183011419,-4428.083240690948,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,oil,食用油,oil,7.165164480449271e-07,0.0,0.16441431332864367,0.09756070668921232,0.776505965729161,6.052562183011419,-4428.083240690948,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.004506587802472321,0.0,0.026749474097377966,0.05035332374740349,0.776505965729161,6.052562183011419,-4428.083240690948,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,pork,猪肉,pork,0.007825833000227236,0.0,0.06502282021187612,0.022665104247472378,0.776505965729161,6.052562183011419,-4428.083240690948,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,nonpork_meatsea,非猪肉肉类及水产品(牛羊禽水产),beef+mutton+poultry+aquatic,7.165164480449271e-07,0.0,0.0002648396385701204,0.07634696166686009,0.776505965729161,6.052562183011419,-4428.083240690948,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,dairyegg,奶蛋类,milk+egg,0.0022580928632655413,0.0,1.0503062993047899e-05,0.023037896797506976,0.776505965729161,6.052562183011419,-4428.083240690948,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,0.9844334626478715,1.0,85.34679013082226,0.040639869122800557,0.776505965729161,6.052562183011419,-4428.083240690948,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
