term,estimate,se_cluster_household,se_cluster_province,t_household
G06__z_wholesale,0.00140864575675747,0.000790407845410665,0.00184366024021014,1.78217582851242
G06__m_02,-0.00582806172428231,0.00140587880212965,0.00405493455164719,-4.14549370504333
G06__m_03,-0.00444994916682515,0.00209076351905965,0.00731710495256793,-2.12838473900032
G06__m_04,-0.0068117311235205,0.00217691957398865,0.00925493084852209,-3.12906880204111
G06__m_05,-0.0136353318585131,0.00286311210906129,0.0139375928656954,-4.76241632849775
G06__m_06,-0.0120514332457088,0.00355741487407603,0.017473959993983,-3.38769406220546
G06__m_07,-0.00848689855060573,0.00385670018317058,0.0196291156621656,-2.200559583978
G06__m_08,-0.00694572211530557,0.00370400603265479,0.0192998838292979,-1.87519190143633
G06__m_09,-0.00952523224289793,0.00310509065592801,0.0163677356034372,-3.06761808216873
G06__m_10,-0.00889363695998335,0.00225190569649209,0.00987960881148028,-3.9493825047103
G06__m_11,-0.00284080769327843,0.00208359679360262,0.00734391602311165,-1.36341527401113
G06__m_12,0.00702804477423941,0.00174745450202929,0.00394489799009598,4.02187568607814
G06__yr_2021,-0.00723158016387207,0.00215431852936018,0.0101788337168336,-3.35678316150388
G06__yr_2022,-0.00283486728759182,0.00210475631602465,0.00760666997894732,-1.34688622431416
G06__mean_y_hh,0.00829924764921125,0.00108572942682513,0.00480277682221916,7.64393728691663
G06__mn_r_G01,-0.0445340969236536,0.0185867955504948,0.13329808500788,-2.39600725163559
G06__mn_r_G02,0.0110386787301364,0.0152866977071942,0.0974560959546307,0.722110094774843
G06__mn_r_G04,-0.246166566157259,0.0177180829694748,0.136135335227874,-13.8935214707687
G06__mn_r_G05,-0.0544683005398946,0.0055579626340608,0.0226448705751208,-9.800047989905
G06__mn_r_G06,0.147094952138564,0.00936670596463715,0.038242280036986,15.7040215305042
G06__mn_r_G07,0.16153019753227,0.0188473854117857,0.115857238972761,8.57043000941986
G06__mn_r_G08,-0.0269752655122337,0.010519849888063,0.0410251147803896,-2.56422532633692
G06__mn_r_G09,-0.115217658466827,0.0132119712606926,0.0597890778109348,-8.7207015662845
G07__const,0.239914778079216,0.177180851979884,0.655616016861596,1.35406718840281
G07__y_easi,0.0298727353954757,0.0456358447727238,0.125118305882556,0.654589293662652
G07__y_easi2,-0.00300505215781986,0.00108761273210871,0.00151360473691659,-2.76297993679564
G07__low_income,-0.00733078852100058,0.00215323359927163,0.00313255472864532,-3.40454863953467
G07__elderly_household,-0.016193209181233,0.00262384415676287,0.00307081174941665,-6.17155906134726
G07__large_family,0.0173043668778995,0.00269697488826228,0.00193944453503784,6.41621357069777
G07__z_cpi,-0.00261205832124671,0.00135993138435104,0.00402923255366881,-1.92072802444601
G07__z_covid,-0.00133150170101756,0.000846468003678572,0.00230369484117688,-1.57300889724258
G07__z_holiday,0.00570111727828903,0.000969275150575477,0.00214432388697046,5.88183579750721
G07__z_temp,-0.00279255072677372,0.00219762142043635,0.00749216435196452,-1.27071510170266
G07__z_precip,-4.45152276923974e-05,0.000737642922402238,0.00157405974301199,-0.060347935756541
G07__z_wholesale,0.00161202272637471,0.00130414602255793,0.00304518091104849,1.23607533089962
G07__m_02,-0.0321521344040558,0.00223599683657688,0.00725548434291318,-14.3793291108935
G07__m_03,-0.0299057756720377,0.00342436417621533,0.00868129687237356,-8.73323458987066
G07__m_04,-0.0367506906370258,0.003682244278556,0.0104149647782449,-9.98051401723887
G07__m_05,-0.0422185171684544,0.0048329012048371,0.0135849891189247,-8.73564663937247
G07__m_06,-0.0374728221900909,0.00594697508569566,0.0175251659251284,-6.30115674777666
G07__m_07,-0.02280180387022,0.00641047061385301,0.0190871548203497,-3.55696254514378
G07__m_08,-0.0198584981980025,0.0062279083611368,0.0183307646067963,-3.18863044323562
G07__m_09,-0.02153807043415,0.0051720889076604,0.0164440183668027,-4.16428851450135
G07__m_10,-0.0184124114461007,0.00373260093085972,0.00998020525874963,-4.93286364847469
G07__m_11,0.00950951870785702,0.00333115238995544,0.00831298614253087,2.85472340939173
G07__m_12,0.0277740190629369,0.00277547634471017,0.00454753787787861,10.0069377697533
G07__yr_2021,0.0129883045916024,0.00355390995491982,0.009885303733182,3.65465213141435
G07__yr_2022,0.0175635524348366,0.00367529349360292,0.0105245218906906,4.77881629464615
G07__mean_y_hh,-0.0237733014013702,0.00183019639230522,0.00384492356485675,-12.9894810749936
G07__mn_r_G01,0.142457722557909,0.0321701076699923,0.123808404684401,4.4282637788866
G07__mn_r_G02,0.0706952727433012,0.0249987656128866,0.0744459044612842,2.82795054116026
G07__mn_r_G04,-0.0720141973255345,0.0242419701181643,0.062819063012272,-2.9706412875897
G07__mn_r_G05,0.0310821950216984,0.00941979548747025,0.0303797853150817,3.29966771179294
G07__mn_r_G06,-0.0346546261076312,0.0127563020943877,0.0389507048180803,-2.71666709138833
G07__mn_r_G07,-0.204113903222061,0.0357293814522907,0.106542776791552,-5.7127746108511
G07__mn_r_G08,0.0599614168726941,0.0165239212152775,0.0555653817793084,3.62876438900324
G07__mn_r_G09,-0.0298336425459958,0.0229853311568164,0.0589263092517228,-1.29794268972925
G08__const,-0.0154538210356644,0.109354256670896,0.453843736686196,-0.141318879631481
G08__y_easi,-0.161382875460662,0.0232468182113318,0.0602722867278074,-6.94214898544672
G08__y_easi2,-0.00640027503835522,0.000607754352625698,0.000920957131152411,-10.5310229547578
G08__low_income,-0.0109613698853655,0.00149331326873395,0.00226610766067347,-7.34030167337809
G08__elderly_household,-0.0110646932449081,0.00178433531078396,0.00215292780062636,-6.20101680330856
G08__large_family,0.0112374406447826,0.00194596441871791,0.00309967348864079,5.77474106756092
G08__z_cpi,-0.00459450443218243,0.000942141602451936,0.00420814076193083,-4.87666017531248
G08__z_covid,-0.00208222310484965,0.000543778363236573,0.00302513821921736,-3.82917608647803
G08__z_holiday,0.0115629333655529,0.000548977427299036,0.00173721279272757,21.0626754226352
G08__z_temp,-0.00184714099915475,0.00155865501654654,0.00775012890706208,-1.18508648773825
G08__z_precip,0.000769267566480737,0.000449322199966278,0.00174320368430152,1.71206222736929
G08__z_wholesale,-0.0012762966286765,0.000807775186177612,0.00270683718295886,-1.58001465075441
G08__m_02,0.00219935253967845,0.00125513833856862,0.00553757566821419,1.75227898957069
G08__m_03,0.0308566653353965,0.00211892497416027,0.00788525425986673,14.5624152396547
G08__m_04,0.0166728509923529,0.00235741589940985,0.00907913332170618,7.07251147178854
G08__m_05,0.01067786479802,0.00320499893389751,0.0140859001687898,3.33162819028927
G08__m_06,0.0112214746262998,0.00401020168866652,0.0181091017061064,2.79823198369637
G08__m_07,0.0284110734241094,0.00435601434131748,0.0196954991345584,6.52226351842461
G08__m_08,0.0392478862066967,0.00420570883940261,0.0191568253793845,9.33205024536876
G08__m_09,0.0351812102875808,0.0035218727597488,0.0165342945311257,9.98934734089887
G08__m_10,0.0203329983873868,0.00242543365712613,0.011981972260816,8.38324244724102
G08__m_11,0.0288117301620796,0.00213346898130697,0.00872769034415293,13.5046398211186
G08__m_12,0.0211799323351086,0.00161119953543393,0.00440104716666481,13.145443422316
G08__yr_2021,0.012215439667135,0.00242757371805684,0.00837273426472495,5.03195415911525
G08__yr_2022,0.027305194094247,0.00239211659873422,0.00709202128485167,11.4146585115021
G08__mean_y_hh,0.0300284583829255,0.00117338942324268,0.00345822069726564,25.5912127620356
G08__mn_r_G01,-0.277569273330305,0.0213272482482636,0.0988045990333097,-13.0147719996134
G08__mn_r_G02,-0.0127176784082237,0.0168323421243119,0.0744146589950227,-0.755550137604135
G08__mn_r_G04,-0.151501389511399,0.0189517365539262,0.109948340305544,-7.99406371444167
G08__mn_r_G05,0.0845734828732698,0.00613134557355228,0.0213388882469335,13.7936252097875
G08__mn_r_G06,-0.0938200093811103,0.00856394955335359,0.0255834026027149,-10.9552267673472
G08__mn_r_G07,0.218137591834406,0.02293797876191,0.100208758651926,9.50988725286631
G08__mn_r_G08,0.143246708253363,0.013106376109576,0.0445972539060058,10.9295435332961
G08__mn_r_G09,-0.11198592620379,0.0149946320881458,0.0581486367847959,-7.468401061492
G09__const,0.930633346008042,0.144635152079517,0.649038892673017,6.43435107321906
G09__y_easi,-0.295601169471696,0.0339983964128706,0.117521963544527,-8.69456211645887
G09__y_easi2,0.0299593914914117,0.000647221020991042,0.00143259990932305,46.2892744823663
G09__low_income,-0.00943844665329739,0.00192039199630534,0.00271218121198061,-4.91485419198587
G09__elderly_household,0.00657084700621863,0.00235956421084174,0.00362316878923231,2.78477143195632
G09__large_family,-0.0655263656943476,0.00258067533398623,0.00446775804155416,-25.3911698350419
G09__z_cpi,0.0056591762843248,0.00126946117468213,0.00656225364485679,4.45793569523058
G09__z_covid,-0.00994306394208649,0.000755662096022264,0.00312430760855186,-13.158082156596
G09__z_holiday,0.0173525567788987,0.00084099134504217,0.00313313551589733,20.6334546499151
G09__z_temp,-0.00226278871804389,0.00189164611538486,0.00710835695143853,-1.19620086423169
G09__z_precip,-0.00495982233080279,0.000659828369222909,0.00203663236101044,-7.51683704755535
G09__z_wholesale,-0.0150785942799143,0.00115975970375669,0.00300862816629093,-13.0014814543666
G09__m_02,0.0642469971121957,0.00192478061633036,0.00716684128758098,33.3788674756525
G09__m_03,0.0420214836891679,0.00304166991537769,0.00973659384409283,13.8152675531033
G09__m_04,0.0132445455259723,0.0032866484294438,0.0106044148743982,4.02980294677081
G09__m_05,0.00101662821345154,0.00434277867262037,0.0147795546678565,0.234096252673666
G09__m_06,0.0127410558968822,0.0053604171514818,0.0184637122448357,2.37687768261845
G09__m_07,0.0244898864233029,0.00578893481097373,0.0200951763219209,4.2304650549664
G09__m_08,0.0272072668826673,0.0055913412000268,0.0200307386072886,4.86596433831241
G09__m_09,0.0260572904408015,0.00466460837299869,0.0170871548031643,5.58616894649406
G09__m_10,-0.0223360517117074,0.00330237461047097,0.0114658352973957,-6.76363355050201
G09__m_11,0.0171339822168097,0.00303150401719841,0.00863120696565603,5.65197410909065
G09__m_12,-0.000503850436992212,0.00246836911299906,0.00550187847277994,-0.204122808999192
G09__yr_2021,0.00356414035108015,0.00320894357609429,0.0138646519735631,1.11068962933221
G09__yr_2022,0.0101100310105299,0.00307835509504236,0.0118346410827895,3.28423157770588
G09__mean_y_hh,-0.0422191772953121,0.00158490024942967,0.00463028362708752,-26.6383813811025
G09__mn_r_G01,-0.247220177685068,0.0273660753348765,0.132580041827805,-9.03381923274907
G09__mn_r_G02,-0.0893759665944719,0.0225318952372689,0.124723275102181,-3.96664220445333
G09__mn_r_G04,0.252213515929408,0.0238781427436805,0.125095534165702,10.5625265179453
G09__mn_r_G05,0.0780135414492256,0.00790548216244379,0.0288691613096142,9.86828378664124
G09__mn_r_G06,-0.00814134365067217,0.0108632533192517,0.0406168228048687,-0.74943881095401
G09__mn_r_G07,-0.0258963318764379,0.0278170634822646,0.152595157196116,-0.930951316732217
G09__mn_r_G08,0.00222804783143323,0.0149509232228073,0.0714424963762229,0.149024096922282
G09__mn_r_G09,0.238335190724809,0.0220829767831839,0.104868681895346,10.7927111940044
bp__p1_1,-0.490132089265379,0.0448970550057301,0.0954631447560544,-10.9167981998557
bp__p1_2,0.133824862305507,0.0255536159126702,0.0788998984690213,5.23702253187396
bp__p2_2,0.0170114551027074,0.0332278385475118,0.0595791368494104,0.511963938863584
bp__p1_3,-0.0153305530464274,0.0214609221679413,0.062611928553221,-0.714347357791009
bp__p2_3,-0.0289669454398377,0.0186023755120416,0.0512847011145983,-1.55716378379132
bp__p3_3,0.0182398484369574,0.0196180997257995,0.04105348171367,0.929745933188955
bp__p1_4,0.059966037783505,0.00741877594533194,0.0125976051749085,8.08300968049008
bp__p2_4,0.0336521834846766,0.0106176104594842,0.0191021952082361,3.16946864956953
bp__p3_4,-0.0240222228806468,0.00583901985455324,0.0116282157314475,-4.11408480858554
bp__p4_4,0.00281252670331879,0.00673142207733518,0.0130976049199598,0.417820583972682
bp__p1_5,0.0702400059265768,0.014982085428954,0.0413265896616889,4.68826628039598
bp__p2_5,0.154726092575631,0.0164368156364803,0.0410403556974742,9.41338614471212
bp__p3_5,-0.0969490125087292,0.0119073996919373,0.0224133861050077,-8.14191301349993
bp__p4_5,0.0410609815850825,0.0064463545656045,0.0124980878776033,6.36964367491816
bp__p5_5,-0.0924003256685823,0.0160530450406278,0.0362129199061592,-5.75593760777042
bp__p1_6,0.0529382868211496,0.0378365682032814,0.0860401340630482,1.39913024185313
bp__p2_6,-0.0766239958578407,0.0341427750655423,0.0755629981449089,-2.24422284687607
bp__p3_6,0.0860196459203429,0.0259582872734325,0.0798321759376895,3.31376431018934
bp__p4_6,-0.00467037159296209,0.0112965474388338,0.023243214482346,-0.413433539605817
bp__p5_6,-0.0429893069308556,0.0236669065231312,0.0425130548950783,-1.81643117949697
bp__p6_6,0.220944907187741,0.0629635348468122,0.126531372078546,3.50909312390564
bp__p1_7,0.232125727795003,0.0223897851042882,0.0394172661866767,10.3674835070456
bp__p2_7,-0.0834241836866617,0.0210371144025192,0.0519596391678567,-3.96557161264816
bp__p3_7,0.0174851871134167,0.0160623533225694,0.0280237563835906,1.08858190093777
bp__p4_7,-0.0948013910714563,0.00669067900634263,0.0138522410911019,-14.1691734099912
bp__p5_7,0.0160935035348638,0.0140894331898306,0.0203826221292993,1.14223924539986
bp__p6_7,-0.109931867885285,0.0292373421647863,0.0533180123127859,-3.75998157649527
bp__p7_7,-0.092225325844849,0.0243347472457742,0.0468626477527395,-3.78986167036784
bp__p1_8,-0.108414837096071,0.0265223843351585,0.0711681330031171,-4.08767310382253
bp__p2_8,-0.194742300244984,0.0255168108349913,0.0820645624955491,-7.631921618431
bp__p3_8,0.0910529932376605,0.0200613298308488,0.045263487743959,4.53873167957422
bp__p4_8,0.0702123659351929,0.00864459994043628,0.0232143739481158,8.12210702854682
bp__p5_8,-0.0616749933542501,0.0163665513496782,0.0426845930756396,-3.76835608409726
bp__p6_8,-0.0455231764236406,0.0391658343454495,0.104601491218864,-1.16231856628199
bp__p7_8,0.191602544650759,0.0219144444814954,0.0507595908237846,8.74320792446045
bp__p8_8,-0.0250781817816441,0.035979051686797,0.128709032692,-0.697021755880434
cyp__p1_1,0.127234748841362,0.0127933273860318,0.0296362979156304,9.94539926964436
cyp__p1_2,-0.0492701680649588,0.00709228103338866,0.0200060278006155,-6.94701293321674
cyp__p2_2,0.00702616679479232,0.00803294978655941,0.0125260753946981,0.874668332490809
cyp__p1_3,0.0225459946245918,0.00651474895733018,0.0182110973338614,3.46076184550808
cyp__p2_3,-0.00948893151928995,0.00534013537612151,0.013903928829388,-1.77690842103364
cyp__p3_3,-0.00900604331446323,0.00621555438064188,0.0127500022801054,-1.44895254114616
cyp__p1_4,-0.0291450420030541,0.00221008643776205,0.00432816378500407,-13.1872860287612
