code,positive_rate,mean_pred,brier,pseudo_r2,auc,iterations
G01,0.592866149934552,0.593166732933666,0.220957025993643,0.0636551941974037,0.66818577205996,5
G02,0.334967824174017,0.334784575884256,0.198705272005642,0.0912104877876839,0.700914474987137,6
G03,0.832044929651788,0.832942169468611,0.102767686588522,0.254739650501622,0.836050757340989,6
G04,0.833958688843658,0.834551035157481,0.109038227611705,0.205983789144101,0.805560151443531,6
G05,0.624790120410919,0.625376428452583,0.176069588925564,0.202460538026483,0.790759450935348,6
G06,0.433093813606365,0.434133745169809,0.195153642096349,0.162714170412935,0.762949909459268,6
G07,0.344713090318469,0.345304433690284,0.172920538128447,0.196673841211127,0.78919583574406,6
G08,0.53350706223401,0.534638282287041,0.175485080314664,0.239349829275315,0.814002888520803,6
G09,0.709452976692229,0.709844698420963,0.185220596999929,0.0829721555779253,0.69514376460936,5
