demand_group,G01,G02,G03,G04,G05,G06,G07,G08,G09
G01_主食,-1.16815887933071,-0.294685463267309,-0.225082091222079,0.418743312778837,-0.321915647849604,0.138724464995182,-0.266926970757068,0.556256201371976,0.163997590448953
G02_食用油,-0.302677755176521,-0.773284527608455,0.298646121491512,-0.403057444071346,0.00995155443746004,0.0369365344948158,0.0308280062436364,0.121936681877332,-0.214134618242544
G03_蔬菜,-0.366416808153854,0.74882254419614,-0.819684861570268,0.235629565045498,-0.293151657667825,0.104401213973588,-0.240676487065701,-0.257519712526106,0.222072645221183
G04_水果,0.355666168071963,-0.379846571888674,0.189652028118305,-1.0781556924718,0.128684809624201,-0.0330416077206145,0.150045252763526,-0.0157066775226216,-0.188841646938919
G05_猪肉,-0.25165810989321,0.0497463299155676,-0.189528190394965,0.0812840421994985,-0.656039199641477,-0.00401467452498543,-0.00163902070685848,-0.022338229294666,-0.0207455347987947
G06_禽类及其他肉类,0.306440814975646,-0.102269525908861,0.0120144878149357,-0.0840952436708553,0.00877147140290764,-1.15100020398491,0.10265583088217,-0.0292799182079323,-0.0834629131056446
G07_牛羊肉,-0.3372571873106,-0.105513044312068,-0.242486317946054,0.215871249833438,-0.0186955431395033,-0.0127418221408746,-0.829289912804095,-0.248806243784891,0.153784952971049
G08_海鲜,0.636424160068579,0.0258363145524092,-0.189134246386977,-0.258717645191957,-0.0055031823053052,-0.00442379906019094,-0.261841698659645,-0.946859092917458,0.0298432816280752
G09_乳制品,0.0531745173535614,-0.0925252282757183,0.0745989786983654,-0.112212652765315,-0.00463650997245505,-0.0577807530171872,0.18934851732977,0.00922688661464708,-1.01166850878159
