subgroup,food_group10,expenditure,own_price,curvature_ok,n
low_income,G01_主食,1.05687040587306,-0.844164394173084,FALSE,182410
low_income,G02_食用油,1.21342618199296,-0.767460694854423,FALSE,182410
low_income,G03_蔬菜,0.598441867716732,-0.888139090972883,FALSE,182410
low_income,G04_水果,0.885999963294442,-1.00052167786353,FALSE,182410
low_income,G05_猪肉,1.01715133075278,-0.657416223790083,FALSE,182410
low_income,G06_禽类及其他肉类,1.03270592802549,-1.14056275781877,FALSE,182410
low_income,G07_牛羊肉,1.45257584609572,-0.520081829568956,FALSE,182410
low_income,G08_海鲜,0.968719198745506,-0.980836392746048,FALSE,182410
low_income,G09_乳制品,0.999919737026584,-1.12364103593379,FALSE,182410
non_low_income,G01_主食,0.989306306633397,-1.13418899525383,FALSE,401258
non_low_income,G02_食用油,1.19441894974308,-0.789866318122279,FALSE,401258
non_low_income,G03_蔬菜,0.706900274229801,-0.789033642761023,FALSE,401258
non_low_income,G04_水果,0.882734252203403,-1.10009531834538,FALSE,401258
non_low_income,G05_猪肉,1.02106271650677,-0.635338476514843,FALSE,401258
non_low_income,G06_禽类及其他肉类,1.03255921004744,-1.19803319523186,FALSE,401258
non_low_income,G07_牛羊肉,1.42856576944289,-0.865747685721689,FALSE,401258
non_low_income,G08_海鲜,0.987589922910791,-0.923201666132089,FALSE,401258
non_low_income,G09_乳制品,0.943244040548734,-0.978431174248331,FALSE,401258
elderly,G01_主食,1.13099314352233,-0.987652758868192,FALSE,137581
elderly,G02_食用油,1.17647809593022,-0.75979283674,FALSE,137581
elderly,G03_蔬菜,0.513991532150964,-0.843091025712847,FALSE,137581
elderly,G04_水果,0.90684386994726,-1.06377957169687,FALSE,137581
elderly,G05_猪肉,1.00468972391524,-0.628813439423753,FALSE,137581
elderly,G06_禽类及其他肉类,1.03561819384399,-0.980026128388076,FALSE,137581
elderly,G07_牛羊肉,1.42762923593208,-1.13524209703316,FALSE,137581
elderly,G08_海鲜,0.938304446276716,-0.889106418840199,FALSE,137581
elderly,G09_乳制品,1.06093027046211,-1.12329380146522,FALSE,137581
non_elderly,G01_主食,0.938430433102011,-1.05859093002812,FALSE,446087
non_elderly,G02_食用油,1.21446022844236,-0.795477457005338,FALSE,446087
non_elderly,G03_蔬菜,0.763215789493379,-0.811337038906691,FALSE,446087
non_elderly,G04_水果,0.87106677297828,-1.06617780083287,FALSE,446087
non_elderly,G05_猪肉,1.02930781668464,-0.652509320542035,FALSE,446087
non_elderly,G06_禽类及其他肉类,1.03098244416381,-1.28646668286301,FALSE,446087
non_elderly,G07_牛羊肉,1.44115621894637,-0.540843182818057,FALSE,446087
non_elderly,G08_海鲜,1.00770372245841,-0.971071066293335,FALSE,446087
non_elderly,G09_乳制品,0.905504465955035,-0.971105094683668,FALSE,446087
large_family,G01_主食,0.708445868541534,-0.785603249096361,FALSE,99142
large_family,G02_食用油,1.19477353050863,-0.996520516810149,FALSE,99142
large_family,G03_蔬菜,1.11761789435132,-0.937117378705796,FALSE,99142
large_family,G04_水果,0.799836423111005,-0.868568943411344,FALSE,99142
large_family,G05_猪肉,1.0379179377195,-0.631559658864606,FALSE,99142
large_family,G06_禽类及其他肉类,0.997649093838219,-1.26210449479151,FALSE,99142
large_family,G07_牛羊肉,1.44070884490789,-0.402487395684242,FALSE,99142
large_family,G08_海鲜,1.0308584517703,-1.16194455601825,FALSE,99142
large_family,G09_乳制品,0.709271181162607,-1.00542213657187,FALSE,99142
small_family,G01_主食,1.03886651501666,-1.05153096232053,FALSE,484526
small_family,G02_食用油,1.2012719960851,-0.7602118513435,FALSE,484526
small_family,G03_蔬菜,0.616399219109661,-0.809825087349564,FALSE,484526
small_family,G04_水果,0.89140756444426,-1.08295492080554,FALSE,484526
small_family,G05_猪肉,1.01774392588089,-0.644455800221045,FALSE,484526
small_family,G06_禽类及其他肉类,1.0365478778422,-1.16966616571193,FALSE,484526
small_family,G07_牛羊肉,1.43581790555422,-0.79247248802556,FALSE,484526
small_family,G08_海鲜,0.97693308066778,-0.918152625444593,FALSE,484526
small_family,G09_乳制品,0.983102977453878,-1.02813949495418,FALSE,484526
