point,food_group10,expenditure,own_price,own_price_hicksian,expenditure_unconstrained,own_price_unconstrained,n
aggregate,G01_主食,94642.6354124971,-210394.452315636,-210394.223695125,209949.44067086,-253276.955721171,62449
aggregate,G02_食用油,0.358256234375398,-2.47941370195908,-2.44479198280666,0.724550719668991,0.31684397478493,62449
aggregate,G03_蔬菜,0.484063286717133,-0.718372166987338,-0.371767505239023,0.362358858236591,-0.519480947670707,62449
aggregate,G04_水果,2.36485580825536,-2.56448323513489,-2.47417988343117,2.43867750098487,-0.143387222758448,62449
aggregate,G05_猪肉,5.38443250825153,-7.26258764185058,-7.226795466682,-2.98064514149653,2.60868813139752,62449
aggregate,G06_禽类及其他肉类,42.0179903685329,-56.2609653343588,-56.1720475618431,100.013469722147,-66.9723937434506,62449
aggregate,G07_牛羊肉,0.932673553403122,-1.32027215346116,-1.21339303520862,6.41434222317025,5.3265575683178,62449
aggregate,G08_海鲜,-1.15717008719197,-5.87260509027864,-5.90218341516882,-4.1868629069884,-1.78826231570082,62449
aggregate,G09_乳制品,440.757030534378,-624.098363029699,-624.000524014448,-19.0479116575456,357.374455875212,62449
low_income,G01_主食,65867.9506404797,-143135.527751238,-143135.296476185,194127.457483406,-227654.536033019,20269
low_income,G02_食用油,0.350012792114695,-2.47785029786525,-2.44405215243565,0.718816307272843,0.300119542599842,20269
low_income,G03_蔬菜,0.482412850812205,-0.713099362979137,-0.365162209992799,0.363488251688524,-0.518045688507574,20269
low_income,G04_水果,2.30778010126363,-2.46854368922116,-2.37495721489318,2.39576131436066,-0.170779264316346,20269
low_income,G05_猪肉,4.54778192422386,-6.23421283794081,-6.19890809816813,-2.57926570187225,2.31464342379259,20269
low_income,G06_禽类及其他肉类,41.9597587927069,-55.5651361400857,-55.4762089385377,105.758481190522,-70.4391887789378,20269
low_income,G07_牛羊肉,0.931378028650921,-1.33146172658492,-1.22610433571879,6.79079248385288,5.55539236406195,20269
low_income,G08_海鲜,-2.0569061305597,-7.67036050305797,-7.7084627514249,-5.76765014645734,-1.96606264753555,20269
low_income,G09_乳制品,915.043507689573,-1209.1709181308,-1209.06900204016,39.9223416801233,733.570546855199,20269
non_low_income,G01_主食,120342.042559267,-270465.119703708,-270464.892358799,218606.424405731,-267296.239555491,42180
non_low_income,G02_食用油,0.362212835772684,-2.48016451110941,-2.4451470353001,0.727291262140151,0.324835347316296,42180
non_low_income,G03_蔬菜,0.484864957014963,-0.720913179424934,-0.374948827418286,0.361809346479396,-0.520159572363967,42180
non_low_income,G04_水果,2.39487711131572,-2.61498820517176,-2.52626251142137,2.46087281511049,-0.12925613773199,42180
non_low_income,G05_猪肉,5.895145424351,-7.89012569163085,-7.85409928630486,-3.22134815749459,2.78517626328079,42180
non_low_income,G06_禽类及其他肉类,42.0460346639441,-56.5960763045047,-56.5071630629767,97.4731345841327,-65.4394453014893,42180
non_low_income,G07_牛羊肉,0.933284313072584,-1.31499739301526,-1.2073870302773,6.25111691085578,5.22730576804873,42180
non_low_income,G08_海鲜,-0.880448633349979,-5.31994738919411,-5.34542966370614,-3.65747028930951,-1.72890439276093,42180
non_low_income,G09_乳制品,348.492687208565,-510.281280440501,-510.185400605927,-29.96307650876,287.743094812785,42180
elderly,G01_主食,58466.8330461257,-113072.478250276,-113072.233374686,224013.165298567,-225744.120881947,14731
elderly,G02_食用油,0.275967502163465,-2.53990394058286,-2.51452247263711,0.678128943653027,0.252497507573918,14731
elderly,G03_蔬菜,0.456348746186397,-0.689098568553764,-0.359049678301686,0.341114726398039,-0.511261129668649,14731
elderly,G04_水果,2.64816551025264,-2.64565907237543,-2.5529035881642,2.77746232101782,0.0691106980443591,14731
elderly,G05_猪肉,3.13736947170649,-4.9138222085424,-4.88545585673739,-2.58434954070703,2.59658819689102,14731
elderly,G06_禽类及其他肉类,63.3654910418011,-79.2189327587677,-79.1307003426319,172.309537882851,-111.497836738838,14731
elderly,G07_牛羊肉,0.927792435177431,-1.37454770577509,-1.27169380925955,6.41635603910298,4.01862704266913,14731
elderly,G08_海鲜,-1.26422600190067,-5.08406328275261,-5.11993605665794,-4.01335089608095,-1.28445135088361,14731
elderly,G09_乳制品,1361.19530784583,-1274.29030129077,-1274.16694261392,819.382533072167,1234.89401285173,14731
non_elderly,G01_主食,119677.125991385,-277743.511876571,-277743.288274157,205719.703515229,-261557.59658174,47718
non_elderly,G02_食用油,0.382077651073171,-2.46199055626828,-2.42451628377069,0.737869651748273,0.335233023918065,47718
non_elderly,G03_蔬菜,0.492732073350407,-0.727431684715856,-0.375716098999414,0.36897834159977,-0.521984376349737,47718
non_elderly,G04_水果,2.28662933107541,-2.54188635702081,-2.45234000192149,2.34694936886551,-0.200697273433524,47718
non_elderly,G05_猪肉,6.44598944353926,-8.37058317489916,-8.33249857750062,-3.17042671752348,2.61581786613152,47718
non_elderly,G06_禽类及其他肉类,38.0957992070543,-52.0428771974268,-51.9537478488846,88.6438369302355,-59.9701676865701,47718
non_elderly,G07_牛羊肉,0.934116756233936,-1.30422824814533,-1.19610650569631,6.41373744936991,5.71931110668675,47718
non_elderly,G08_海鲜,-1.11919112922959,-6.15192727214393,-6.17956244081545,-4.24681381955135,-1.96204847780901,47718
non_elderly,G09_乳制品,342.669146898848,-554.804500111183,-554.714539257946,-75.1206710463206,298.692871185242,47718
large_family,G01_主食,51448.9198761713,-133238.687210398,-133238.47634243,73575.2927726078,-106336.342090823,10129
large_family,G02_食用油,0.417266152447976,-2.47880096597159,-2.43797031979333,0.760229041630496,0.435086524968307,10129
large_family,G03_蔬菜,0.513079898165678,-0.750845622928851,-0.388922331009592,0.384110199133657,-0.528264280571595,10129
large_family,G04_水果,2.18857601672969,-2.59873122167418,-2.51405113238535,2.2275813982672,-0.274601612602437,10129
large_family,G05_猪肉,4.66336465616054,-5.47161836706724,-5.42086291792965,-0.914301022237954,0.417598607627165,10129
large_family,G06_禽类及其他肉类,29.6356305926506,-42.495323474954,-42.4055340418616,66.7901938409669,-46.3588484788915,10129
