year,group,annual_kcal_total,population_10k,m_mean,population_scenario,population_projection_source,daily_kcal_per_cap_weighted,xhat_per_cap_weighted
2030,dairyegg,36767689835270.4,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",68.97183660252362,0.03448591830126181
2030,grain,393464825630373.6,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",738.093466948955,0.36904673347447753
2030,meatsea,192367646656597.28,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",360.85894850220336,0.1804294742511017
2030,nonfood,,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",,299.941897490314
2030,oil,124991285311603.42,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",234.46886507896704,0.11723443253948354
2030,vegfruit,60959297723028.8,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",114.35243119147718,0.05717621559573859
2035,dairyegg,36980121909134.32,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",69.70045870340724,0.03485022935170362
2035,grain,388527310220836.25,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",732.2996881333759,0.36614984406668794
2035,meatsea,193967083607093.88,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",365.59086349137107,0.1827954317456856
2035,nonfood,,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",,374.64808425408444
2035,oil,123748805893491.86,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",233.24283667774418,0.11662141833887209
2035,vegfruit,61087702576092.695,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",115.13863856785339,0.05756931928392669
2050,dairyegg,35839650210381.13,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",70.39955594276141,0.035199777971380714
2050,grain,371598618775594.4,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",729.9283781281954,0.3649641890640978
2050,meatsea,189398685737560.84,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",372.03441701573206,0.18601720850786604
2050,nonfood,,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",,655.4769566674846
2050,oil,118404084323617.48,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",232.58025425084935,0.1162901271254247
2050,vegfruit,58832437481068.02,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",115.5641154248145,0.05778205771240727
